alpha mmin mmax lam mu_g sigma_g delta_m
9.441780351536364 0.930229195010258 2.898777289198496 0.18013536491189658 1.6189703365130559 0.10080162712227975 0.8261676140638571
17.44092457124214 1.1291268700095067 2.352666510828638 0.8470362302203382 2.6028228694195548 0.0790082027016082 0.40679062561564466
21.581398985907544 1.1135284451986471 2.8526317622287807 0.13924948905786355 1.5294781790802185 1.8253250816204705 0.6431116858677589
24.788851415197964 1.1072310165845822 2.2376680605905186 0.25585342398845623 1.6274477096404225 1.694261427018712 0.6190624963364394
19.162903058546547 1.011704537802161 2.3410402931707996 0.9646970151943376 1.6649271761719937 0.5956963658541832 0.7757055289523747
13.129631403815957 0.9920328401885945 1.8938408261789053 0.7855441500679475 1.6014842305099652 0.26573612634746757 0.8856299397635371
10.522485568897862 0.9251235133205269 2.262000750396907 0.5655576544983684 1.8538825722147432 0.8266857825058292 0.9947729669288913
8.90358105296129 1.0529160852344979 2.1880735378708582 0.984332304150177 1.525650366581346 1.9661723784153256 0.53965500448592
16.371826727680645 1.113689177510264 2.066083502810685 0.09738170930943171 1.5197960123005545 0.4040807954251097 0.5421034330351081
16.473981321141785 1.0596059738491406 2.183108595037684 0.26821148504684544 1.9571165592219222 0.9003031947116785 0.9203284922354442
16.24690691364536 1.067445109466141 2.456029814645724 0.23769612260138 1.5547799293980202 0.47819401716177345 0.8481711536372069
8.660048089751728 1.0214687655112273 1.934673808365857 0.7406525041009767 1.5336514462608606 0.7646243098313003 0.5669969681749912
13.996988409314518 0.9440322556972577 2.1021949422532336 0.050464926814006605 1.5716505891489359 0.6600083288830222 0.9288512220139522
14.372648288178986 1.0843186532265243 2.323092041819755 0.8621557126053362 1.5664020345663716 1.728941990401517 0.6498231425088091
22.118671224068965 1.0261630096591259 2.1852530527162695 0.6120290492194104 1.76943160952836 0.01962247784870522 0.8795185089010086
11.257941563299092 0.9341515387461383 2.741071813063507 0.26797453312260605 1.6474240897738486 0.8884983943396143 0.974236827515516
20.65468289751715 1.0445558295967459 2.6213046162748777 0.19397138371460088 1.6830441370930902 0.4109281013844988 0.6854756450048607
19.275477401435786 1.068453179777568 2.689424038787786 0.6362833802508682 1.9886129134990957 1.3258248397664354 0.9756103635712644
16.85747788168649 1.050719438648477 2.7797770271712263 0.9923235502456842 1.9705509163500432 1.3557207288555368 0.9919523950024116
23.318562635816708 1.0592692942891704 2.527168260282253 0.05923335302748817 1.5026042433520501 1.6500341961728757 0.7490897625540484
23.448777567180592 1.0867771553202858 2.012658872119494 0.4248434572750296 2.8030750443486325 0.09975697428501024 0.6317061101216381
16.702077127346893 1.0568028925922484 2.6887766867715817 0.8212417766698659 1.9169793962946313 0.39451971438808436 0.9348601536114173
21.5097864047457 1.0216087531800686 2.05338559354269 0.7284869742361691 2.4931766271506923 0.057862414793323005 0.8876590463796197
11.513191447844797 1.0257019487255672 2.7999460354437584 0.9564887132775388 1.6877564845750426 0.6329385957442164 0.7574623346277695
16.763402016327802 1.055102516970143 2.5597496034410714 0.4039497533630668 1.965850498768515 1.891167269847182 0.9490603529144882
16.090868127066205 0.99381303724689 2.534554902053909 0.5811974582867465 1.7088857468403416 1.0329238213320993 0.7552221095623749
14.602226488198266 1.0197121421454487 1.991153499736331 0.5705010270390974 2.407927588141184 0.14114031317466552 0.6352459798466813
12.073251026568379 0.9397635563079597 2.387075698561708 0.5697000029658632 1.5113170035406907 1.1039977340646052 0.9249036966230433
19.888964553150615 1.0828806969661915 2.2036770248499127 0.20242753155587428 2.760741892758696 0.010443975569988087 0.8467617016155522
19.098183393763225 0.9920742701212362 2.4161365423430925 0.5322803330605688 1.754692591390058 0.9791555971401689 0.9524205280513974
10.904407686438692 0.9625166368776757 2.117788757397255 0.939043140790776 1.7954234244774745 1.3985560566819109 0.915511006078871
20.80438330239336 1.0571982743959467 1.9226085509027138 0.6542070647462229 1.5385820053593886 0.6652526697059794 0.9900476728550419
17.00955005535172 1.05525627327137 2.195057364647935 0.7361472038658665 1.6220056582895306 1.5981697960001626 0.9525824520098183
21.433143355258462 1.0738339200483993 2.490683211764898 0.5778386783394449 1.9995550755528622 0.36187071801786846 0.9819173399282622
9.792655565987282 0.9669133624035453 2.334885075368526 0.7833760195979078 1.5660634148264219 0.20353565113731323 0.7045710230854617
23.311461542850267 1.0767914692774676 1.9699997447743207 0.3812098057722423 1.7339294707419606 0.9447064190295249 0.9358500694336843
19.84082564650969 0.9983647388866549 2.646583254427753 0.2918635914400314 1.5899164423312437 1.4569307691224114 0.9618463939212193
15.11515064997253 1.0353343932823384 2.013144594614546 0.48370061387200103 1.6986889043115259 1.4593472531635228 0.9647299966542691
15.669755851732347 0.9575480779795521 2.8785455286453066 0.2635098539053239 1.7644472639016122 0.38336543905266646 0.9924548507957759
24.679335088461556 1.0502400839553736 2.1119011307853803 0.5492466613746703 1.8189617555187416 1.9745080625155902 0.9227581430021824
17.28456588976072 0.9926158106654792 2.5390441105386476 0.09909956072255144 1.5350276602821644 1.6742690804728282 0.8506546659838988
13.644108463103471 1.0292772431862534 2.0920044082744687 0.4945182783112325 1.8719507582952355 1.8670928609430302 0.8930812638502
11.895470436302496 0.9519146656717923 2.3939454234964757 0.008650122875836885 1.5038766388504246 1.840378813381523 0.8635719393561673
19.46091268607671 1.00153328550976 2.0322349493811234 0.6838323117395618 1.781763351102561 0.8574662788465551 0.9315573032296367
23.63728574055383 1.0466541351553693 2.5316154698173907 0.7056962321215815 1.6800522492833823 0.6094865795923522 0.883067127053689
14.262332396695324 1.0540206830695102 1.8932762835444648 0.8375728580660041 2.41036936132842 0.2070801558361698 0.42222269784787586
17.324950740002038 1.095440470639855 2.1188332058380333 0.15628035098452703 1.7362805063182685 0.2205868903487668 0.6458565791325577
15.512593393862389 1.0022430009063565 2.3476910573191527 0.4611836822994296 1.6660002398679443 0.010694849585761015 0.6992893715476787
13.569606442475713 1.0191329834959286 2.04940234043187 0.6013942644375669 1.5715565947841588 0.4880187242212407 0.9380303656650878
11.443742269311507 0.9725275986043237 2.031268656344401 0.04874179624724262 1.5000964523432545 0.040390453927500805 0.6734107875257643
16.37869047090008 1.1025187970722843 2.117726307810154 0.5302791527656124 1.5196461904195468 0.5516872382586635 0.5699653642454924
20.199836634063903 1.0305571818291606 1.931466067263306 0.15513836096874145 1.5726762848240539 0.6751894032414264 0.8887633142146564
9.812673639410379 0.9709864499758797 2.059901117471904 0.1958891261954659 1.5598628001515797 1.809897978208373 0.6177959002595332
21.024145749477153 1.072049341465067 2.3793228858950033 0.1841901385468394 1.662405860601094 0.2123817269096011 0.6016829585355139
24.036099982484927 1.0543751976198459 2.546181448349105 0.25049786197358903 1.7861164386996526 1.314338822878509 0.872321953187049
12.820061238073308 0.9434378380431776 2.3547357847294603 0.8833758965599855 1.611710995907394 1.7447126495608138 0.9948021723717798
