alpha mmin delta_m
4.615010467502222 1.0188721759283281 0.11971402687840312
21.182586457241865 1.0547029890679958 0.5527926053430217
8.894140577542508 1.032016181337873 0.805834679302836
17.099947800139876 1.0637522285901515 0.41024483145445567
15.630873963325719 1.0677582866114093 0.8653068719001877
7.435591454383818 1.0833401102064386 0.45540098861565215
6.908231943209529 0.9772465902548275 0.7703214697943099
21.573483181685276 1.0531552131973987 0.6902312278336943
16.528428354805246 1.1280005858214848 0.25824292359564177
5.488655591367191 1.1537976557901395 0.1336368314563935
11.836549260238947 1.0896721072764517 0.5557526908015941
13.76336338892747 0.9854097907632512 0.6205067756402644
19.183330073691028 1.049678738852191 0.5951606630391153
14.532742429607758 1.0164697492149342 0.5235636452727582
11.75133999900864 1.065861745052542 0.6895209370661834
21.96980486939538 1.0747123317456575 0.8388654334760622
12.209629175779568 1.026743602990975 0.9664039415318231
10.371599938825977 1.0925684227196815 0.14210365253856397
17.90979825238032 1.0564548374276135 0.5155377494831844
17.77424884270551 1.093824708739818 0.6083619919620609
8.962587825789019 1.0285095283210963 0.26268601495459554
6.696276454727725 1.1647956477738053 0.09772794660667676
8.831377747031073 1.1264415758176254 0.03549186104898257
20.461167855426115 1.0684324353861916 0.6100919034478488
7.5699634498233 0.9255754354035648 0.9676520765215313
16.301565389505623 1.0774773329753307 0.37648367072262895
6.695105223430019 0.9280624310627053 0.829158151851542
22.21041912807377 1.048669883487046 0.8235165073328194
7.019229440229035 0.9072162325520199 0.908723757483308
18.006200564146948 0.9823459363613194 0.9500635374647894
20.235054391670666 1.0236530281410678 0.8410897790253301
13.033553955810763 1.027837804364497 0.9822856619620489
13.196669430010125 1.092578410257548 0.5394706885814433
13.171005402409868 1.1447081241380215 0.1950951604306132
16.244916776228525 1.1107879553914095 0.304740108847515
12.805265545444907 0.9231890798041993 0.9376599951945782
8.505127010716173 0.9997618247461388 0.3407871849713596
8.399352640242071 0.967123017929232 0.8991240962872216
16.332931546787158 0.9901202512737963 0.8049823695268654
8.651197088318314 0.9815836676965636 0.40556681182962084
8.901299763465595 1.0923901997164416 0.432900698771247
21.48311390535217 1.0377080424568081 0.8776577256546073
7.802143982728509 0.9773212030536376 0.38528165819571353
16.352587724726348 1.0929683657771314 0.5563916110098441
10.088340801929615 1.0845919730190925 0.49774457918187753
16.666015999680887 0.9726319899944084 0.9447904189471442
