
0it [00:00, ?it/s]
1it [00:18, 18.23s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-7265.87+/-0.18 dlogz:inf>0.1]
11it [00:18,  1.21s/it, bound:0 nc:  1 ncall:4.1e+02 eff:2.7% logz=-4402.51+/-0.18 dlogz:4659.018>0.1]
20it [00:18,  1.79it/s, bound:0 nc:  1 ncall:4.2e+02 eff:4.8% logz=-3793.98+/-0.18 dlogz:3904.430>0.1]
30it [00:18,  3.26it/s, bound:0 nc:  1 ncall:4.3e+02 eff:7.0% logz=-3446.55+/-0.18 dlogz:3565.352>0.1]
40it [00:18,  5.24it/s, bound:0 nc:  1 ncall:4.4e+02 eff:9.1% logz=-3049.43+/-0.18 dlogz:3158.558>0.1]
49it [00:19,  7.57it/s, bound:0 nc:  2 ncall:4.5e+02 eff:10.8% logz=-2795.29+/-0.18 dlogz:2854.725>0.1]
57it [00:19, 10.19it/s, bound:0 nc:  1 ncall:4.6e+02 eff:12.4% logz=-2676.95+/-0.18 dlogz:2730.829>0.1]
66it [00:19, 13.80it/s, bound:0 nc:  4 ncall:4.7e+02 eff:14.0% logz=-2362.36+/-0.18 dlogz:2465.027>0.1]
74it [00:19, 17.58it/s, bound:0 nc:  1 ncall:4.8e+02 eff:15.4% logz=-2252.09+/-0.18 dlogz:2307.776>0.1]
81it [00:19, 20.81it/s, bound:0 nc:  1 ncall:4.9e+02 eff:16.5% logz=-2143.32+/-0.19 dlogz:2233.530>0.1]
89it [00:19, 25.26it/s, bound:0 nc:  2 ncall:5.0e+02 eff:17.7% logz=-1992.90+/-0.19 dlogz:2108.688>0.1]
96it [00:20, 28.53it/s, bound:0 nc:  2 ncall:5.1e+02 eff:18.8% logz=-1929.00+/-0.19 dlogz:2000.787>0.1]
101it [00:20, 28.84it/s, bound:0 nc:  1 ncall:5.2e+02 eff:19.4% logz=-1861.26+/-0.19 dlogz:1925.067>0.1]
111it [00:20, 36.45it/s, bound:0 nc:  1 ncall:5.3e+02 eff:20.9% logz=-1669.58+/-0.19 dlogz:1755.314>0.1]
120it [00:20, 39.99it/s, bound:0 nc:  3 ncall:5.4e+02 eff:22.1% logz=-1522.68+/-0.19 dlogz:1626.964>0.1]
126it [00:20, 39.09it/s, bound:0 nc:  1 ncall:5.5e+02 eff:22.9% logz=-1470.65+/-0.18 dlogz:1527.153>0.1]
131it [00:20, 40.45it/s, bound:0 nc:  2 ncall:5.6e+02 eff:23.5% logz=-1444.24+/-0.19 dlogz:1509.322>0.1]
136it [00:20, 41.61it/s, bound:0 nc:  2 ncall:5.6e+02 eff:24.1% logz=-1411.34+/-0.17 dlogz:1465.629>0.1]
141it [00:21, 34.51it/s, bound:0 nc:  1 ncall:5.7e+02 eff:24.6% logz=-1390.59+/-0.18 dlogz:1447.288>0.1]
145it [00:21, 33.96it/s, bound:0 nc:  1 ncall:5.8e+02 eff:25.1% logz=-1339.73+/-0.19 dlogz:1403.112>0.1]
149it [00:21, 34.40it/s, bound:0 nc:  1 ncall:5.8e+02 eff:25.6% logz=-1326.93+/-0.19 dlogz:1385.126>0.1]
153it [00:21, 31.06it/s, bound:0 nc:  2 ncall:5.9e+02 eff:25.8% logz=-1295.62+/-0.19 dlogz:1355.881>0.1]
157it [00:21, 28.76it/s, bound:0 nc:  1 ncall:6.0e+02 eff:26.1% logz=-1259.35+/-0.19 dlogz:1319.307>0.1]
165it [00:21, 35.23it/s, bound:0 nc:  1 ncall:6.1e+02 eff:27.0% logz=-1212.08+/-0.18 dlogz:1267.149>0.1]
172it [00:22, 37.84it/s, bound:0 nc:  1 ncall:6.2e+02 eff:27.7% logz=-1154.68+/-0.19 dlogz:1214.654>0.1]
178it [00:22, 36.93it/s, bound:0 nc:  1 ncall:6.3e+02 eff:28.2% logz=-1115.70+/-0.18 dlogz:1171.670>0.1]
185it [00:22, 37.85it/s, bound:0 nc:  2 ncall:6.4e+02 eff:28.8% logz=-1074.84+/-0.17 dlogz:1129.301>0.1]
191it [00:22, 36.68it/s, bound:0 nc:  1 ncall:6.5e+02 eff:29.3% logz=-1066.06+/-0.17 dlogz:1120.038>0.1]
198it [00:22, 37.55it/s, bound:0 nc:  4 ncall:6.6e+02 eff:29.9% logz=-1036.96+/-0.19 dlogz:1094.548>0.1]
205it [00:22, 38.45it/s, bound:0 nc:  1 ncall:6.7e+02 eff:30.6% logz=-964.12+/-0.19 dlogz:1024.686>0.1] 
212it [00:23, 37.45it/s, bound:0 nc:  1 ncall:6.8e+02 eff:31.1% logz=-905.77+/-0.18 dlogz:961.173>0.1] 
216it [00:23, 36.12it/s, bound:0 nc:  1 ncall:6.9e+02 eff:31.5% logz=-894.26+/-0.17 dlogz:948.140>0.1]
220it [00:23, 35.22it/s, bound:0 nc:  1 ncall:6.9e+02 eff:31.8% logz=-877.74+/-0.18 dlogz:932.127>0.1]
224it [00:23, 34.49it/s, bound:0 nc:  2 ncall:7.0e+02 eff:32.0% logz=-873.60+/-0.17 dlogz:927.555>0.1]
228it [00:23, 33.83it/s, bound:0 nc:  1 ncall:7.0e+02 eff:32.3% logz=-851.11+/-0.18 dlogz:906.898>0.1]
232it [00:23, 28.58it/s, bound:0 nc:  2 ncall:7.1e+02 eff:32.6% logz=-839.14+/-0.18 dlogz:893.849>0.1]
