
0it [00:00, ?it/s]
306it [00:18, 26.62it/s, bound:0 nc:  1 ncall:8.6e+02 eff:35.5% logz=-7.20+/-0.13 dlogz:56.719>0.1]
312it [00:18, 32.76it/s, bound:0 nc:  3 ncall:8.7e+02 eff:35.8% logz=-6.78+/-0.13 dlogz:56.280>0.1]
320it [00:18, 41.54it/s, bound:0 nc:  1 ncall:8.8e+02 eff:36.3% logz=-6.25+/-0.12 dlogz:55.717>0.1]
325it [00:19, 39.41it/s, bound:0 nc:  3 ncall:8.9e+02 eff:36.4% logz=-5.98+/-0.12 dlogz:55.426>0.1]
330it [00:19, 38.25it/s, bound:0 nc:  5 ncall:9.0e+02 eff:36.5% logz=-5.71+/-0.12 dlogz:55.147>0.1]
335it [00:19, 34.50it/s, bound:0 nc:  2 ncall:9.1e+02 eff:36.8% logz=-5.42+/-0.12 dlogz:54.852>0.1]
340it [00:19, 33.42it/s, bound:0 nc:  5 ncall:9.2e+02 eff:36.8% logz=-5.16+/-0.12 dlogz:54.573>0.1]
344it [00:19, 27.23it/s, bound:0 nc:  7 ncall:9.4e+02 eff:36.8% logz=-4.91+/-0.12 dlogz:54.324>0.1]
348it [00:19, 27.50it/s, bound:0 nc:  4 ncall:9.5e+02 eff:36.7% logz=-4.61+/-0.12 dlogz:54.030>0.1]
352it [00:20, 27.61it/s, bound:0 nc:  7 ncall:9.6e+02 eff:36.7% logz=-4.31+/-0.12 dlogz:53.711>0.1]
355it [00:20, 24.46it/s, bound:0 nc:  1 ncall:9.7e+02 eff:36.5% logz=-4.12+/-0.12 dlogz:53.502>0.1]
360it [00:20, 28.45it/s, bound:0 nc:  1 ncall:9.8e+02 eff:36.7% logz=-3.81+/-0.12 dlogz:53.180>0.1]
367it [00:20, 36.00it/s, bound:0 nc:  1 ncall:9.9e+02 eff:37.0% logz=-3.42+/-0.12 dlogz:52.766>0.1]
371it [00:20, 33.92it/s, bound:0 nc:  5 ncall:1.0e+03 eff:37.0% logz=-3.21+/-0.12 dlogz:52.538>0.1]
375it [00:20, 34.31it/s, bound:0 nc:  4 ncall:1.0e+03 eff:37.0% logz=-3.02+/-0.12 dlogz:52.338>0.1]
380it [00:20, 35.34it/s, bound:0 nc:  2 ncall:1.0e+03 eff:37.2% logz=-2.81+/-0.12 dlogz:52.108>0.1]
384it [00:20, 35.21it/s, bound:0 nc:  2 ncall:1.0e+03 eff:37.2% logz=-2.62+/-0.12 dlogz:51.915>0.1]
390it [00:21, 39.87it/s, bound:0 nc:  2 ncall:1.0e+03 eff:37.4% logz=-2.31+/-0.12 dlogz:51.601>0.1]
395it [00:21, 39.52it/s, bound:0 nc:  1 ncall:1.1e+03 eff:37.6% logz=-2.02+/-0.12 dlogz:51.310>0.1]
400it [00:21, 35.34it/s, bound:0 nc:  9 ncall:1.1e+03 eff:37.4% logz=-1.70+/-0.12 dlogz:50.974>0.1]
404it [00:21, 30.90it/s, bound:0 nc:  5 ncall:1.1e+03 eff:37.4% logz=-1.45+/-0.12 dlogz:50.710>0.1]
408it [00:21, 31.31it/s, bound:0 nc:  2 ncall:1.1e+03 eff:37.3% logz=-1.20+/-0.13 dlogz:50.450>0.1]
412it [00:21, 25.35it/s, bound:0 nc:  4 ncall:1.1e+03 eff:37.1% logz=-0.98+/-0.13 dlogz:50.208>0.1]
417it [00:22, 28.38it/s, bound:0 nc:  5 ncall:1.1e+03 eff:37.1% logz=-0.73+/-0.12 dlogz:49.944>0.1]
421it [00:22, 29.71it/s, bound:0 nc:  2 ncall:1.1e+03 eff:37.2% logz=-0.56+/-0.12 dlogz:49.756>0.1]
425it [00:22, 30.81it/s, bound:0 nc:  4 ncall:1.1e+03 eff:37.2% logz=-0.38+/-0.12 dlogz:49.573>0.1]
430it [00:22, 33.78it/s, bound:0 nc:  2 ncall:1.2e+03 eff:37.3% logz=-0.19+/-0.12 dlogz:49.363>0.1]
434it [00:22, 34.59it/s, bound:0 nc:  3 ncall:1.2e+03 eff:37.4% logz=-0.05+/-0.12 dlogz:49.211>0.1]
438it [00:22, 33.28it/s, bound:0 nc:  3 ncall:1.2e+03 eff:37.4% logz=0.08+/-0.12 dlogz:49.066>0.1] 
443it [00:22, 35.79it/s, bound:0 nc:  2 ncall:1.2e+03 eff:37.5% logz=0.26+/-0.12 dlogz:48.880>0.1]
450it [00:22, 37.49it/s, bound:0 nc:  8 ncall:1.2e+03 eff:37.6% logz=0.51+/-0.12 dlogz:48.607>0.1]
454it [00:23, 33.08it/s, bound:0 nc:  1 ncall:1.2e+03 eff:37.6% logz=0.66+/-0.12 dlogz:48.455>0.1]
459it [00:23, 35.44it/s, bound:0 nc:  2 ncall:1.2e+03 eff:37.7% logz=0.85+/-0.12 dlogz:48.250>0.1]
463it [00:23, 34.50it/s, bound:0 nc:  3 ncall:1.2e+03 eff:37.7% logz=1.00+/-0.12 dlogz:48.289>0.1]
467it [00:23, 30.06it/s, bound:0 nc:  3 ncall:1.2e+03 eff:37.6% logz=1.15+/-0.12 dlogz:48.130>0.1]
472it [00:23, 33.19it/s, bound:0 nc:  1 ncall:1.3e+03 eff:37.7% logz=1.33+/-0.12 dlogz:47.939>0.1]
476it [00:23, 29.38it/s, bound:0 nc:  6 ncall:1.3e+03 eff:37.6% logz=1.46+/-0.12 dlogz:47.795>0.1]
481it [00:23, 32.14it/s, bound:0 nc:  3 ncall:1.3e+03 eff:37.7% logz=1.62+/-0.12 dlogz:47.619>0.1]
485it [00:24, 31.59it/s, bound:0 nc:  1 ncall:1.3e+03 eff:37.6% logz=1.77+/-0.12 dlogz:47.467>0.1]
489it [00:24, 27.22it/s, bound:0 nc:  2 ncall:1.3e+03 eff:37.5% logz=1.91+/-0.12 dlogz:47.313>0.1]
492it [00:24, 26.71it/s, bound:0 nc:  5 ncall:1.3e+03 eff:37.5% logz=2.02+/-0.12 dlogz:47.202>0.1]
495it [00:24, 26.63it/s, bound:0 nc:  4 ncall:1.3e+03 eff:37.5% logz=2.12+/-0.12 dlogz:47.090>0.1]
499it [00:24, 25.46it/s, bound:0 nc: 14 ncall:1.3e+03 eff:37.3% logz=2.27+/-0.12 dlogz:46.929>0.1]
502it [00:24, 25.98it/s, bound:0 nc:  3 ncall:1.4e+03 eff:37.2% logz=2.39+/-0.12 dlogz:46.810>0.1]
505it [00:24, 25.76it/s, bound:0 nc:  1 ncall:1.4e+03 eff:37.1% logz=2.49+/-0.12 dlogz:46.694>0.1]
508it [00:25, 24.89it/s, bound:0 nc:  3 ncall:1.4e+03 eff:37.1% logz=2.60+/-0.12 dlogz:46.578>0.1]
511it [00:25, 23.31it/s, bound:0 nc:  3 ncall:1.4e+03 eff:37.1% logz=2.71+/-0.12 dlogz:46.463>0.1]
514it [00:25, 23.49it/s, bound:0 nc:  2 ncall:1.4e+03 eff:37.1% logz=2.81+/-0.12 dlogz:46.355>0.1]
517it [00:25, 23.85it/s, bound:0 nc:  2 ncall:1.4e+03 eff:37.0% logz=2.90+/-0.12 dlogz:46.252>0.1]
521it [00:25, 26.32it/s, bound:0 nc:  3 ncall:1.4e+03 eff:37.1% logz=3.02+/-0.12 dlogz:46.117>0.1]
525it [00:25, 28.56it/s, bound:0 nc:  5 ncall:1.4e+03 eff:37.1% logz=3.14+/-0.12 dlogz:45.988>0.1]
528it [00:25, 21.04it/s, bound:0 nc:  9 ncall:1.4e+03 eff:36.7% logz=3.24+/-0.12 dlogz:45.886>0.1]
531it [00:26, 17.80it/s, bound:0 nc:  1 ncall:1.5e+03 eff:36.5% logz=3.33+/-0.12 dlogz:45.784>0.1]
534it [00:26, 18.90it/s, bound:0 nc:  6 ncall:1.5e+03 eff:36.4% logz=3.43+/-0.12 dlogz:45.677>0.1]
537it [00:26, 18.04it/s, bound:0 nc:  7 ncall:1.5e+03 eff:36.2% logz=3.53+/-0.12 dlogz:45.571>0.1]
541it [00:26, 21.66it/s, bound:0 nc:  4 ncall:1.5e+03 eff:36.2% logz=3.67+/-0.12 dlogz:45.423>0.1]
544it [00:26, 19.96it/s, bound:0 nc:  3 ncall:1.5e+03 eff:36.1% logz=3.77+/-0.12 dlogz:45.314>0.1]
550it [00:26, 24.61it/s, bound:0 nc:  7 ncall:1.5e+03 eff:36.1% logz=3.97+/-0.12 dlogz:45.100>0.1]
553it [00:27, 22.00it/s, bound:0 nc:  6 ncall:1.5e+03 eff:36.0% logz=4.06+/-0.12 dlogz:44.998>0.1]
558it [00:27, 25.45it/s, bound:0 nc:  1 ncall:1.5e+03 eff:36.1% logz=4.21+/-0.12 dlogz:44.837>0.1]
561it [00:27, 25.55it/s, bound:0 nc: 12 ncall:1.6e+03 eff:36.0% logz=4.30+/-0.12 dlogz:44.741>0.1]
564it [00:27, 25.59it/s, bound:0 nc:  1 ncall:1.6e+03 eff:35.9% logz=4.39+/-0.12 dlogz:44.641>0.1]
567it [00:27, 25.56it/s, bound:0 nc:  1 ncall:1.6e+03 eff:36.0% logz=4.48+/-0.12 dlogz:44.542>0.1]
570it [00:27, 22.41it/s, bound:0 nc:  5 ncall:1.6e+03 eff:35.8% logz=4.58+/-0.12 dlogz:44.442>0.1]
573it [00:28, 18.07it/s, bound:0 nc:  7 ncall:1.6e+03 eff:35.5% logz=4.67+/-0.12 dlogz:44.341>0.1]
575it [00:28, 16.26it/s, bound:0 nc: 10 ncall:1.6e+03 eff:35.3% logz=4.73+/-0.12 dlogz:44.276>0.1]
579it [00:28, 19.07it/s, bound:0 nc:  3 ncall:1.6e+03 eff:35.4% logz=4.85+/-0.12 dlogz:44.148>0.1]
582it [00:28, 20.55it/s, bound:0 nc:  2 ncall:1.6e+03 eff:35.3% logz=4.94+/-0.12 dlogz:44.051>0.1]
587it [00:28, 23.36it/s, bound:0 nc:  8 ncall:1.7e+03 eff:35.3% logz=5.10+/-0.12 dlogz:43.877>0.1]
591it [00:28, 25.94it/s, bound:0 nc:  2 ncall:1.7e+03 eff:35.4% logz=5.23+/-0.12 dlogz:43.737>0.1]
594it [00:28, 26.07it/s, bound:0 nc:  1 ncall:1.7e+03 eff:35.3% logz=5.34+/-0.12 dlogz:43.627>0.1]
597it [00:29, 16.73it/s, bound:0 nc:  4 ncall:1.7e+03 eff:34.9% logz=5.44+/-0.12 dlogz:43.517>0.1]
601it [00:29, 19.80it/s, bound:0 nc:  5 ncall:1.7e+03 eff:34.9% logz=5.58+/-0.12 dlogz:43.363>0.1]
604it [00:29, 20.73it/s, bound:0 nc:  4 ncall:1.7e+03 eff:34.8% logz=5.69+/-0.12 dlogz:43.250>0.1]
607it [00:29, 17.72it/s, bound:0 nc: 12 ncall:1.8e+03 eff:34.6% logz=5.79+/-0.12 dlogz:43.140>0.1]
610it [00:29, 18.83it/s, bound:0 nc:  2 ncall:1.8e+03 eff:34.6% logz=5.89+/-0.12 dlogz:43.033>0.1]
613it [00:30, 16.49it/s, bound:0 nc:  1 ncall:1.8e+03 eff:34.4% logz=5.98+/-0.12 dlogz:42.931>0.1]
617it [00:30, 20.37it/s, bound:0 nc:  3 ncall:1.8e+03 eff:34.4% logz=6.10+/-0.12 dlogz:42.802>0.1]
620it [00:30, 18.64it/s, bound:0 nc:  6 ncall:1.8e+03 eff:34.3% logz=6.18+/-0.12 dlogz:42.709>0.1]
623it [00:30, 13.52it/s, bound:0 nc: 17 ncall:1.8e+03 eff:33.9% logz=6.27+/-0.12 dlogz:42.618>0.1]
627it [00:30, 17.08it/s, bound:0 nc:  1 ncall:1.8e+03 eff:34.0% logz=6.38+/-0.12 dlogz:42.496>0.1]
630it [00:31, 16.93it/s, bound:0 nc: 11 ncall:1.9e+03 eff:33.8% logz=6.46+/-0.12 dlogz:42.404>0.1]
633it [00:31, 18.71it/s, bound:0 nc:  2 ncall:1.9e+03 eff:33.8% logz=6.54+/-0.12 dlogz:42.315>0.1]
636it [00:31, 12.20it/s, bound:0 nc: 16 ncall:1.9e+03 eff:33.3% logz=6.62+/-0.12 dlogz:42.229>0.1]
638it [00:31, 13.15it/s, bound:0 nc:  1 ncall:1.9e+03 eff:33.3% logz=6.67+/-0.12 dlogz:42.173>0.1]
640it [00:31, 12.71it/s, bound:0 nc:  1 ncall:1.9e+03 eff:33.1% logz=6.72+/-0.12 dlogz:42.117>0.1]
642it [00:32, 13.50it/s, bound:0 nc:  4 ncall:1.9e+03 eff:33.1% logz=6.77+/-0.12 dlogz:42.061>0.1]
646it [00:32, 13.44it/s, bound:0 nc: 17 ncall:2.0e+03 eff:32.8% logz=6.87+/-0.12 dlogz:41.952>0.1]
651it [00:32, 18.25it/s, bound:0 nc:  7 ncall:2.0e+03 eff:32.9% logz=6.99+/-0.12 dlogz:41.821>0.1]
655it [00:32, 17.83it/s, bound:0 nc: 11 ncall:2.0e+03 eff:32.8% logz=7.09+/-0.12 dlogz:41.711>0.1]
657it [00:32, 17.85it/s, bound:0 nc:  1 ncall:2.0e+03 eff:32.7% logz=7.15+/-0.12 dlogz:41.652>0.1]
659it [00:32, 17.93it/s, bound:0 nc:  1 ncall:2.0e+03 eff:32.7% logz=7.20+/-0.12 dlogz:41.594>0.1]
661it [00:33, 17.76it/s, bound:0 nc:  5 ncall:2.0e+03 eff:32.6% logz=7.25+/-0.12 dlogz:41.537>0.1]
663it [00:33, 17.80it/s, bound:0 nc:  3 ncall:2.0e+03 eff:32.6% logz=7.30+/-0.12 dlogz:41.480>0.1]
666it [00:33, 20.51it/s, bound:0 nc:  6 ncall:2.0e+03 eff:32.6% logz=7.38+/-0.12 dlogz:41.396>0.1]
669it [00:33, 19.73it/s, bound:0 nc:  3 ncall:2.1e+03 eff:32.4% logz=7.45+/-0.12 dlogz:41.313>0.1]
672it [00:33, 15.88it/s, bound:0 nc:  7 ncall:2.1e+03 eff:32.2% logz=7.53+/-0.12 dlogz:41.233>0.1]
674it [00:33, 16.54it/s, bound:0 nc:  1 ncall:2.1e+03 eff:32.2% logz=7.58+/-0.12 dlogz:41.179>0.1]
677it [00:33, 19.35it/s, bound:0 nc: 10 ncall:2.1e+03 eff:32.1% logz=7.65+/-0.12 dlogz:41.093>0.1]
680it [00:34, 17.51it/s, bound:0 nc: 11 ncall:2.1e+03 eff:31.9% logz=7.74+/-0.12 dlogz:41.004>0.1]
682it [00:34, 16.07it/s, bound:0 nc:  5 ncall:2.1e+03 eff:31.8% logz=7.79+/-0.12 dlogz:40.944>0.1]
686it [00:34, 20.95it/s, bound:0 nc:  2 ncall:2.2e+03 eff:31.9% logz=7.91+/-0.12 dlogz:40.822>0.1]
689it [00:34, 13.43it/s, bound:0 nc: 12 ncall:2.2e+03 eff:31.5% logz=8.01+/-0.12 dlogz:40.717>0.1]
691it [00:34, 13.97it/s, bound:0 nc:  4 ncall:2.2e+03 eff:31.4% logz=8.07+/-0.12 dlogz:40.648>0.1]
693it [00:35, 15.00it/s, bound:0 nc:  8 ncall:2.2e+03 eff:31.4% logz=8.13+/-0.12 dlogz:40.579>0.1]
696it [00:35, 17.70it/s, bound:0 nc:  5 ncall:2.2e+03 eff:31.4% logz=8.23+/-0.12 dlogz:40.476>0.1]
701it [00:35, 16.56it/s, bound:0 nc: 21 ncall:2.2e+03 eff:31.2% logz=8.40+/-0.12 dlogz:40.299>0.1]
703it [00:35, 16.90it/s, bound:0 nc:  6 ncall:2.3e+03 eff:31.1% logz=8.46+/-0.13 dlogz:40.227>0.1]
705it [00:35, 13.32it/s, bound:0 nc: 21 ncall:2.3e+03 eff:30.9% logz=8.54+/-0.13 dlogz:40.152>0.1]
707it [00:36, 10.01it/s, bound:0 nc: 20 ncall:2.3e+03 eff:30.5% logz=8.61+/-0.13 dlogz:40.072>0.1]
710it [00:36, 12.85it/s, bound:0 nc:  4 ncall:2.3e+03 eff:30.5% logz=8.72+/-0.13 dlogz:39.957>0.1]
714it [00:36, 14.89it/s, bound:0 nc:  8 ncall:2.3e+03 eff:30.4% logz=8.85+/-0.13 dlogz:39.810>0.1]
716it [00:36, 10.87it/s, bound:0 nc: 14 ncall:2.4e+03 eff:30.1% logz=8.92+/-0.13 dlogz:39.738>0.1]
719it [00:36, 13.61it/s, bound:0 nc:  8 ncall:2.4e+03 eff:30.1% logz=9.02+/-0.13 dlogz:39.632>0.1]
721it [00:37, 13.42it/s, bound:0 nc: 11 ncall:2.4e+03 eff:30.0% logz=9.09+/-0.13 dlogz:39.557>0.1]
723it [00:37, 14.11it/s, bound:0 nc:  5 ncall:2.4e+03 eff:29.9% logz=9.15+/-0.13 dlogz:39.486>0.1]
726it [00:37, 17.10it/s, bound:0 nc:  3 ncall:2.4e+03 eff:29.9% logz=9.25+/-0.13 dlogz:39.379>0.1]
729it [00:37, 17.86it/s, bound:0 nc:  3 ncall:2.4e+03 eff:29.9% logz=9.35+/-0.13 dlogz:39.272>0.1]
733it [00:37, 20.40it/s, bound:0 nc:  7 ncall:2.5e+03 eff:29.8% logz=9.48+/-0.13 dlogz:39.132>0.1]
736it [00:37, 22.32it/s, bound:0 nc:  4 ncall:2.5e+03 eff:29.8% logz=9.59+/-0.13 dlogz:39.023>0.1]
739it [00:38, 17.33it/s, bound:0 nc:  1 ncall:2.5e+03 eff:29.6% logz=9.69+/-0.13 dlogz:38.912>0.1]
742it [00:38, 15.28it/s, bound:0 nc:  5 ncall:2.5e+03 eff:29.5% logz=9.79+/-0.13 dlogz:38.803>0.1]
744it [00:38, 15.98it/s, bound:0 nc:  6 ncall:2.5e+03 eff:29.4% logz=9.86+/-0.13 dlogz:38.727>0.1]
746it [00:38, 16.67it/s, bound:0 nc:  7 ncall:2.5e+03 eff:29.4% logz=9.93+/-0.13 dlogz:38.652>0.1]
750it [00:38, 19.57it/s, bound:0 nc:  3 ncall:2.6e+03 eff:29.4% logz=10.08+/-0.13 dlogz:38.500>0.1]
753it [00:38, 19.50it/s, bound:0 nc:  5 ncall:2.6e+03 eff:29.3% logz=10.19+/-0.13 dlogz:38.382>0.1]
756it [00:38, 21.54it/s, bound:0 nc:  2 ncall:2.6e+03 eff:29.3% logz=10.29+/-0.13 dlogz:38.265>0.1]
761it [00:39, 25.62it/s, bound:0 nc:  3 ncall:2.6e+03 eff:29.3% logz=10.46+/-0.13 dlogz:38.082>0.1]
766it [00:39, 28.46it/s, bound:0 nc:  3 ncall:2.6e+03 eff:29.4% logz=10.63+/-0.13 dlogz:37.904>0.1]
771it [00:39, 25.22it/s, bound:0 nc: 15 ncall:2.6e+03 eff:29.3% logz=10.79+/-0.13 dlogz:37.729>0.1]
774it [00:39, 22.91it/s, bound:0 nc:  3 ncall:2.6e+03 eff:29.2% logz=10.89+/-0.13 dlogz:37.622>0.1]
777it [00:39, 20.63it/s, bound:0 nc:  1 ncall:2.7e+03 eff:29.2% logz=10.99+/-0.13 dlogz:37.519>0.1]
780it [00:40, 14.89it/s, bound:0 nc:  9 ncall:2.7e+03 eff:29.0% logz=11.08+/-0.13 dlogz:37.412>0.1]
784it [00:40, 18.46it/s, bound:0 nc:  1 ncall:2.7e+03 eff:29.1% logz=11.21+/-0.13 dlogz:37.271>0.1]
787it [00:40, 15.33it/s, bound:0 nc:  3 ncall:2.7e+03 eff:28.9% logz=11.31+/-0.13 dlogz:37.170>0.1]
789it [00:40, 15.66it/s, bound:0 nc:  7 ncall:2.7e+03 eff:28.9% logz=11.36+/-0.13 dlogz:37.106>0.1]
791it [00:40, 12.50it/s, bound:0 nc: 24 ncall:2.8e+03 eff:28.7% logz=11.42+/-0.13 dlogz:37.043>0.1]
793it [00:41, 13.34it/s, bound:0 nc:  5 ncall:2.8e+03 eff:28.6% logz=11.48+/-0.13 dlogz:36.978>0.1]
795it [00:41, 12.99it/s, bound:0 nc:  7 ncall:2.8e+03 eff:28.6% logz=11.54+/-0.13 dlogz:36.912>0.1]
797it [00:41, 14.02it/s, bound:0 nc:  3 ncall:2.8e+03 eff:28.6% logz=11.60+/-0.13 dlogz:36.847>0.1]
801it [00:41, 18.87it/s, bound:0 nc:  6 ncall:2.8e+03 eff:28.6% logz=11.72+/-0.13 dlogz:36.720>0.1]
805it [00:41, 22.74it/s, bound:0 nc:  2 ncall:2.8e+03 eff:28.6% logz=11.86+/-0.13 dlogz:36.580>0.1]
809it [00:41, 23.09it/s, bound:0 nc:  6 ncall:2.8e+03 eff:28.6% logz=12.04+/-0.13 dlogz:36.397>0.1]
812it [00:42, 17.40it/s, bound:0 nc: 18 ncall:2.9e+03 eff:28.5% logz=12.17+/-0.13 dlogz:36.257>0.1]
815it [00:42, 17.54it/s, bound:0 nc:  4 ncall:2.9e+03 eff:28.4% logz=12.30+/-0.13 dlogz:36.121>0.1]
817it [00:42, 17.49it/s, bound:0 nc:  5 ncall:2.9e+03 eff:28.4% logz=12.38+/-0.13 dlogz:36.032>0.1]
820it [00:42, 17.60it/s, bound:0 nc:  9 ncall:2.9e+03 eff:28.4% logz=12.50+/-0.14 dlogz:35.905>0.1]
822it [00:42, 17.99it/s, bound:0 nc:  5 ncall:2.9e+03 eff:28.3% logz=12.58+/-0.14 dlogz:35.817>0.1]
826it [00:42, 20.71it/s, bound:0 nc:  9 ncall:2.9e+03 eff:28.3% logz=12.74+/-0.14 dlogz:35.647>0.1]
829it [00:42, 22.72it/s, bound:0 nc:  4 ncall:2.9e+03 eff:28.3% logz=12.86+/-0.14 dlogz:35.523>0.1]
