
0it [00:00, ?it/s]
1it [00:06,  6.00s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-21022.35+/-0.18 dlogz:inf>0.1]
17it [00:06,  3.88it/s, bound:0 nc:  1 ncall:4.2e+02 eff:4.1% logz=-1618.38+/-0.18 dlogz:2012.962>0.1]
33it [00:06,  8.82it/s, bound:0 nc:  1 ncall:4.4e+02 eff:7.6% logz=-643.19+/-0.18 dlogz:716.831>0.1]  
46it [00:06, 14.06it/s, bound:0 nc:  1 ncall:4.5e+02 eff:10.2% logz=-406.80+/-0.18 dlogz:460.362>0.1]
59it [00:06, 20.79it/s, bound:0 nc:  1 ncall:4.7e+02 eff:12.7% logz=-191.10+/-0.18 dlogz:248.048>0.1]
73it [00:06, 29.92it/s, bound:0 nc:  1 ncall:4.8e+02 eff:15.2% logz=-74.29+/-0.17 dlogz:126.608>0.1] 
86it [00:06, 39.48it/s, bound:0 nc:  2 ncall:5.0e+02 eff:17.3% logz=-48.83+/-0.17 dlogz:100.326>0.1]
103it [00:06, 53.47it/s, bound:0 nc:  1 ncall:5.2e+02 eff:20.0% logz=-33.34+/-0.15 dlogz:84.096>0.1]
116it [00:06, 61.49it/s, bound:0 nc:  2 ncall:5.4e+02 eff:21.6% logz=-28.49+/-0.14 dlogz:79.134>0.1]
128it [00:07, 68.07it/s, bound:0 nc:  1 ncall:5.6e+02 eff:22.9% logz=-23.81+/-0.15 dlogz:74.425>0.1]
140it [00:07, 73.51it/s, bound:0 nc:  1 ncall:5.8e+02 eff:24.3% logz=-20.99+/-0.14 dlogz:71.528>0.1]
154it [00:07, 81.51it/s, bound:0 nc:  2 ncall:6.0e+02 eff:25.8% logz=-18.35+/-0.13 dlogz:68.735>0.1]
166it [00:07, 84.82it/s, bound:0 nc:  1 ncall:6.2e+02 eff:26.9% logz=-17.01+/-0.13 dlogz:67.344>0.1]
177it [00:07, 90.30it/s, bound:0 nc:  2 ncall:6.3e+02 eff:28.1% logz=-15.78+/-0.13 dlogz:66.142>0.1]
188it [00:07, 94.99it/s, bound:0 nc:  1 ncall:6.5e+02 eff:29.1% logz=-14.32+/-0.13 dlogz:64.631>0.1]
