mu sigma
0.9167336196199555 0.6170916496105425
1.316653659198249 0.5461041402794732
0.9943832000171259 0.6171458997085706
1.0267945589058645 0.42374369268625867
1.2471860122814546 0.15387106958744862
1.579224830207019 0.32458250510964376
1.0995597948681892 0.5580310542577458
1.050141648250015 0.47381689799159454
1.0790910923511152 0.5235670306187554
1.094086059847326 0.5015520591993406
1.1400536429343178 0.3595559264816923
1.4364212507171334 0.4324666278458865
1.10859365611562 0.41669904646190686
1.1007081754890509 0.4579996950994757
1.1540170407950714 0.48580304189694506
1.128028278607176 0.401514682582014
1.132600413387772 0.40676648430878387
1.1371361691714292 0.4369332854768323
1.3193867763110956 0.46066503541463716
1.3095998837560088 0.4603311176651513
1.2934485974361856 0.4584006094907722
1.2595425095216912 0.44142006934263023
1.500976597261901 0.17613973301348468
1.517342925426468 0.327984074539297
1.3069062256449517 0.4318941271651872
1.1982729195302433 0.4038351039659935
1.2106344478772813 0.416735765334322
1.5375518301828421 0.25406998964444205
1.4688191852417214 0.15077351488096816
1.4763133338298324 0.3516378563208645
1.4993766042750787 0.1816741846549693
1.4916443987730048 0.33529218159131335
1.521915507707416 0.218970053218556
1.292068188799591 0.09538689332676804
1.4852269055746739 0.3371140302217837
1.331713241488198 0.39867133840546876
1.386958170560967 0.38300432391651096
1.4805681602294303 0.3345907399128299
1.2817583570546192 0.14717675170868183
1.2384935041050662 0.3461379171466226
1.2536937000718398 0.25383765285855686
1.2800257452149737 0.16792006054465466
1.480635941252963 0.3227142384485307
1.291324883622524 0.3735099392346806
1.3634619374550558 0.37354032230454665
1.3836835137688694 0.09613682623462039
1.262233473335547 0.34800227537356604
1.4822200815292956 0.31750427695949696
1.266870174175951 0.34966374168055503
1.2728895377432516 0.3550966842004148
1.4107266140190262 0.3558468950560908
1.269176361184753 0.23091102624254223
1.2689950106190624 0.3417574493419531
1.272808830129744 0.21908416130734204
1.2847703669636872 0.3551478430407367
1.2709766748041962 0.3426946434509198
1.4884588821925977 0.30364021843468697
1.286677218068341 0.353702985279764
1.2611236250494757 0.28913726007113894
1.2696473955186072 0.33222434481724217
1.4390436483947018 0.3387207001748992
1.2694350293993226 0.24171468730226559
1.508305948937796 0.2255927820841244
1.2641629139782222 0.2836852991413703
1.4996732232013725 0.28113681874347646
1.4696312010869064 0.3141102493504356
1.3410830949314678 0.357338357915847
1.5077572719458034 0.24928790471369866
1.5073927731970285 0.23484919123155593
1.5064141787572005 0.23027488257223053
1.483390597271955 0.29895730845960555
1.3565045241382951 0.35358304846214306
1.276386363476362 0.31147293778486546
1.4609235169619055 0.315129975284935
1.2786448077030605 0.31380000567479055
1.285561235574909 0.32456455853437427
1.345950097378245 0.3489748609520632
1.325133541701227 0.34635604287415195
1.2816533907483074 0.21825272907559726
