
0it [00:00, ?it/s]
1it [00:26, 26.78s/it, bound:0 nc:  5 ncall:4.0e+02 eff:0.2% logz=-12170.76+/-0.18 dlogz:inf>0.1]
3it [00:26,  6.99s/it, bound:0 nc:  1 ncall:4.1e+02 eff:0.7% logz=-3190.41+/-0.18 dlogz:3823.208>0.1]
6it [00:27,  2.72s/it, bound:0 nc:  8 ncall:4.2e+02 eff:1.4% logz=-2314.64+/-0.18 dlogz:2445.873>0.1]
9it [00:27,  1.47s/it, bound:0 nc:  2 ncall:4.4e+02 eff:2.1% logz=-1565.79+/-0.18 dlogz:1696.449>0.1]
12it [00:27,  1.11it/s, bound:0 nc:  3 ncall:4.5e+02 eff:2.7% logz=-1024.74+/-0.18 dlogz:1293.343>0.1]
15it [00:27,  1.67it/s, bound:0 nc:  6 ncall:4.7e+02 eff:3.2% logz=-896.71+/-0.18 dlogz:969.155>0.1]  
19it [00:27,  2.74it/s, bound:0 nc:  6 ncall:4.9e+02 eff:3.9% logz=-349.74+/-0.18 dlogz:458.825>0.1]
22it [00:27,  3.75it/s, bound:0 nc:  5 ncall:5.0e+02 eff:4.4% logz=-268.05+/-0.18 dlogz:333.479>0.1]
27it [00:27,  5.78it/s, bound:0 nc: 16 ncall:5.3e+02 eff:5.1% logz=-200.65+/-0.18 dlogz:265.869>0.1]
33it [00:28,  8.73it/s, bound:0 nc: 11 ncall:5.5e+02 eff:6.0% logz=-138.95+/-0.17 dlogz:198.530>0.1]
36it [00:28,  9.65it/s, bound:0 nc:  7 ncall:5.7e+02 eff:6.3% logz=-127.40+/-0.18 dlogz:194.053>0.1]
39it [00:28, 10.55it/s, bound:0 nc:  7 ncall:5.9e+02 eff:6.7% logz=-104.55+/-0.17 dlogz:164.018>0.1]
44it [00:28, 14.91it/s, bound:0 nc:  1 ncall:6.0e+02 eff:7.4% logz=-72.53+/-0.18 dlogz:150.680>0.1] 
49it [00:28, 17.33it/s, bound:0 nc: 10 ncall:6.2e+02 eff:7.9% logz=-57.50+/-0.18 dlogz:120.208>0.1]
54it [00:29, 19.79it/s, bound:0 nc: 12 ncall:6.4e+02 eff:8.4% logz=-45.34+/-0.18 dlogz:106.172>0.1]
57it [00:29, 19.90it/s, bound:0 nc:  3 ncall:6.5e+02 eff:8.7% logz=-36.23+/-0.18 dlogz:100.697>0.1]
60it [00:29, 21.58it/s, bound:0 nc:  3 ncall:6.6e+02 eff:9.1% logz=-31.53+/-0.17 dlogz:91.922>0.1] 
63it [00:29, 19.61it/s, bound:0 nc: 16 ncall:6.8e+02 eff:9.3% logz=-24.51+/-0.16 dlogz:83.596>0.1]
66it [00:29, 17.97it/s, bound:0 nc: 11 ncall:7.0e+02 eff:9.4% logz=-22.14+/-0.16 dlogz:81.255>0.1]
70it [00:29, 20.41it/s, bound:0 nc:  7 ncall:7.2e+02 eff:9.8% logz=-19.09+/-0.15 dlogz:77.774>0.1]
76it [00:29, 26.89it/s, bound:0 nc:  2 ncall:7.3e+02 eff:10.4% logz=-14.42+/-0.16 dlogz:73.375>0.1]
81it [00:30, 29.72it/s, bound:0 nc:  3 ncall:7.5e+02 eff:10.9% logz=-9.31+/-0.16 dlogz:68.124>0.1] 
85it [00:30, 30.01it/s, bound:0 nc:  2 ncall:7.6e+02 eff:11.2% logz=-7.23+/-0.15 dlogz:65.725>0.1]
92it [00:30, 36.40it/s, bound:0 nc:  7 ncall:7.8e+02 eff:11.8% logz=-5.01+/-0.14 dlogz:63.381>0.1]
96it [00:30, 30.92it/s, bound:0 nc:  1 ncall:8.0e+02 eff:11.9% logz=-4.23+/-0.14 dlogz:62.478>0.1]
100it [00:30, 25.47it/s, bound:0 nc:  6 ncall:8.3e+02 eff:12.1% logz=-3.80+/-0.13 dlogz:61.983>0.1]
104it [00:30, 25.95it/s, bound:0 nc:  6 ncall:8.4e+02 eff:12.4% logz=-3.50+/-0.13 dlogz:61.650>0.1]
109it [00:31, 27.68it/s, bound:0 nc:  6 ncall:8.6e+02 eff:12.7% logz=-3.23+/-0.12 dlogz:61.344>0.1]
