
0it [00:00, ?it/s]
1it [00:12, 12.02s/it, bound:0 nc:  2 ncall:4.0e+02 eff:0.2% logz=-7799.72+/-0.18 dlogz:inf>0.1]
7it [00:12,  1.27s/it, bound:0 nc:  3 ncall:4.2e+02 eff:1.7% logz=-998.40+/-0.18 dlogz:1069.913>0.1]
13it [00:12,  1.74it/s, bound:0 nc:  8 ncall:4.6e+02 eff:2.9% logz=-642.98+/-0.18 dlogz:792.492>0.1]
20it [00:12,  3.29it/s, bound:0 nc:  2 ncall:4.8e+02 eff:4.2% logz=-344.81+/-0.18 dlogz:447.871>0.1]
27it [00:12,  5.38it/s, bound:0 nc:  2 ncall:5.0e+02 eff:5.4% logz=-198.41+/-0.18 dlogz:279.846>0.1]
33it [00:12,  7.63it/s, bound:0 nc: 10 ncall:5.2e+02 eff:6.3% logz=-144.56+/-0.18 dlogz:208.765>0.1]
39it [00:12, 10.28it/s, bound:0 nc:  2 ncall:5.5e+02 eff:7.1% logz=-100.63+/-0.17 dlogz:162.031>0.1]
44it [00:12, 12.68it/s, bound:0 nc:  2 ncall:5.8e+02 eff:7.5% logz=-90.79+/-0.16 dlogz:151.336>0.1] 
49it [00:13, 16.08it/s, bound:0 nc:  6 ncall:6.0e+02 eff:8.1% logz=-78.38+/-0.18 dlogz:143.058>0.1]
56it [00:13, 22.28it/s, bound:0 nc:  1 ncall:6.2e+02 eff:9.0% logz=-63.06+/-0.17 dlogz:124.517>0.1]
62it [00:13, 26.66it/s, bound:0 nc:  5 ncall:6.5e+02 eff:9.6% logz=-45.49+/-0.17 dlogz:107.021>0.1]
68it [00:13, 30.75it/s, bound:0 nc:  1 ncall:6.7e+02 eff:10.1% logz=-33.97+/-0.16 dlogz:94.559>0.1]
74it [00:13, 31.44it/s, bound:0 nc:  4 ncall:7.1e+02 eff:10.5% logz=-27.70+/-0.17 dlogz:88.483>0.1]
82it [00:13, 39.76it/s, bound:0 nc:  5 ncall:7.3e+02 eff:11.2% logz=-21.45+/-0.16 dlogz:82.075>0.1]
88it [00:13, 39.17it/s, bound:0 nc:  2 ncall:7.6e+02 eff:11.6% logz=-17.31+/-0.15 dlogz:77.153>0.1]
93it [00:14, 36.66it/s, bound:0 nc:  4 ncall:7.9e+02 eff:11.8% logz=-15.20+/-0.15 dlogz:75.113>0.1]
101it [00:14, 43.22it/s, bound:0 nc:  1 ncall:8.1e+02 eff:12.5% logz=-12.55+/-0.15 dlogz:72.287>0.1]
106it [00:14, 34.00it/s, bound:0 nc:  1 ncall:8.5e+02 eff:12.5% logz=-11.26+/-0.14 dlogz:70.999>0.1]
111it [00:14, 33.86it/s, bound:0 nc:  2 ncall:8.8e+02 eff:12.7% logz=-8.26+/-0.16 dlogz:68.317>0.1] 
115it [00:14, 27.70it/s, bound:0 nc: 19 ncall:9.1e+02 eff:12.7% logz=-5.83+/-0.16 dlogz:65.787>0.1]
119it [00:14, 28.83it/s, bound:0 nc:  2 ncall:9.3e+02 eff:12.8% logz=-4.60+/-0.15 dlogz:64.214>0.1]
126it [00:15, 33.00it/s, bound:0 nc:  6 ncall:9.5e+02 eff:13.2% logz=-3.78+/-0.13 dlogz:63.251>0.1]
