alpha mmin lam mu_g sigma_g delta_m
16.863697829009133 1.0424563035651864 0.8487122342788682 1.5470673481351755 0.4225700809993197 0.1734994070360911
17.1588038373628 1.016522459877328 0.47960254232785166 1.5065856080983822 0.5887940988435695 0.8690940956425599
12.486930402939027 0.9024604434562568 0.5099280031787953 1.7081711549561311 0.35446756695607073 0.903013976626794
5.76911465553345 0.9446197770805372 0.9880290268496535 2.1558632103916495 0.6699786629038604 0.6296804722667348
12.025725092294973 1.0267390790549404 0.4908074850353047 1.960065841141761 0.20836156984965404 0.9496209667594815
11.983848038648716 0.9235006798259872 0.6018551505804064 1.7080974470046442 0.8950177491781464 0.8198618769601804
16.14128278244253 1.0144634557659127 0.960719908602021 1.684380392020395 1.3699126948340439 0.9667015849792506
6.604240232106729 1.0280014549647363 0.9699470087703933 2.135512128164053 0.5114388565351051 0.27955315356525257
14.68038906833742 1.0223058196843284 0.8190632274538575 1.5380721037770442 0.9746455911889481 0.7875326617545403
11.947805746944226 1.051351789365567 0.037822545100924865 1.6226175444693016 0.640465938279306 0.674208555979062
8.854867087610366 0.9831072733770347 0.4923619840034157 1.768739863314048 1.849520861769521 0.9174358784973791
14.660577028204525 1.0210202718798984 0.8890206236040252 1.5434343615504134 0.4371577833996051 0.8862862010568189
12.868451680260517 1.019394950753401 0.3809581648306164 1.7053109820160268 0.2587695423850378 0.9452528279139739
13.974229910302999 1.0270291355701437 0.5513411747061367 1.5376329506265431 1.1569158946276512 0.8138502317875717
13.15832286507582 1.0261259794734998 0.2531209868668256 1.6242559126137455 1.293503731084264 0.8773332990798455
11.145261117124015 0.9677233996475159 0.09606742408370905 1.5580946029529792 0.7939039748091998 0.6146217937800715
14.763344126003407 0.9855059489332179 0.5068124078996136 1.5042231140762465 0.7630589058971187 0.9277069527936677
11.460714157754861 0.9120813349996894 0.12871443216279954 1.5800098291776103 1.47986689711476 0.8726812032723784
6.606651078352781 0.9713517739155634 0.9870914189205183 1.6143203372096957 1.2371482054877279 0.2809797664147674
14.399009435353527 0.990417395544452 0.8253077437243204 1.8324469210668186 1.310967033584059 0.8806278562404539
8.109483001216574 1.0151429342239966 0.8541733907040248 1.5823447781306013 0.6315001657930807 0.6826260583317107
14.346882215438757 0.9808525722090792 0.3110506643842936 1.8764563536649157 0.48879281786720236 0.920474140942099
14.773667326497627 0.9788154176711106 0.08393023494712529 1.7988382917963455 0.9675830679942048 0.9804642014072886
5.321930800300413 0.9794845468434714 0.853635205199879 1.5436158879671709 1.1140717547156818 0.5695095826700034
8.138353918872342 0.921159311510493 0.9920347313532626 2.2688306696564466 0.32311450247403695 0.6835077379213956
6.093743387615428 0.9168415030981204 0.9680283496628237 1.528016873805656 0.6576460131547364 0.5682745471576963
4.872343577099032 0.9295865106407218 0.988733598393336 2.4893079490318244 1.0432163110120556 0.47222796669077777
12.667119022318317 1.0065363305704222 0.027547734831455672 1.8906862544044374 0.9961243531856511 0.9897034603771969
3.8148074637169707 1.0647048584728467 0.96539719973727 1.5801571956910552 0.4104104833379025 0.1971987420059971
13.3281015937171 1.018567386186816 0.22440909981596552 1.6793721995584923 1.5171488058878144 0.7854437545659051
10.420136411257296 1.076979270683633 0.9981033539394422 1.7306226147699795 1.3957413623543036 0.4149964428771502
10.145303060696826 1.0491317441420849 0.24746297103137427 1.529996517351932 0.8642019385252173 0.5958971369437338
14.384058140334062 0.9675657577510791 0.48122313690265783 1.592462278671781 1.6086673902729007 0.9964035449411686
12.5898494422363 0.9900362675848496 0.767914153608632 1.5362988886338291 0.33464127399501803 0.7222543426660655
11.992329316776804 0.9994135764145283 0.5642873826714316 1.7467566225775375 0.6354080462116893 0.9982525045278768
9.825235663551839 1.101530825014653 0.9516865105772826 1.7057367413352276 0.02699930771061479 0.11997614162950618
10.358890796242278 0.9900763435497562 0.9352816232234998 1.7333767229532726 0.9131359647903328 0.9462875316114457
4.788431917975366 0.9401007307150107 0.9938489639152409 1.515216776537025 1.345400828776645 0.525764978961745
11.324008450945264 0.993110687800177 0.5514064330872102 1.5789632684891595 1.3998726758251252 0.9953577185728757
13.238042861333604 1.0104952316999951 0.04456605126151938 1.6709571398774616 0.6585947391156781 0.7948600541949697
6.967694543380583 1.0692890614285924 0.9809390320119605 2.0160989866704306 0.8478625409508754 0.12502308574143023
6.01628280678951 1.0152629565509426 0.6489349801480144 1.5142832485498343 1.9395814363150234 0.5200440265337736
9.384327004263813 0.9905801424066518 0.8581309057683117 1.8397888010689487 0.1094883768068656 0.8570815467466527
8.058487329800673 1.032005888847242 0.2440647114932435 1.6101170660516884 0.9502839006611183 0.5881976641409565
13.073445593737905 1.0126497954647853 0.2293587693087049 1.5528948361309087 0.15127879610164882 0.8363867838354219
11.352984610552564 1.0560905815911819 0.9855894440435662 1.509953133723139 1.6853321656657243 0.4595828001732515
5.592840326772283 1.0276711422919544 0.984924465931049 1.8911780075472822 0.12566214919487445 0.10720661993751998
13.475975826638276 0.9932392471391629 0.6800879232138279 1.624816818172705 1.9053445140508183 0.8580680956185379
13.001243306257575 0.9881177652174498 0.3949314474646528 1.5566256232805893 0.2144857594133754 0.8100938382474765
12.623724483453042 0.9259510455738413 0.5141594648922404 1.580061869373342 0.46042836122800146 0.9920885399971126
14.020774123644998 0.9894526836860239 0.20492165528411155 1.5126790705226174 0.9225672966262811 0.965581611336735
6.750922172969984 0.9134111862667107 0.9817519442530155 1.6937303094030773 0.5400138015161642 0.43658785927851984
6.52338405521972 0.9254650325991464 0.9825566772663192 1.7194229264101761 0.7597334493181866 0.4665502560008618
4.01494251784213 0.9586580173493179 0.9964339222119326 1.6242570299672652 0.2257981151908322 0.4023530619477189
8.839184092189786 1.1113529879883557 0.9984509417376068 1.950727402282864 0.014546968452627942 0.07547277732147899
7.143523294928544 0.9330708133988642 0.9835744758910822 1.7094674611330403 0.7632473478222106 0.8680658654745178
13.864581169015953 0.9915373959206212 0.4803663468959722 1.5568242135357209 1.3971843098927996 0.968419449128363
11.060621331938162 1.1419368456385195 0.9965910800145112 2.2948913773827444 0.9317677365044588 0.04031878675865445
6.566036955479662 0.9836419925789045 0.9217186607620537 1.5871694337674396 1.7705033273161432 0.6414559233182475
11.828036488193263 0.929646081298099 0.6149031940971956 1.700659274652683 1.9534496515523143 0.9034901403199096
7.156961471570225 0.92566409106352 0.6625971963164259 1.7517171979608834 1.754338032160875 0.8921171615565023
11.241913653971189 1.04139731081609 0.9624626115168093 1.5250504411028842 0.06416307149148463 0.49394278171843214
13.901306263476528 0.9892904923739713 0.724598750523377 1.9253774525843443 0.06315542439049408 0.9921108394121765
9.04938537409903 0.9847993703478115 0.9661819467664149 1.6581441748133237 1.0767795599759937 0.8349854048771846
12.44587887317352 1.009384255941332 0.5183834126959865 1.545906216818028 0.6006186721280599 0.8008924246863858
10.076729236671044 1.0034347315562078 0.3258792489450821 1.7093663830767376 0.3742296342073229 0.8020867306016886
5.601086892235632 0.9203145415696272 0.9937353533938181 2.6325030507230913 1.3238184861323679 0.44428324642811234
