
1it [00:00, ?it/s]
1it [00:00, ?it/s, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-10964.72+/-0.13 dlogz:inf>0.1]
54it [00:00, 493.82it/s, bound:0 nc:  3 ncall:5.2e+02 eff:10.3% logz=-24.89+/-0.10 dlogz:52.869>0.1]
110it [00:00, 531.44it/s, bound:0 nc:  2 ncall:6.6e+02 eff:16.8% logz=-12.13+/-0.09 dlogz:49.592>0.1]
152it [00:00, 474.91it/s, bound:0 nc:  2 ncall:7.8e+02 eff:19.5% logz=-8.44+/-0.08 dlogz:45.758>0.1] 
194it [00:00, 396.85it/s, bound:0 nc:  2 ncall:9.3e+02 eff:20.9% logz=-6.20+/-0.08 dlogz:43.380>0.1]
232it [00:00, 373.00it/s, bound:0 nc:  8 ncall:1.1e+03 eff:21.8% logz=-4.73+/-0.08 dlogz:41.817>0.1]
269it [00:00, 362.85it/s, bound:0 nc:  1 ncall:1.2e+03 eff:22.4% logz=-3.71+/-0.07 dlogz:40.691>0.1]
305it [00:00, 351.83it/s, bound:0 nc:  1 ncall:1.4e+03 eff:22.6% logz=-2.91+/-0.07 dlogz:39.796>0.1]
340it [00:01, 340.88it/s, bound:0 nc:  1 ncall:1.5e+03 eff:22.9% logz=-2.18+/-0.07 dlogz:38.981>0.1]
374it [00:01, 301.06it/s, bound:0 nc: 14 ncall:1.7e+03 eff:22.5% logz=-1.56+/-0.07 dlogz:38.265>0.1]
405it [00:01, 273.20it/s, bound:0 nc:  1 ncall:1.9e+03 eff:21.8% logz=-1.03+/-0.07 dlogz:37.667>0.1]
433it [00:01, 226.32it/s, bound:0 nc:  4 ncall:2.1e+03 eff:21.1% logz=-0.59+/-0.07 dlogz:37.155>0.1]
458it [00:01, 206.60it/s, bound:0 nc:  2 ncall:2.2e+03 eff:20.9% logz=-0.19+/-0.07 dlogz:36.692>0.1]
480it [00:01, 195.83it/s, bound:0 nc:  3 ncall:2.3e+03 eff:20.8% logz=0.14+/-0.07 dlogz:36.301>0.1] 
501it [00:01, 171.11it/s, bound:0 nc:  8 ncall:2.4e+03 eff:20.5% logz=0.46+/-0.07 dlogz:35.936>0.1]
519it [00:02, 153.47it/s, bound:0 nc:  1 ncall:2.6e+03 eff:20.2% logz=0.72+/-0.07 dlogz:35.626>0.1]
535it [00:02, 145.99it/s, bound:0 nc:  4 ncall:2.7e+03 eff:20.0% logz=0.96+/-0.07 dlogz:35.346>0.1]
550it [00:02, 115.81it/s, bound:0 nc: 16 ncall:2.9e+03 eff:19.2% logz=1.19+/-0.07 dlogz:35.076>0.1]
563it [00:02, 115.08it/s, bound:0 nc:  1 ncall:3.0e+03 eff:18.9% logz=1.40+/-0.07 dlogz:34.839>0.1]
576it [00:02, 116.49it/s, bound:0 nc:  4 ncall:3.1e+03 eff:18.9% logz=1.59+/-0.07 dlogz:34.615>0.1]
