alpha mmin delta_m
5.44798662603497 1.030753554432306 0.8395565071982406
11.75835692950621 1.1510128765957441 0.48879587171590794
2.814247771979862 1.123543418608494 0.2603100333332762
4.015504857424979 0.9868331573109135 0.6722180269441996
7.731485173146561 1.1524974371089445 0.5771165194481274
6.98538733023209 1.1446742407720223 0.1628745452844118
11.57035064973978 1.1388694608231749 0.5415985216290702
5.973702935096432 1.0030274936577244 0.9506131762649896
6.487824592315949 1.0472252973064196 0.8704902136050292
3.737956060593131 1.118600710693775 0.39363679322533496
5.957523559862324 1.0446276309819824 0.8105126999261074
11.656543413212272 1.1104276662036696 0.9418198310180187
13.09082496660913 1.1042514822849911 0.9799895829723224
7.8171207726245555 1.0897726022551937 0.8251795429409787
7.414232263165982 1.0833226578340311 0.8163692450903796
4.695595949212484 1.22486669948686 0.21691579496058297
10.702696551259294 1.1691553470758211 0.4503738965753847
11.311539752784078 1.1378014537541896 0.5941897769297143
5.342335920483736 1.027115320713406 0.7599728948611019
5.863880048908776 0.9839413759220439 0.9414788323820478
3.776288189295764 1.1447238644054711 0.1096895689812596
6.253137788246018 0.9981035277793701 0.5431126846307225
4.550900450376567 1.2909226745634041 0.04184260457553095
4.93224910743659 0.9719727152914859 0.7725890271948048
9.921250799267616 1.1365471944119743 0.39907757805781824
6.992666475404533 0.9907307976877943 0.6396695200138665
6.11116451743635 0.9596897067734246 0.6957801731027099
5.39704559694613 1.1879676936429764 0.03151759265331974
3.703886200002218 1.1671696570112162 0.07315140309738855
7.9193498490018275 1.0731545419630477 0.42870444356879067
11.123317270477031 1.110442538493659 0.8589432111689497
6.837922640555412 1.172111995774371 0.43773348596177825
7.981317419590438 0.986586502994262 0.7750430920479109
5.2446261225934805 0.9692419177162105 0.7922435793348477
7.767605316584023 1.1852524911995648 0.40862999846026854
11.141636137705 1.0554384131874783 0.8376405562057208
10.52622104130321 1.1080642633053512 0.5902874462055588
9.028685359056531 1.2527565149205189 0.05550120284660324
9.582977706111818 1.1446824942908504 0.36213924317676804
7.497763260001021 1.2081613567459817 0.32273931887841995
12.410865044561167 1.0629018348300228 0.9768622565072194
9.276248839232062 1.2355342712891375 0.19980123687736773
10.451634901118464 1.081418543358374 0.6764631473434323
11.75160252605734 1.0737213008899682 0.8645990160716589
9.080858838606453 1.0225209219844817 0.7570548024703794
3.4987863394581336 1.1502349372941372 0.15262340601212493
7.142161041333516 1.0154415744845342 0.9850427626268512
10.603388897715734 1.113666082953465 0.7684991679377592
6.910733466269157 1.1083468784074055 0.6406499804228615
9.13033080950632 1.2240734665200557 0.12038533577149371
11.366392774386796 1.1004769802151078 0.8566854604844948
8.23038844623076 1.152146535161441 0.23482774002767523
4.628584545330678 1.173373723828621 0.3181292769526211
3.608466342701446 1.098104026788894 0.33715184898770084
7.994886978678403 1.1697037987866885 0.18392061306064925
5.442481860383383 0.9881406782186151 0.7593662746372847
5.480863563039765 0.9964594184386268 0.5600108134665708
3.572489121105839 1.1338319619908277 0.28802138814855704
5.30483921070439 1.0260057503284317 0.4390547679134834
5.947365554048298 0.9641607430506174 0.818447770867512
4.2583079748337855 1.2120348489482011 0.20611331284946513
5.676325987563889 1.087238326127848 0.595589110308417
6.42234495397634 0.9741655113699464 0.9401535959921876
7.50423752471743 1.023248541374608 0.9805788216465432
8.115409571418715 1.098987509187138 0.3927892001317897
10.250489433437558 1.110536992888432 0.7476293692420715
10.45311381130318 1.0753774037852066 0.7333243905163662
9.469717604086833 1.1246505941534073 0.6602614507651055
7.523187271172542 1.1576910146226729 0.4826544686879645
5.083477866221106 1.0086264208166884 0.6587559504803301
8.847749227273958 1.0824105416347112 0.8518811237116614
7.131092318033508 1.2247746276598819 0.25186701083086277
4.464821706398785 1.1118236033757745 0.208665966529997
4.734956307259308 1.0134036339974093 0.5073357911625808
7.891151749144601 1.102490483092772 0.6991634437534671
6.337248830761739 1.2368312008486784 0.20511643541554397
7.6229306258708505 1.1323919856902647 0.2625992331769158
5.483065533928341 1.0739928581733256 0.3149291111555506
3.703153251788164 1.2690669632222675 0.0239904417110353
10.506431077739899 1.0580635980809285 0.8249187062411757
6.040933448457546 0.9931330772786781 0.8076929966360886
6.934683433711761 1.1159794493236868 0.2704018414088525
9.730118605004234 1.06128967505864 0.7196574871747059
9.020622877798937 1.06885446782027 0.6110938850279624
10.469374399294974 1.055857176088176 0.8358295191891236
8.891288374662441 1.1636853936870004 0.459234194657402
11.241344338600296 1.0509063154819025 0.9555571306242766
9.779704229582983 1.1153191841144654 0.6744477893266242
10.236336722298345 1.0890205879936248 0.7054038849185387
7.7833545007467215 1.2601650789074452 0.1399492547450119
8.83903862075819 1.0653751478146434 0.6081968458792384
3.872811438187574 1.088306734729671 0.35288776525746385
7.646462450036047 1.1930927433333502 0.3525607489404705
9.968322967032222 1.1145154189186603 0.6508141227162545
3.6724289689930405 1.2670713885369125 0.01706982438051422
9.29190040937625 1.198859334917675 0.22220340506431624
5.245267977050451 1.0836008038373082 0.5436720937395694
5.8439948860976205 1.2086390031488623 0.2698699412511173
4.285107511757904 1.0613923413896493 0.4508699931103076
6.002599249503277 1.0007336417650625 0.6233437042917434
8.815269973283065 1.0171976831080083 0.8117121105556512
9.38460454091082 1.1791781159597137 0.343978044747276
9.27848705984853 1.1669687647188698 0.4171481141150852
10.205651951018789 1.0969160864323362 0.7476621461415163
9.111265555106296 1.1881178443894573 0.23059456549823348
7.439935403240538 1.245424690636408 0.012500307107486383
