mu sigma mlo mup
1.2201979985131597 1.394226818825767 1.1501149160212458 2.0064635110664533
1.3297232795462657 0.4660130896140579 1.0779588417534687 2.042314361146584
1.4462203810811354 0.3600379103494863 1.1100482535349698 2.233461259961195
1.360642214035813 0.315666279316024 1.0506855181254633 2.12389941716475
1.3828752311355366 0.3636016533185662 1.1777045572644484 2.0361426558747673
1.2416571652717976 0.6612128962963738 1.128263199212038 2.0452883174199545
1.252982004337627 0.4284943050314972 1.066307311243255 2.5964393722846904
1.2780682471422726 0.4777340900869892 1.1313719864082505 2.7199972677445343
1.3490856241437146 0.4232030992711604 1.1551459015910153 2.7776349237234452
1.1509905280611101 0.6319552806579001 1.1175205879830559 2.1849258417105504
1.404162876597452 0.32336450759683416 1.0906984247258618 2.5416232940466763
1.2730082212642992 0.5748132100590777 1.1539762259350255 2.134761923458047
1.187863044745475 0.5398972479850678 1.0890964830513064 2.099432207560006
1.4044598355714508 0.339431491516389 1.1083408413670433 2.3371148604608085
1.4235879017007895 0.3096027879178408 1.123836445195599 2.7409463324803225
1.1748475743511642 0.6364171501476272 1.126829894622289 2.1125677625543484
1.301502592040857 0.43325043864499085 1.124113304093408 2.6646826220086246
1.1792851496782797 0.5552679204956465 1.1454652602671422 2.341954918657856
1.2467255128883343 0.49003269930572113 1.1144775386639054 2.2825208854794177
1.1622052598669552 0.46226735407477737 1.0814501416411286 2.119154120127365
1.3782479844464972 0.31103083525694963 1.0958992193725732 2.2050679449203052
1.1780832215092751 0.5307361479054981 1.148214440281148 2.4425456179193286
1.3535096606220771 0.40549684005893816 1.128028910281655 2.2680460188182954
1.3967779411573822 0.2510884240640784 1.1518902196328038 2.337707591334246
1.1203859967874508 0.5684436259954333 1.1132345110255473 2.268463024043391
1.3240646554723396 0.3252488744739366 1.0835223773915446 2.883997637915839
1.0908569405863682 0.4543174394318802 1.081773760168965 2.145175973448606
1.2667801287725016 0.3047803246145756 1.09688775083636 2.519982581830579
1.1631785650971165 0.3878599704361299 1.109805602227706 2.035654790583671
1.2165307087656505 0.27104201416023604 1.1517331433244848 2.3194670319764703
1.3212714804906247 0.39577316551970776 1.116496624073412 2.603012038757129
1.3396854600580623 0.41575807588466734 1.1512456906096828 2.323631159942996
1.1896471774345838 0.5287608613907088 1.1142167644595138 2.197873418737345
1.2751124269434895 0.4148498449314961 1.1086103567771481 2.0639124276750156
1.4055182256948873 0.27778432822060173 1.1443102303249788 2.4149646078911124
1.1535038549324295 0.34888138764813864 1.0992472333269636 2.8528752041833707
1.2334456721219405 0.5200134401641018 1.1259160738145388 2.090749561187242
1.2471677790958748 0.3922001877569062 1.0883229658513947 2.778069813220017
1.2608245611119644 0.34023350383779616 1.1007123791135507 2.0964384685409403
1.3049264459984866 0.30268091598075697 1.0978801073982765 2.850578172692005
1.2837907134962723 0.304564463878102 1.1230229694354192 2.066318141440847
1.1024646248041712 0.4195886934414835 1.0889305969410035 2.8825922005807616
1.3302559227692445 0.41024146815366336 1.1419713788590296 2.074469775475907
1.1199406454503023 0.536142724895526 1.1065334112032992 2.099224406725264
1.1422194409732493 0.3151190211486032 1.131827220494199 2.36744681401884
1.2605416699102636 0.39719989518245424 1.1280851987910603 2.0322252626866186
1.3591076688640538 0.29865017553484036 1.111216738582836 2.3982678569157514
1.3649478899427603 0.2570068356565951 1.1505500638479251 2.580321858359895
1.2086127107368339 0.5014069953253393 1.1435274210063127 2.3286853942505883
1.3364435120453972 0.3365056002202559 1.102487921589356 2.314852159562257
1.3331821045317616 0.38948600423859997 1.1490668175825074 2.7502704996961884
1.3619213678949282 0.32579561593460965 1.1149970795268098 2.4455164251402115
1.2598802753494303 0.45329434826140297 1.1616468792737533 2.514650274485793
1.2318893157327715 0.4309936749702954 1.1113374821643145 2.7305997139998652
1.3815392927974075 0.2821218374488857 1.1329575410402186 2.5694291336613215
1.2317475960044948 0.4982829780805305 1.1337037331664912 2.202365754215911
1.3654419128514523 0.2916043624896833 1.1184179367587352 2.541752026583125
1.2674244302185447 0.36689532040889594 1.0939420887843259 2.204790698682324
1.0909604882672719 0.42893889554514697 1.090814316874437 2.226234267687226
1.3332400900492842 0.3870735941993098 1.146833859069829 2.633713014097693
1.1910947288392872 0.34919066230465806 1.0996252560086326 2.6639624524491357
1.1921090003490893 0.48306707110323516 1.143484936515219 2.635711495153643
1.3822345100334026 0.2863621608185413 1.1352998163876509 2.6265573633897112
1.352240376853359 0.30925363370120845 1.1150862116067062 2.1814925054289556
1.3755210451905935 0.31666072837563586 1.1466866911656273 2.114268686684353
1.1825176624960747 0.3031993179154246 1.1339262537360486 2.764975196317178
1.2774672762669645 0.42520223971146426 1.1725099311945097 2.8278384874803275
1.2271191188309019 0.3647778794558986 1.0944535739330628 2.7211224097342432
1.2224415440489975 0.2685220590084803 1.1654400093737065 2.532432407280096
1.144137275744225 0.5738770084457387 1.1429938909991695 2.059568172105275
1.1335536841645717 0.48282553119055266 1.1195186347978492 2.0408869742090494
1.2535622773386792 0.28822983458411033 1.1812429787924206 2.3246284591256923
1.1574762988183807 0.3631027860003161 1.101155926091535 2.556531634933364
1.164448416388345 0.42282922533103107 1.0964026105150133 2.672546084451194
1.34288644004647 0.30031410388249685 1.179014807296675 2.3301275533812484
1.1498576465396915 0.4251878238920273 1.0960191898803717 2.6403995984620945
1.2500675719393808 0.4689280871023251 1.174045222291956 2.2334176017954492
1.2313809060886776 0.2852514577404626 1.1762581787421582 2.0705961114374336
1.3226645560064278 0.34320957821005255 1.1791620850119122 2.878017233524175
1.3396427942671294 0.3039823959752142 1.127721908740721 2.109183212429696
1.2422968410763855 0.39604780489795 1.1025674411569517 2.8460196603412498
1.334424116617627 0.2794045403047762 1.156346884547815 2.0740114882412484
1.2816269667508915 0.42029787927618745 1.1462475772146463 2.792931048217244
1.28875100528573 0.42895800208833257 1.127737138282589 2.148672856674926
1.2745328682190258 0.41811352035478083 1.1142700004155344 2.1915795079083544
1.1702947633401188 0.4630041578838566 1.1083511747758912 2.3739755661824673
1.2929061107616462 0.35434806655415474 1.1805585978235837 2.8470925612106432
1.3518557631100947 0.25923458754424616 1.1569514163722265 2.457440836102137
1.119139567148715 0.426721625951699 1.096645923920235 2.505256467697153
1.1144781359055524 0.5268015586566738 1.1121187925196672 2.151730079973518
1.3523448530655806 0.32542171703992 1.1217061759391342 2.4312898740376294
1.3689271240925573 0.34645317016638194 1.1521168156322106 2.264605937737419
1.2854776722126728 0.31855090016307674 1.1071989043418502 2.73466020458894
1.270200090360449 0.40756928457802455 1.1221846645847955 2.595446615104808
1.157174810170717 0.4679917810887752 1.1158174879448524 2.522527843978123
1.1909714130005562 0.398911051192478 1.1078385121739505 2.0978552227956
1.1746694167367544 0.30501634730000754 1.1395960187389844 2.300370166173032
1.3439305623788722 0.33535146157799434 1.1228401765654392 2.599005978732202
1.3204936965317713 0.3869656747271909 1.171383763702281 2.5133065876122025
1.2478044727888329 0.4380147886872054 1.1317298212319382 2.0676226611914372
1.202168749581904 0.46770855995018246 1.1472128306743667 2.6706227553607893
1.3414244357839424 0.2743451308596905 1.1382521672768846 2.29263103780192
1.3493549291435145 0.3570955712945597 1.136602334990577 2.197405366110979
1.203297773857127 0.3164037814321863 1.1441506215416555 2.0577889825223967
1.1214186717005803 0.44421834785878334 1.0978145680343998 2.3102722897756394
1.2728098820637892 0.40509419750738035 1.125872194660582 2.666671111326689
1.250406361254465 0.44279304178110096 1.1597276363243887 2.5954378123315482
1.3021942865760987 0.33360295216287617 1.109170877886878 2.6701945785184886
1.3728892806218589 0.33238657293324203 1.1671996892834398 2.2723101397581855
1.1338931016450333 0.4510887108130891 1.0998312661856438 2.221438525638996
1.365967507062947 0.33057145633078505 1.144657251015098 2.342648492713711
1.2615564853790446 0.35867457117573404 1.1032544689518957 2.321467094734661
1.1751904856469442 0.5213414215714514 1.1457434911625197 2.0629210613167235
1.2582448789725524 0.2752523882404807 1.1507999741879245 2.5207134435736274
1.1560679121858088 0.35423644866603504 1.1111098854403292 2.8769990222599455
1.1535957541907682 0.539127687374313 1.1385963860129604 2.160266703468553
1.3437035655839404 0.35776742306409454 1.137887733992512 2.242155996526846
1.2785448947499707 0.3113158808548315 1.1160424127850614 2.6113572703141177
1.1588484156305094 0.3866005872009546 1.1032514086095477 2.8553380917572726
1.2591845759557878 0.3687959308774195 1.1079931108196754 2.739053742035801
1.3427334079025792 0.3115785661175959 1.1253085829401375 2.522401612987695
1.2589058068108372 0.4306395161522076 1.15913687541739 2.712011456726264
1.180929536437076 0.392247080063374 1.1032038480013857 2.1937043714895665
1.1654748845774847 0.38185636413175494 1.1037966096235836 2.5902565659321564
1.3501801105058824 0.34637054601596884 1.1495770928581086 2.654725880338603
1.1561146942807554 0.4991063988899542 1.144795289011664 2.4167689023785695
1.246956290901803 0.285569768673577 1.1791609251971287 2.6122911802997524
1.2083596002103563 0.3814908767172174 1.1240905795428806 2.060493226189117
1.3545588629951868 0.2959454819846605 1.1363798619111525 2.882503722837102
1.2259508376411212 0.44692315114780595 1.1509766358937183 2.8688257690621324
1.2385888298359111 0.4794711128942297 1.1539037149045779 2.172323189687849
1.3286115274713872 0.3087621145950408 1.1219017902240433 2.4322287245125107
1.243528874750739 0.2713676870445815 1.164346121035976 2.8606439591011785
1.214467872361437 0.46354231491564396 1.1539278675042244 2.467380707538783
1.167859827647301 0.49676808344715145 1.1272558619436892 2.239121778170502
1.2583037215177915 0.29534482984774946 1.1785617644171078 2.1168136893958795
1.2552730804846206 0.3989834626252315 1.1197295681427153 2.7066020962092328
1.2512921453446024 0.4100695253802209 1.1781451982448592 2.1143944640766095
1.134530523305663 0.3788287122944475 1.1120533304703353 2.1563856202201226
1.2986628366521908 0.4066093069233941 1.141486404464776 2.130405258107768
1.3238606430479836 0.26296483233329937 1.1631559596712533 2.72696953392621
1.2726207846041047 0.4034262285638646 1.1337185371612477 2.7695364388631285
1.2971202542198201 0.3494078806302986 1.1134234597735155 2.3365976067307423
1.2399949259469636 0.3335699392507951 1.1283822770994472 2.085621983096427
1.217570606573914 0.4599286971586712 1.1608689615904098 2.518237212006621
1.3506763746236476 0.3486116967630614 1.1620938939295207 2.135880009078989
1.2083775153187133 0.36663291606753695 1.1056306565060383 2.4118525639221122
1.1870981931902906 0.418690368936687 1.1103815330603426 2.680526194387256
1.2660344328874082 0.34320076030938007 1.1100800353893259 2.8215810307026894
1.1958012266445095 0.4769514501371899 1.1716929992760399 2.394665768331713
1.2432224915018375 0.4073588945061948 1.1139264437585523 2.1807584084546185
1.2613954110816334 0.4526800060511649 1.1663891443855645 2.241507407592701
1.2824870160123392 0.27029494176352176 1.17519755393876 2.5701049569008596
1.2432049578155575 0.3941461924484746 1.1094994805073721 2.2467746835616094
1.3041993559541412 0.4050644493702658 1.1484204862003147 2.1379915490046395
1.1157672574930153 0.40723486853880525 1.1045010724208983 2.479905962896504
1.186660121766744 0.4157459238511653 1.181190231474171 2.4864151531079366
1.162862953640409 0.48844830077345375 1.1254460457803699 2.2731236768606777
1.1870445784932344 0.5012927469856299 1.1650186173595398 2.2903209826765383
1.2086567274639382 0.4614341801256697 1.1752252958525673 2.322384681261563
1.1662157484931812 0.45117194991358467 1.1164872221853221 2.416882784378905
1.1905417467174717 0.4892091332440269 1.1386587714856233 2.0881958920690162
1.1638856242232958 0.4613330095924023 1.1132607630445888 2.2263199655326367
1.2423565636852112 0.38246423372826094 1.112570646800561 2.620361298574995
1.3355678616989481 0.30273659502917666 1.131545462443107 2.8189420651569765
1.1711621894937871 0.4757170576907842 1.1297650300628646 2.0786880110031634
1.1908820953932908 0.4793327349105564 1.13364099425743 2.2622966187278717
1.1443171463409094 0.47888411702226646 1.1385910751235522 2.8512928115761342
1.227405864414671 0.31642181733129615 1.1250507423418512 2.277089289026312
1.2089526500409136 0.37283204972011846 1.1095841126106836 2.1923997438374063
1.289963480456588 0.26584417368552454 1.1686457029051893 2.6900620042127
1.1905423868390104 0.4664847918214644 1.1450018147537429 2.4604972554172155
1.361767984238382 0.296993618150352 1.1559500595251824 2.765181860710744
1.2762005934776994 0.429684994595343 1.149294231389407 2.1577126852962354
1.162142352414023 0.4750015558374364 1.1469582482983225 2.717837249842135
1.143151897175312 0.5140641125582853 1.1306148426523142 2.166712253486102
1.170873583425219 0.29180434790806387 1.1646105976498193 2.4850433196095887
1.2975861771111101 0.31892134340748207 1.1207385739574562 2.339340690246674
1.1727113460742773 0.4604029285163218 1.1355443747774676 2.64549840679597
1.3390634725268602 0.3136264742011253 1.1351275306416346 2.4494724943769137
1.2772097945580194 0.27080656530831526 1.1625276836141683 2.7554969737347688
1.1810769857733339 0.39125202682198196 1.1335296110356792 2.047860433378492
1.233533052008316 0.29321617772912867 1.1491338776386302 2.168074246634525
1.2375032811429558 0.453577548619196 1.1415393455228358 2.2046834056367928
1.3246082101917924 0.3628923869325273 1.1492501039741727 2.135130894297729
1.1377580267568466 0.41948066643299114 1.108501655623582 2.4945832589499957
1.2012448710482013 0.5020507138444933 1.1646382814449723 2.1563002280554486
1.1589678432961001 0.4270588064706241 1.1139024110585458 2.7671378616955957
1.2655981927140407 0.354754787799573 1.1144951475308138 2.3617108653467094
1.1752477071574086 0.36406345685746916 1.1127629210321293 2.675770530120287
