mu1 sigma1 mu2 sigma2 alpha mlo
2.3871648173500524 1.3467263580533597 2.878470224279219 0.07894374248869211 0.4599553803537181 1.0452719207467136
2.187612082666844 0.03342117772195698 1.6199439916625282 0.1288925076292092 0.18190897714386695 1.4835249905455323
1.5496606747737225 0.7598159354851917 2.8801069573774276 0.10140929771537727 0.05942785924996975 1.2798746323873498
2.1005356224905114 1.7125502363351133 2.6837331647981406 0.10155042896106636 0.5022717396569361 0.9024784752209045
1.3527014080849185 0.9521823122477197 2.5089158337317565 0.07115792563638848 0.19164785332528703 1.3539055109155564
2.823831841584377 0.1090572022326824 1.6021945923310037 1.8794850688021616 0.49095215823190763 1.3151303845653368
2.1097666470184775 0.7620375596260424 2.8063834146036166 0.0694235084044606 0.49857719115489196 0.9583933557538044
2.745231808318331 1.1869431783887037 2.542420537030491 0.02173314701615572 0.8328655644507279 0.9704358774350544
2.599905345965384 0.0700365985868079 1.772691720837996 1.2933399741039844 0.04429335979518145 0.9283468190873091
1.7312770775721313 0.2447440261984549 2.472891100049895 0.0550563203512187 0.46718918737359544 0.972471395750037
2.3390623998516276 0.29167238746415314 2.873791630465081 0.08144433172012853 0.9359658941588951 1.0443226732669642
2.5220922622285986 0.07545664740585513 2.2402399531099073 1.0344385840349761 0.12901274061066392 1.039333125531445
1.359889416913422 0.569793580648007 2.651807547858463 0.08360658954029365 0.7648548608177204 1.4471487988083944
2.4253668502239316 0.08329029192489143 2.7654656522464434 0.17684763288943203 0.5843235960431111 1.1913072077282494
1.3634904907730019 1.8696693596886098 2.5528799395111847 0.06922984376455382 0.8982947739269579 1.2903561679957463
1.3876855700135695 1.959748022241972 2.6891389805677264 0.07234957399415724 0.873774024819796 1.1068708095960569
2.430735849221062 0.480957904125692 2.869549384432586 0.04181306033859602 0.8819981419162782 1.4335305971833
2.0109729664015585 0.03661616167976732 2.045745197141172 1.9135278373960576 0.8845079207010127 0.951272331927074
1.9951543644966532 1.4182709716742605 2.412750670786724 0.04095058965784789 0.8301530235144318 1.2094991040619092
2.485369238442772 0.030816862731011772 1.6347618223800726 0.1990066935268259 0.5968255987450086 1.49425099199402
1.3283158446480163 1.0243174728774485 2.7664266172742793 0.019938733907136838 0.4760357300554502 1.2364703358832614
1.4758583472493454 0.38098250753515905 2.353204575427082 0.0628699458923421 0.6639929027460685 1.2777475223308543
2.6933599578947707 0.08588978846855966 1.3963186290658705 1.6521633763849684 0.25796525318420677 1.3544517651850798
2.1483771880043303 0.04260543948738972 2.6187813837863056 1.6960792128763822 0.1631714696671917 1.050465690372283
2.725559947769215 0.09120604355412265 1.9905067853542802 1.5202099337821422 0.9818598757835378 0.9869396449954464
2.6001168484848383 0.0802710408677978 2.594325639466538 0.9838723784520553 0.0441538817354115 1.3061795958406468
2.275211687617873 0.7096525655672615 2.8301326986293374 0.119700448393305 0.1324933699528051 1.360676803564721
1.0882360544724166 1.0215380254166522 2.3368983562277945 0.05738202039748089 0.7602110868096943 1.155373644926736
2.701150267324402 1.7874596098762463 2.8269597366043837 0.05643695551572926 0.4164784948314308 1.1377038051332706
2.733202681424883 1.8997229284258663 2.890887772373356 0.09473374547057808 0.8495575194506199 0.9475157324190098
2.385500248926276 1.851442178849592 2.4644274524318157 0.04194210926180586 0.9956303990141318 0.9177758372256759
1.8259664961645106 1.1737573241230874 2.4050679532831793 0.027160552518071125 0.2816912451570577 1.0768223009543871
1.2608564195011107 1.2634572185222677 2.823700987579226 0.026412355988850257 0.01641288442539457 1.0221844938849474
2.8786982751141257 0.11412450612326078 2.79351992940835 1.8706473340787177 0.13305803513154751 1.4301641761627588
2.733202681424883 1.8997229284258663 2.890887772373356 0.09473374547057808 0.8495575194506199 0.9475157324190098
2.5527767645890824 1.555740177306622 2.332038969363353 0.052099734021121585 0.12069863392957321 1.1691623700225837
0.9441778652094096 0.038406077571170344 2.2902413339069407 0.3403520105913473 0.07720084109987786 1.2803640646555952
1.9596974486423058 0.027197069506722855 2.674025472105414 1.2661941318048515 0.44127286541756117 1.1919693343046605
2.51579001611128 0.8084283954721426 2.867834924409743 0.0812684123637944 0.1347600167406862 1.1773620043955213
2.8732768779939937 0.03814122554419088 1.2641939866409677 1.9167331754367045 0.7333066619603913 1.1196841201872423
1.4382497921766064 1.5903165976924198 2.350983196812661 0.01565561990679195 0.9133694968654379 1.181672735693774
2.7227421174443616 0.10103453104458027 2.041380287229523 0.07077635725028339 0.636969047298266 1.421675870900195
2.6427193616550673 0.06529081984786539 2.552917694360596 1.295243062193113 0.020127131482335626 1.3116961164606256
