
0it [00:00, ?it/s]
1it [00:29, 29.61s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-4869.63+/-0.18 dlogz:inf>0.1]
11it [00:29,  1.95s/it, bound:0 nc:  1 ncall:4.1e+02 eff:2.7% logz=-2362.53+/-0.18 dlogz:2604.251>0.1]
20it [00:29,  1.11it/s, bound:0 nc:  1 ncall:4.2e+02 eff:4.8% logz=-1427.64+/-0.18 dlogz:1860.271>0.1]
28it [00:30,  1.85it/s, bound:0 nc:  1 ncall:4.3e+02 eff:6.5% logz=-1075.70+/-0.18 dlogz:1157.444>0.1]
38it [00:30,  3.13it/s, bound:0 nc:  1 ncall:4.4e+02 eff:8.6% logz=-870.72+/-0.18 dlogz:940.494>0.1]  
48it [00:30,  4.86it/s, bound:0 nc:  1 ncall:4.5e+02 eff:10.6% logz=-507.93+/-0.18 dlogz:622.572>0.1]
56it [00:30,  6.62it/s, bound:0 nc:  1 ncall:4.6e+02 eff:12.1% logz=-417.02+/-0.18 dlogz:482.189>0.1]
63it [00:30,  8.57it/s, bound:0 nc:  2 ncall:4.7e+02 eff:13.4% logz=-361.21+/-0.18 dlogz:429.371>0.1]
71it [00:31, 11.42it/s, bound:0 nc:  2 ncall:4.8e+02 eff:14.7% logz=-331.68+/-0.19 dlogz:401.700>0.1]
77it [00:31, 13.68it/s, bound:0 nc:  1 ncall:4.9e+02 eff:15.7% logz=-300.85+/-0.17 dlogz:363.218>0.1]
86it [00:31, 18.38it/s, bound:0 nc:  1 ncall:5.0e+02 eff:17.2% logz=-269.05+/-0.18 dlogz:333.293>0.1]
95it [00:31, 23.32it/s, bound:0 nc:  1 ncall:5.1e+02 eff:18.6% logz=-215.36+/-0.19 dlogz:282.819>0.1]
104it [00:31, 28.23it/s, bound:0 nc:  1 ncall:5.2e+02 eff:20.0% logz=-148.71+/-0.17 dlogz:211.749>0.1]
114it [00:31, 33.64it/s, bound:0 nc:  1 ncall:5.3e+02 eff:21.5% logz=-126.57+/-0.17 dlogz:189.441>0.1]
122it [00:32, 36.26it/s, bound:0 nc:  2 ncall:5.4e+02 eff:22.5% logz=-113.26+/-0.17 dlogz:175.734>0.1]
130it [00:32, 38.24it/s, bound:0 nc:  1 ncall:5.5e+02 eff:23.6% logz=-100.75+/-0.16 dlogz:162.397>0.1]
138it [00:32, 39.43it/s, bound:0 nc:  1 ncall:5.6e+02 eff:24.6% logz=-96.38+/-0.17 dlogz:158.794>0.1] 
146it [00:32, 40.70it/s, bound:0 nc:  2 ncall:5.7e+02 eff:25.6% logz=-91.21+/-0.15 dlogz:152.622>0.1]
155it [00:32, 43.57it/s, bound:0 nc:  1 ncall:5.8e+02 eff:26.7% logz=-88.17+/-0.15 dlogz:149.500>0.1]
162it [00:33, 42.16it/s, bound:0 nc:  2 ncall:5.9e+02 eff:27.4% logz=-85.72+/-0.15 dlogz:146.943>0.1]
168it [00:33, 39.65it/s, bound:0 nc:  3 ncall:6.0e+02 eff:27.9% logz=-84.06+/-0.14 dlogz:145.304>0.1]
173it [00:33, 36.22it/s, bound:0 nc:  2 ncall:6.1e+02 eff:28.3% logz=-83.09+/-0.14 dlogz:144.229>0.1]
180it [00:33, 37.12it/s, bound:0 nc:  1 ncall:6.2e+02 eff:29.0% logz=-81.70+/-0.14 dlogz:142.942>0.1]
186it [00:33, 36.27it/s, bound:0 nc:  1 ncall:6.3e+02 eff:29.5% logz=-80.40+/-0.14 dlogz:141.536>0.1]
