mu1 sigma1 mu2 sigma2 alpha mlo
1.1082283614902806 0.5784685232917158 1.1946092569632394 0.16931675470656848 0.6967738021033273 1.1073836766083056
1.417345567147656 0.19576209076487336 2.3920743140541587 0.24315495584714072 0.8725295101787197 1.1756314764066738
1.3691001668500342 0.27399734311653534 1.4090089938712889 0.3637456603529064 0.5966796904118339 1.089122554782209
1.3457628001876256 0.328879752102454 2.7071456507636094 1.507256686188909 0.8912365259416698 1.170376312047324
1.3178980122260644 0.4240945171053792 2.399685392115141 1.634191649226632 0.944583390727133 1.1791075035271987
1.2867336207932407 0.12237501397538476 1.7714622024985367 0.3130924176004273 0.7046975070463818 0.9127689668887377
1.2118561871574982 0.47306679621891506 2.0832760458419224 0.8982693938350311 0.9519659552206022 1.1263854565413534
1.4228488413901315 0.2978804470089066 2.268173482651806 0.6285104028040512 0.9739648509349867 1.117925921300391
1.2859336967674992 0.8180349138125893 1.3461432506459958 0.16569256755737477 0.39806302203632765 1.1072576933385265
1.4061399997248918 0.2483135723224912 1.6520520420559555 0.24599760813265742 0.6689790670985251 1.155109762425575
1.3360444961374989 0.4570715732023401 1.724536511883242 0.07134660535648046 0.9472724022012732 1.1596541256658561
1.1904458916412994 0.5571909310068007 1.3686050232944496 0.06674647607040973 0.26172895260724677 1.146062197259164
1.377530236854513 0.35385079582073614 1.4349169398603812 0.36834947417876185 0.5282270852127364 1.1816407391867996
1.3169130446395403 0.3317493364831609 1.8914036623209094 0.9062846794533933 0.9127654904782573 1.135019051856994
1.1957640986945295 0.47708779228483644 1.9929826640869517 0.3344467792065696 0.9844471601447171 1.1203922642808037
1.1728012877272493 0.5304005027102218 1.7872016692949264 0.2090830881466927 0.9368115646544759 1.1511562291580744
1.3576988514624644 0.1042145500315085 1.5475452966692091 0.6225179446713945 0.667428557440989 0.9265393092204216
1.1732182488840628 0.36109753362583796 1.2451464902999017 0.5293367270104347 0.592853802557476 1.117828544594774
1.3830867720833175 0.3919030791458394 1.8124012922236252 0.5865347375962865 0.9360680329689249 1.1479985807772626
1.3468294662932574 0.2679480225524315 1.7231228700751882 0.2382497878783264 0.8282189031339746 1.1814470866753903
1.408511347945626 0.20335258059873154 1.6099445773218033 0.6742067451153232 0.660331323677895 1.1542363791295176
1.193066771648583 0.4420003256966917 2.4917493437488463 0.6750441140286195 0.9724940233827425 1.1830477716258905
1.3934362090501786 0.3799232976144217 1.5681038544438102 1.1323463744874265 0.9583654119471376 1.175796419063925
1.3889297194838714 0.3587126587906572 1.917096786087504 1.2555720625503806 0.9372217087094098 1.1707984325895204
1.1383968223718093 0.4819214319237033 1.608543045512624 0.3046675541042936 0.7926012837308483 1.1304766427227229
1.4228809174459545 0.1369940198438377 1.6441103012071239 0.3280499977772335 0.7362956698916195 1.0334537935107169
1.201860134453808 0.3985342361567853 1.8527567217520566 0.8346148098251245 0.9938885406751913 1.1272828235540235
1.2483615547228921 0.3184675692245643 1.7032029881375519 0.7602396557864654 0.7194985628947491 1.1724806277080726
1.2572030114413353 0.16383292495669705 1.9834020764014668 0.14223975112546033 0.8556220282193283 1.1479881612232385
1.3019006642627582 0.375772163883256 1.7477101089876772 1.1827757560617003 0.9165609937733424 1.155060621153258
1.2191896341316164 0.8873104085404444 1.3271562805074135 0.36132045500947535 0.04437379188371815 1.1819525288435895
1.3278820721907834 0.264634191955308 1.4143374380632592 0.747473648237667 0.9275628584020822 1.1551539124121268
1.4010732905549652 0.27646958929378024 1.7424274775021864 0.5395212467332006 0.8849797377986112 1.1384309737168787
1.2862461977318942 0.332003829522898 1.3948069458534542 1.8737980520390858 0.9282897229371249 1.1754689325489518
1.2551782216228622 0.4079387165687765 1.4444041763220636 0.5327867146913883 0.7866599223263964 1.1355153822020332
1.4133512535720474 0.10614455939528311 1.6908317913969242 0.30303039985683006 0.7080024318062684 0.947786890109122
1.38061390465931 0.14117332705215568 1.9617524367637333 0.467403375102241 0.8686994995116918 1.1468281909652518
1.2355171618249896 0.15375569067654996 1.584082236286796 0.3341153875339801 0.18762452504083585 1.153513973716
1.3702177104842264 0.05619014255868452 1.4349341474902135 0.4817627758620255 0.5296259335964847 0.9941042339489199
1.4053291051103152 0.2960500280445509 2.046072485183108 0.1977169747511614 0.8188928153578096 1.165452081513176
1.2619386689435248 0.2715472651318474 1.4667840507167311 0.44067806423364536 0.5330013441402268 1.1843984298129167
1.2943142526279332 0.22729485926641307 1.7170419211431704 0.3116505117756847 0.450968032621439 1.1463421104759672
1.3215783203353701 0.1465557843949469 1.745074917779342 0.4006316000633826 0.7315901812621635 1.0717795467438973
