
0it [00:00, ?it/s]
1it [00:41, 41.80s/it, bound:0 nc:  2 ncall:4.0e+02 eff:0.2% logz=-565.37+/-0.18 dlogz:inf>0.1]
7it [00:42,  4.41s/it, bound:0 nc:  6 ncall:4.2e+02 eff:1.7% logz=-171.81+/-0.18 dlogz:258.925>0.1]
11it [00:42,  2.41s/it, bound:0 nc:  5 ncall:4.4e+02 eff:2.5% logz=-146.18+/-0.18 dlogz:212.301>0.1]
16it [00:42,  1.34s/it, bound:0 nc:  5 ncall:4.6e+02 eff:3.5% logz=-125.78+/-0.18 dlogz:193.913>0.1]
20it [00:42,  1.09it/s, bound:0 nc: 13 ncall:4.8e+02 eff:4.1% logz=-110.93+/-0.17 dlogz:173.636>0.1]
23it [00:43,  1.45it/s, bound:0 nc:  8 ncall:5.0e+02 eff:4.6% logz=-105.75+/-0.17 dlogz:168.349>0.1]
25it [00:43,  1.77it/s, bound:0 nc: 12 ncall:5.2e+02 eff:4.8% logz=-101.84+/-0.18 dlogz:166.247>0.1]
30it [00:43,  2.91it/s, bound:0 nc:  4 ncall:5.4e+02 eff:5.5% logz=-88.15+/-0.16 dlogz:150.314>0.1] 
33it [00:43,  3.68it/s, bound:0 nc:  8 ncall:5.6e+02 eff:5.9% logz=-85.26+/-0.16 dlogz:147.354>0.1]
37it [00:43,  4.93it/s, bound:0 nc: 10 ncall:5.8e+02 eff:6.4% logz=-74.29+/-0.18 dlogz:139.136>0.1]
42it [00:44,  6.92it/s, bound:0 nc:  8 ncall:6.0e+02 eff:7.0% logz=-67.87+/-0.16 dlogz:130.187>0.1]
47it [00:44,  9.44it/s, bound:0 nc:  8 ncall:6.3e+02 eff:7.5% logz=-60.48+/-0.17 dlogz:122.938>0.1]
52it [00:44, 11.52it/s, bound:0 nc:  2 ncall:6.4e+02 eff:8.1% logz=-52.32+/-0.17 dlogz:115.468>0.1]
58it [00:44, 15.20it/s, bound:0 nc:  3 ncall:6.6e+02 eff:8.8% logz=-46.01+/-0.15 dlogz:107.908>0.1]
63it [00:44, 18.29it/s, bound:0 nc:  3 ncall:6.8e+02 eff:9.3% logz=-44.25+/-0.15 dlogz:106.045>0.1]
66it [00:45, 17.89it/s, bound:0 nc: 16 ncall:7.1e+02 eff:9.2% logz=-42.33+/-0.15 dlogz:104.229>0.1]
69it [00:45, 19.44it/s, bound:0 nc:  8 ncall:7.3e+02 eff:9.4% logz=-41.08+/-0.15 dlogz:102.743>0.1]
