
0it [00:00, ?it/s]
1it [00:01,  1.50s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=7.77+/-0.18 dlogz:inf>0.1]
37it [00:01, 31.94it/s, bound:0 nc:  3 ncall:5.0e+02 eff:7.4% logz=14.97+/-0.12 dlogz:32.357>0.1]
64it [00:01, 57.92it/s, bound:0 nc:  6 ncall:6.0e+02 eff:10.6% logz=16.72+/-0.11 dlogz:30.515>0.1]
93it [00:01, 88.55it/s, bound:0 nc:  3 ncall:7.0e+02 eff:13.2% logz=18.09+/-0.10 dlogz:29.054>0.1]
118it [00:01, 113.31it/s, bound:0 nc:  3 ncall:7.9e+02 eff:15.0% logz=19.04+/-0.10 dlogz:28.036>0.1]
143it [00:02, 137.80it/s, bound:0 nc:  1 ncall:8.7e+02 eff:16.4% logz=20.29+/-0.11 dlogz:26.751>0.1]
168it [00:02, 157.34it/s, bound:0 nc: 11 ncall:9.9e+02 eff:17.0% logz=21.63+/-0.11 dlogz:25.331>0.1]
192it [00:02, 155.73it/s, bound:0 nc: 11 ncall:1.1e+03 eff:17.1% logz=22.79+/-0.11 dlogz:24.115>0.1]
217it [00:02, 172.09it/s, bound:0 nc: 11 ncall:1.2e+03 eff:17.7% logz=23.80+/-0.11 dlogz:23.030>0.1]
239it [00:02, 163.06it/s, bound:0 nc:  1 ncall:1.3e+03 eff:17.8% logz=24.70+/-0.11 dlogz:22.078>0.1]
259it [00:02, 156.40it/s, bound:0 nc:  6 ncall:1.4e+03 eff:17.9% logz=25.52+/-0.11 dlogz:21.271>0.1]
277it [00:02, 141.88it/s, bound:0 nc: 12 ncall:1.6e+03 eff:17.7% logz=26.26+/-0.11 dlogz:20.487>0.1]
293it [00:02, 145.44it/s, bound:0 nc:  4 ncall:1.6e+03 eff:17.9% logz=26.98+/-0.11 dlogz:19.727>0.1]
309it [00:03, 141.11it/s, bound:0 nc:  2 ncall:1.7e+03 eff:18.0% logz=27.60+/-0.11 dlogz:19.062>0.1]
324it [00:03, 137.74it/s, bound:0 nc: 10 ncall:1.8e+03 eff:17.8% logz=28.13+/-0.11 dlogz:18.497>0.1]
339it [00:03, 126.62it/s, bound:0 nc:  7 ncall:1.9e+03 eff:17.7% logz=28.62+/-0.11 dlogz:18.094>0.1]
353it [00:03, 101.47it/s, bound:0 nc: 10 ncall:2.1e+03 eff:17.0% logz=29.03+/-0.11 dlogz:17.647>0.1]
365it [00:03, 90.14it/s, bound:0 nc:  5 ncall:2.2e+03 eff:16.5% logz=29.38+/-0.11 dlogz:17.273>0.1] 
375it [00:03, 89.36it/s, bound:0 nc:  2 ncall:2.3e+03 eff:16.4% logz=29.66+/-0.11 dlogz:16.956>0.1]
