mu sigma nu tau
1.3555422391829208 0.2836752726516683 5.013116224459821 19.258240437858277
1.4073656640930752 0.2670703469964455 4.338980739985818 2.4942003927535628
1.4807181531918934 0.25102753586804766 2.0709322332326607 3.6914791672804004
1.3672621898903752 0.3471745577322813 4.26406345368985 3.6419290237937796
1.3613414093235365 0.281845374000131 7.9140218228249335 17.88703472579254
1.342396984260791 0.25408637621854013 6.213315380474313 16.617440997716514
1.3256198194952808 0.2237561497153572 3.4544518568800844 7.2314594480073495
1.4525808908452935 0.3286838457679485 1.8506133605624409 10.96237745739524
1.336494595953262 0.21968952815131532 1.5672103637602777 5.826367663401266
1.4557471545291056 0.3446756901856008 6.5406138229775586 11.72565417634897
1.5233334090626085 0.36365755001145483 7.030988102299126 13.859670020089
1.501682233981067 0.39623686652800816 6.907323450991647 5.780100505463524
1.6175124531329295 0.6115684749568322 6.855300279097776 2.7921173867274924
1.601790045440978 0.5841019847477982 6.840438269659331 2.693622816161087
1.4643969059268005 0.3877393265791219 3.6530711495579826 4.662304566994532
1.4730309309795167 0.3414220818094345 4.291710643305949 13.581743851952282
1.4057389057732745 0.3019703253960309 5.40879511397237 15.903911329696367
1.4023578522775852 0.2503204059557206 7.0301000529216084 2.6682312724021306
1.3497825210980507 0.2308832034818845 1.6505790746546563 8.407825166660182
1.382831844156422 0.27746972258610153 1.4940690375406724 6.3583368004067555
1.431330296253599 0.17655676677717125 2.9954130940833563 18.483042721522313
1.4375163484661204 0.32692209427210017 4.326209402366335 10.244129399195813
1.574954221754747 0.3964496436667957 5.365196488598963 4.413087134588253
1.547099734742174 0.3522510799847641 4.833951962480672 12.600872990937509
1.4263906924983076 0.1771047221656284 2.2980276798022734 15.591989002172657
1.5328762428511284 0.3437291513190735 3.1379773502346326 13.473408486685749
1.5064374910869294 0.24650277854321956 2.29425191469617 12.059374109295709
1.4143190086202921 0.3093825210078526 6.402267179294303 10.785581759817255
1.3426912062521799 0.21994043151190779 4.196976320332629 12.949129999509447
1.5290324529170778 0.2733512777446921 2.5272080966143533 19.459762079196228
1.4780586817669552 0.4743302037020015 5.446609807428111 3.15454554479888
1.5081996517028595 0.3535905167737795 5.573743607755091 10.036960719304453
1.3958103048649262 0.272259354861912 1.8673091868901004 15.5947769400152
1.3466402526301282 0.223245823869554 5.445969623559099 13.144095626781464
1.3606034057991319 0.24750009595374953 6.6691481377145765 15.413510043092167
1.458379755219243 0.33134574734587635 5.724528148974995 10.203773653807344
1.3626532674812952 0.24555499351794088 3.9423083037746656 16.715296038040112
1.4529385059970217 0.3621696877088177 4.14673934521699 4.933172401379908
1.5592398842303639 0.46385094028620194 3.0067610746339333 3.0007296630563136
1.4820539749034054 0.3567814259125899 6.376737778386195 6.84037442013144
1.3982156606067384 0.4394010415846848 7.202419414492705 2.6942194967969693
1.4816195511313737 0.3217583940475667 3.1692239690038475 18.796058774263493
1.4612144293333234 0.2072118114135511 4.393424098937691 10.961504354254926
1.554208206857231 0.4451087416951279 7.9380548222332745 3.8423052561367763
1.3660038070022456 0.20211555649947663 1.7928132244780208 14.750399559604654
1.484979513034829 0.34362699654826895 4.4531585365151205 8.381787744821358
1.367619980825736 0.1697917246474521 5.568195040824341 18.525328576255507
1.4256083515367877 0.2150535773459544 1.4973579041134775 11.171416155235253
1.4830301112152824 0.22298399637668706 4.010776995917759 17.21103785995567
1.3636825580210836 0.16878477256601884 5.232301960966927 11.61522924983771
1.5063136708588112 0.4574765022329222 3.8607624627370565 3.3434278654147143
1.6051925180769113 1.0391291262017721 5.282165735816486 2.208281221325767
1.3860805447227333 0.26857342247627647 2.283676756151613 9.507965097848526
1.3424765563218868 0.18365849817668012 5.8644061373314385 6.389495640301282
1.3642646012157664 0.24872154716024228 7.862529325277815 10.925467108333804
