mu1 sigma1 mu2 sigma2 alpha
1.4431530551821385 0.34396779528547505 2.602562879088924 1.688749865856073 0.8164839540256126
1.439052376730047 0.26819055280629245 1.7668726630299174 1.8161578210971987 0.7701827639273513
1.236074978873235 0.4047690323450823 1.417334118308442 0.41178798306664866 0.8137611319292871
1.2308073097113637 0.28795814122891467 2.2945053135694122 1.3408465944376473 0.9568684800028602
1.2659992611660225 0.19012996232368076 1.6231613522088302 1.049402541804805 0.6241777874038773
1.2651129169485595 0.34362702057648653 1.4588774526069783 0.27297350478684385 0.9201157276137392
1.453170969098001 1.218025780963305 1.4761123856328084 0.19993305299360867 0.1378009873836124
1.1656779011343963 0.08577518199342558 1.405306538014011 0.36070563838656106 0.079050698754821
1.3762971331766594 0.1465186319695694 1.437099418727088 1.8630317071472595 0.554137150701663
1.3669754452689302 0.182939197922077 2.7750483004132684 0.5124793566630447 0.80753949616715
1.4135468808367748 0.11049867345301952 1.910093565162076 0.8230905480497204 0.787830346072977
1.2368868067819678 0.191582632034992 1.361583816549851 0.5255157537398122 0.8053578305823714
1.3651291058303099 0.21645458346093524 1.4031352512899287 1.8889148549854198 0.7421398898627147
1.393045604370172 0.15787636802977129 2.4685749695014194 1.9729347712502936 0.6727318050033624
1.3594821183205337 0.06526529300527653 1.6409648414607205 0.9002666942963357 0.5681069118119466
1.416053386116444 0.11420023849995398 1.7739682248788595 1.3705428579800265 0.832751194185422
1.3290823338958067 0.24567754128067146 2.8699834886175317 1.2797074663756367 0.887048328867576
1.3147776308770824 0.07493054593729122 2.7021752000864865 0.808924453885974 0.5601816265389832
1.2929491171017224 0.23956614186125175 1.314179048425405 0.25473840959117716 0.6565281013274771
1.372557665075495 0.10379033351130611 1.9315166830255928 1.3703827326130011 0.577227457125907
1.2480930869286349 0.17029126563004718 1.4242273781251007 0.8131149652527796 0.8633008678366308
1.3489316047127042 0.30935102127134945 1.5044857347103848 0.2415015943423211 0.6332526993055186
1.2018368474458623 1.1462839117230776 1.3512110822773935 0.054223943042765836 0.32603837409999914
1.1406670306951923 0.665691146076008 1.4555074111953705 0.19645536511511938 0.2352294845579704
1.2981576582196235 0.2295829605537259 2.459929351029031 0.8825861148411892 0.9364921913151117
1.297679093556353 0.14339866835678777 2.3693363062275496 0.7471179310370981 0.6565548128234584
1.3145095727956049 0.2421856089184008 2.523119356721033 1.8219131815912983 0.9875051509366024
1.2774589704865726 0.08009281742194194 2.6755970875872404 0.7729062673165566 0.9837658471006121
1.3288766262557175 0.08220975884474173 2.229981336291178 1.0442255752028853 0.503601110330423
1.3108806608256627 0.21546591414782543 1.468847111583657 0.19490349797344092 0.04785990571680886
1.399814434969582 0.13935171499134788 2.3346661683804286 0.5576927357840823 0.7725104444170681
0.9573104192190741 0.5272109382268468 1.384946768467552 0.24917639501661407 0.17612783783077027
1.290861181060205 0.07972384247666382 1.497207365521514 0.1521419864034314 0.15379369036116172
1.4372894173675699 0.1839029309099287 1.6010648235347618 0.5861581186160932 0.7646236346999965
1.2245230947301788 0.14107019036085167 1.5699665382523977 0.4997698827503166 0.5293557801560621
1.3648067035933973 0.26975845105672586 1.5086618464117723 0.28327393185408345 0.6465380933049888
1.3752254671907962 0.17246459025859068 2.6998969681910965 0.9187871098870716 0.7737806983233368
1.2954732908782143 0.19713064912342373 1.3616356067501476 1.9918439485393342 0.8409510732660077
1.4071355636220753 0.12186181034488575 2.1754213592746816 0.09097578019915913 0.8182898658841842
1.4272158787563063 0.13454591340798377 2.0478786315181017 0.16322781144625984 0.8279746306015308
1.2673722324423735 0.14457893433817215 1.838254836077886 0.4316775799685932 0.5148995782669636
1.3069141361788956 0.24555723067733212 1.4665135141272891 0.1665206344183071 0.6701888527114467
1.4048900191830245 0.24905317788557008 1.4885227860264671 0.23426221444629133 0.4201328285706148
1.457863283960914 0.24080129644995948 2.8699741961064245 0.8953188038173043 0.9983640181234102
1.2575418231247717 0.13782453724538885 1.4527721313248008 1.1192150444983224 0.6509628574185448
1.426264719095306 0.14269294991304732 2.138750492306421 1.849470263339432 0.8981964641664988
1.3230082089258774 0.3518523867536388 1.43016952961453 0.2051771937321457 0.4958719871774726
0.9256890360863311 1.0252038803122547 1.3697168173400205 0.24500106414968545 0.12313920470861135
1.3289917991636486 0.16345264770806672 2.8225635519566947 1.6543272280710626 0.7079381745662563
1.3122860855672982 0.2060105150193138 1.4790564506952282 1.7376649070655201 0.8519041818830623
1.2588601810504607 0.14394154103807996 1.8019237809141408 1.5450008804799005 0.8442307628774058
1.1917601157586706 1.6016683876221425 1.3800461577064569 0.1154531601261193 0.3749527111198756
1.336576296060378 0.15611566673267135 1.570208854572372 0.6147019535655783 0.5037480451261356
1.056029492413122 1.2560433710918848 1.3837162315370046 0.0880171300827641 0.1366725324055467
1.4266351082978739 0.15117243696579005 2.6919892654129547 1.1316456865001552 0.9711008197204863
1.279735099413511 0.18259141719966074 1.9679582873405344 0.3108315661524207 0.718093511436605
1.3528999680085456 0.1583464797779799 1.9778750067865118 0.8556824664217252 0.6648111355450287
1.4139058367068653 0.2022501698558333 2.5695231251186157 1.2231809726089817 0.8960079069914483
1.3554919736026096 0.2464964662786413 2.74298454031184 1.733667800648214 0.9873105039549814
1.2232391301516063 0.12725080778225875 1.60104344050825 0.45692968338910556 0.7697810963209125
1.3287074548772144 0.12678883941279434 1.3758470627302644 1.283424732297599 0.5359138022963865
1.3556115119600518 0.1645916698614952 2.2366338559454038 1.7162308678251548 0.7149442338484512
1.2455705391840484 0.7502039348848583 1.271226880276597 0.13351593487116492 0.51622603614221
1.3322357431877692 0.17920376541819907 1.859643360613785 0.5301694653421262 0.6600986895578493
0.910567285508458 1.0885353812070429 1.3129405285337945 0.13169122884764434 0.5057137273715959
1.3018599330096747 0.18809508782416529 1.5504742149815018 1.9465435200350805 0.8735446357573082
1.3163501505175284 0.18683048422293305 2.097416167267357 1.9871968224770202 0.8218992051897361
1.3882501017962203 0.11928270666325345 2.8524469480699244 0.9145651347592536 0.8104668191137169
1.3318606491967295 0.14326682243326413 2.476169298329137 0.13835688351619224 0.8875851591334889
1.276489747169496 0.16293007325671838 1.8489215727753914 1.1908349280310893 0.8928731926062285
1.3364092653305646 0.1257666829487275 1.8018658152774654 0.908536667273338 0.5571330999272134
1.2350865037149188 0.09675018528294178 1.3763605145438202 0.3059980254056519 0.09240152747432964
1.2908640673564309 0.13039451774256838 1.6336898051348694 1.7952175543404545 0.6222799049640111
1.3794456484520121 0.228354040908983 2.5381233448858014 1.9765636945768934 0.9487500042532921
1.4001710145044637 0.14162688669444126 2.5217942237934006 1.0765435964975814 0.8135896340930715
1.3922337554513673 0.1656233151715904 1.4214037525113405 0.5757674574715081 0.5920124270343912
1.2856077549970943 0.15423331811753813 2.047475807789003 1.665535311488621 0.9482579945858428
1.1003012016064084 0.7125180640133403 1.3790479198149943 0.2384629330581672 0.04585549004755875
0.9312274055020926 1.748071521139268 1.3566640763903837 0.19824526557067162 0.17868921127179807
