s_mu s_sigma
0.2232279000165509 0.2013995903214465
0.26330570714865215 0.25154873150172635
0.4126278930008424 0.22683325085988473
0.41163372012892635 0.22620933354751852
0.28555626629566583 0.24743122074301546
0.3533546754133986 0.24964184560633884
0.289290556030569 0.13264609672696748
0.3756087176767207 0.24036227596820273
0.2633651113354658 0.22291564041672357
0.2584286847322538 0.21551655774066578
0.3964728668309813 0.22544618630785718
0.36645335289628894 0.2403646511390767
0.41569704373749417 0.19613244279363182
0.3642429184186214 0.23822277245736628
0.35869615603975236 0.2395771064646967
0.30024617411318727 0.23720490597530355
0.3711926178954647 0.23466576168718226
0.2670076052503539 0.216829811490708
0.27598855446652426 0.14684136365496314
0.3978526417122425 0.216549003484033
0.3999513349549282 0.2128545090137489
0.4074057161062734 0.1611187812779816
0.2738382831821597 0.21866718311662328
0.2600615373126389 0.1963183233552144
0.3519934943494455 0.23435897589996463
0.30913917844014555 0.1295471040924038
0.29920966767911417 0.23042747355828774
0.35573144053290673 0.12646100888113462
0.2676874493267861 0.20491892349055882
0.4073631561988228 0.1874489296210405
0.3579506676090962 0.23099131817651525
0.34724603844999735 0.23298730104541945
0.40420958735867313 0.1631019293652227
0.32450108727099714 0.2325977371303579
0.2638016944838751 0.18447620117098812
0.4032939205961186 0.19332809532239517
0.3015198585651738 0.1348048157531432
0.40571518609177026 0.17730272333417108
0.28274122813637403 0.21691312669252286
0.36258900201279853 0.22681057914144873
0.3021010413990711 0.22644686409708562
0.4052448125572626 0.1756359855877827
0.27352246420760545 0.15862242848491823
0.293570944094789 0.13982515881335733
0.4013554686904975 0.19457539584516542
0.31895126776622634 0.12909284994320958
0.3819481729335456 0.21627707868473595
0.3960727752853948 0.15417167416534913
0.3254157466489268 0.2293454571604831
0.38370965031441817 0.2142249577469883
0.269790964454986 0.1968943012762682
0.2749271629211725 0.2046942745791911
0.28869348287207985 0.21589355343461208
0.2970723799721071 0.22040581281421634
0.299759867284538 0.22142849165673784
0.2957441089011922 0.2196232871008599
0.2857015086274747 0.14823319446695557
0.26909892125008134 0.1858327969299116
0.39790056842771243 0.16315652913064513
0.2717363141104559 0.1918050208795525
0.35729586889227954 0.22263090625491044
0.27064935412521973 0.1814831678345845
0.2830409008618833 0.2083741323598624
0.31167954591820024 0.2220666985873084
0.31504061805654315 0.22259082984793196
0.27435762282583276 0.1931904974266786
0.33947562537415765 0.2236593682324595
0.2734000486167818 0.17766275859533134
0.356286713601568 0.21980793637226023
0.2746357989101002 0.1897626758387178
0.39157737707411305 0.15645317882302134
0.3934304207345582 0.1599027942874072
0.396522518747973 0.1697752206653302
0.3722557647622918 0.1388735092754372
0.39646328019922117 0.17211243307010698
0.391129523497502 0.15744142326192256
0.3499448846840284 0.21995905931691265
0.30093357231824136 0.2149071903220472
0.2936985577373581 0.21070156077604787
0.2760263784097039 0.18753618934412167
0.39538817580177643 0.1712006985229661
0.3946774334919985 0.18210449466809564
0.30308151619734774 0.21456167348053756
0.392894571182499 0.1866926580853632
0.3496132068577867 0.21840419179984194
0.2880774218003162 0.15294379573384043
0.32042104007861355 0.21840810371605182
0.3133324736668007 0.21693959527215526
0.38505972850732745 0.19814239010697687
0.27735717204314514 0.17961568249668222
0.27802035494986727 0.18541304858831187
0.39090681847408504 0.18787923771677872
0.2835502375394162 0.19760339201414936
0.38096620845751217 0.20169206515199334
0.27984635499576604 0.16809582725461683
0.3740126391468432 0.14259201124549117
0.38029538226728565 0.14763271176066994
0.363819903794933 0.21225729308985836
0.3103132490616084 0.138583703410811
0.37538452075906775 0.20490094256558566
0.30459848758427166 0.21194980666382365
0.3776914129362956 0.14609756591217443
0.29912835653614556 0.2083706871159161
0.39035134259627235 0.16606628828259803
0.2803573533837336 0.17231576567052664
0.2804509399054359 0.18473880859017347
0.2937870612125248 0.20434730765009915
0.3812905228218991 0.19796680603858868
0.39088649229314315 0.17151303463677778
0.31605824518910625 0.21428268871964523
0.3572747491972832 0.1360662469688113
0.2888070763170779 0.15616904136732693
0.34878494556476314 0.21428247913514686
0.3107411290339906 0.139628156587813
0.349702753120389 0.21393839369720735
0.3538444603109786 0.21267379382047208
0.32279292719403174 0.2146465931316979
0.3522721388745419 0.21278311078050016
0.34665766124978675 0.21395389735721934
0.3493575194323216 0.21338073475427466
0.303951140363361 0.20878124829819172
0.2814107702578924 0.17843883479845754
0.28217767091323703 0.17133884277491013
0.3611836934310388 0.13815004793359695
0.3805878800540603 0.15144600416478
0.38473285403127144 0.19065283584088827
0.3371440935235294 0.21452606827272383
0.37934448796519676 0.19730301307568793
0.38046783428750225 0.19607414670502368
0.297376805572105 0.14873573359943407
0.29581399490615407 0.15021103551703494
0.38224333075530803 0.19334191000584575
0.2835748111276729 0.1861225383936342
0.3098765020288873 0.21014484456131904
0.29321571184073475 0.1531892716343048
0.3860451629046306 0.16145876777170445
0.2833698086920268 0.1721844606117266
0.2829594585911715 0.178171538468938
0.38630036654509464 0.163380622863178
0.38737114503103515 0.1675552642243408
0.293927392444613 0.19978531664331461
0.2836121773538197 0.17650718601765272
0.29108153245289853 0.19628620431326424
0.293405615556804 0.19862404117096782
0.3487201635761929 0.21095208938977922
0.28960329758940967 0.19379478587893742
0.3850263257760279 0.18450671960098983
0.386526283626382 0.16735904153341588
0.30981734978567455 0.20817285063883154
0.32058309399155444 0.210989882759577
0.3587226352487508 0.139034175268564
0.33427379223481796 0.21185192803452835
0.2983641088614352 0.2013371430180703
0.35855313093989594 0.20680885338892588
0.3672226529995978 0.2025951359812873
0.28937072963520244 0.19117774409391713
