mu sigma
1.696465656901442 0.45110863514012495
1.2591727370461085 0.5398524322023219
1.7410005748170794 0.37352029736196285
1.3158051047003059 0.5458463068289047
1.3385047437910553 0.43524360143844143
1.530697370509494 0.4901621316824921
1.3522675566711952 0.45197418884060037
1.607015342623873 0.4571246084361521
1.4969323991943515 0.4898848034597127
1.4187392654413347 0.4884062864662821
1.6455919405912582 0.21225006598093588
1.5817458761233865 0.45884714321035147
1.7099030342401744 0.32595133432410445
1.574798562872222 0.4535200377506555
1.6154746081139566 0.43311889327555625
1.3873929646290173 0.4208023906643789
1.390509856437754 0.41722578789316284
1.3931030512520952 0.3532445162853747
1.5765911008441527 0.199316352498485
1.3931529105970872 0.40153531524791003
1.4011592503628014 0.354379297905601
1.6105659733779762 0.4159166751827017
1.5899751919033014 0.42164640504385503
1.520265744574731 0.43948122131386813
1.60288347112841 0.20705239552980542
1.4190403476576234 0.4004141882844175
1.422654849113811 0.31955958477538254
1.6788288021887885 0.34213768315325976
1.604419906432892 0.4073906158068451
1.4562301999820522 0.423476235079787
1.4158987426472862 0.35618234004548627
1.473408228017052 0.2449803464503684
1.659601606472934 0.3668748009221194
1.4179295596424635 0.3588155377665647
1.6602207265207976 0.24252513553449614
1.4839833552174113 0.4244845805471264
1.588272343832824 0.40846818734017576
1.6835358608726225 0.3139980023653564
1.4252901152307715 0.37680216746999534
1.4304309516275981 0.3889856558357749
1.470753632614167 0.41748225845839193
1.4644375626560435 0.41526412555323183
1.614049238749003 0.39424330401438096
1.564212248685342 0.4133950434002597
1.521392825321948 0.4203301518609852
1.5505834777214687 0.41610051268426723
1.5713456877671468 0.41029523974565385
1.4352456418949515 0.3100134234044867
1.567554918320651 0.41138652323215463
1.4277155828778119 0.36426587339780114
1.679139017031099 0.31465765638295295
1.5750904274000332 0.4067939083065035
1.4357297998498557 0.3817671526714833
1.5396588664159903 0.41471353687021356
1.4782777485906222 0.24736006311575753
1.4879198987322955 0.41416002903408505
1.4305640944997564 0.34411399772270745
1.6502230315256563 0.23969475629256146
1.5987970399811489 0.39561562756897184
1.5097969756314757 0.41476119268188766
1.6739172453085138 0.2747358439265742
1.4322046022646369 0.35035567203447215
1.6634314750286738 0.2554703263392864
1.4984053795375902 0.41028260884210277
1.661539126238683 0.3431050425458113
1.4383376269322254 0.32171557502352754
1.4625266929019518 0.3974406181723623
1.6757372354103803 0.2978042726289664
1.4447608958256546 0.37654813137559745
1.6477833097185373 0.24108845009413724
1.4936370433011184 0.23829230078118416
1.4745962766292993 0.4000707445069978
1.613218407394335 0.3817102938593157
1.4711995616074058 0.260720996427954
1.4487304812716308 0.2976197125978178
1.5403729170440614 0.40555927925700674
1.6566568449133445 0.2513906729590238
1.6427551783622327 0.35954494863856673
1.5401864096589009 0.4039668839522839
1.6008416397058753 0.3861468868588759
1.475228326590135 0.39662887868671476
1.6310262468069059 0.367654122940283
1.6716285243602393 0.30659149492432514
1.6511118623375036 0.34824093715899707
1.6580670540956008 0.2552334945076662
1.5197793615392645 0.4028774247845455
1.670801535047403 0.3040211193695438
1.4597006778438397 0.2821015033949916
1.6212375782422055 0.22569481257484456
1.4483807263470454 0.3107548171723858
1.6643328891275033 0.2693711956030922
1.4791237890963593 0.3919426918320446
1.5495339258401093 0.3977104626888684
1.4472521467357093 0.35587312131243715
1.6508659574060989 0.34289936669866083
1.507683996382291 0.39827089115831926
1.6648203668914032 0.31823888926072286
1.5829055161188772 0.3878892916077166
1.635161772472241 0.35828032068353843
1.6685321506526631 0.2961406327926458
1.5000739257903588 0.39619567325816435
1.4662735484578735 0.3799902535198375
1.6331877135550994 0.35854077098629716
1.5341957171770986 0.3964888977011426
1.5808554379283661 0.38688816780309415
1.4845891353878673 0.38976825104527424
1.5548480692799438 0.39364999980347154
1.4773241414894218 0.3856979979834415
1.633752204187966 0.23581301863357615
1.6654246013595686 0.2807596339034974
1.6642433656917626 0.2768424342109746
1.492893801509656 0.3910074897640349
1.4816065668256684 0.3855859312661962
1.5072969685404436 0.3932088955088352
1.4527298362148242 0.3126823788765289
1.4623437610363268 0.3701706570539184
1.4851990681253913 0.25390040263179275
1.4512724973585545 0.3235454260543956
1.452770992458378 0.3491850398597581
1.4813620292617777 0.3835676058662363
1.4801626224186744 0.2603061963481157
1.4516394095589409 0.3357055187955659
1.6119737519480357 0.22506858897673085
1.453973020541126 0.31425600829401845
1.4936816215305684 0.24666389057997248
1.6117558135199603 0.368396580966584
1.4908004574832734 0.3859633922679234
1.4709514346118024 0.374381722483555
1.66171343897232 0.3075593202546434
1.5695728710602337 0.3844768404787363
1.455283151102254 0.3381077358528828
1.6489118004659788 0.3331298526006433
1.4578525969714629 0.3490904039676665
1.6554621579396758 0.32118620644254153
1.4638957050714294 0.3603039234491395
1.4628446256357355 0.35849777841042946
1.6278640054448998 0.35421760315922607
1.4902212248941824 0.3813814075715478
1.6562352142994547 0.26835921821188297
1.4624979065773251 0.29683564038239985
1.4900860378467298 0.3801965615584783
1.4973930462300167 0.24661804985177277
1.4586210463081015 0.31701538550400343
1.5729995968514823 0.3797127274641799
1.6409981241339497 0.3388712110675996
1.494442163930548 0.2501194312893447
1.6205652391975676 0.23252264767375527
1.4756288981917407 0.36769930149044144
1.4688174082476597 0.28653297052807625
1.493480959667846 0.37790922397513055
1.6289302976816784 0.3493875894894618
1.55918154418702 0.3815908787754233
1.657675106086169 0.30432902319959226
1.4821951237744961 0.3709268780625236
1.5297413984221246 0.38384938083412357
1.470137927471224 0.28547661442597405
1.470137927471224 0.28547661442597405
1.5065702940480414 0.38054830351363444
1.4855473935344097 0.2616062352572896
1.6524081293984518 0.2672217389809969
1.6572089415710645 0.3010177963743188
1.6467969267416303 0.2578362774584198
1.5418638524445165 0.38181177343267386
1.6535898380795353 0.27122265547163016
1.5866013035191018 0.3715027273682902
1.4648844908013117 0.3035174032273859
1.4708030775700247 0.2869283507379998
1.5144731711313937 0.2363818371893692
1.6445846563031568 0.32901733741434236
1.470279495392934 0.3532575960575354
1.6291041475775354 0.34533970516823653
1.5816654106934096 0.3718235319100862
1.4748059426204168 0.3576313551037465
1.5865141229719393 0.3699079490337736
1.5545614628410145 0.37818281957731187
1.631582678973952 0.34179202371489553
1.5666259736821608 0.3754655665962455
1.5298737686576986 0.3787219594538587
1.5445549914829828 0.2247443893026062
1.4670082362872052 0.305224857486765
1.501052811150953 0.3732018998810818
1.4699246504051309 0.34590709124069186
1.5956418114360211 0.36430134241624623
1.6055749008623108 0.3592298074175472
1.5590914675578498 0.3755864393620215
1.487764140113973 0.365298153401504
1.5473066547963263 0.3770544418566554
1.4745541372373268 0.352130239585082
1.6237034547413431 0.23835539852634535
1.5061724778700176 0.3731662582604275
1.6464198781531219 0.3191936261029771
1.6331221631707304 0.33701956469856986
1.611682972825582 0.3542453048458239
1.532469118924391 0.22953104598287627
1.4673005178877587 0.3219226449195223
1.5843955708845099 0.2237321881023079
1.6462593694592353 0.31751463681083414
1.47032274703691 0.33809843421042346
1.6514573585566037 0.27787086636190134
1.4871430481736305 0.3616996537923885
1.482219910467762 0.2734648926538304
1.4683795668046966 0.3274295875917335
1.468055707852999 0.3217841285307878
1.6134827052591372 0.35167907854211106
1.6385793020952772 0.32872230508474154
1.4859569690720273 0.26812561598093615
1.4682861001107534 0.32051839074138794
1.5046158822957196 0.37028803212259276
1.5057685901035365 0.370659680167157
1.4696376699662128 0.30671735494441293
1.469328173980251 0.33060761240702413
1.6468637945832763 0.2664590436319427
1.4695132642298763 0.31095260990019835
1.4987299072281384 0.3664065618603987
1.4954357521278379 0.2571843562072831
1.62734403664772 0.3393528096661953
1.6514583508550837 0.2881782469343328
1.504771131487289 0.24816796661056847
1.6457530511535419 0.3146790362295246
1.574892585719181 0.3675014191857579
1.6509995747799484 0.2905527093718752
1.5050624687498275 0.36760952517336215
1.4950487801322017 0.2586869507773803
1.499870455006973 0.2536058117903587
1.5001369026556985 0.2534854837478337
1.5392591253583818 0.3721352044355749
1.555458617446964 0.37073610262946705
1.6099531690937265 0.35034341057247287
1.6497003836855488 0.29464063070060914
1.5377886209138478 0.37141611344599884
1.624023341215378 0.2421539410218401
1.5706489921411046 0.3669238571945484
1.6001578643023482 0.35562436623139526
1.623698765202601 0.3397205430067915
1.5639473944347146 0.3682687846458245
1.4981942944576887 0.36213465164378705
1.6124324894220194 0.23508425094377697
1.594506645467542 0.22804781886929062
1.5911530884956364 0.3591587803632861
1.5153976351173566 0.24186763584632068
1.6371943688678514 0.25591543592475224
1.6448147841632017 0.3099426089897228
1.6123807656111033 0.34692832629409887
1.5563891301326236 0.36827711929370677
1.4739022136858686 0.32278701247892816
1.5525225939639467 0.36868120937435367
1.495947367011971 0.3585100719427404
1.522807472652234 0.36787284443042656
1.6268123071216627 0.24591487320740585
1.5136454677964264 0.3656806104692421
1.58378835550536 0.22662107363945835
1.4945809534146046 0.26264897849066804
1.5869171182321318 0.35910916150055927
1.6304350520673183 0.24983452252439886
1.4798796137527739 0.3388309947906326
