
0it [00:00, ?it/s]
1it [05:14, 314.99s/it, bound:0 nc:  3 ncall:4.0e+02 eff:0.2% logz=-3248.29+/-0.18 dlogz:inf>0.1]
2it [05:15, 129.97s/it, bound:0 nc:  6 ncall:4.1e+02 eff:0.5% logz=-1183.78+/-0.18 dlogz:3307.448>0.1]
4it [05:15, 48.63s/it, bound:0 nc:  4 ncall:4.1e+02 eff:1.0% logz=-469.84+/-0.18 dlogz:579.778>0.1]   
5it [05:16, 33.72s/it, bound:0 nc:  3 ncall:4.2e+02 eff:1.2% logz=-459.45+/-0.18 dlogz:528.982>0.1]
6it [05:16, 23.52s/it, bound:0 nc:  5 ncall:4.2e+02 eff:1.4% logz=-356.41+/-0.18 dlogz:518.598>0.1]
7it [05:17, 16.48s/it, bound:0 nc:  5 ncall:4.3e+02 eff:1.6% logz=-318.81+/-0.18 dlogz:415.552>0.1]
9it [05:17,  8.90s/it, bound:0 nc:  2 ncall:4.3e+02 eff:2.1% logz=-226.89+/-0.18 dlogz:321.039>0.1]
12it [05:17,  4.53s/it, bound:0 nc:  4 ncall:4.4e+02 eff:2.7% logz=-162.86+/-0.17 dlogz:223.354>0.1]
13it [05:18,  3.75s/it, bound:0 nc:  5 ncall:4.4e+02 eff:2.9% logz=-161.94+/-0.16 dlogz:221.984>0.1]
14it [05:19,  3.21s/it, bound:0 nc: 14 ncall:4.6e+02 eff:3.1% logz=-155.02+/-0.18 dlogz:221.059>0.1]
17it [05:20,  1.85s/it, bound:0 nc: 13 ncall:4.7e+02 eff:3.6% logz=-150.47+/-0.16 dlogz:210.681>0.1]
18it [05:21,  1.58s/it, bound:0 nc:  5 ncall:4.8e+02 eff:3.8% logz=-149.59+/-0.16 dlogz:209.582>0.1]
20it [05:21,  1.10s/it, bound:0 nc:  1 ncall:4.8e+02 eff:4.2% logz=-135.25+/-0.18 dlogz:205.806>0.1]
21it [05:22,  1.04s/it, bound:0 nc: 12 ncall:4.9e+02 eff:4.3% logz=-133.25+/-0.17 dlogz:194.359>0.1]
22it [05:22,  1.12it/s, bound:0 nc:  6 ncall:5.0e+02 eff:4.4% logz=-132.07+/-0.17 dlogz:192.356>0.1]
23it [05:23,  1.17it/s, bound:0 nc:  9 ncall:5.1e+02 eff:4.5% logz=-131.39+/-0.16 dlogz:191.166>0.1]
24it [05:24,  1.21it/s, bound:0 nc:  8 ncall:5.2e+02 eff:4.7% logz=-122.39+/-0.18 dlogz:190.487>0.1]
27it [05:24,  1.91it/s, bound:0 nc: 10 ncall:5.3e+02 eff:5.1% logz=-112.85+/-0.17 dlogz:172.959>0.1]
28it [05:25,  2.04it/s, bound:0 nc:  2 ncall:5.3e+02 eff:5.3% logz=-108.49+/-0.18 dlogz:171.943>0.1]
30it [05:26,  2.27it/s, bound:0 nc:  8 ncall:5.4e+02 eff:5.5% logz=-104.07+/-0.17 dlogz:164.535>0.1]
31it [05:26,  2.37it/s, bound:0 nc:  4 ncall:5.5e+02 eff:5.7% logz=-103.35+/-0.16 dlogz:163.148>0.1]
33it [05:27,  2.58it/s, bound:0 nc:  8 ncall:5.6e+02 eff:5.9% logz=-101.86+/-0.16 dlogz:161.917>0.1]
34it [05:27,  2.19it/s, bound:0 nc: 12 ncall:5.7e+02 eff:6.0% logz=-96.16+/-0.18 dlogz:160.936>0.1] 
35it [05:28,  2.27it/s, bound:0 nc:  4 ncall:5.7e+02 eff:6.1% logz=-93.98+/-0.17 dlogz:155.236>0.1]
36it [05:28,  2.36it/s, bound:0 nc:  4 ncall:5.8e+02 eff:6.2% logz=-92.68+/-0.17 dlogz:153.052>0.1]
39it [05:29,  3.09it/s, bound:0 nc:  7 ncall:5.9e+02 eff:6.6% logz=-89.77+/-0.16 dlogz:149.923>0.1]
40it [05:29,  2.59it/s, bound:0 nc: 13 ncall:6.0e+02 eff:6.7% logz=-88.93+/-0.16 dlogz:148.828>0.1]
41it [05:30,  2.72it/s, bound:0 nc:  2 ncall:6.0e+02 eff:6.8% logz=-87.63+/-0.16 dlogz:147.983>0.1]
