mu sigma mlo
1.3255606451839568 0.22255274276397305 1.1272545993450305
1.3423617845582685 0.401418516931603 1.094407928433794
1.4348574399946936 0.2929239019797861 1.1725015150598566
1.1154105531206846 0.5250626091735942 1.0975599125391209
1.4125203001569275 0.31080266636935583 1.1040501759767616
1.15344691970221 0.34763652665352146 1.0899250773182838
1.347703162754018 0.39596824051362794 1.1376851396064522
1.4161084501277283 0.2927674191608971 1.1709093948615232
1.348669004956066 0.238932669974069 1.171716942520514
1.2872706777033567 0.4242961877420765 1.115381267958933
1.1271149394713114 0.3987398565312171 1.0822509500687465
1.1764598425669184 0.47562587950972535 1.1070753978911518
1.1999581011141531 0.28816400547784243 1.1335393060099999
1.1736363300860044 0.4797250310468474 1.1109708980708193
1.2442742281736263 0.45799002014012746 1.1292011071242052
1.2794145740721454 0.4324132673971278 1.1265675792623706
1.3320395761296282 0.39857840735033423 1.1379110284654907
1.1885835615036777 0.3012636589776493 1.1256348537050693
1.303084767484514 0.37835640025258005 1.0980292270988887
1.3585963911769678 0.2515704457286207 1.1444768342054226
1.25383505587245 0.3529314841358732 1.0855889931684073
1.3776349767671505 0.3372812834763324 1.1277434599568048
1.1813849902691826 0.3068466970684538 1.1252686010619664
1.2212646322895184 0.43288036576019445 1.1033186521528455
1.3663089257059389 0.3022997336505405 1.1086373777527845
1.1167822546361879 0.4366813621072324 1.089804894974675
1.1023373159599092 0.46034518751464704 1.0939265387562247
1.3430299220604938 0.38308738107890744 1.1691185819829242
1.3846094240378812 0.3266344719885209 1.1716993326168241
1.1351654689338946 0.3345085486891232 1.117556618028125
1.240239412612409 0.3379809426088327 1.094974642920837
1.3302664973250655 0.33259112750787034 1.1007486957408417
1.1905292205390259 0.4363887596927594 1.1812611329446576
1.2946097611234852 0.42225561074949064 1.152412431389136
1.1318713632153798 0.39698316502441966 1.0921414785831187
1.295747075900137 0.4094937882153205 1.1303911492917753
1.1592307296433282 0.4409107571390835 1.0976054460299647
1.2677981625713335 0.28828370390249536 1.1207599344850891
1.31222565233292 0.31970970402795124 1.099038979165408
1.3127353609039578 0.24946339064406398 1.168364986834096
1.2384458948258001 0.34872849599175626 1.0940721455177478
1.2527181246418995 0.43740020485823417 1.1306106585766367
1.2884714171773088 0.2576828372997274 1.156858530735322
1.3398579149761327 0.3798453377595945 1.1707223680385714
1.134057961474606 0.4237216541902454 1.0930912120412501
1.227623738514494 0.43061625777898216 1.1121893830612084
1.3737598199683112 0.2729228254730541 1.1384778890052893
1.3088971668044758 0.3567077009477458 1.104732679569026
1.260206313927645 0.36118490043099594 1.0960852275369608
1.1318161044019877 0.41637197044834356 1.094543165518652
1.335838928582275 0.37002531605340405 1.1740719453798443
1.2052029242457272 0.4014704077149828 1.0970363035551285
1.2326880634749697 0.4263443798514717 1.1156814915932984
1.3195792785680691 0.3525445248836686 1.1108750636401514
1.3476239661388554 0.2827150809163691 1.1250571116809525
1.1930172988183438 0.3935665298853237 1.096218600237544
1.2625024043894204 0.43453517067047226 1.171056673019431
1.1757769320981912 0.3107853287693488 1.130849407158125
1.2498562841181577 0.4133501677814829 1.178462769946427
1.2069773076082169 0.38275345788632226 1.097360015798879
1.2947400099543893 0.25607979084203875 1.1702254025693648
1.1515991129393033 0.4157179177048091 1.0975784632227779
1.3462652286131995 0.30541317800200546 1.1176709378721852
1.235573596121477 0.34818114374016274 1.1004132818699481
1.2510170639412808 0.434417632105486 1.138632234054616
1.1991411648710573 0.4751950298013428 1.1601697432572684
1.3568407696447702 0.33179304982367386 1.1291271833241503
1.1276442626055265 0.36415558844538204 1.1084686951585583
1.2777601372903915 0.2636197943905651 1.1583700217194255
1.3747932623854136 0.32983959022373555 1.1617788333878563
1.2278143989454775 0.27972114883733823 1.1511232448230626
1.3424071505878294 0.3054458721124484 1.1181818206157752
1.2480970781421805 0.2779943705435664 1.1473188776020804
1.336852182257028 0.3253837208419726 1.1164208346606144
1.2616670463939799 0.4350198089279091 1.1644936924720637
1.2288552300156148 0.338845324351217 1.1052020774288027
1.350296731183675 0.3496170121104411 1.1395674370779671
1.3812716520813892 0.3114524751437916 1.1661061411694762
1.2869685739607535 0.407717633227175 1.1403356359889794
1.320122319313798 0.3874820223184175 1.1552166113580322
1.2986418142976546 0.3995739471340981 1.1434047704193986
1.1980522152896929 0.44509186443317517 1.1211746437521803
1.257009480675892 0.38510250410225905 1.1801009920123247
1.2528359322911813 0.4324572781579839 1.1723479199800182
1.116571301969534 0.42483329209618687 1.1002531325225804
1.3517532390524036 0.290484276086796 1.130240759345007
1.3266194106017106 0.3389746624619909 1.177887106582156
1.1929992180209295 0.47443470713777997 1.160024445769432
1.3700763112219452 0.27793308053590693 1.1535459373305195
1.2384660839229114 0.43589838211022425 1.1743079141941544
1.1571476123646929 0.4910932209235105 1.153280660391679
1.3480169641647137 0.3589985566856846 1.160421703436377
1.3488326315019232 0.3561784342565466 1.1554160154985607
1.3517947744464038 0.2801051337143872 1.1391053389462322
1.3200475018976865 0.301123655373136 1.119423659325774
1.3030308533834083 0.3688518327715347 1.1201752771393043
1.1603660164565683 0.39925379219855645 1.101272244707783
1.180327524921204 0.4568776837623386 1.1253867281339438
1.3422696942591315 0.36422678971736544 1.1609468210687588
1.2226555614878873 0.4331058845669129 1.1256533909890225
1.2013970674617627 0.295891795547095 1.1434763804422157
1.3015209192464292 0.339032753987519 1.1111892047269456
1.1258774236837792 0.43298282124635357 1.1033407516387332
1.2565682465987171 0.30177795928166273 1.1238896702038763
1.1962059873304365 0.3725605111274891 1.1029855465624498
1.3508300350719136 0.2648804376190504 1.1612224990320972
1.301171735288921 0.4003259859635246 1.163180358939865
1.1996042985861939 0.3099421595980814 1.130736132510904
1.3197412929343963 0.2639851973139933 1.1577136769741347
1.1601163513188775 0.4298407903730564 1.107849588951064
1.2718097804628414 0.31361046093091743 1.1162034005676817
1.1303355412247398 0.46639023344324865 1.1172498071202814
1.245797704635313 0.2811553872908886 1.149245732159725
1.3639712499258476 0.3312154262309097 1.1644576178604857
1.3048591180218538 0.33516907003879587 1.1146638003812472
1.3050209467025102 0.2747374042118061 1.1449129395861082
1.3708476610164273 0.3071287751586892 1.1561666029584579
1.2301594112795415 0.3967413403093625 1.1111180961529086
1.1664124722449476 0.46660439685954197 1.131770311741124
1.1610150467886242 0.31038360121590797 1.1427155147230494
1.2758569268708422 0.2682699053850664 1.1598489591335261
1.1790828954339851 0.43116260006211715 1.1135153028611042
1.2847273366907894 0.4008345730301793 1.1426555224470896
1.3111531086862185 0.28465887973667037 1.1353068875333796
1.3316370683368617 0.32049382504596613 1.1245864030035357
1.1860768219364355 0.4705809426653306 1.1569115087719786
1.1316944584295199 0.4179804873353653 1.105007065160757
1.1336196887039838 0.33600318867585127 1.1287441861287961
1.2780230872550629 0.3361118181536431 1.1120255931899552
1.3130347010668022 0.3493819342949002 1.1225197153678326
1.3142377369011258 0.3849027390777819 1.165823374209598
1.3565533145815782 0.2882923449067182 1.173377107000844
1.2526087966464239 0.36855729640073104 1.1102242116987473
1.1993827656424676 0.30642820351012606 1.1369123496314366
1.364307082736978 0.31850565376799145 1.156189521757782
1.188377000846628 0.3766095406737091 1.106310582641739
1.171679806151621 0.4295411103216166 1.1127723279706694
1.2399639266690239 0.4357997226190551 1.153710984208296
1.3352312548216 0.35409145184876933 1.145970630088484
1.158293906148244 0.4067407013856857 1.1061723978853066
1.2905845351836782 0.2758980644859759 1.1485714398639058
1.2597871148405124 0.4224007582657833 1.1537425129390435
1.2490066095585723 0.2837884450604056 1.1781143958602622
1.2725970884852966 0.37262179756962643 1.1169512186303798
1.2118341238183412 0.4507332162441846 1.1500160639289323
1.2328801460254621 0.43046467998950655 1.1392400386913542
1.2835088081126576 0.34623424495884303 1.1147176137317618
1.2208577190015575 0.44231760270687165 1.1729651329348831
1.1753960127149687 0.43641727148565757 1.117995327185472
1.2728542209551303 0.2953819354985804 1.131941057201216
1.308751985138127 0.3258338026226825 1.1201237385022769
1.191552765569909 0.30103777716529195 1.1460695794599853
1.1557518187175426 0.48139945299805187 1.1512808022753076
1.131606217176636 0.39563074077553156 1.1073978162729108
1.3634168209122524 0.31212973831455354 1.158352981557735
1.127468221326831 0.3864046225031195 1.1091594656246087
1.290142352135105 0.4007290999358388 1.1672455936686916
1.1583416532936937 0.36745222831049695 1.1114362172300754
1.2023300594568826 0.3412860624518147 1.1158554247389876
1.3460085283692573 0.3440853050871625 1.1584015082283852
1.2285968094261728 0.3596869752649863 1.1103041408837915
1.277603317208615 0.3100882276932993 1.1233212306787734
1.216937483691342 0.34392504608898683 1.1140061842415248
1.3129918535719345 0.28591961026289775 1.1768432536622422
1.276570874072307 0.31080788789521696 1.1238074518776184
1.1842048618901413 0.4104227693063988 1.1122967553723797
1.1904089895449301 0.34768029379615933 1.1157700862808044
1.2997281670486278 0.38986102658014926 1.168625525767762
1.2725800951026227 0.2965193983716948 1.1335622555178688
1.3347574809930247 0.3560685047045952 1.1678733668433088
1.2088196419466657 0.2822091495444995 1.1732010850115697
1.2343196226313657 0.35326141011804 1.1125433620484813
1.1591455606986087 0.30349856681928156 1.1547759125797783
1.2114023830198037 0.3845534047731661 1.1812570433946576
1.1943824244219876 0.43552508463444484 1.1269930158062484
1.3502381677671988 0.28967167982229225 1.172641542042196
1.3148558634626522 0.2918038486486631 1.1367916256305557
1.2034787113473167 0.44701613702584475 1.1444271275129974
1.162182871987652 0.47489512420318314 1.1530807432914485
1.28767104996461 0.26892224330145803 1.1710106788235053
1.2382647253390977 0.39158995750895104 1.118856032834873
1.3163637073136678 0.3321963710790896 1.127300268532631
1.2414511585138455 0.3951719628704511 1.1213473980323716
1.1267293916055552 0.45364500068890967 1.1182035899929046
1.1269816665223367 0.46640679061912904 1.1251094014207759
1.3481037727624257 0.3159862490209845 1.1463108800776698
1.2674691872489403 0.39504402592197657 1.1339774710415362
1.1657314204789615 0.3858908912528825 1.1102372295282121
1.3165166709946692 0.3066749046888492 1.1774889887804108
1.1543502014414841 0.3957195123686368 1.1100658423066097
1.3194666688312329 0.27181454486133055 1.1606908073265654
1.2881291690479502 0.27026675993629595 1.1642744336873825
1.2122129260971681 0.3327790463725571 1.121023474682245
1.2370540986295109 0.4204393306047885 1.1390790726156175
1.1849532990290041 0.4571316221664458 1.173310163772538
1.276978269365764 0.36739473679955703 1.1232730247028475
1.1817613620216472 0.3253902870953293 1.1311150288735023
1.128119369263392 0.4409191028915812 1.1156428129752676
1.2631910662835069 0.2969231849390278 1.1380113954826694
1.2706553309028021 0.31701427677624605 1.1799679786340347
1.3460273979615869 0.3050598583767265 1.148562901926838
1.2834916471022275 0.2704821654602024 1.1681232337546823
1.2125464483066206 0.3210036875853592 1.1286474410131122
1.3302597047784575 0.3546734737566817 1.16196015887451
1.1667917648709203 0.4731612918903646 1.1624461627811327
1.3296525455158963 0.28847194463015396 1.147632942655193
1.1526584037496552 0.47511226381844596 1.1506235918770442
1.3371433276274363 0.32131087504635575 1.1740937842585253
1.2713038607026759 0.39930173971851884 1.1465011272630499
1.2465530019363034 0.3530907547305729 1.116644641828362
1.2995875875044942 0.36332141106802607 1.1349621133952124
1.2368735856443354 0.36543435056390133 1.116010636655296
1.3127936808068954 0.36585515741927144 1.149938126965562
1.1223456632598314 0.3869091875507882 1.1136861075946864
1.1290516253792853 0.44338678372677875 1.1174700398065034
1.3423188181464079 0.294519616292136 1.1508176097561178
1.3201192627257567 0.28202984573026335 1.151803823148659
1.263112671368225 0.4081556855971969 1.1518879133437594
1.2657719864692962 0.4059208888713908 1.1516388317236643
1.328348313414303 0.35103168086843406 1.1541776129541343
1.1985011385765827 0.35581608731713055 1.1163182499793007
1.1890379710615906 0.32097008454298526 1.1340930473095274
1.1367400285664755 0.38254289704363464 1.1140722754308543
1.2667444677222572 0.29516721948542846 1.140426943893349
1.3202400622259625 0.34499583276796414 1.1403209332456243
1.2749074215763723 0.39513614733144015 1.147156189576449
1.2585883483618576 0.3708420899359784 1.1217944254903933
1.310300631938487 0.3730913716458205 1.1632101583011685
1.1844376536375614 0.4582611645378546 1.1549297568865766
1.3485170308863177 0.32300214600927935 1.1674450647671821
1.3417842484930045 0.335845005368816 1.1641478961963774
1.1936637855510615 0.37860782517632574 1.1816169307712814
1.1891116371202815 0.42419630956482623 1.124549819642879
1.1393775225977456 0.36615424094403637 1.1190082281398082
1.2609282777123874 0.3069405767957994 1.133146663281181
1.202749166958725 0.3188166524507457 1.1809003827463704
1.2156928701029512 0.43615581538967174 1.150281333520168
1.2710143860219394 0.32394976815754917 1.1250130683944386
1.2029997095329836 0.44846538203146097 1.159057796438295
1.2073593612391407 0.3087908886348359 1.1410724568092814
1.3134153254761576 0.31564802173940243 1.1768212980985475
1.2566082403406273 0.28092514160633775 1.174796204240697
1.1848908924824801 0.3932298463109386 1.1150239099489678
1.2709635721235357 0.3742405892065826 1.177067209955762
1.1590811622530253 0.3748571352284405 1.115670530880677
1.1683599851002326 0.44929650207431465 1.1344368360566206
1.3066114099463246 0.2973083637671879 1.140082070037374
1.2803681798768056 0.31976271751481505 1.1270895892323123
1.3011754729993747 0.3515848979309121 1.1335481995395051
1.1921771347800427 0.4394321817623752 1.1379259937694641
