
0it [00:00, ?it/s]
1it [00:09,  9.36s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-5055.10+/-0.18 dlogz:inf>0.1]
21it [00:09,  3.10it/s, bound:0 nc:  1 ncall:4.2e+02 eff:5.0% logz=-2544.35+/-0.18 dlogz:2643.227>0.1]
41it [00:09,  7.17it/s, bound:0 nc:  1 ncall:4.4e+02 eff:9.3% logz=-2137.76+/-0.18 dlogz:2215.158>0.1]
59it [00:09, 11.97it/s, bound:0 nc:  2 ncall:4.6e+02 eff:12.8% logz=-1858.42+/-0.18 dlogz:1930.136>0.1]
77it [00:09, 18.35it/s, bound:0 nc:  1 ncall:4.8e+02 eff:16.0% logz=-1616.54+/-0.17 dlogz:1670.667>0.1]
91it [00:10, 23.61it/s, bound:0 nc:  1 ncall:5.0e+02 eff:18.2% logz=-1472.72+/-0.19 dlogz:1559.111>0.1]
110it [00:10, 34.04it/s, bound:0 nc:  1 ncall:5.2e+02 eff:21.1% logz=-1307.25+/-0.18 dlogz:1362.367>0.1]
124it [00:10, 40.42it/s, bound:0 nc:  1 ncall:5.4e+02 eff:22.9% logz=-1201.65+/-0.18 dlogz:1256.549>0.1]
138it [00:10, 48.53it/s, bound:0 nc:  1 ncall:5.6e+02 eff:24.6% logz=-1082.64+/-0.19 dlogz:1140.872>0.1]
155it [00:10, 59.86it/s, bound:0 nc:  1 ncall:5.8e+02 eff:26.7% logz=-1001.92+/-0.18 dlogz:1056.839>0.1]
168it [00:10, 63.26it/s, bound:0 nc:  1 ncall:6.0e+02 eff:28.0% logz=-939.44+/-0.17 dlogz:993.695>0.1]  
181it [00:10, 69.02it/s, bound:0 nc:  2 ncall:6.2e+02 eff:29.1% logz=-870.68+/-0.19 dlogz:928.640>0.1]
196it [00:11, 75.23it/s, bound:0 nc:  1 ncall:6.4e+02 eff:30.6% logz=-770.66+/-0.19 dlogz:827.728>0.1]
211it [00:11, 81.86it/s, bound:0 nc:  1 ncall:6.6e+02 eff:31.9% logz=-717.25+/-0.19 dlogz:773.808>0.1]
224it [00:11, 87.74it/s, bound:0 nc:  1 ncall:6.8e+02 eff:32.9% logz=-684.11+/-0.17 dlogz:737.802>0.1]
238it [00:11, 90.67it/s, bound:0 nc:  1 ncall:7.0e+02 eff:34.0% logz=-618.96+/-0.19 dlogz:675.977>0.1]
252it [00:11, 95.48it/s, bound:0 nc:  3 ncall:7.2e+02 eff:34.9% logz=-586.70+/-0.18 dlogz:641.429>0.1]
264it [00:11, 95.59it/s, bound:0 nc:  2 ncall:7.4e+02 eff:35.6% logz=-554.45+/-0.18 dlogz:608.849>0.1]
275it [00:11, 95.20it/s, bound:0 nc:  1 ncall:7.6e+02 eff:36.0% logz=-531.46+/-0.17 dlogz:585.684>0.1]
285it [00:12, 83.64it/s, bound:0 nc:  1 ncall:7.8e+02 eff:36.5% logz=-502.98+/-0.19 dlogz:560.305>0.1]
296it [00:12, 81.47it/s, bound:0 nc:  4 ncall:8.0e+02 eff:36.9% logz=-487.36+/-0.17 dlogz:541.660>0.1]
305it [00:12, 71.78it/s, bound:0 nc:  1 ncall:8.2e+02 eff:37.0% logz=-446.43+/-0.18 dlogz:502.028>0.1]
313it [00:12, 62.23it/s, bound:0 nc:  5 ncall:8.5e+02 eff:37.0% logz=-429.55+/-0.19 dlogz:485.240>0.1]
323it [00:12, 59.34it/s, bound:0 nc:  3 ncall:8.6e+02 eff:37.5% logz=-398.55+/-0.19 dlogz:455.773>0.1]
330it [00:12, 60.13it/s, bound:0 nc:  6 ncall:8.8e+02 eff:37.4% logz=-364.84+/-0.19 dlogz:422.775>0.1]
337it [00:13, 54.30it/s, bound:0 nc:  5 ncall:9.0e+02 eff:37.3% logz=-342.70+/-0.19 dlogz:401.023>0.1]
349it [00:13, 56.34it/s, bound:0 nc:  4 ncall:9.2e+02 eff:37.8% logz=-318.97+/-0.17 dlogz:372.972>0.1]
357it [00:13, 56.96it/s, bound:0 nc:  3 ncall:9.4e+02 eff:37.9% logz=-309.84+/-0.17 dlogz:363.970>0.1]
366it [00:13, 60.48it/s, bound:0 nc:  3 ncall:9.6e+02 eff:38.1% logz=-289.62+/-0.17 dlogz:343.374>0.1]
377it [00:13, 50.77it/s, bound:0 nc:  1 ncall:9.8e+02 eff:38.4% logz=-269.86+/-0.20 dlogz:330.656>0.1]
387it [00:14, 44.04it/s, bound:0 nc:  5 ncall:1.0e+03 eff:38.6% logz=-248.45+/-0.18 dlogz:303.305>0.1]
398it [00:14, 45.57it/s, bound:0 nc:  2 ncall:1.0e+03 eff:38.9% logz=-233.44+/-0.17 dlogz:287.170>0.1]
403it [00:14, 35.86it/s, bound:0 nc:  1 ncall:1.0e+03 eff:38.6% logz=-228.65+/-0.17 dlogz:282.355>0.1]
407it [00:14, 31.21it/s, bound:0 nc:  1 ncall:1.1e+03 eff:38.4% logz=-219.84+/-0.18 dlogz:273.941>0.1]
414it [00:15, 33.16it/s, bound:0 nc:  4 ncall:1.1e+03 eff:38.3% logz=-207.50+/-0.18 dlogz:261.714>0.1]
425it [00:15, 41.58it/s, bound:0 nc:  1 ncall:1.1e+03 eff:38.6% logz=-192.48+/-0.17 dlogz:245.851>0.1]
434it [00:15, 45.18it/s, bound:0 nc:  4 ncall:1.1e+03 eff:38.6% logz=-183.75+/-0.18 dlogz:237.908>0.1]
440it [00:15, 44.33it/s, bound:0 nc:  9 ncall:1.1e+03 eff:38.4% logz=-180.29+/-0.17 dlogz:233.795>0.1]
447it [00:15, 47.26it/s, bound:0 nc:  8 ncall:1.2e+03 eff:38.3% logz=-174.76+/-0.17 dlogz:228.301>0.1]
452it [00:15, 44.82it/s, bound:0 nc:  2 ncall:1.2e+03 eff:38.2% logz=-168.55+/-0.19 dlogz:223.567>0.1]
457it [00:15, 42.48it/s, bound:0 nc:  2 ncall:1.2e+03 eff:38.1% logz=-164.32+/-0.17 dlogz:219.264>0.1]
465it [00:15, 47.73it/s, bound:0 nc:  3 ncall:1.2e+03 eff:38.1% logz=-157.63+/-0.17 dlogz:212.815>0.1]
472it [00:16, 46.80it/s, bound:0 nc:  7 ncall:1.2e+03 eff:37.9% logz=-149.04+/-0.18 dlogz:205.131>0.1]
480it [00:16, 36.51it/s, bound:0 nc:  4 ncall:1.3e+03 eff:38.1% logz=-140.34+/-0.17 dlogz:195.726>0.1]
490it [00:16, 41.16it/s, bound:0 nc:  1 ncall:1.3e+03 eff:38.3% logz=-130.66+/-0.17 dlogz:185.594>0.1]
496it [00:16, 42.00it/s, bound:0 nc:  1 ncall:1.3e+03 eff:38.1% logz=-126.30+/-0.17 dlogz:181.398>0.1]
501it [00:16, 39.45it/s, bound:0 nc:  6 ncall:1.3e+03 eff:37.9% logz=-120.92+/-0.17 dlogz:175.878>0.1]
508it [00:17, 36.05it/s, bound:0 nc:  6 ncall:1.3e+03 eff:37.9% logz=-114.46+/-0.17 dlogz:169.365>0.1]
514it [00:17, 33.42it/s, bound:0 nc:  5 ncall:1.4e+03 eff:37.7% logz=-110.91+/-0.17 dlogz:166.130>0.1]
518it [00:17, 26.65it/s, bound:0 nc:  3 ncall:1.4e+03 eff:37.5% logz=-107.86+/-0.18 dlogz:163.772>0.1]
521it [00:17, 21.16it/s, bound:0 nc:  9 ncall:1.4e+03 eff:37.0% logz=-105.62+/-0.17 dlogz:160.669>0.1]
524it [00:18, 19.56it/s, bound:0 nc:  7 ncall:1.4e+03 eff:36.6% logz=-104.42+/-0.17 dlogz:159.294>0.1]
528it [00:18, 20.17it/s, bound:0 nc:  7 ncall:1.4e+03 eff:36.5% logz=-102.14+/-0.17 dlogz:157.360>0.1]
532it [00:18, 20.43it/s, bound:0 nc: 10 ncall:1.5e+03 eff:36.2% logz=-99.86+/-0.17 dlogz:154.729>0.1] 
536it [00:18, 20.53it/s, bound:0 nc:  4 ncall:1.5e+03 eff:36.2% logz=-98.16+/-0.17 dlogz:152.838>0.1]
544it [00:18, 25.58it/s, bound:0 nc: 11 ncall:1.5e+03 eff:36.0% logz=-95.06+/-0.16 dlogz:149.693>0.1]
549it [00:19, 22.24it/s, bound:0 nc:  1 ncall:1.5e+03 eff:36.1% logz=-93.43+/-0.16 dlogz:148.174>0.1]
560it [00:19, 32.90it/s, bound:0 nc:  5 ncall:1.6e+03 eff:35.9% logz=-86.33+/-0.18 dlogz:141.595>0.1]
567it [00:19, 37.80it/s, bound:0 nc:  6 ncall:1.6e+03 eff:35.8% logz=-80.98+/-0.17 dlogz:135.858>0.1]
574it [00:19, 33.14it/s, bound:0 nc: 14 ncall:1.6e+03 eff:35.2% logz=-76.97+/-0.17 dlogz:131.536>0.1]
578it [00:19, 34.22it/s, bound:0 nc:  1 ncall:1.7e+03 eff:34.9% logz=-71.51+/-0.19 dlogz:127.394>0.1]
582it [00:20, 25.30it/s, bound:0 nc:  2 ncall:1.7e+03 eff:34.6% logz=-69.34+/-0.17 dlogz:123.956>0.1]
586it [00:20, 21.54it/s, bound:0 nc:  2 ncall:1.7e+03 eff:34.4% logz=-67.08+/-0.17 dlogz:121.950>0.1]
592it [00:20, 25.16it/s, bound:0 nc:  3 ncall:1.7e+03 eff:34.4% logz=-65.14+/-0.16 dlogz:119.672>0.1]
595it [00:20, 22.16it/s, bound:0 nc:  2 ncall:1.7e+03 eff:34.1% logz=-64.10+/-0.16 dlogz:118.628>0.1]
601it [00:20, 24.87it/s, bound:0 nc:  4 ncall:1.8e+03 eff:34.1% logz=-60.62+/-0.18 dlogz:115.569>0.1]
608it [00:21, 29.77it/s, bound:0 nc:  8 ncall:1.8e+03 eff:34.1% logz=-57.87+/-0.17 dlogz:112.400>0.1]
613it [00:21, 28.04it/s, bound:0 nc:  3 ncall:1.8e+03 eff:34.0% logz=-53.12+/-0.17 dlogz:107.614>0.1]
616it [00:21, 25.06it/s, bound:0 nc: 12 ncall:1.8e+03 eff:33.8% logz=-52.33+/-0.17 dlogz:106.734>0.1]
620it [00:21, 25.63it/s, bound:0 nc: 11 ncall:1.8e+03 eff:33.7% logz=-49.78+/-0.18 dlogz:104.903>0.1]
626it [00:21, 24.20it/s, bound:0 nc:  6 ncall:1.9e+03 eff:33.5% logz=-47.28+/-0.17 dlogz:101.765>0.1]
635it [00:22, 28.05it/s, bound:0 nc:  4 ncall:1.9e+03 eff:33.7% logz=-45.15+/-0.16 dlogz:99.476>0.1] 
642it [00:22, 30.17it/s, bound:0 nc:  5 ncall:1.9e+03 eff:33.7% logz=-42.21+/-0.17 dlogz:96.623>0.1]
646it [00:22, 27.52it/s, bound:0 nc:  4 ncall:1.9e+03 eff:33.6% logz=-40.47+/-0.17 dlogz:95.208>0.1]
651it [00:22, 25.99it/s, bound:0 nc:  7 ncall:1.9e+03 eff:33.5% logz=-36.53+/-0.18 dlogz:91.268>0.1]
654it [00:23, 22.98it/s, bound:0 nc: 28 ncall:2.0e+03 eff:33.1% logz=-35.38+/-0.17 dlogz:89.716>0.1]
657it [00:23, 20.46it/s, bound:0 nc:  3 ncall:2.0e+03 eff:33.0% logz=-34.34+/-0.17 dlogz:88.712>0.1]
661it [00:23, 19.71it/s, bound:0 nc:  8 ncall:2.0e+03 eff:32.9% logz=-33.16+/-0.17 dlogz:87.530>0.1]
666it [00:23, 19.76it/s, bound:0 nc:  7 ncall:2.0e+03 eff:32.9% logz=-31.39+/-0.17 dlogz:85.783>0.1]
672it [00:23, 20.56it/s, bound:0 nc:  3 ncall:2.0e+03 eff:32.9% logz=-27.24+/-0.18 dlogz:82.141>0.1]
677it [00:24, 21.49it/s, bound:0 nc:  5 ncall:2.1e+03 eff:32.8% logz=-23.55+/-0.18 dlogz:78.613>0.1]
681it [00:24, 16.69it/s, bound:0 nc:  7 ncall:2.1e+03 eff:32.7% logz=-20.81+/-0.18 dlogz:75.271>0.1]
687it [00:24, 17.94it/s, bound:0 nc:  5 ncall:2.1e+03 eff:32.7% logz=-18.21+/-0.17 dlogz:72.681>0.1]
691it [00:25, 16.97it/s, bound:0 nc:  5 ncall:2.1e+03 eff:32.5% logz=-16.96+/-0.17 dlogz:71.212>0.1]
697it [00:25, 18.77it/s, bound:0 nc:  2 ncall:2.1e+03 eff:32.5% logz=-15.09+/-0.17 dlogz:69.333>0.1]
703it [00:25, 22.58it/s, bound:0 nc:  6 ncall:2.2e+03 eff:32.5% logz=-13.79+/-0.16 dlogz:67.917>0.1]
707it [00:25, 19.37it/s, bound:0 nc:  4 ncall:2.2e+03 eff:32.4% logz=-12.86+/-0.16 dlogz:67.024>0.1]
713it [00:26, 21.40it/s, bound:0 nc:  4 ncall:2.2e+03 eff:32.4% logz=-11.79+/-0.16 dlogz:65.881>0.1]
718it [00:26, 22.45it/s, bound:0 nc:  3 ncall:2.2e+03 eff:32.3% logz=-10.99+/-0.16 dlogz:65.070>0.1]
722it [00:26, 16.52it/s, bound:0 nc: 31 ncall:2.3e+03 eff:31.9% logz=-10.10+/-0.16 dlogz:64.285>0.1]
727it [00:26, 16.65it/s, bound:0 nc: 10 ncall:2.3e+03 eff:31.8% logz=-8.90+/-0.16 dlogz:62.993>0.1] 
729it [00:27, 14.14it/s, bound:0 nc: 12 ncall:2.3e+03 eff:31.7% logz=-8.55+/-0.16 dlogz:62.598>0.1]
731it [00:27, 14.63it/s, bound:0 nc: 20 ncall:2.3e+03 eff:31.4% logz=-8.15+/-0.16 dlogz:62.240>0.1]
736it [00:27, 17.48it/s, bound:0 nc:  7 ncall:2.3e+03 eff:31.4% logz=-7.06+/-0.16 dlogz:61.140>0.1]
740it [00:27, 18.68it/s, bound:0 nc:  9 ncall:2.4e+03 eff:31.2% logz=-6.37+/-0.16 dlogz:60.374>0.1]
742it [00:27, 15.05it/s, bound:0 nc: 16 ncall:2.4e+03 eff:31.1% logz=-6.01+/-0.16 dlogz:60.046>0.1]
745it [00:28, 14.17it/s, bound:0 nc:  6 ncall:2.4e+03 eff:31.0% logz=-5.41+/-0.16 dlogz:59.460>0.1]
749it [00:28, 14.56it/s, bound:0 nc:  3 ncall:2.4e+03 eff:30.9% logz=-4.67+/-0.16 dlogz:58.650>0.1]
751it [00:28, 11.70it/s, bound:0 nc:  8 ncall:2.4e+03 eff:30.7% logz=-4.20+/-0.16 dlogz:58.287>0.1]
753it [00:29, 10.11it/s, bound:0 nc: 12 ncall:2.5e+03 eff:30.6% logz=-3.77+/-0.16 dlogz:57.786>0.1]
756it [00:29,  9.08it/s, bound:0 nc: 15 ncall:2.5e+03 eff:30.4% logz=-3.31+/-0.16 dlogz:57.271>0.1]
759it [00:29, 10.23it/s, bound:0 nc:  3 ncall:2.5e+03 eff:30.3% logz=-2.63+/-0.16 dlogz:56.717>0.1]
763it [00:30, 10.41it/s, bound:0 nc: 10 ncall:2.5e+03 eff:30.2% logz=-1.68+/-0.16 dlogz:55.688>0.1]
766it [00:30,  9.98it/s, bound:0 nc:  8 ncall:2.5e+03 eff:30.1% logz=-1.14+/-0.16 dlogz:55.111>0.1]
772it [00:30, 12.18it/s, bound:0 nc:  6 ncall:2.6e+03 eff:30.1% logz=0.18+/-0.16 dlogz:53.830>0.1] 
782it [00:30, 19.63it/s, bound:0 nc: 11 ncall:2.6e+03 eff:30.2% logz=1.76+/-0.16 dlogz:52.161>0.1]
785it [00:31, 17.90it/s, bound:0 nc:  6 ncall:2.6e+03 eff:30.1% logz=2.19+/-0.16 dlogz:51.681>0.1]
788it [00:31, 15.00it/s, bound:0 nc:  8 ncall:2.6e+03 eff:30.0% logz=2.63+/-0.16 dlogz:51.258>0.1]
793it [00:31, 14.97it/s, bound:0 nc:  5 ncall:2.6e+03 eff:30.0% logz=3.32+/-0.16 dlogz:50.541>0.1]
796it [00:32, 12.87it/s, bound:0 nc:  9 ncall:2.7e+03 eff:29.9% logz=3.95+/-0.16 dlogz:50.003>0.1]
798it [00:32, 11.23it/s, bound:0 nc:  8 ncall:2.7e+03 eff:29.7% logz=4.39+/-0.16 dlogz:49.520>0.1]
802it [00:32, 11.88it/s, bound:0 nc:  5 ncall:2.7e+03 eff:29.7% logz=5.25+/-0.16 dlogz:48.646>0.1]
805it [00:33, 11.84it/s, bound:0 nc: 16 ncall:2.7e+03 eff:29.5% logz=5.85+/-0.16 dlogz:48.033>0.1]
809it [00:33, 12.73it/s, bound:0 nc: 14 ncall:2.8e+03 eff:29.4% logz=6.61+/-0.16 dlogz:47.243>0.1]
811it [00:33, 10.83it/s, bound:0 nc:  5 ncall:2.8e+03 eff:29.3% logz=6.93+/-0.16 dlogz:46.907>0.1]
813it [00:33, 10.62it/s, bound:0 nc:  7 ncall:2.8e+03 eff:29.2% logz=7.23+/-0.16 dlogz:46.587>0.1]
817it [00:34, 12.42it/s, bound:0 nc:  6 ncall:2.8e+03 eff:29.1% logz=7.73+/-0.16 dlogz:46.053>0.1]
821it [00:34, 12.10it/s, bound:0 nc:  1 ncall:2.8e+03 eff:29.1% logz=8.42+/-0.16 dlogz:45.403>0.1]
824it [00:34, 12.99it/s, bound:0 nc:  2 ncall:2.8e+03 eff:29.0% logz=8.87+/-0.16 dlogz:44.906>0.1]
827it [00:34, 12.62it/s, bound:0 nc: 10 ncall:2.9e+03 eff:28.8% logz=9.26+/-0.16 dlogz:44.527>0.1]
829it [00:35, 10.64it/s, bound:0 nc:  6 ncall:2.9e+03 eff:28.8% logz=9.57+/-0.16 dlogz:44.205>0.1]
831it [00:35,  9.80it/s, bound:0 nc: 22 ncall:2.9e+03 eff:28.5% logz=9.84+/-0.16 dlogz:43.915>0.1]
833it [00:35,  9.30it/s, bound:0 nc:  6 ncall:2.9e+03 eff:28.5% logz=10.10+/-0.16 dlogz:43.808>0.1]
835it [00:36,  7.09it/s, bound:0 nc: 17 ncall:2.9e+03 eff:28.4% logz=10.37+/-0.16 dlogz:43.542>0.1]
