
0it [00:00, ?it/s]
518it [04:22,  2.85it/s, bound:166 nc:101 ncall:5.2e+04 eff:1.0% logz=36.97+/-0.11 dlogz:26.462>0.1]
538it [04:31,  2.67it/s, bound:172 nc:101 ncall:5.4e+04 eff:1.0% logz=37.29+/-0.11 dlogz:26.099>0.1]
558it [04:38,  2.69it/s, bound:179 nc:101 ncall:5.6e+04 eff:1.0% logz=37.56+/-0.10 dlogz:25.776>0.1]
577it [04:44,  2.84it/s, bound:186 nc:101 ncall:5.8e+04 eff:1.0% logz=37.79+/-0.10 dlogz:25.490>0.1]
596it [04:54,  2.49it/s, bound:192 nc:101 ncall:6.0e+04 eff:1.0% logz=38.02+/-0.10 dlogz:25.216>0.1]
614it [05:06,  2.07it/s, bound:199 nc:125 ncall:6.2e+04 eff:1.0% logz=38.24+/-0.10 dlogz:24.956>0.1]
634it [05:19,  1.92it/s, bound:208 nc:112 ncall:6.4e+04 eff:1.0% logz=38.50+/-0.10 dlogz:24.644>0.1]
652it [05:32,  1.68it/s, bound:215 nc:140 ncall:6.7e+04 eff:1.0% logz=38.74+/-0.10 dlogz:24.358>0.1]
672it [05:40,  1.90it/s, bound:225 nc:122 ncall:7.0e+04 eff:1.0% logz=39.00+/-0.10 dlogz:24.043>0.1]
691it [05:56,  1.63it/s, bound:234 nc:141 ncall:7.3e+04 eff:0.9% logz=39.24+/-0.11 dlogz:23.761>0.1]
711it [06:14,  1.42it/s, bound:244 nc:123 ncall:7.6e+04 eff:0.9% logz=39.48+/-0.11 dlogz:23.471>0.1]
731it [06:38,  1.17it/s, bound:254 nc:189 ncall:7.9e+04 eff:0.9% logz=39.71+/-0.11 dlogz:23.192>0.1]
751it [06:58,  1.12it/s, bound:264 nc:161 ncall:8.2e+04 eff:0.9% logz=39.94+/-0.11 dlogz:22.910>0.1]
771it [07:27,  1.07s/it, bound:274 nc:234 ncall:8.5e+04 eff:0.9% logz=40.17+/-0.11 dlogz:22.629>0.1]
791it [07:43,  1.01it/s, bound:285 nc:132 ncall:9.0e+04 eff:0.9% logz=40.39+/-0.11 dlogz:22.357>0.1]
810it [08:01,  1.03it/s, bound:295 nc:146 ncall:9.3e+04 eff:0.9% logz=40.61+/-0.11 dlogz:22.091>0.1]
830it [08:32,  1.15s/it, bound:305 nc:155 ncall:9.6e+04 eff:0.9% logz=40.85+/-0.11 dlogz:21.802>0.1]
849it [09:04,  1.31s/it, bound:314 nc:130 ncall:9.9e+04 eff:0.9% logz=41.08+/-0.11 dlogz:21.610>0.1]
869it [09:24,  1.21s/it, bound:324 nc:141 ncall:1.0e+05 eff:0.9% logz=41.32+/-0.11 dlogz:21.321>0.1]
889it [09:54,  1.31s/it, bound:334 nc:135 ncall:1.1e+05 eff:0.8% logz=41.56+/-0.11 dlogz:21.033>0.1]
908it [10:17,  1.28s/it, bound:344 nc:235 ncall:1.1e+05 eff:0.8% logz=41.79+/-0.11 dlogz:20.759>0.1]
924it [10:17,  1.06it/s, bound:355 nc:272 ncall:1.1e+05 eff:0.8% logz=41.96+/-0.12 dlogz:20.542>0.1]
927it [10:30,  1.06it/s, bound:357 nc:245 ncall:1.1e+05 eff:0.8% logz=42.00+/-0.12 dlogz:20.501>0.1]
928it [11:04,  1.87s/it, bound:358 nc:249 ncall:1.1e+05 eff:0.8% logz=42.01+/-0.12 dlogz:20.487>0.1]
938it [11:04,  1.43s/it, bound:367 nc:  1 ncall:1.2e+05 eff:1.2% logz=56.86+/-0.55 dlogz:1.303>0.1] 
946it [11:20,  1.43s/it, bound:373 nc:  1 ncall:1.2e+05 eff:1.1% logz=57.70+/-0.70 dlogz:0.251>0.1]
947it [11:39,  1.98s/it, bound:374 nc:239 ncall:1.2e+05 eff:0.8% logz=42.22+/-0.12 dlogz:20.228>0.1]
952it [11:44,  1.83s/it, bound:377 nc:262 ncall:1.2e+05 eff:0.8% logz=42.28+/-0.12 dlogz:20.161>0.1]
963it [12:00,  1.83s/it, bound:385 nc:750 ncall:1.2e+05 eff:0.8% logz=42.39+/-0.12 dlogz:20.014>0.1]
964it [12:33,  2.61s/it, bound:386 nc:235 ncall:1.2e+05 eff:0.8% logz=42.40+/-0.12 dlogz:20.001>0.1]
972it [12:33,  1.97s/it, bound:392 nc:254 ncall:1.3e+05 eff:0.8% logz=42.49+/-0.12 dlogz:19.897>0.1]
981it [12:50,  1.97s/it, bound:401 nc:  1 ncall:1.3e+05 eff:1.1% logz=57.67+/-0.69 dlogz:0.238>0.1] 
982it [13:07,  2.41s/it, bound:402 nc:160 ncall:1.3e+05 eff:0.8% logz=42.60+/-0.12 dlogz:19.765>0.1]
1002it [13:45,  2.16s/it, bound:412 nc:209 ncall:1.3e+05 eff:0.8% logz=42.83+/-0.12 dlogz:19.486>0.1]
1021it [14:45,  2.55s/it, bound:422 nc:233 ncall:1.4e+05 eff:0.8% logz=43.05+/-0.12 dlogz:19.214>0.1]
1030it [14:45,  2.02s/it, bound:429 nc:  1 ncall:1.4e+05 eff:0.9% logz=46.86+/-0.14 dlogz:14.644>0.1]
1039it [15:00,  2.02s/it, bound:438 nc:282 ncall:1.4e+05 eff:0.7% logz=43.27+/-0.12 dlogz:18.950>0.1]
1040it [15:16,  2.31s/it, bound:439 nc:218 ncall:1.4e+05 eff:0.7% logz=43.28+/-0.12 dlogz:18.934>0.1]
1046it [15:17,  1.90s/it, bound:444 nc:217 ncall:1.4e+05 eff:0.7% logz=43.36+/-0.12 dlogz:18.842>0.1]
1053it [15:17,  1.48s/it, bound:450 nc:316 ncall:1.4e+05 eff:0.7% logz=43.45+/-0.12 dlogz:18.732>0.1]
1058it [15:30,  1.48s/it, bound:455 nc:  1 ncall:1.5e+05 eff:1.0% logz=57.74+/-0.65 dlogz:0.188>0.1] 
1059it [16:10,  3.08s/it, bound:456 nc:320 ncall:1.5e+05 eff:0.7% logz=43.53+/-0.12 dlogz:18.637>0.1]
1072it [16:10,  1.84s/it, bound:466 nc:258 ncall:1.5e+05 eff:0.7% logz=43.73+/-0.12 dlogz:18.409>0.1]
1077it [16:30,  1.84s/it, bound:470 nc:286 ncall:1.5e+05 eff:0.7% logz=43.81+/-0.12 dlogz:18.319>0.1]
1078it [17:06,  3.41s/it, bound:471 nc:271 ncall:1.5e+05 eff:0.7% logz=43.82+/-0.12 dlogz:18.301>0.1]
1088it [17:06,  2.28s/it, bound:480 nc:318 ncall:1.5e+05 eff:0.7% logz=43.97+/-0.13 dlogz:18.127>0.1]
1096it [17:20,  2.28s/it, bound:488 nc:276 ncall:1.6e+05 eff:0.7% logz=44.08+/-0.13 dlogz:17.995>0.1]
1097it [17:57,  3.29s/it, bound:490 nc:519 ncall:1.6e+05 eff:0.7% logz=44.10+/-0.13 dlogz:17.978>0.1]
1107it [17:57,  2.24s/it, bound:500 nc:321 ncall:1.6e+05 eff:0.7% logz=44.25+/-0.13 dlogz:17.806>0.1]
1116it [18:10,  2.24s/it, bound:508 nc:259 ncall:1.6e+05 eff:0.7% logz=44.37+/-0.13 dlogz:17.659>0.1]
1117it [18:24,  2.37s/it, bound:509 nc:266 ncall:1.6e+05 eff:0.7% logz=44.38+/-0.13 dlogz:17.642>0.1]
1131it [18:24,  1.46s/it, bound:520 nc:237 ncall:1.7e+05 eff:0.7% logz=44.59+/-0.13 dlogz:17.408>0.1]
1136it [18:40,  1.46s/it, bound:523 nc:231 ncall:1.7e+05 eff:0.7% logz=44.66+/-0.13 dlogz:17.320>0.1]
1137it [19:07,  2.55s/it, bound:523 nc:288 ncall:1.7e+05 eff:0.7% logz=44.68+/-0.13 dlogz:17.302>0.1]
1148it [19:07,  1.70s/it, bound:533 nc:292 ncall:1.7e+05 eff:0.7% logz=44.83+/-0.13 dlogz:17.116>0.1]
1156it [19:20,  1.70s/it, bound:540 nc:  1 ncall:1.7e+05 eff:0.9% logz=57.62+/-0.65 dlogz:0.167>0.1] 
1157it [20:15,  3.36s/it, bound:541 nc:265 ncall:1.7e+05 eff:0.7% logz=44.96+/-0.13 dlogz:16.971>0.1]
1162it [20:15,  2.75s/it, bound:546 nc:203 ncall:1.7e+05 eff:0.7% logz=45.02+/-0.13 dlogz:16.892>0.1]
1171it [20:16,  1.88s/it, bound:554 nc:264 ncall:1.8e+05 eff:0.7% logz=45.14+/-0.13 dlogz:16.755>0.1]
1176it [20:30,  1.88s/it, bound:559 nc:299 ncall:1.8e+05 eff:0.7% logz=45.20+/-0.13 dlogz:16.680>0.1]
1177it [20:57,  3.06s/it, bound:560 nc:262 ncall:1.8e+05 eff:0.7% logz=45.21+/-0.13 dlogz:16.666>0.1]
1193it [20:57,  1.62s/it, bound:572 nc:292 ncall:1.8e+05 eff:0.7% logz=45.41+/-0.13 dlogz:16.430>0.1]
1196it [21:10,  1.62s/it, bound:574 nc:256 ncall:1.8e+05 eff:0.7% logz=45.44+/-0.13 dlogz:16.385>0.1]
1197it [21:52,  3.37s/it, bound:575 nc:266 ncall:1.8e+05 eff:0.7% logz=45.46+/-0.13 dlogz:16.370>0.1]
1199it [21:57,  3.28s/it, bound:576 nc:261 ncall:1.8e+05 eff:0.7% logz=45.48+/-0.13 dlogz:16.341>0.1]
1207it [21:57,  2.14s/it, bound:582 nc:310 ncall:1.9e+05 eff:0.6% logz=45.58+/-0.13 dlogz:16.223>0.1]
1215it [21:57,  1.44s/it, bound:588 nc:287 ncall:1.9e+05 eff:0.6% logz=45.67+/-0.13 dlogz:16.106>0.1]
1216it [22:10,  1.44s/it, bound:589 nc:276 ncall:1.9e+05 eff:0.6% logz=45.69+/-0.13 dlogz:16.091>0.1]
1217it [22:50,  4.09s/it, bound:590 nc:259 ncall:1.9e+05 eff:0.6% logz=45.70+/-0.13 dlogz:16.076>0.1]
1228it [22:50,  2.24s/it, bound:600 nc:305 ncall:1.9e+05 eff:0.6% logz=45.83+/-0.13 dlogz:15.914>0.1]
1236it [23:10,  2.24s/it, bound:606 nc:276 ncall:1.9e+05 eff:0.6% logz=45.93+/-0.13 dlogz:15.801>0.1]
1237it [23:31,  3.03s/it, bound:607 nc:282 ncall:1.9e+05 eff:0.6% logz=45.94+/-0.13 dlogz:15.787>0.1]
1251it [23:31,  1.71s/it, bound:621 nc:253 ncall:2.0e+05 eff:0.6% logz=46.10+/-0.13 dlogz:15.590>0.1]
1256it [23:50,  1.71s/it, bound:626 nc:231 ncall:2.0e+05 eff:0.6% logz=46.16+/-0.13 dlogz:15.522>0.1]
1257it [24:35,  3.61s/it, bound:626 nc:245 ncall:2.0e+05 eff:0.6% logz=46.17+/-0.13 dlogz:15.508>0.1]
1272it [24:36,  2.06s/it, bound:639 nc:  1 ncall:2.0e+05 eff:0.8% logz=51.13+/-0.16 dlogz:9.395>0.1] 
1275it [24:50,  2.06s/it, bound:642 nc:263 ncall:2.1e+05 eff:0.6% logz=46.38+/-0.13 dlogz:15.255>0.1]
1276it [25:28,  3.63s/it, bound:643 nc:277 ncall:2.1e+05 eff:0.6% logz=46.39+/-0.13 dlogz:15.240>0.1]
1277it [25:28,  3.46s/it, bound:644 nc:243 ncall:2.1e+05 eff:0.6% logz=46.40+/-0.13 dlogz:15.226>0.1]
1286it [25:29,  2.15s/it, bound:652 nc:282 ncall:2.1e+05 eff:0.6% logz=46.50+/-0.13 dlogz:15.098>0.1]
1295it [25:40,  2.15s/it, bound:661 nc:286 ncall:2.1e+05 eff:0.6% logz=46.60+/-0.13 dlogz:14.975>0.1]
1296it [26:06,  2.77s/it, bound:662 nc:304 ncall:2.1e+05 eff:0.6% logz=46.62+/-0.13 dlogz:14.962>0.1]
1308it [26:07,  1.68s/it, bound:672 nc:  1 ncall:2.1e+05 eff:0.7% logz=47.94+/-0.14 dlogz:13.340>0.1]
1315it [26:20,  1.68s/it, bound:676 nc:311 ncall:2.2e+05 eff:0.6% logz=46.83+/-0.13 dlogz:14.699>0.1]
1316it [27:16,  3.58s/it, bound:677 nc:240 ncall:2.2e+05 eff:0.6% logz=46.84+/-0.13 dlogz:14.685>0.1]
1325it [27:16,  2.49s/it, bound:686 nc:  1 ncall:2.2e+05 eff:0.6% logz=47.89+/-0.14 dlogz:13.673>0.1]
1335it [27:30,  2.49s/it, bound:694 nc:307 ncall:2.2e+05 eff:0.6% logz=47.06+/-0.14 dlogz:14.696>0.1]
1336it [28:13,  3.43s/it, bound:695 nc:290 ncall:2.2e+05 eff:0.6% logz=47.07+/-0.14 dlogz:14.682>0.1]
1340it [28:13,  2.91s/it, bound:699 nc:249 ncall:2.2e+05 eff:0.6% logz=47.12+/-0.14 dlogz:14.626>0.1]
1350it [28:13,  1.89s/it, bound:708 nc:254 ncall:2.3e+05 eff:0.6% logz=47.23+/-0.14 dlogz:14.486>0.1]
1354it [28:30,  1.89s/it, bound:712 nc:317 ncall:2.3e+05 eff:0.6% logz=47.28+/-0.14 dlogz:14.429>0.1]
1355it [28:44,  2.73s/it, bound:713 nc:336 ncall:2.3e+05 eff:0.6% logz=47.29+/-0.14 dlogz:14.415>0.1]
1369it [28:44,  1.52s/it, bound:725 nc:269 ncall:2.3e+05 eff:0.6% logz=47.45+/-0.14 dlogz:14.217>0.1]
1374it [29:00,  1.52s/it, bound:729 nc:351 ncall:2.3e+05 eff:0.6% logz=47.51+/-0.14 dlogz:14.144>0.1]
1375it [29:46,  3.42s/it, bound:730 nc:305 ncall:2.3e+05 eff:0.6% logz=47.53+/-0.14 dlogz:14.130>0.1]
1389it [29:46,  2.00s/it, bound:742 nc:312 ncall:2.4e+05 eff:0.6% logz=47.69+/-0.14 dlogz:13.930>0.1]
1394it [30:00,  2.00s/it, bound:747 nc:311 ncall:2.4e+05 eff:0.6% logz=47.75+/-0.14 dlogz:13.860>0.1]
1395it [30:09,  2.37s/it, bound:748 nc:250 ncall:2.4e+05 eff:0.6% logz=47.76+/-0.14 dlogz:13.846>0.1]
1404it [30:09,  1.65s/it, bound:756 nc:314 ncall:2.4e+05 eff:0.6% logz=47.86+/-0.14 dlogz:13.724>0.1]
1414it [30:20,  1.65s/it, bound:764 nc:252 ncall:2.4e+05 eff:0.6% logz=47.97+/-0.14 dlogz:13.593>0.1]
1415it [31:18,  3.26s/it, bound:765 nc:420 ncall:2.5e+05 eff:0.6% logz=47.98+/-0.14 dlogz:13.579>0.1]
1420it [31:18,  2.67s/it, bound:770 nc:327 ncall:2.5e+05 eff:0.6% logz=48.03+/-0.14 dlogz:13.512>0.1]
1429it [31:19,  1.82s/it, bound:779 nc:314 ncall:2.5e+05 eff:0.6% logz=48.13+/-0.14 dlogz:13.395>0.1]
1434it [31:30,  1.82s/it, bound:784 nc:367 ncall:2.5e+05 eff:0.6% logz=48.18+/-0.14 dlogz:13.330>0.1]
1435it [32:24,  3.95s/it, bound:785 nc:347 ncall:2.5e+05 eff:0.6% logz=48.19+/-0.14 dlogz:13.317>0.1]
1436it [32:31,  4.08s/it, bound:786 nc:355 ncall:2.5e+05 eff:0.6% logz=48.20+/-0.14 dlogz:13.304>0.1]
1442it [32:31,  2.81s/it, bound:792 nc:  1 ncall:2.5e+05 eff:0.6% logz=50.70+/-0.15 dlogz:10.192>0.1]
1448it [32:31,  1.95s/it, bound:798 nc:330 ncall:2.6e+05 eff:0.6% logz=48.33+/-0.14 dlogz:13.147>0.1]
1454it [32:31,  1.36s/it, bound:804 nc:354 ncall:2.6e+05 eff:0.6% logz=48.39+/-0.14 dlogz:13.069>0.1]
1454it [32:50,  1.36s/it, bound:804 nc:354 ncall:2.6e+05 eff:0.6% logz=48.39+/-0.14 dlogz:13.069>0.1]
1455it [33:39,  5.89s/it, bound:805 nc:293 ncall:2.6e+05 eff:0.6% logz=48.40+/-0.14 dlogz:13.056>0.1]
1461it [33:39,  3.73s/it, bound:811 nc:338 ncall:2.6e+05 eff:0.6% logz=48.46+/-0.14 dlogz:12.978>0.1]
1466it [33:39,  2.60s/it, bound:816 nc:341 ncall:2.6e+05 eff:0.6% logz=48.52+/-0.14 dlogz:12.911>0.1]
1473it [33:39,  1.62s/it, bound:823 nc:364 ncall:2.6e+05 eff:0.6% logz=48.59+/-0.14 dlogz:12.817>0.1]
1474it [33:50,  1.62s/it, bound:824 nc:339 ncall:2.7e+05 eff:0.6% logz=48.61+/-0.14 dlogz:12.803>0.1]
1475it [34:43,  5.64s/it, bound:825 nc:279 ncall:2.7e+05 eff:0.6% logz=48.62+/-0.14 dlogz:12.789>0.1]
1483it [34:43,  3.20s/it, bound:833 nc:385 ncall:2.7e+05 eff:0.6% logz=48.70+/-0.14 dlogz:12.683>0.1]
1492it [34:43,  1.89s/it, bound:843 nc:376 ncall:2.7e+05 eff:0.5% logz=48.80+/-0.14 dlogz:12.560>0.1]
1493it [35:00,  1.89s/it, bound:844 nc:302 ncall:2.7e+05 eff:0.5% logz=48.81+/-0.14 dlogz:12.547>0.1]
1494it [35:41,  5.04s/it, bound:845 nc:316 ncall:2.7e+05 eff:0.5% logz=48.83+/-0.14 dlogz:12.533>0.1]
1501it [35:41,  3.20s/it, bound:852 nc:244 ncall:2.7e+05 eff:0.5% logz=48.90+/-0.14 dlogz:12.439>0.1]
1510it [35:42,  1.92s/it, bound:861 nc:350 ncall:2.8e+05 eff:0.5% logz=49.00+/-0.14 dlogz:12.320>0.1]
1513it [36:00,  1.92s/it, bound:864 nc:  1 ncall:2.8e+05 eff:0.7% logz=57.42+/-0.58 dlogz:0.114>0.1] 
1514it [36:24,  3.67s/it, bound:865 nc:364 ncall:2.8e+05 eff:0.5% logz=49.04+/-0.14 dlogz:12.266>0.1]
1520it [36:24,  2.56s/it, bound:872 nc:  1 ncall:2.8e+05 eff:0.6% logz=51.33+/-0.15 dlogz:9.378>0.1] 
1528it [36:24,  1.63s/it, bound:880 nc:333 ncall:2.8e+05 eff:0.5% logz=49.20+/-0.14 dlogz:12.072>0.1]
1532it [36:40,  1.63s/it, bound:884 nc:  1 ncall:2.8e+05 eff:0.7% logz=57.39+/-0.58 dlogz:0.112>0.1] 
1533it [37:13,  3.66s/it, bound:885 nc:292 ncall:2.9e+05 eff:0.5% logz=49.26+/-0.14 dlogz:12.006>0.1]
1540it [37:13,  2.46s/it, bound:892 nc:  1 ncall:2.9e+05 eff:0.7% logz=55.21+/-0.21 dlogz:3.718>0.1] 
1548it [37:13,  1.60s/it, bound:900 nc:339 ncall:2.9e+05 eff:0.5% logz=49.42+/-0.14 dlogz:11.806>0.1]
1552it [37:30,  1.60s/it, bound:904 nc:  1 ncall:2.9e+05 eff:0.7% logz=57.39+/-0.56 dlogz:0.107>0.1] 
1553it [38:16,  4.18s/it, bound:905 nc:315 ncall:2.9e+05 eff:0.5% logz=49.47+/-0.14 dlogz:11.739>0.1]
1562it [38:16,  2.60s/it, bound:914 nc:354 ncall:2.9e+05 eff:0.5% logz=49.57+/-0.14 dlogz:11.619>0.1]
1571it [38:16,  1.69s/it, bound:923 nc:281 ncall:3.0e+05 eff:0.5% logz=49.67+/-0.14 dlogz:11.500>0.1]
1572it [38:30,  1.69s/it, bound:924 nc:300 ncall:3.0e+05 eff:0.5% logz=49.68+/-0.14 dlogz:11.486>0.1]
1573it [39:01,  3.77s/it, bound:925 nc:312 ncall:3.0e+05 eff:0.5% logz=49.69+/-0.14 dlogz:11.473>0.1]
1577it [39:01,  2.93s/it, bound:929 nc:340 ncall:3.0e+05 eff:0.5% logz=49.73+/-0.14 dlogz:11.422>0.1]
1586it [39:01,  1.71s/it, bound:938 nc:293 ncall:3.0e+05 eff:0.5% logz=49.82+/-0.14 dlogz:11.307>0.1]
1592it [39:20,  1.71s/it, bound:944 nc:315 ncall:3.0e+05 eff:0.5% logz=49.88+/-0.15 dlogz:11.233>0.1]
1593it [39:32,  2.60s/it, bound:945 nc:283 ncall:3.0e+05 eff:0.5% logz=49.89+/-0.15 dlogz:11.220>0.1]
1603it [39:32,  1.58s/it, bound:955 nc:333 ncall:3.1e+05 eff:0.5% logz=49.99+/-0.15 dlogz:11.095>0.1]
1609it [39:50,  1.58s/it, bound:964 nc:336 ncall:3.1e+05 eff:0.5% logz=50.05+/-0.15 dlogz:11.019>0.1]
1610it [40:50,  4.28s/it, bound:965 nc:345 ncall:3.1e+05 eff:0.5% logz=50.06+/-0.15 dlogz:11.007>0.1]
1611it [40:51,  4.05s/it, bound:966 nc:360 ncall:3.1e+05 eff:0.5% logz=50.07+/-0.15 dlogz:10.994>0.1]
1617it [40:51,  2.77s/it, bound:972 nc:314 ncall:3.1e+05 eff:0.5% logz=50.13+/-0.15 dlogz:10.918>0.1]
1625it [40:51,  1.73s/it, bound:980 nc:357 ncall:3.2e+05 eff:0.5% logz=50.21+/-0.15 dlogz:10.818>0.1]
1628it [41:10,  1.73s/it, bound:983 nc:291 ncall:3.2e+05 eff:0.5% logz=50.24+/-0.15 dlogz:10.781>0.1]
1629it [41:35,  3.71s/it, bound:985 nc:646 ncall:3.2e+05 eff:0.5% logz=50.25+/-0.15 dlogz:10.769>0.1]
1633it [41:35,  2.86s/it, bound:989 nc:276 ncall:3.2e+05 eff:0.5% logz=50.29+/-0.15 dlogz:10.720>0.1]
1639it [41:35,  1.91s/it, bound:995 nc:355 ncall:3.2e+05 eff:0.5% logz=50.35+/-0.15 dlogz:10.646>0.1]
1645it [41:35,  1.30s/it, bound:1001 nc:295 ncall:3.2e+05 eff:0.5% logz=50.41+/-0.15 dlogz:10.572>0.1]
1648it [41:50,  1.30s/it, bound:1004 nc:  1 ncall:3.2e+05 eff:0.6% logz=57.37+/-0.52 dlogz:0.087>0.1] 
1649it [42:39,  4.75s/it, bound:1005 nc:330 ncall:3.2e+05 eff:0.5% logz=50.45+/-0.15 dlogz:10.520>0.1]
1653it [42:45,  3.88s/it, bound:1009 nc:328 ncall:3.3e+05 eff:0.5% logz=50.49+/-0.15 dlogz:10.469>0.1]
1661it [42:45,  2.27s/it, bound:1017 nc:337 ncall:3.3e+05 eff:0.5% logz=50.57+/-0.15 dlogz:10.368>0.1]
1668it [43:00,  2.27s/it, bound:1024 nc:309 ncall:3.3e+05 eff:0.5% logz=50.64+/-0.15 dlogz:10.282>0.1]
1669it [43:53,  4.61s/it, bound:1025 nc:400 ncall:3.3e+05 eff:0.5% logz=50.65+/-0.15 dlogz:10.269>0.1]
