
0it [00:00, ?it/s]
1it [02:22, 142.35s/it, bound:0 nc:  2 ncall:4.0e+02 eff:0.2% logz=-1011.90+/-0.18 dlogz:inf>0.1]
4it [02:22, 27.04s/it, bound:0 nc:  2 ncall:4.1e+02 eff:1.0% logz=-389.44+/-0.18 dlogz:574.105>0.1]
8it [02:23, 10.68s/it, bound:0 nc:  1 ncall:4.1e+02 eff:1.9% logz=-323.87+/-0.18 dlogz:428.655>0.1]
12it [02:23,  5.77s/it, bound:0 nc:  2 ncall:4.2e+02 eff:2.9% logz=-270.09+/-0.18 dlogz:375.663>0.1]
14it [02:23,  4.37s/it, bound:0 nc:  1 ncall:4.2e+02 eff:3.3% logz=-263.03+/-0.18 dlogz:332.124>0.1]
15it [02:24,  3.77s/it, bound:0 nc:  5 ncall:4.3e+02 eff:3.5% logz=-259.00+/-0.18 dlogz:328.720>0.1]
18it [02:24,  2.33s/it, bound:0 nc:  1 ncall:4.3e+02 eff:4.2% logz=-250.16+/-0.17 dlogz:316.919>0.1]
19it [02:24,  2.03s/it, bound:0 nc:  5 ncall:4.4e+02 eff:4.4% logz=-249.41+/-0.16 dlogz:315.844>0.1]
21it [02:25,  1.44s/it, bound:0 nc:  3 ncall:4.4e+02 eff:4.8% logz=-239.48+/-0.17 dlogz:306.438>0.1]
24it [02:25,  1.09it/s, bound:0 nc:  1 ncall:4.5e+02 eff:5.4% logz=-232.35+/-0.18 dlogz:302.139>0.1]
27it [02:26,  1.58it/s, bound:0 nc:  3 ncall:4.5e+02 eff:6.0% logz=-223.58+/-0.17 dlogz:291.540>0.1]
29it [02:26,  1.92it/s, bound:0 nc:  4 ncall:4.6e+02 eff:6.4% logz=-219.59+/-0.17 dlogz:287.067>0.1]
32it [02:26,  2.67it/s, bound:0 nc:  4 ncall:4.6e+02 eff:6.9% logz=-209.67+/-0.18 dlogz:279.485>0.1]
33it [02:27,  2.67it/s, bound:0 nc:  2 ncall:4.7e+02 eff:7.1% logz=-206.60+/-0.18 dlogz:275.315>0.1]
36it [02:27,  3.71it/s, bound:0 nc:  2 ncall:4.7e+02 eff:7.6% logz=-189.90+/-0.18 dlogz:259.944>0.1]
40it [02:27,  5.43it/s, bound:0 nc:  2 ncall:4.8e+02 eff:8.4% logz=-181.78+/-0.16 dlogz:248.263>0.1]
43it [02:27,  6.45it/s, bound:0 nc:  1 ncall:4.8e+02 eff:8.9% logz=-174.36+/-0.17 dlogz:241.516>0.1]
46it [02:28,  7.59it/s, bound:0 nc:  2 ncall:4.9e+02 eff:9.4% logz=-159.50+/-0.18 dlogz:229.763>0.1]
48it [02:28,  7.26it/s, bound:0 nc:  4 ncall:4.9e+02 eff:9.8% logz=-157.53+/-0.16 dlogz:223.815>0.1]
