mu1 sigma1 mu2 sigma2 alpha mu3 sigma3 beta
1.3708022623376577 0.09104073498111326 1.3730685074960884 0.35342273313228884 0.2285867807357556 1.620402411204763 1.8076216789129085 0.7628392950364299
1.3961735815387437 0.18106004827451144 1.6709625217463888 0.4499460939070189 0.7717833335131741 1.845634496087436 0.8539608244823361 0.16993434186437925
1.2385318297928656 0.042466912360828064 1.4479041831590842 0.11314670682738005 0.3899081667264276 2.039637014398188 1.8088127909755942 0.3649875506727405
1.280219447570495 0.14254662450266048 1.5076633851264405 0.3948624838113573 0.48886568065618885 1.9735607584337318 0.3426352628465201 0.4641226712810666
1.2922761327336034 0.04691861634300649 1.5404608389665704 0.5135737120446439 0.537886312524107 2.8521206039077645 0.7937171536356125 0.32636342344681024
1.2802069727034349 0.07895864306066173 1.6965060785256882 0.676563121271692 0.7119753486899313 2.846532993127632 0.6009160305084461 0.26326592273423827
1.3812686626753283 0.08094158809423227 1.5358007149560866 0.5148896178235424 0.7432979665924679 1.977087127490032 0.06749136674567358 0.13249311432751884
1.0664174951967524 1.3307331323659377 1.3494910989455153 0.09592416694892512 0.20834691791297363 1.484761829927372 0.018514609007291627 0.7854628674970021
1.303534710927084 0.08305261421171813 2.051451224508864 0.4312431060200186 0.8234929416176721 2.4732817887002474 1.5537529280935753 0.10158698757250381
1.3061936477833211 0.05262089952247799 1.3464903746445285 0.9007850376524138 0.6251803439031572 2.213730689121059 1.7438806550795478 0.28179611992698206
1.1965461188629574 0.8565859990527237 1.3324873101602752 0.11028127858702547 0.08027167631621049 2.2434400615437955 0.16955301489658883 0.8653411734202285
1.348935690387096 0.09591583140390517 1.5225791791585626 0.3061535167125655 0.37722417027331545 2.4226908187241745 1.711844664664453 0.5546951126270563
1.2969440344526815 0.08844092419535288 1.491512189812212 0.27763995531557867 0.540512306525224 1.9051301208318718 1.6642683800425035 0.1933594334511981
0.9364965112231651 0.8362384888800041 1.3624260255214653 0.09368058062982444 0.3064189514296485 1.626139960749613 0.2298687829489867 0.6002178564564163
1.3275054881496104 0.09782824953418469 1.6347142610804142 0.9129003075003015 0.6886956501002298 2.7041386783732024 1.5507863460768938 0.29327618003249056
1.3152033147844258 0.06099797528981845 1.409838722527133 0.08178194148264055 0.2995383739685593 1.8093706640958662 0.23227254076359655 0.5912185669326488
1.1349461678993182 0.34306696890378646 1.2854109482238485 0.03699548596406425 0.06388020586520655 1.473827597491365 0.3595212281652833 0.6555506234471097
1.3354553225070604 0.0790450781966796 1.698495462621893 0.5585308049432487 0.5820410463180931 1.8546698023407013 1.5154671735893745 0.2823741751826818
1.3318801102442173 0.03161458972993626 1.5333281439199502 0.23910324685430562 0.42727326665479803 2.4209423287039016 0.4725187419117253 0.5205017664809993
1.2439292653006833 0.06382977967538206 1.4255333942381254 0.29144119361110865 0.2857066839138554 1.6238041690453557 0.26309627651149226 0.24795009389417624
1.2745301054481701 0.5604100732022607 1.2902007317734423 0.06837199044175479 0.5984737478620825 1.359657654067895 0.12158854166948779 0.33221364432926453
1.28788853768273 0.030569668540882118 1.3765910942779862 0.4115368876841953 0.3813980481646554 1.5313203192050149 0.6356010499477767 0.4981379230438094
1.3034097458546643 0.05077103199709792 1.5355961698564768 0.4911556911421573 0.6668137008897833 1.7031141509544172 1.9453852382077876 0.13717697502613266
1.0851575798558342 0.5478881596125825 1.0929671278316642 0.5830736563940134 0.4143178596595201 1.3028908254395835 0.05680644047748159 0.0810597886208943
1.3774437886528006 0.11615722959005573 2.092212357292542 0.05442807796742937 0.9175631850689898 2.507425551109375 1.4387181741185406 0.04210828619623876
1.2275677599168626 1.2214777471371239 1.3331102383821911 0.0847086694703713 0.23913970973334023 1.4899228741688688 0.6519566817235519 0.714818629803215
1.3092612568884472 0.08121857941489238 1.5020223683383311 0.5162567177002271 0.6314060328677612 1.542679764638292 1.0250725922395785 0.06939915153337883
1.205571166636215 0.43504457799990615 1.288418552821777 0.08014144799886001 0.05297678122498524 1.580138005859597 0.7117398349818395 0.6941963709625487
1.268876190929438 0.07725381168745239 1.5759037428025224 0.24519696989869638 0.36806653346429075 1.9577860245829095 1.0362069966101608 0.46635024142262205
1.3351612135760766 0.0658543441258463 1.429191926716225 0.8151408611384942 0.7997450493731755 1.9696096620552757 0.4699974342555139 0.018833029251086375
1.2849921024805595 0.08712914585317053 1.5801169196643592 0.7969805413528926 0.5854800411128429 1.925251033315086 0.38308878408458447 0.03645431677400778
1.0283521002585645 0.44002630262123843 1.3485667384309497 0.0852253589393992 0.10067820160991664 1.5545772280421852 0.2628433758512441 0.6838673713664477
1.3075106985796767 0.126479589622476 1.5367685816163519 1.040003100833154 0.8799515105606921 2.1014993743055235 0.158501824530143 0.02321118205354938
1.305420844181714 0.07815159042117559 1.458190458970354 0.44815053184482256 0.32851169447187445 1.4857794141243348 0.22574130944346626 0.6481859602156873
1.117473227084586 1.1004216462253227 1.3598983114779302 0.08738046448258958 0.15853141865400394 1.87356709949148 0.3021638627813911 0.7722706660324746
1.3765966369324878 0.10438115847776254 1.6040332524664076 0.28986124606990776 0.5820726370889467 1.6686059502009152 0.3349857474846756 0.03233260113380865
1.2378191220037413 1.748107534047424 1.3219312617283037 0.056326459483886065 0.16092318517518422 1.383913671938731 0.22186656395799706 0.4590747561835176
1.2735618962155364 0.7048624788049034 1.3420891077997583 0.08779919161833868 0.11044710683874918 1.6420639911621433 0.2627311037123798 0.8306847559919002
1.3046848555447537 0.04076330375989308 1.6009944215797471 0.1224590353664607 0.7087104053260701 1.7794837160932127 0.9936295586276159 0.16472008120764808
1.2769280604848694 0.11660680627980075 1.3807275690688485 0.4599265684617849 0.4794254231841073 1.551531194532472 0.3225985498765244 0.06752832722749945
1.3140832212140348 0.10329934585109445 1.4815214817749882 0.3769935305751952 0.7934922061256634 2.1898502207945096 0.6882548117417665 0.20590096971059826
1.0314289223672766 0.7267992810793602 1.288843905924455 0.07311429250566993 0.1407611189221888 1.306513799880452 0.610088246027707 0.5391368760312283
1.3172122073423764 0.11902096993123137 2.0140791636762683 0.3975691259293139 0.7771908355319287 2.024060054713246 0.8489657201392488 0.1769145176668769
1.3477001945910374 0.10633200960219533 1.4126804960443886 0.42613694298739685 0.6118443528752765 1.7965364647727822 1.3591852608997428 0.3347595403869619
1.1655085197722288 0.026694537888840388 1.2490299639243878 0.07390554167812238 0.04794794951118146 1.7740779071063804 0.2697791089811547 0.581407599685947
1.353535213671816 0.08301128525630065 1.8368792204809639 0.0463385596103964 0.7982139983746971 2.0652978903791293 0.3871139474732855 0.06204068698686781
1.108385409072744 1.5186916202923202 1.329023405724865 0.10972681302690666 0.04050487850789074 2.0221367116028928 0.4657147557800126 0.7533775581885059
1.2968902577712431 0.05547690826436741 1.4048644298835318 0.3478654221935099 0.60695323809353 2.625790202253765 1.765043615520241 0.22721021252191223
1.1106493767495043 0.1829100585559234 1.3022070238108792 0.035638618535033625 0.2340297761614835 1.6974667960325804 0.24279165358505542 0.401435961668568
1.2699035654523183 0.0793935646602518 1.5788613519939385 0.3748270962634035 0.5577874936790184 2.4130932564701837 0.8272145325113042 0.3331787935792358
1.287637433928279 0.14636344589096842 1.3567940573309292 0.05317848213279148 0.1485860155178567 1.8392549666883817 0.2889611283395005 0.5532199149194966
1.3101507770225687 0.08898997318234654 1.5536158164260683 0.21201875206047763 0.3345507856194718 1.5766810404487872 0.3934920047412344 0.33419388999563077
1.3143732854943788 0.07165989503127862 1.493575802352756 0.2829600749452431 0.6504152357569566 2.0178712760714617 1.1112570245812292 0.11166000855511493
