mlo mup
1.1768849801642802 2.473006164757611
1.2189908529246827 2.462153943771487
1.0073561291878417 2.2729590744353207
1.1789226519140363 2.024754964145081
1.088620234126559 2.0839613679269786
1.0405340548564483 2.135845200650378
1.2255389588830108 2.3989761103114673
1.1423835931000075 2.3429665542968836
1.0878925350766178 2.102572233067268
1.1368986775865766 2.3309308906379185
1.2593006531603015 2.3277635299551935
1.2984184755624644 2.176210368039264
1.0702043759758726 2.1780658599198226
1.158215710869298 2.3180687877358572
1.2449541586689146 2.3337762540885145
1.260376138015061 2.310499685417138
1.2021778154368472 2.055285112253862
1.2684340896008535 2.292415288780963
1.1118811586151987 2.1066128099118386
1.2185166202699762 2.3438238751789644
1.1713136629637124 2.322399917251572
1.1988061987179024 2.0578306507380875
1.2594874275295134 2.307803215499387
1.2584861846924924 2.3078212192522147
1.1060107180519516 2.2381827809724935
1.092587134325688 2.1355802132550212
1.1117608629684432 2.246715918968299
1.226780891518472 2.3367581331844347
1.1191294059751822 2.105167037178215
1.104371287234456 2.2334214646994983
1.0891705109479604 2.1816691911991675
1.2188804257769994 2.3369543933899353
1.2227261067149193 2.054199603847847
1.213596951010768 2.3345888316201835
1.1265810450341274 2.2653091364709494
1.0959675260670834 2.205119518201625
1.089835597384879 2.163386160324175
1.1835876141655415 2.3208624527364097
1.128490862144682 2.2641412794356155
1.1711125480787365 2.309364831753088
1.1590229594346204 2.079562081038121
1.2853253023257363 2.211794122996687
1.1723824147365893 2.3049113963179524
1.274340914957583 2.2518339982665765
1.1808502155202405 2.3099929778339106
1.259689843757665 2.0676799056798627
1.1948220575224302 2.3131965082630375
1.2110003489549266 2.319135055951811
1.2634529673906907 2.2769741466727673
1.2843807585581606 2.1097221908901234
1.1552682455461165 2.0881047145364535
1.104914703192179 2.1820603358771518
1.1125956444782248 2.129805133518012
1.1578089930728275 2.2810253347361957
1.1566116995752844 2.278712223067214
1.121496941510776 2.226181490306003
1.2264404594332032 2.3127997068707127
1.2860847507282065 2.125823853245737
1.2483555244452758 2.294764199290512
1.2203732786166779 2.3110653017544225
1.287219192933786 2.162733681336767
1.1620659892229879 2.088415756489843
1.2434070916800821 2.0657413157085758
1.1197349678979 2.130071047194248
1.1786079441704138 2.07879282268553
1.2857512966139926 2.171279282076851
1.1182502975816722 2.1328581043624313
1.1112551185115318 2.168329916051078
1.2629375258549553 2.265469392067672
1.176113633666242 2.0812005664903324
1.1870242917995824 2.2947922789152795
1.2077471290628483 2.305470550408282
1.2729692186968424 2.235086876840361
1.1631269226181886 2.272635839997112
1.208327015316437 2.06974955293894
1.2366239746000904 2.0669932060116634
1.148437437170298 2.1031172403030753
1.1339267350353874 2.1174450709971113
1.1648851612430382 2.090221707170972
1.1462551726955257 2.10531198734464
1.2442781945743964 2.2916584408801124
1.1740871858120363 2.2800696398323677
1.1590816870351626 2.26379750271834
1.1654588810234001 2.27007940170727
1.1785719443084588 2.2834505707233923
1.1337863229768106 2.119959614696576
1.1652150356208013 2.267985710955942
1.1500633198576993 2.249374204879281
1.284222144691823 2.163855588561524
1.2045463599664958 2.0731525879287185
1.2541955767235216 2.2735826284491383
1.1242321339982302 2.198059333242361
1.1318038933968912 2.125879324146966
1.1287720365607656 2.1295874988899235
1.1675989538997507 2.2663831539593495
1.1399481054858918 2.230071686407651
1.2458016858733165 2.2832378364652466
1.1270373313597413 2.136476767888577
1.171886723346439 2.2673898995585606
1.125191281590986 2.1826651335113194
1.1410273604062227 2.2258817464323952
1.267517868101831 2.238464129740234
1.1249328839147723 2.1728470419275867
1.1531694685512608 2.2427502949134297
1.2349069296907456 2.2875408372458077
1.2636518244876485 2.245112735819961
1.1426693469217155 2.223842850462121
1.1602283951391836 2.103254193402474
1.1256584200747393 2.165162642873832
1.2191722916880816 2.290364564934419
1.2289684119479272 2.2888195110835317
1.1623984030877683 2.2491891930169325
1.1497798217787754 2.2326095866419418
1.1439253833127814 2.1217333418912254
1.2367913872590666 2.073703304402911
1.1280923711819337 2.166132962900842
1.2809846224351027 2.1657075985809904
1.1300013778935518 2.14593125338065
1.274471542787192 2.202487843155529
1.281361405333178 2.1394527573309183
1.180722406960022 2.2649408656260954
1.1374905072099364 2.132369310512866
1.273907129477564 2.202122332686776
1.1915537707714248 2.271772798618416
1.218287325087739 2.076082234799231
1.161053197394771 2.2415363284610135
1.1903867306150107 2.2703707624425644
1.1567042926012858 2.1123447570374383
1.237880986531708 2.2768397790242387
1.143117574141697 2.2101002350029018
1.2429899321187066 2.2707235618695285
1.1327027178258473 2.166680426935437
1.1335641519113258 2.1699743374147586
1.208359331671939 2.079166728904819
1.1523435209117705 2.1178052663679146
1.218519605663246 2.2813304218598494
1.1605351622419242 2.1109783370749438
1.1472004518589987 2.2145698739214237
1.2012644371950565 2.082812743605329
1.2626783895499705 2.091939239256911
1.2260229240124558 2.2784489112962474
1.17213161841235 2.2471138078024233
1.1534132708362037 2.1192586274894833
1.1654915153724708 2.239242739323177
1.1577000512680824 2.227726289553004
1.2281933266816043 2.0772597376678377
1.1406734625824118 2.190281277219695
1.1846996993126853 2.2583527079645944
1.2643636924224166 2.0947631419363932
1.14128088576411 2.191355709766535
1.2303312693844743 2.275129477592677
1.1737890979835077 2.1015545334870223
1.274330456147021 2.12131106862019
1.1586839515889573 2.1165564838307174
1.1375335622051728 2.1564038679516955
1.253579761009118 2.2492249405967235
1.160163012513875 2.1152716307594557
1.166851202909644 2.1093866335955798
1.1972193445909383 2.2661527362439813
1.1401038093242908 2.1775710235745347
1.1406983622855331 2.1420676994201706
1.247502980068852 2.258043900984901
1.2059323975666858 2.270512403142114
1.1441054334542704 2.1940095447231087
1.2744631704311593 2.1795194661168624
1.1418191984209591 2.182494188919588
1.1459386328065218 2.198047721413841
1.140218113498289 2.147204325783605
1.26901127429474 2.2085759337259545
1.2700037674874338 2.203674522574943
1.2768060441621 2.163196098054817
1.2206363676026664 2.2723386497214935
1.264713576700464 2.2212491056694854
1.140488950741399 2.1699998318206637
1.172412747477023 2.106329028052624
1.1556244147466057 2.1226915784922964
1.2160495985420012 2.0811035829792663
1.2691737248898662 2.110042344160232
1.2127588203004 2.2696607178177945
1.2770892435446106 2.1505602314410077
1.2586959555359425 2.234892217681607
1.1515640885042784 2.2067512800697324
1.1415999639693029 2.148807458017062
1.2593089830950686 2.232990757730104
1.1596056318453039 2.2195996097068353
1.2123254745878973 2.2685390392768845
1.2582397889746368 2.234691842926895
1.1597030079547697 2.119204108194323
1.1838174334020808 2.2498389586599923
1.1889262127414637 2.2543474820938734
1.268262162434364 2.206441244495073
1.2243324473549078 2.268956978894387
1.2754624812821769 2.133093544390836
1.232642217684723 2.080793377334006
1.1728946054686258 2.2359227339616297
1.2366225160042355 2.2617774962079666
1.1439147609962639 2.153750897626609
1.1550038363971005 2.127499328950716
1.1634902877214426 2.1177685159649386
1.1589863790719155 2.1227946561282396
1.188104369978856 2.0969681024782316
1.1688719789036766 2.1139689041724115
1.2375178556039739 2.2599302632754688
1.1482330227910362 2.139298657670297
1.1667292298939564 2.2249397641709514
1.2489546710685369 2.087214913715184
1.1536279205172844 2.20070047920464
1.155120397714914 2.128173712509454
1.1987447522599282 2.0915574561360235
1.2122955742807664 2.2643442149434523
1.183096242919831 2.2443653636450076
1.2141571833574205 2.264329804243245
1.1916680544367728 2.0954126900037653
1.1514680809234028 2.1923450165025624
1.1604517326208044 2.2139631281648082
1.1818475792436982 2.2425959798878994
1.2726490255564142 2.173538562642613
1.2715991170346472 2.180430197259574
1.2713626414733068 2.181771661927072
1.2736597215763101 2.1666814402458217
1.1787374844385854 2.1058807039830834
1.1463627870531339 2.1527368136032505
1.2725143088045865 2.171437540840814
1.1513789093439395 2.1867165849705605
1.1922500017908526 2.096794367080467
1.2708747186932414 2.1805615999410777
1.2703240075497928 2.121379692210528
1.1640459787863022 2.215894304527184
1.1599656172495794 2.208444265122058
1.1478615327131059 2.1581742592462714
1.1505433962234508 2.1784632434564832
1.265952282326263 2.1111372043513725
1.2616964532775186 2.102868064724924
1.1481631187586783 2.1542913806376633
1.157642790257706 2.2026914882254673
1.2013959570461792 2.255167585388964
1.1698530068491346 2.2233727170116047
1.2353361855965863 2.0842575708922513
1.233242898859612 2.2579058504139438
1.2730334000006773 2.134098598698144
1.148763647187433 2.1576724186035046
1.2663416426033423 2.112677108758778
1.2675433749585807 2.1967036744784627
1.1490902230360913 2.1617913972731104
1.1692131867418598 2.2190889596069194
1.2712856435598958 2.128138743488057
1.260251250125223 2.2176811475395763
1.152627267868842 2.1762061703369158
1.2208387177658995 2.085861244220697
