s_mu s_sigma
0.2774873697849274 0.2161649704636188
0.30361197373116794 0.22317032694730737
0.4050062212827978 0.1789605956610582
0.3980057947738299 0.14940261889837517
0.27488469692088857 0.14689746545442528
0.3395469124269249 0.21641626606328143
0.31775116346833226 0.21408770414239572
0.39689947835227835 0.16993019822071873
0.3956467990661198 0.16863552846982918
0.36082950502118083 0.12441516998789903
0.3898520389964656 0.18681207868518282
0.3666162889320831 0.1279588387141721
0.3062905253996878 0.12415385608020739
0.2791525568637605 0.1821843127411152
0.3704722185167341 0.1997327277978447
0.2775204458081623 0.1731543734456132
0.38890480732289867 0.17956736494862477
0.36328166907614895 0.20154274424657403
0.3818540968946692 0.1885556929091285
0.37560796907374333 0.19430899881795755
0.2980309246810416 0.19715753740610703
0.30788650355731895 0.12579629700532713
0.38164439366546143 0.14408050529903513
0.3610810348687325 0.12781368204872262
0.347391706531032 0.1230113183343605
0.3873566469276805 0.17561302031283613
0.2822265472285718 0.1529022335824968
0.3245061020648185 0.2038698346808608
0.30463651239948203 0.19775233072718518
0.3499138823596888 0.2027551194341724
0.2845953487119295 0.1487574486518469
0.38629918883971354 0.15771442213807438
0.35004871759522405 0.20170990170053826
0.3244836563443346 0.2022390262267099
0.37570210233897516 0.18826904950899223
0.3853132322975499 0.1590428977950606
0.28967694149260415 0.18389614023533493
0.37077081950187313 0.13673854809261776
0.320893055596071 0.12421524503655562
0.384216282483607 0.17473719020454662
0.3067395020777022 0.1961263822264929
0.29795350328020137 0.19069343748247558
0.35862866830868134 0.12944653829431166
0.2891590479373827 0.14503487694304149
0.30551451323841544 0.19497212645763504
0.29235458145952453 0.1849291521754235
0.3838508929838853 0.1711029460505567
0.29058974326834863 0.1824505791749453
0.34697775321492325 0.12600593748498035
0.35288362080776053 0.19770830038322118
0.288938546754901 0.17806440495880227
0.2905236336362465 0.17929511977114682
0.35633203514805034 0.19581154101453266
0.3779820349733773 0.14828569814124537
0.2875291552128903 0.15370273248313557
0.3818749142180721 0.16846050785158956
0.3800851298252857 0.15365530993051918
0.28632076960573627 0.16513312483341963
0.31728496852138716 0.12726294085953418
0.3384863501418858 0.19833378985438554
0.3176740842101746 0.1273491824340575
0.2946465163309291 0.14214203884910837
0.314506987925278 0.1946583822094986
0.36951458967743117 0.13991442305346494
0.3774225955781469 0.17663009513292385
0.29508999861158164 0.1814292384686731
0.29548307926968725 0.18133677800247497
0.31152464680681763 0.19216632495315425
0.29500981635971085 0.14351874186131258
0.37973984510247816 0.1651039424948395
0.34303765874103087 0.19556895643575628
0.29598007730756526 0.14297032067188162
0.3584219985819376 0.19108699029432388
0.3736599308970108 0.17926247062390435
0.31814238595338756 0.1934317399468364
0.33055028727546276 0.19538660250769377
0.2928300794611374 0.17469283336886823
0.37259482834232877 0.1458622836653768
0.36591800214259373 0.18608990586051977
0.3690038597705016 0.18357910275168005
0.3575158386126361 0.1907771527855181
0.35354513650639025 0.13144221470656106
0.3428381102992328 0.194410583106299
0.37327994191093755 0.1476434937362032
0.3535966309665263 0.19111922411485002
0.37679986309343266 0.16783102267608188
0.3047917988968948 0.1366832726148729
0.31523927955982495 0.19048514029504074
0.3532127519682828 0.19074246208281825
0.2921763288552299 0.15467083376325463
0.29761684700909663 0.17838141991459622
0.34876710139233363 0.1918704795048886
0.3274853630973139 0.19303345225989704
0.3445633549567437 0.1294840314641399
0.3761159470933709 0.15750045976778956
0.31458526509713813 0.1897210951407972
0.3766159877075729 0.16261558833775036
0.37108008762065664 0.1465909393993461
0.36896557430185456 0.14391100378627494
0.32276811249761567 0.19199708592230852
0.3667824942846385 0.14183785321114936
0.3161216629398002 0.1897963658151434
0.29769448583910424 0.17661346096682531
0.37313951231818526 0.15173614411152603
0.2931835799658771 0.16583019649462102
0.2965583578334262 0.17425512612297112
0.2958967288729644 0.17243007348635483
0.36228772793362185 0.18420434351164794
0.37418134996960495 0.1554811365208036
0.36058522562931905 0.18521508729937908
0.3127754048303822 0.18724188208367143
