
0it [00:00, ?it/s]
1it [00:29, 29.39s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-203.99+/-0.18 dlogz:inf>0.1]
6it [00:29,  3.64s/it, bound:0 nc:  3 ncall:4.2e+02 eff:1.4% logz=-104.49+/-0.16 dlogz:158.316>0.1]
14it [00:29,  1.23s/it, bound:0 nc:  8 ncall:4.5e+02 eff:3.1% logz=-83.94+/-0.17 dlogz:139.160>0.1]
17it [00:30,  1.07it/s, bound:0 nc:  4 ncall:4.7e+02 eff:3.6% logz=-71.05+/-0.17 dlogz:125.550>0.1]
20it [00:30,  1.39it/s, bound:0 nc:  4 ncall:4.8e+02 eff:4.1% logz=-66.11+/-0.18 dlogz:122.639>0.1]
22it [00:30,  1.66it/s, bound:0 nc: 15 ncall:5.0e+02 eff:4.4% logz=-56.23+/-0.17 dlogz:110.822>0.1]
29it [00:31,  3.15it/s, bound:0 nc:  9 ncall:5.3e+02 eff:5.5% logz=-36.02+/-0.16 dlogz:89.773>0.1] 
33it [00:31,  4.13it/s, bound:0 nc:  3 ncall:5.4e+02 eff:6.1% logz=-32.27+/-0.16 dlogz:85.642>0.1]
38it [00:31,  5.56it/s, bound:0 nc:  2 ncall:5.6e+02 eff:6.8% logz=-30.55+/-0.14 dlogz:83.714>0.1]
43it [00:32,  6.98it/s, bound:0 nc:  7 ncall:5.9e+02 eff:7.3% logz=-26.91+/-0.16 dlogz:80.579>0.1]
46it [00:32,  7.20it/s, bound:0 nc: 15 ncall:6.1e+02 eff:7.5% logz=-24.98+/-0.15 dlogz:78.553>0.1]
48it [00:32,  6.41it/s, bound:0 nc: 15 ncall:6.3e+02 eff:7.6% logz=-23.55+/-0.15 dlogz:76.981>0.1]
51it [00:33,  7.14it/s, bound:0 nc:  8 ncall:6.5e+02 eff:7.9% logz=-21.44+/-0.15 dlogz:74.895>0.1]
54it [00:33,  7.86it/s, bound:0 nc: 12 ncall:6.7e+02 eff:8.1% logz=-19.44+/-0.16 dlogz:72.986>0.1]
58it [00:33,  9.83it/s, bound:0 nc:  2 ncall:6.8e+02 eff:8.5% logz=-16.28+/-0.15 dlogz:69.553>0.1]
63it [00:33, 12.11it/s, bound:0 nc:  6 ncall:7.0e+02 eff:8.9% logz=-14.65+/-0.14 dlogz:67.680>0.1]
67it [00:34, 12.46it/s, bound:0 nc: 14 ncall:7.3e+02 eff:9.2% logz=-13.68+/-0.14 dlogz:66.796>0.1]
70it [00:34, 13.92it/s, bound:0 nc:  3 ncall:7.4e+02 eff:9.4% logz=-12.66+/-0.14 dlogz:65.808>0.1]
74it [00:34, 12.49it/s, bound:0 nc: 18 ncall:7.7e+02 eff:9.6% logz=-11.37+/-0.14 dlogz:64.409>0.1]
76it [00:35,  9.90it/s, bound:0 nc:  3 ncall:7.9e+02 eff:9.7% logz=-10.86+/-0.14 dlogz:63.887>0.1]
78it [00:35,  7.61it/s, bound:0 nc: 13 ncall:8.1e+02 eff:9.7% logz=-10.33+/-0.14 dlogz:63.352>0.1]
79it [00:35,  7.48it/s, bound:1 nc:  3 ncall:8.1e+02 eff:9.7% logz=-10.00+/-0.14 dlogz:63.088>0.1]
84it [00:56,  2.03s/it, bound:1 nc:177 ncall:1.0e+03 eff:8.4% logz=-8.68+/-0.14 dlogz:61.608>0.1] 
91it [00:56,  1.04s/it, bound:4 nc:183 ncall:2.0e+03 eff:4.6% logz=-7.35+/-0.14 dlogz:60.328>0.1]
101it [00:56,  1.90it/s, bound:8 nc:113 ncall:3.1e+03 eff:3.2% logz=-5.24+/-0.13 dlogz:58.079>0.1]
106it [01:09,  1.09s/it, bound:10 nc:101 ncall:3.7e+03 eff:2.8% logz=-4.60+/-0.13 dlogz:57.438>0.1]
112it [01:09,  1.32it/s, bound:12 nc:101 ncall:4.4e+03 eff:2.6% logz=-3.84+/-0.13 dlogz:56.608>0.1]
123it [01:20,  1.32it/s, bound:15 nc:101 ncall:5.5e+03 eff:2.2% logz=-3.17+/-0.12 dlogz:55.863>0.1]
124it [01:32,  1.29s/it, bound:16 nc:101 ncall:5.6e+03 eff:2.2% logz=-3.13+/-0.12 dlogz:55.815>0.1]
125it [01:32,  1.23s/it, bound:16 nc:  1 ncall:5.8e+03 eff:3.3% logz=1.54+/-0.13 dlogz:50.918>0.1] 
129it [01:33,  1.03it/s, bound:18 nc:175 ncall:6.3e+03 eff:2.0% logz=-2.94+/-0.12 dlogz:55.606>0.1]
135it [01:33,  1.52it/s, bound:21 nc:101 ncall:7.1e+03 eff:1.9% logz=-2.75+/-0.11 dlogz:55.399>0.1]
144it [01:46,  1.02s/it, bound:24 nc:101 ncall:8.1e+03 eff:1.8% logz=-2.53+/-0.11 dlogz:55.148>0.1]
164it [02:01,  1.18it/s, bound:31 nc:101 ncall:1.0e+04 eff:1.6% logz=-1.75+/-0.11 dlogz:54.350>0.1]
180it [02:01,  1.94it/s, bound:37 nc:  1 ncall:1.2e+04 eff:4.0% logz=26.00+/-0.14 dlogz:26.217>0.1]
182it [02:20,  1.94it/s, bound:37 nc:101 ncall:1.2e+04 eff:1.5% logz=0.13+/-0.12 dlogz:53.580>0.1] 
