mu sigma
0.9587986280594131 0.7137028051993575
0.981249744930715 0.7060128758789787
1.179367591717559 0.6378444566235553
0.9654795810814322 0.6431218825758421
1.5330602812477383 0.451887567794532
1.074341477544968 0.4519969506297047
1.1637044857109426 0.6110834658522766
1.0564876794301594 0.6175394012879396
1.0959688331583415 0.4565538154249654
1.5667521648833183 0.39200526026531396
1.232920748719815 0.3324055878920621
1.101884872263566 0.4815809641349305
1.1236527515858485 0.4557056788720495
1.4765805376472922 0.1848022389517939
1.5389748643060375 0.20539504935238476
1.1305813358393388 0.5491044318580623
1.1350789694201393 0.4444171262597985
1.3869972157581771 0.5017448502491573
1.1671694770079366 0.40875437360993144
1.3047724997756247 0.5288927346962293
1.5295337252939207 0.4165279663530907
1.2478119480354106 0.5379736900977293
1.5349161580721753 0.4096814030115183
1.5310601972308246 0.20334770070350372
1.2068360747097806 0.3707560686992665
1.3134135007466998 0.5191075793379525
1.378898645221457 0.49678686749176637
1.1468888457015156 0.455536068211808
1.3490477450206293 0.2343837916753524
1.2957821130566467 0.5179787166675458
1.1925109347876965 0.5191227550307882
1.1520715297609656 0.4725212834174705
1.5089896477306088 0.4201370397027288
1.1553734918819596 0.4966577992956747
1.1827457438901656 0.5087704771388198
1.2515619373990665 0.33430909113199453
1.2743430073059065 0.5089515422239344
1.3078832295925824 0.5030137933284335
1.5463750951563204 0.3804275720872371
1.2335824325872045 0.5106005763412375
1.345175962611 0.49251273607691565
1.5560868031362465 0.36637965852785787
1.250201169839123 0.5052630208179497
1.20782659715648 0.4973053300044836
1.2985981447700787 0.4972007827239461
1.495227949872941 0.41762505919093273
1.251534977952356 0.49621418196389794
1.5543200638366277 0.3598879600597606
1.2672419354607651 0.49048210974488243
1.4135207598537982 0.4555456242150292
1.5547212033269542 0.3524295732588866
1.4426799871627531 0.44023468608599114
1.4586948338205517 0.43190799972011334
1.2718627091062262 0.4813616291978516
1.303090174400939 0.47951868061822334
1.213867661332412 0.45273432786185863
1.3507841753462544 0.47002557696145186
1.2165546064554649 0.4245235351021997
1.4818996459012381 0.41261937554238987
1.517705377246509 0.2094517053492394
1.495709052427949 0.20079884131601955
1.2304050463658043 0.45299387713087486
1.5186566974945115 0.38264159445626467
1.2513076161854342 0.367121253963703
1.5223206685620778 0.3779329462514701
1.2335787503828772 0.41099672720134617
1.2894375761422077 0.4656586265250937
1.2484221847990107 0.45501795382546095
1.2870971510353624 0.46542214921829944
1.5627542020155336 0.31848146216917933
1.252107446197116 0.37343166561925695
1.5662181015428431 0.30116178447970415
1.2388091559652925 0.4346775923816621
1.4994883217144617 0.39308930964204036
1.2431532654996196 0.4392325008393819
1.2710664734197583 0.3446659277327648
1.2485284576402407 0.3846953379066593
1.53929925103502 0.3550153556712415
1.338425770353596 0.2638467271948882
1.3667448096367325 0.45068022106308925
1.2688560745828168 0.45246800364962814
1.5648562722748913 0.2968073064218094
1.2807806286299592 0.333853848569083
1.5533137937635577 0.3315148194741618
1.3123048327191071 0.4568978641081836
1.2940387732595782 0.45503170083977484
1.5295515646612197 0.36202715249509815
1.5560516986184862 0.2536121554784689
1.4680471379384463 0.4085928177196861
1.2504582244818896 0.3980141209237321
1.4606412470541308 0.41187188312974005
1.251260908300191 0.4022265668365063
1.2961483429407998 0.45075001442058155
1.2653967195227391 0.438752035477064
1.4617108254413238 0.40961673418989636
1.2527494816705247 0.4131800306918158
1.2584563342715733 0.3823974652469539
1.254460953381198 0.4199995059007455
1.5526636704629841 0.2503065802446406
1.2803425992797242 0.34175124753683533
1.2550902400739825 0.40187830683005876
1.3486590242797585 0.4457175393847993
1.4146218842554523 0.42872594509630424
1.278280992050918 0.43972766096558963
1.5378571497375915 0.3461773558998562
1.4897017360863067 0.3897456087200627
1.3133874545949291 0.44160230317030297
1.3952107827941123 0.43057426888198475
1.3033162228443178 0.3148854321165587
1.3081803416384146 0.44000544375829986
1.3174060973335608 0.4408440844773076
1.2752588346864724 0.42438550816108395
1.307992870344798 0.4386414307582304
1.3978748275301003 0.22192943441293497
1.4782178360862819 0.39316858277599614
1.3443627383066872 0.4380549862061757
1.2889697718021806 0.4312927674546258
1.5006106416036187 0.37678749139048434
1.3820983658174035 0.4313855488095338
1.3549140239377313 0.4363115126204156
1.4126789684990877 0.422281198111138
1.4615266392782613 0.20367778971803466
1.3207997521896373 0.2948032164340917
1.542593773758195 0.2430108390290107
1.5519731795532936 0.30908144952929667
1.3490505924355676 0.4346618720620646
1.5377701103496246 0.33688525194239494
1.469804685532785 0.39514725511471316
1.2729231861480288 0.3992851424652178
1.5423319914492208 0.24334887845887657
1.3477267779616895 0.4341724974936395
1.2786497308270968 0.4129115995863711
1.4735670706422805 0.2051789218347227
1.2796653763932422 0.4112928572002958
1.2821396765734399 0.41481714180023294
1.5541032387028322 0.2768012656358865
1.5530785710510195 0.29882816794298855
1.3449586598996128 0.4321578314225941
1.2793486314105924 0.4081959201723702
1.2804532447611983 0.3685510164346229
1.2834243841264024 0.40748140972442987
1.5386490605705883 0.2414046474549778
1.5312730145039706 0.23299763883281902
1.3235532103623409 0.2964765311678966
1.315014869327853 0.3082172443188883
1.4323752353377712 0.40841151431804174
1.2898047317531818 0.35339317849053953
1.4151166435775502 0.21665054018028712
1.4599460446735342 0.3949273948204998
1.2896404530685566 0.40846540689748284
1.3749663052566494 0.4228447665242926
1.5394310727472686 0.2452141217494516
1.3867506352516465 0.2340087657587709
1.4145755533382993 0.4119727975983424
1.4016783997729254 0.415797142850761
1.2865032948752035 0.3780534707831923
1.3549349722223112 0.4235814122044614
1.3080770658233705 0.41638048462182475
1.4325353188151573 0.4045164988687583
1.396531941767394 0.4158877592569974
1.2928485148306006 0.35828730728119024
1.5489858467714983 0.2910517726052159
1.3134761355412823 0.31709738287012434
1.447178930548866 0.3973785526196267
1.3932333874872869 0.23055011151388266
1.3885873628169887 0.4166561376086321
1.2984879213983238 0.4060548806589841
1.2895030362690318 0.38140485372471816
1.3485483439442 0.4211996951821461
1.4079128149727649 0.4115568994902761
1.3920704394267944 0.4151652995587462
1.2929018967014585 0.39138362036711766
1.5466214672657577 0.2972548895793428
1.335488803296214 0.4179950184079109
1.4973489299510945 0.3654317490949092
1.3374891262189799 0.4175936364738308
1.46908830126363 0.38367509194915955
1.520281145638784 0.3437506659290966
1.4750436238329825 0.2097434977003259
1.484674007014935 0.37283055824352596
1.5009995548917208 0.36055290757309016
1.344453304649647 0.41517905816655176
1.3212402850006155 0.3110938244817315
1.4212424498912761 0.40291099478008535
1.3034168097590726 0.3968963829826367
1.319725867999575 0.40917553958512176
1.306202892986867 0.400061808837574
1.3263837147509772 0.4111912412640122
1.463057230242859 0.20952053260994852
1.3928527048590407 0.4097953872727588
1.536808413006729 0.31676914330218214
1.2986523916301806 0.3788195356428027
1.5371220680021551 0.3155514960385633
1.5394793306597077 0.3101471004844205
1.5434812412299692 0.2976653182715676
1.311022860649365 0.3996422415209364
1.317587799502184 0.4042520468538874
1.5442052344164439 0.2895702846087988
1.3250101667425893 0.40478153722624155
1.50148359933636 0.35635306559639773
1.3677121047460223 0.4100949021172309
1.343248181752375 0.40940216661303963
1.4522253996931966 0.3870545842964757
1.536021388460712 0.3137651962633097
1.4270209541624654 0.21705655136025798
1.4600126123042854 0.38252066291941234
1.4969978360290002 0.3588004940976571
1.3813065089546503 0.40723342192923107
