mu1 sigma1 mu2 sigma2 alpha mu3 sigma3 beta
1.3163708741887068 0.07233175206434837 1.6227475249344794 0.9605064044723162 0.7113072277554725 2.0339869085275013 1.008483438592939 0.06563833220881256
1.2849440105459426 0.12582249809976886 1.3470051912761485 0.16224447506660747 0.19105825557617992 1.4268075761999994 0.8234445192245738 0.6067659581628942
1.3006853231612983 0.04603384607103128 1.7954609405465323 0.09956027504507278 0.6457413115425359 1.8875556230184738 0.4428105507478659 0.07865531271658598
1.0018966365427153 0.7805392625946757 1.2919102105956115 0.09932422220905045 0.4062793471019189 2.060044042744839 0.8841938567771458 0.5495305712879848
1.2731932000598676 0.42465810110084434 1.3047873166556467 0.05465111681646716 0.2855805094697792 2.5275498214503536 1.5875826785802096 0.6069245304378792
1.2894309048267698 0.042805264758797396 1.5387869699508707 0.22498745204688905 0.7193969885612522 1.9461377269416293 1.0427986819809651 0.15587876778169069
1.1096260589023583 0.7911610294099869 1.3100640251591453 0.08146010083631937 0.04978290983898936 1.5228718922107451 0.9457282747504622 0.7492853391345152
1.2949859204781773 0.054907112313164634 1.4232880659460876 0.20040732405391187 0.6261844950048351 2.4068009053336477 0.5864705469375219 0.27984910775223026
1.3534906472757748 0.13440177827651 1.5513898620505535 0.27589376779931996 0.4895945894854217 1.934552334568349 0.11026075258708294 0.4473565205943961
1.306634584355288 0.07003032708623809 1.739041227954038 0.5042280683978242 0.511591876124842 2.1123403003196577 0.8357404943193529 0.4823407739100557
0.9483090540266251 0.6696263224131864 1.2895190863743526 0.04432188761344792 0.3261164929991089 1.387545578555848 0.552146231298791 0.45956850592767096
1.1748299141430691 0.7065502217414582 1.3154697165362423 0.09110947629165593 0.3013819784095167 2.3070944215690026 1.6062783916830623 0.6388799387535554
1.2840456635167516 0.10066610214642528 1.729645932172014 0.14537858684875646 0.626092469368682 1.9075916530497667 0.6683674001288493 0.06698171457647877
1.294325248992105 0.27459189000136847 1.3474807132392768 0.07647946530138101 0.360505951721197 1.7592986252138338 0.24298049745761022 0.5036933250386
0.9768554807605151 0.5956726426427618 1.2754003503701932 0.09001833251340256 0.17956750887464537 1.426756988662011 0.7170582820328525 0.6080349113078674
1.2811591750404092 0.07453927005300713 1.4568288848419615 0.46956664799267883 0.37646199803193053 2.0045020265749414 0.3979036280990122 0.5563658861497953
1.3023938376129276 0.07795984411548657 1.5099028849033154 0.3025291008769672 0.5085034301825186 1.9554740939331041 0.18982044296722383 0.14559645988619385
0.9721896942859987 1.7533872965570105 1.3231765329586025 0.073848225625407 0.08876663207967875 1.7355053002786018 0.161919713326196 0.8336690197563246
1.125594033795619 0.6015854880211838 1.2662069773689508 0.04407226979479119 0.48965890467724565 1.3971607926863787 0.6820778544623385 0.4784940355567925
1.2498833893547654 0.5277182386994574 1.2679301336131108 0.08591912275919619 0.20165091161171772 1.2992317956879007 0.3685490751004328 0.4218201669299011
1.070153772759186 0.9733060651468137 1.3097591655699454 0.05466174086531197 0.14131351645124307 1.5873599697920655 0.4460899405930747 0.6438071644367974
1.2661033154270525 0.10340740386895898 1.3160818937112337 0.07124644133761378 0.3065134609609109 1.4711315944376961 0.4262867909219054 0.5036005392766759
0.9228400475335442 0.6429816861217896 1.3212094518363424 0.0715880875645521 0.21026464239890078 1.4440327687995675 0.29925887701262294 0.5940081420471978
1.0441809988042854 0.7305598472005527 1.2816838776727963 0.026685543544112844 0.25600106491726926 1.5819843900296768 0.26403754627932013 0.48972659759583925
1.218492454364298 0.3831093054503786 1.2998985132345955 0.07485754470759007 0.16769656054129906 1.3384125617700695 0.7597873493229922 0.5909753865165169
1.2692627892551602 0.021669442591221708 1.428708170769249 0.31141921535712613 0.6103599593708344 1.9274121400097193 0.30108951266947837 0.3087881601622415
0.9318044323587932 0.509328423170244 1.2847132005318629 0.06971660452028147 0.14744456001749398 1.4899668487597775 0.6198286530043924 0.6250158622102046
1.2495622909377573 0.08886818692496405 1.5843955857474958 0.3218476577706002 0.634844047451623 1.906800863378264 0.6317113953172436 0.19069510802402934
1.2500293653483348 0.08140088442846459 1.5378166400457207 0.40567925344081157 0.5168531841276197 2.3724951857337575 1.7779697595818136 0.39256589613171455
1.2205199247741387 0.089346464220346 1.6178219274692798 0.23581517764094262 0.4747574438720005 1.86548096327041 0.1990255333260552 0.40648609099264416
1.2435923240884876 0.07477646637233866 1.3353189482447312 0.48054203746691754 0.6341904950461565 1.5555172373895387 0.29385668529046727 0.28118980651567343
1.2407212936641356 1.3315199676085552 1.3050469994132317 0.0671655077163339 0.1556922088503765 1.4346857822807757 0.37553293633023366 0.6426765821410261
1.3024876873138118 0.09316740049626475 1.4191971699205035 0.6266743777239357 0.654895375809194 2.779010487203521 1.2861014562712212 0.32760745485617254
1.2737659762415694 0.056362370752439855 1.3081258179342896 0.35238002934754203 0.508725767868463 2.344115304854595 0.7869469610757573 0.4590960289951922
