
0it [00:00, ?it/s]
1it [00:42, 42.90s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-403.81+/-0.18 dlogz:inf>0.1]
7it [00:43,  4.50s/it, bound:0 nc:  4 ncall:4.1e+02 eff:1.7% logz=-349.17+/-0.18 dlogz:429.232>0.1]
12it [00:43,  2.20s/it, bound:0 nc:  2 ncall:4.3e+02 eff:2.8% logz=-305.79+/-0.18 dlogz:374.811>0.1]
16it [00:43,  1.40s/it, bound:0 nc:  6 ncall:4.4e+02 eff:3.6% logz=-298.28+/-0.17 dlogz:366.289>0.1]
20it [00:43,  1.08it/s, bound:0 nc:  3 ncall:4.5e+02 eff:4.4% logz=-279.61+/-0.17 dlogz:347.442>0.1]
24it [00:43,  1.59it/s, bound:0 nc:  1 ncall:4.6e+02 eff:5.2% logz=-256.09+/-0.17 dlogz:324.424>0.1]
30it [00:43,  2.65it/s, bound:0 nc:  1 ncall:4.7e+02 eff:6.4% logz=-235.97+/-0.17 dlogz:303.435>0.1]
34it [00:43,  3.58it/s, bound:0 nc:  3 ncall:4.8e+02 eff:7.1% logz=-230.63+/-0.17 dlogz:298.482>0.1]
39it [00:44,  5.17it/s, bound:0 nc:  2 ncall:4.9e+02 eff:7.9% logz=-207.00+/-0.18 dlogz:276.008>0.1]
44it [00:44,  7.22it/s, bound:0 nc:  2 ncall:5.0e+02 eff:8.8% logz=-196.87+/-0.18 dlogz:265.665>0.1]
48it [00:44,  8.83it/s, bound:0 nc:  1 ncall:5.2e+02 eff:9.3% logz=-181.12+/-0.18 dlogz:251.204>0.1]
52it [00:44, 11.09it/s, bound:0 nc:  1 ncall:5.3e+02 eff:9.9% logz=-175.02+/-0.17 dlogz:242.716>0.1]
57it [00:44, 14.65it/s, bound:0 nc:  3 ncall:5.4e+02 eff:10.6% logz=-169.49+/-0.16 dlogz:236.237>0.1]
61it [00:44, 17.38it/s, bound:0 nc:  5 ncall:5.5e+02 eff:11.2% logz=-163.84+/-0.17 dlogz:231.425>0.1]
67it [00:44, 20.48it/s, bound:0 nc:  6 ncall:5.6e+02 eff:11.9% logz=-155.84+/-0.16 dlogz:222.807>0.1]
71it [00:45, 15.74it/s, bound:0 nc: 14 ncall:6.0e+02 eff:11.9% logz=-152.52+/-0.16 dlogz:219.957>0.1]
74it [00:45, 15.90it/s, bound:0 nc:  5 ncall:6.1e+02 eff:12.1% logz=-149.31+/-0.16 dlogz:216.429>0.1]
77it [00:45, 15.99it/s, bound:0 nc:  8 ncall:6.3e+02 eff:12.3% logz=-140.34+/-0.17 dlogz:208.580>0.1]
80it [00:45, 14.95it/s, bound:0 nc: 11 ncall:6.5e+02 eff:12.4% logz=-137.66+/-0.16 dlogz:204.411>0.1]
82it [00:46, 15.42it/s, bound:0 nc:  4 ncall:6.6e+02 eff:12.4% logz=-136.37+/-0.16 dlogz:203.221>0.1]
85it [00:46, 17.09it/s, bound:0 nc:  3 ncall:6.7e+02 eff:12.7% logz=-131.34+/-0.18 dlogz:200.157>0.1]
87it [00:46, 16.61it/s, bound:0 nc:  3 ncall:6.8e+02 eff:12.8% logz=-128.49+/-0.17 dlogz:195.720>0.1]
89it [00:46, 16.76it/s, bound:0 nc:  5 ncall:6.9e+02 eff:12.9% logz=-125.03+/-0.17 dlogz:193.274>0.1]
92it [00:46, 16.69it/s, bound:0 nc:  7 ncall:7.0e+02 eff:13.1% logz=-123.07+/-0.16 dlogz:189.674>0.1]
99it [00:46, 26.72it/s, bound:0 nc:  5 ncall:7.2e+02 eff:13.8% logz=-117.81+/-0.16 dlogz:184.879>0.1]
102it [00:46, 26.29it/s, bound:0 nc:  3 ncall:7.2e+02 eff:14.1% logz=-114.99+/-0.16 dlogz:182.080>0.1]
105it [00:46, 25.94it/s, bound:0 nc:  2 ncall:7.3e+02 eff:14.3% logz=-110.32+/-0.17 dlogz:177.711>0.1]
109it [00:47, 27.78it/s, bound:0 nc:  1 ncall:7.4e+02 eff:14.7% logz=-105.23+/-0.17 dlogz:173.263>0.1]
112it [00:47, 27.08it/s, bound:0 nc:  2 ncall:7.6e+02 eff:14.8% logz=-100.79+/-0.17 dlogz:168.272>0.1]
115it [00:47, 26.26it/s, bound:0 nc:  4 ncall:7.6e+02 eff:15.0% logz=-98.02+/-0.16 dlogz:164.897>0.1] 
118it [00:47, 20.16it/s, bound:0 nc:  4 ncall:7.8e+02 eff:15.1% logz=-94.92+/-0.16 dlogz:161.926>0.1]
121it [00:47, 21.51it/s, bound:0 nc:  2 ncall:7.9e+02 eff:15.3% logz=-93.47+/-0.15 dlogz:159.999>0.1]
124it [00:47, 22.23it/s, bound:0 nc:  3 ncall:8.0e+02 eff:15.4% logz=-92.07+/-0.15 dlogz:158.594>0.1]
127it [00:48, 18.14it/s, bound:0 nc: 11 ncall:8.2e+02 eff:15.5% logz=-90.49+/-0.15 dlogz:157.084>0.1]
130it [00:48, 17.40it/s, bound:0 nc:  7 ncall:8.4e+02 eff:15.5% logz=-89.14+/-0.15 dlogz:155.645>0.1]
133it [00:48, 19.28it/s, bound:0 nc:  7 ncall:8.5e+02 eff:15.7% logz=-86.84+/-0.16 dlogz:153.967>0.1]
137it [00:48, 22.83it/s, bound:0 nc:  4 ncall:8.6e+02 eff:16.0% logz=-84.16+/-0.16 dlogz:151.081>0.1]
140it [00:48, 20.57it/s, bound:0 nc:  7 ncall:8.7e+02 eff:16.0% logz=-82.38+/-0.16 dlogz:148.920>0.1]
143it [00:48, 17.40it/s, bound:0 nc:  4 ncall:8.9e+02 eff:16.0% logz=-79.95+/-0.16 dlogz:146.810>0.1]
145it [00:49, 17.32it/s, bound:0 nc:  9 ncall:9.0e+02 eff:16.0% logz=-78.09+/-0.16 dlogz:145.101>0.1]
147it [00:49, 15.16it/s, bound:0 nc: 10 ncall:9.2e+02 eff:16.0% logz=-76.46+/-0.16 dlogz:143.123>0.1]
149it [00:49, 12.48it/s, bound:0 nc: 14 ncall:9.4e+02 eff:15.9% logz=-75.03+/-0.16 dlogz:142.013>0.1]
153it [00:49, 16.81it/s, bound:0 nc:  7 ncall:9.5e+02 eff:16.1% logz=-69.82+/-0.17 dlogz:136.679>0.1]
156it [00:49, 18.85it/s, bound:0 nc:  6 ncall:9.6e+02 eff:16.3% logz=-66.94+/-0.16 dlogz:133.832>0.1]
