
0it [00:00, ?it/s]
1it [00:11, 11.25s/it, bound:0 nc:  1 ncall:4.0e+02 eff:0.2% logz=-13496.99+/-0.18 dlogz:inf>0.1]
11it [00:11,  1.34it/s, bound:0 nc:  1 ncall:4.1e+02 eff:2.7% logz=-3270.01+/-0.18 dlogz:3525.322>0.1]
25it [00:11,  3.75it/s, bound:0 nc:  1 ncall:4.3e+02 eff:5.9% logz=-1160.29+/-0.18 dlogz:1230.026>0.1]
38it [00:11,  6.76it/s, bound:0 nc:  1 ncall:4.4e+02 eff:8.6% logz=-646.37+/-0.18 dlogz:706.133>0.1]  
52it [00:11, 11.03it/s, bound:0 nc:  1 ncall:4.6e+02 eff:11.4% logz=-421.77+/-0.17 dlogz:478.170>0.1]
67it [00:11, 16.89it/s, bound:0 nc:  1 ncall:4.7e+02 eff:14.2% logz=-300.17+/-0.18 dlogz:358.992>0.1]
79it [00:12, 22.96it/s, bound:0 nc:  1 ncall:4.8e+02 eff:16.3% logz=-219.18+/-0.19 dlogz:285.819>0.1]
90it [00:12, 28.77it/s, bound:0 nc:  1 ncall:5.0e+02 eff:18.0% logz=-188.67+/-0.17 dlogz:244.954>0.1]
100it [00:12, 34.18it/s, bound:0 nc:  1 ncall:5.1e+02 eff:19.6% logz=-136.77+/-0.17 dlogz:192.863>0.1]
112it [00:12, 44.21it/s, bound:0 nc:  2 ncall:5.2e+02 eff:21.3% logz=-108.09+/-0.18 dlogz:165.781>0.1]
122it [00:12, 48.59it/s, bound:0 nc:  1 ncall:5.4e+02 eff:22.6% logz=-100.52+/-0.16 dlogz:156.421>0.1]
131it [00:12, 52.18it/s, bound:0 nc:  1 ncall:5.6e+02 eff:23.6% logz=-90.81+/-0.16 dlogz:146.398>0.1] 
140it [00:12, 54.10it/s, bound:0 nc:  2 ncall:5.7e+02 eff:24.6% logz=-80.88+/-0.16 dlogz:136.603>0.1]
149it [00:12, 56.37it/s, bound:0 nc:  1 ncall:5.8e+02 eff:25.6% logz=-74.35+/-0.15 dlogz:129.462>0.1]
