turn_on_pow,58.61017694397603
turn_on_pow_fix,57.68169669002094
turn_on_pow_G,56.593368934584966
pow,56.133104204440805
2G,56.03257265929948
turn_on_pow_G_fixed_max,54.77620142344064
G,53.931753981227864
2G_fixed_max,53.93268545007623
sst,53.727280095839504
G_fixed_max,53.6116817404073
2G_fixed_min,52.60226344810643
2G_fixed_max_min,52.26229709443768
logu,50.99279714206889
3G_fixed_max_min,51.03680427835456
lognorm,47.29510941637079
gamma,45.92950092649816
U,45.4488771768052
G_fixed_max_min,41.547768057476574
