mu1 sigma1 mu2 sigma2 alpha mlo
1.1765499816076135 0.1125018070887147 1.650655840602285 0.6001005321148477 0.25600336722932454 1.1397895056360159
1.283608499831765 0.09814489355102009 2.7000811089617605 1.2210856517884974 0.6057802055157939 1.02442045351314
1.1054708338984727 0.6302352264587138 1.772875971430019 1.5962779007231735 0.9715035495518084 1.0674341738996427
1.3529044130572443 0.14622726058732155 2.525168554688562 1.7565160171192766 0.7782132196101984 1.1436758384766634
1.3640786928674273 0.24723028319020496 1.5236565265916249 1.702612532616998 0.9862790537908466 1.1952304094464252
1.3941660255365527 0.23181310226969323 2.1067705805974075 0.05724787539211647 0.8970663153012081 0.9198379930111146
1.1760899619696938 0.19391413548077274 1.5200295627486446 0.9721393460662321 0.6469503196056396 1.0419257673145783
1.1756038289991109 0.15536956604367416 1.306393456429777 0.29292129358333324 0.8157794764727629 1.1730991518912857
1.168728950991368 0.2274128979642643 1.7834956621328755 1.820974591122607 0.7257166926238836 1.0740696540275285
1.396161671965369 0.2616409776383464 1.4531082835833673 0.6782551593000772 0.8511827022604644 1.1653237540887535
1.1170378534756946 0.4085588902898923 2.0156393987625627 1.9501432602938888 0.950694912659344 0.9978916833675368
1.3352082861499577 0.3109715731092354 1.7694416820928958 1.4750804061812046 0.9359702497562651 0.9894928529741975
1.2434480034522766 0.4957474143888479 2.4959206861508734 0.3542931262220464 0.9935072907125241 1.0739956643141126
1.1862779628479974 0.21081065018909764 1.3726266316022495 0.5900480375285517 0.39958071790825717 1.024105610052902
1.1371368973695213 0.4628848205872626 1.80802373978435 1.0617640596996951 0.8814360441169761 1.0479888504419395
1.3696833977937288 0.22997715124287615 1.690579009884746 1.108223327630037 0.8701144473416899 1.1448556922104534
1.2963968849307113 0.16926430385520375 1.818554872533774 0.5979618419772175 0.6709421135748954 0.9969493213083387
1.2244296340787937 0.12023592879697677 1.545113658655271 1.4809915996156284 0.8052409205008731 1.1325629769278354
1.0668154451088745 0.40364419780817923 1.9446016906022123 1.6147619676268703 0.8198063241807805 1.0615586449371373
1.1886752468534092 0.19998848453781828 1.390176772105275 0.8769535736408883 0.6903261835786667 1.0522661494765988
1.1675773518723847 0.2417341998629029 2.746111324742035 1.4624623187839887 0.7311027001398838 1.1387630258927233
1.0969700472625208 0.3065899432513762 1.6808961114317653 1.3147620574073824 0.7115424828812168 1.0920242415819033
1.0310947672260036 0.5502822134487132 1.2145694306274128 0.2903964561163838 0.7628909140281358 1.0137218736892213
1.2273079761908712 0.40637648294153733 1.4262114586258003 0.15075658643755913 0.705354722903761 1.0059696322070404
