
0it [00:00, ?it/s]
1it [02:18, 138.03s/it, bound:0 nc:  6 ncall:4.1e+02 eff:0.2% logz=-1026.60+/-0.18 dlogz:inf>0.1]
5it [02:18, 20.71s/it, bound:0 nc: 27 ncall:4.4e+02 eff:1.1% logz=-237.86+/-0.18 dlogz:337.060>0.1]
7it [02:19, 12.94s/it, bound:0 nc:  3 ncall:4.6e+02 eff:1.5% logz=-131.70+/-0.18 dlogz:194.673>0.1]
10it [02:19,  7.17s/it, bound:0 nc: 23 ncall:5.0e+02 eff:2.0% logz=-116.61+/-0.18 dlogz:184.494>0.1]
12it [02:19,  5.06s/it, bound:0 nc:  8 ncall:5.1e+02 eff:2.3% logz=-97.93+/-0.18 dlogz:164.348>0.1] 
14it [02:19,  3.57s/it, bound:0 nc: 16 ncall:5.3e+02 eff:2.6% logz=-86.55+/-0.17 dlogz:147.932>0.1]
16it [02:19,  2.53s/it, bound:0 nc: 10 ncall:5.5e+02 eff:2.9% logz=-81.88+/-0.18 dlogz:144.935>0.1]
18it [02:20,  1.81s/it, bound:0 nc:  8 ncall:5.7e+02 eff:3.2% logz=-72.31+/-0.18 dlogz:136.101>0.1]
21it [02:20,  1.15s/it, bound:0 nc:  5 ncall:5.8e+02 eff:3.6% logz=-65.87+/-0.18 dlogz:128.081>0.1]
24it [02:20,  1.27it/s, bound:0 nc:  4 ncall:6.0e+02 eff:4.0% logz=-57.65+/-0.17 dlogz:119.197>0.1]
26it [02:21,  1.40it/s, bound:0 nc: 23 ncall:6.4e+02 eff:4.1% logz=-55.24+/-0.17 dlogz:116.439>0.1]
28it [02:22,  1.72it/s, bound:0 nc:  9 ncall:6.7e+02 eff:4.2% logz=-53.64+/-0.16 dlogz:114.019>0.1]
30it [02:22,  2.04it/s, bound:0 nc: 12 ncall:6.8e+02 eff:4.4% logz=-51.19+/-0.17 dlogz:112.407>0.1]
31it [02:23,  1.91it/s, bound:0 nc: 20 ncall:7.0e+02 eff:4.4% logz=-50.31+/-0.16 dlogz:110.928>0.1]
36it [02:24,  2.99it/s, bound:0 nc:  4 ncall:7.2e+02 eff:5.0% logz=-42.37+/-0.16 dlogz:103.188>0.1]
37it [02:25,  2.60it/s, bound:0 nc: 30 ncall:7.5e+02 eff:4.9% logz=-41.46+/-0.16 dlogz:102.097>0.1]
38it [02:25,  2.47it/s, bound:0 nc: 22 ncall:7.8e+02 eff:4.9% logz=-39.36+/-0.17 dlogz:101.187>0.1]
40it [02:26,  2.54it/s, bound:0 nc:  5 ncall:7.8e+02 eff:5.1% logz=-34.50+/-0.17 dlogz:95.541>0.1] 
41it [02:27,  1.95it/s, bound:0 nc: 33 ncall:8.2e+02 eff:5.0% logz=-33.75+/-0.16 dlogz:94.218>0.1]
42it [03:01,  7.58s/it, bound:1 nc:104 ncall:9.2e+02 eff:4.6% logz=-32.91+/-0.16 dlogz:93.468>0.1]
47it [03:02,  3.07s/it, bound:2 nc:  1 ncall:1.4e+03 eff:19.2% logz=9.72+/-0.13 dlogz:49.146>0.1] 
55it [03:02,  1.30s/it, bound:5 nc:  1 ncall:2.4e+03 eff:7.8% logz=-1.25+/-0.08 dlogz:60.514>0.1]
60it [03:20,  1.30s/it, bound:7 nc:101 ncall:3.0e+03 eff:2.0% logz=-19.27+/-0.16 dlogz:79.868>0.1]
61it [03:25,  2.32s/it, bound:8 nc:153 ncall:3.2e+03 eff:1.9% logz=-18.56+/-0.16 dlogz:78.936>0.1]
72it [03:26,  1.17s/it, bound:12 nc:101 ncall:4.3e+03 eff:1.7% logz=-12.88+/-0.15 dlogz:73.041>0.1]
80it [03:40,  1.17s/it, bound:15 nc:104 ncall:5.2e+03 eff:1.5% logz=-8.62+/-0.15 dlogz:68.532>0.1] 
81it [03:57,  2.01s/it, bound:15 nc:150 ncall:5.4e+03 eff:1.5% logz=-8.34+/-0.14 dlogz:68.238>0.1]
88it [03:57,  1.43s/it, bound:19 nc:101 ncall:6.3e+03 eff:1.4% logz=-6.34+/-0.14 dlogz:66.231>0.1]
100it [03:57,  1.19it/s, bound:24 nc:153 ncall:7.8e+03 eff:1.3% logz=-4.07+/-0.13 dlogz:63.757>0.1]
100it [04:10,  1.19it/s, bound:24 nc:153 ncall:7.8e+03 eff:1.3% logz=-4.07+/-0.13 dlogz:63.757>0.1]
101it [04:49,  3.27s/it, bound:24 nc:129 ncall:7.9e+03 eff:1.3% logz=-3.96+/-0.13 dlogz:63.634>0.1]
110it [04:49,  2.04s/it, bound:28 nc:158 ncall:9.1e+03 eff:1.2% logz=-3.31+/-0.12 dlogz:62.913>0.1]
118it [04:49,  1.38s/it, bound:32 nc:153 ncall:1.0e+04 eff:1.2% logz=-2.97+/-0.12 dlogz:62.530>0.1]
120it [05:00,  1.38s/it, bound:33 nc:129 ncall:1.0e+04 eff:1.1% logz=-2.90+/-0.12 dlogz:62.453>0.1]
121it [05:26,  3.00s/it, bound:33 nc:202 ncall:1.1e+04 eff:1.1% logz=-2.87+/-0.12 dlogz:62.416>0.1]
128it [05:26,  2.01s/it, bound:36 nc:249 ncall:1.2e+04 eff:1.1% logz=-2.66+/-0.11 dlogz:62.189>0.1]
135it [05:27,  1.37s/it, bound:40 nc:148 ncall:1.3e+04 eff:1.1% logz=-2.50+/-0.11 dlogz:62.001>0.1]
137it [05:40,  1.37s/it, bound:41 nc:101 ncall:1.3e+04 eff:1.1% logz=-2.45+/-0.11 dlogz:61.953>0.1]
138it [05:59,  2.90s/it, bound:41 nc:101 ncall:1.3e+04 eff:1.1% logz=-2.43+/-0.11 dlogz:61.929>0.1]
139it [05:59,  2.71s/it, bound:42 nc:101 ncall:1.3e+04 eff:1.1% logz=-2.41+/-0.11 dlogz:61.907>0.1]
144it [05:59,  1.82s/it, bound:43 nc:101 ncall:1.4e+04 eff:1.1% logz=-2.32+/-0.11 dlogz:61.798>0.1]
148it [06:01,  1.42s/it, bound:45 nc:303 ncall:1.4e+04 eff:1.0% logz=-2.25+/-0.10 dlogz:61.719>0.1]
151it [06:02,  1.14s/it, bound:47 nc:101 ncall:1.5e+04 eff:1.0% logz=-2.20+/-0.10 dlogz:61.663>0.1]
153it [06:20,  1.14s/it, bound:47 nc:101 ncall:1.5e+04 eff:1.0% logz=-2.17+/-0.10 dlogz:61.626>0.1]
154it [06:42,  4.17s/it, bound:48 nc:121 ncall:1.5e+04 eff:1.0% logz=-2.16+/-0.10 dlogz:61.609>0.1]
157it [06:42,  3.10s/it, bound:49 nc:101 ncall:1.5e+04 eff:1.0% logz=-2.12+/-0.10 dlogz:61.558>0.1]
