
0it [00:00, ?it/s]
1it [00:24, 24.70s/it, bound:0 nc:  2 ncall:4.0e+02 eff:0.2% logz=-9008.83+/-0.18 dlogz:inf>0.1]
5it [00:24,  3.72s/it, bound:0 nc: 10 ncall:4.2e+02 eff:1.2% logz=-1758.39+/-0.18 dlogz:2369.754>0.1]
8it [00:25,  1.97s/it, bound:0 nc:  3 ncall:4.3e+02 eff:1.9% logz=-1410.62+/-0.18 dlogz:1496.557>0.1]
13it [00:25,  1.07it/s, bound:0 nc:  1 ncall:4.4e+02 eff:3.0% logz=-717.76+/-0.18 dlogz:892.613>0.1] 
22it [00:25,  2.47it/s, bound:0 nc:  1 ncall:4.5e+02 eff:4.9% logz=-518.99+/-0.17 dlogz:583.740>0.1]
27it [00:25,  3.48it/s, bound:0 nc:  3 ncall:4.6e+02 eff:5.9% logz=-420.43+/-0.18 dlogz:507.639>0.1]
31it [00:25,  4.52it/s, bound:0 nc:  3 ncall:4.7e+02 eff:6.6% logz=-362.52+/-0.17 dlogz:427.705>0.1]
36it [00:25,  6.22it/s, bound:0 nc:  4 ncall:4.8e+02 eff:7.6% logz=-273.45+/-0.18 dlogz:360.834>0.1]
40it [00:26,  7.63it/s, bound:0 nc:  8 ncall:4.9e+02 eff:8.1% logz=-237.32+/-0.18 dlogz:312.250>0.1]
46it [00:26, 10.91it/s, bound:0 nc:  3 ncall:5.0e+02 eff:9.1% logz=-160.94+/-0.18 dlogz:237.517>0.1]
53it [00:26, 15.55it/s, bound:0 nc:  2 ncall:5.1e+02 eff:10.4% logz=-142.50+/-0.17 dlogz:207.581>0.1]
57it [00:26, 17.42it/s, bound:0 nc:  3 ncall:5.2e+02 eff:10.9% logz=-136.40+/-0.17 dlogz:201.910>0.1]
62it [00:26, 20.58it/s, bound:0 nc:  4 ncall:5.3e+02 eff:11.6% logz=-97.91+/-0.18 dlogz:167.657>0.1] 
66it [00:26, 22.32it/s, bound:0 nc:  3 ncall:5.4e+02 eff:12.2% logz=-79.07+/-0.17 dlogz:144.079>0.1]
70it [00:26, 21.53it/s, bound:0 nc:  7 ncall:5.6e+02 eff:12.6% logz=-74.05+/-0.16 dlogz:137.958>0.1]
73it [00:27, 21.57it/s, bound:0 nc:  7 ncall:5.7e+02 eff:12.9% logz=-69.42+/-0.17 dlogz:134.712>0.1]
79it [00:27, 24.58it/s, bound:0 nc:  7 ncall:5.8e+02 eff:13.6% logz=-64.39+/-0.15 dlogz:128.172>0.1]
83it [00:27, 25.52it/s, bound:0 nc:  4 ncall:5.9e+02 eff:14.0% logz=-58.39+/-0.18 dlogz:125.255>0.1]
86it [00:27, 24.59it/s, bound:0 nc:  1 ncall:6.0e+02 eff:14.3% logz=-52.39+/-0.17 dlogz:116.730>0.1]
91it [00:27, 27.66it/s, bound:0 nc:  4 ncall:6.1e+02 eff:14.8% logz=-47.19+/-0.16 dlogz:111.470>0.1]
94it [00:27, 21.42it/s, bound:0 nc:  1 ncall:6.3e+02 eff:14.9% logz=-44.68+/-0.16 dlogz:108.640>0.1]
99it [00:28, 25.08it/s, bound:0 nc:  4 ncall:6.4e+02 eff:15.5% logz=-39.39+/-0.17 dlogz:103.722>0.1]
102it [00:28, 24.24it/s, bound:0 nc:  2 ncall:6.5e+02 eff:15.7% logz=-35.78+/-0.17 dlogz:100.328>0.1]
105it [00:28, 24.04it/s, bound:0 nc:  1 ncall:6.6e+02 eff:16.0% logz=-33.16+/-0.16 dlogz:97.068>0.1] 
109it [00:28, 25.71it/s, bound:0 nc:  4 ncall:6.7e+02 eff:16.3% logz=-30.67+/-0.16 dlogz:94.580>0.1]
112it [00:28, 24.87it/s, bound:0 nc:  5 ncall:6.8e+02 eff:16.5% logz=-29.13+/-0.15 dlogz:92.857>0.1]
116it [00:28, 26.77it/s, bound:0 nc:  8 ncall:6.9e+02 eff:16.8% logz=-27.75+/-0.15 dlogz:91.241>0.1]
120it [00:28, 24.75it/s, bound:0 nc:  7 ncall:7.0e+02 eff:17.1% logz=-25.78+/-0.15 dlogz:89.485>0.1]
125it [00:28, 28.10it/s, bound:0 nc:  2 ncall:7.1e+02 eff:17.6% logz=-24.06+/-0.15 dlogz:87.594>0.1]
130it [00:29, 30.46it/s, bound:0 nc:  3 ncall:7.2e+02 eff:18.0% logz=-21.91+/-0.15 dlogz:85.714>0.1]
134it [00:29, 23.47it/s, bound:0 nc:  2 ncall:7.4e+02 eff:18.1% logz=-20.61+/-0.15 dlogz:83.995>0.1]
138it [00:29, 24.73it/s, bound:0 nc:  2 ncall:7.5e+02 eff:18.4% logz=-19.86+/-0.14 dlogz:83.209>0.1]
142it [00:29, 26.46it/s, bound:0 nc:  6 ncall:7.6e+02 eff:18.6% logz=-19.18+/-0.14 dlogz:82.494>0.1]
145it [00:29, 25.26it/s, bound:0 nc:  1 ncall:7.7e+02 eff:18.8% logz=-18.62+/-0.14 dlogz:82.000>0.1]
148it [00:30, 21.40it/s, bound:0 nc:  7 ncall:7.9e+02 eff:18.8% logz=-17.98+/-0.14 dlogz:81.344>0.1]
153it [00:30, 22.15it/s, bound:0 nc:  7 ncall:8.0e+02 eff:19.1% logz=-17.09+/-0.14 dlogz:80.365>0.1]
157it [00:30, 23.58it/s, bound:0 nc:  2 ncall:8.1e+02 eff:19.4% logz=-16.61+/-0.13 dlogz:79.836>0.1]
160it [00:30, 23.02it/s, bound:0 nc:  7 ncall:8.2e+02 eff:19.4% logz=-16.26+/-0.13 dlogz:79.507>0.1]
164it [00:30, 24.36it/s, bound:0 nc:  6 ncall:8.4e+02 eff:19.6% logz=-15.78+/-0.13 dlogz:78.988>0.1]
167it [00:30, 20.15it/s, bound:0 nc:  6 ncall:8.5e+02 eff:19.7% logz=-15.50+/-0.13 dlogz:78.686>0.1]
170it [00:31, 17.56it/s, bound:0 nc:  5 ncall:8.6e+02 eff:19.7% logz=-15.24+/-0.13 dlogz:78.416>0.1]
173it [00:31, 18.47it/s, bound:0 nc:  2 ncall:8.7e+02 eff:19.8% logz=-14.82+/-0.13 dlogz:78.057>0.1]
177it [00:31, 21.15it/s, bound:0 nc:  2 ncall:8.8e+02 eff:20.1% logz=-14.25+/-0.13 dlogz:77.448>0.1]
180it [00:31, 18.68it/s, bound:0 nc:  1 ncall:9.0e+02 eff:20.0% logz=-13.91+/-0.13 dlogz:77.080>0.1]
183it [00:31, 19.28it/s, bound:0 nc:  2 ncall:9.1e+02 eff:20.2% logz=-13.58+/-0.13 dlogz:76.760>0.1]
186it [00:31, 19.75it/s, bound:0 nc:  2 ncall:9.2e+02 eff:20.3% logz=-13.19+/-0.13 dlogz:76.363>0.1]
189it [00:32, 20.14it/s, bound:0 nc:  3 ncall:9.3e+02 eff:20.4% logz=-12.85+/-0.13 dlogz:75.998>0.1]
194it [00:32, 24.57it/s, bound:0 nc:  4 ncall:9.4e+02 eff:20.7% logz=-12.32+/-0.13 dlogz:75.444>0.1]
