
0it [00:00, ?it/s]
1it [00:24, 24.05s/it, bound:0 nc:  3 ncall:4.0e+02 eff:0.2% logz=-22550.49+/-0.18 dlogz:inf>0.1]
3it [00:24,  6.27s/it, bound:0 nc:  4 ncall:4.1e+02 eff:0.7% logz=-12677.90+/-0.18 dlogz:21162.529>0.1]
8it [00:24,  1.74s/it, bound:0 nc:  2 ncall:4.2e+02 eff:1.9% logz=-4634.61+/-0.18 dlogz:4871.640>0.1]  
14it [00:24,  1.27it/s, bound:0 nc:  2 ncall:4.4e+02 eff:3.2% logz=-2480.97+/-0.18 dlogz:2690.465>0.1]
21it [00:24,  2.38it/s, bound:0 nc:  3 ncall:4.5e+02 eff:4.7% logz=-1006.59+/-0.18 dlogz:1331.481>0.1]
26it [00:24,  3.42it/s, bound:0 nc:  5 ncall:4.7e+02 eff:5.6% logz=-778.00+/-0.18 dlogz:851.088>0.1]  
33it [00:24,  5.41it/s, bound:0 nc:  3 ncall:4.8e+02 eff:6.8% logz=-470.84+/-0.18 dlogz:544.861>0.1]
38it [00:25,  7.14it/s, bound:0 nc:  9 ncall:5.0e+02 eff:7.6% logz=-315.07+/-0.18 dlogz:457.239>0.1]
43it [00:25,  9.47it/s, bound:0 nc:  4 ncall:5.1e+02 eff:8.5% logz=-262.95+/-0.18 dlogz:343.026>0.1]
48it [00:25, 12.43it/s, bound:0 nc:  1 ncall:5.2e+02 eff:9.2% logz=-219.05+/-0.18 dlogz:289.809>0.1]
53it [00:25, 14.62it/s, bound:0 nc:  5 ncall:5.4e+02 eff:9.9% logz=-181.27+/-0.18 dlogz:247.343>0.1]
57it [00:25, 17.39it/s, bound:0 nc:  3 ncall:5.5e+02 eff:10.4% logz=-147.37+/-0.17 dlogz:210.601>0.1]
68it [00:25, 28.13it/s, bound:0 nc:  3 ncall:5.6e+02 eff:12.1% logz=-105.12+/-0.17 dlogz:168.802>0.1]
73it [00:25, 26.92it/s, bound:0 nc:  1 ncall:5.8e+02 eff:12.6% logz=-84.19+/-0.17 dlogz:148.080>0.1] 
80it [00:26, 31.26it/s, bound:0 nc:  5 ncall:6.0e+02 eff:13.4% logz=-68.40+/-0.16 dlogz:131.252>0.1]
86it [00:26, 33.33it/s, bound:0 nc:  2 ncall:6.1e+02 eff:14.1% logz=-56.96+/-0.18 dlogz:123.235>0.1]
94it [00:26, 38.67it/s, bound:0 nc:  3 ncall:6.3e+02 eff:15.0% logz=-44.51+/-0.17 dlogz:107.620>0.1]
102it [00:26, 42.81it/s, bound:0 nc:  4 ncall:6.4e+02 eff:15.8% logz=-40.49+/-0.15 dlogz:102.545>0.1]
107it [00:26, 40.63it/s, bound:0 nc:  5 ncall:6.6e+02 eff:16.2% logz=-37.63+/-0.16 dlogz:100.269>0.1]
112it [00:26, 38.42it/s, bound:0 nc:  1 ncall:6.7e+02 eff:16.7% logz=-34.96+/-0.15 dlogz:97.195>0.1] 
117it [00:26, 33.62it/s, bound:0 nc:  7 ncall:6.9e+02 eff:16.9% logz=-32.11+/-0.15 dlogz:94.311>0.1]
122it [00:27, 35.88it/s, bound:0 nc:  4 ncall:7.0e+02 eff:17.4% logz=-29.99+/-0.15 dlogz:92.049>0.1]
126it [00:27, 29.63it/s, bound:0 nc:  1 ncall:7.2e+02 eff:17.5% logz=-28.55+/-0.15 dlogz:90.531>0.1]
131it [00:27, 33.34it/s, bound:0 nc:  7 ncall:7.3e+02 eff:17.8% logz=-27.28+/-0.14 dlogz:89.151>0.1]
135it [00:27, 34.66it/s, bound:0 nc:  3 ncall:7.4e+02 eff:18.1% logz=-25.90+/-0.14 dlogz:87.887>0.1]
139it [00:27, 35.75it/s, bound:0 nc:  3 ncall:7.5e+02 eff:18.4% logz=-24.56+/-0.15 dlogz:86.719>0.1]
143it [00:27, 26.81it/s, bound:0 nc:  3 ncall:7.8e+02 eff:18.4% logz=-23.08+/-0.15 dlogz:85.001>0.1]
148it [00:28, 26.45it/s, bound:0 nc: 13 ncall:8.0e+02 eff:18.5% logz=-21.70+/-0.14 dlogz:83.648>0.1]
155it [00:28, 32.01it/s, bound:0 nc:  4 ncall:8.1e+02 eff:19.0% logz=-20.24+/-0.14 dlogz:82.010>0.1]
160it [00:28, 32.67it/s, bound:0 nc:  5 ncall:8.3e+02 eff:19.4% logz=-19.10+/-0.14 dlogz:81.001>0.1]
164it [00:28, 26.18it/s, bound:0 nc: 18 ncall:8.6e+02 eff:19.2% logz=-17.99+/-0.14 dlogz:79.850>0.1]
171it [00:28, 31.57it/s, bound:0 nc:  3 ncall:8.7e+02 eff:19.7% logz=-16.48+/-0.14 dlogz:78.211>0.1]
175it [00:28, 27.47it/s, bound:0 nc:  8 ncall:8.9e+02 eff:19.7% logz=-15.90+/-0.14 dlogz:77.588>0.1]
179it [00:29, 23.58it/s, bound:0 nc:  8 ncall:9.1e+02 eff:19.6% logz=-15.47+/-0.13 dlogz:77.124>0.1]
183it [00:29, 24.51it/s, bound:0 nc:  7 ncall:9.3e+02 eff:19.7% logz=-15.04+/-0.13 dlogz:76.689>0.1]
188it [00:29, 29.23it/s, bound:0 nc:  3 ncall:9.4e+02 eff:20.0% logz=-14.59+/-0.13 dlogz:76.204>0.1]
193it [00:29, 30.06it/s, bound:0 nc:  3 ncall:9.5e+02 eff:20.3% logz=-14.16+/-0.13 dlogz:75.782>0.1]
197it [00:29, 27.00it/s, bound:0 nc:  7 ncall:9.7e+02 eff:20.3% logz=-13.69+/-0.13 dlogz:75.344>0.1]
202it [00:29, 31.51it/s, bound:0 nc:  2 ncall:9.8e+02 eff:20.6% logz=-12.81+/-0.13 dlogz:74.466>0.1]
206it [00:29, 33.16it/s, bound:0 nc:  4 ncall:1.0e+03 eff:20.7% logz=-12.23+/-0.13 dlogz:73.857>0.1]
210it [00:30, 25.31it/s, bound:0 nc:  1 ncall:1.0e+03 eff:20.6% logz=-11.73+/-0.13 dlogz:73.323>0.1]
214it [00:30, 21.34it/s, bound:0 nc:  6 ncall:1.0e+03 eff:20.5% logz=-11.35+/-0.13 dlogz:72.904>0.1]
217it [00:30, 22.23it/s, bound:0 nc:  4 ncall:1.1e+03 eff:20.6% logz=-11.13+/-0.13 dlogz:72.657>0.1]
