alpha mmin mmax delta_m
10.776623956633125 1.0743924342021929 2.894518958805814 0.5688504918240338
5.209760141988532 1.001620894161977 2.71685620622517 0.7108375559958272
11.466033297593441 1.025199903441045 2.776324591628396 0.8163437714380973
3.7313176223577003 1.164324490759501 2.826935660189802 0.09211559612418534
10.380319841987989 1.000245214555903 2.806075574573443 0.7817819467256089
5.629574877354317 1.1635152351548017 2.77174945203428 0.16333077591493692
7.411591600269366 1.1222383185620988 2.7362261961531775 0.3944831845321122
10.965647952319612 0.9872528195128301 2.7015927639681414 0.9437412317608532
3.6501151611438907 1.004837923359816 2.743243497364338 0.447119317074868
5.541334929419127 0.996604388513445 2.7150349330358057 0.38758465724271285
10.60828236181958 1.0261474468620568 2.877254876455679 0.8147794855400705
10.384402933706639 0.9747000440833599 2.626204264676039 0.969236993053804
5.868679056027533 0.9605939725991998 2.7381191238520026 0.8040311175210215
8.61386225918897 1.0125884057605588 2.628985308846624 0.592676394189777
3.712721530224176 1.0443081782063794 2.8070242987135225 0.3664238377064341
9.832642240299911 0.9713873095352492 2.7786982708712133 0.9328758864063221
7.649026873728447 0.9394649138223415 2.7406686916486054 0.8273549851371357
4.1734600868936145 1.1178510393274805 2.763403757163827 0.08515400389775256
8.36930910568093 0.9692153504453647 2.822885244599063 0.7673043541664353
5.018900660712356 1.086001982106706 2.8002485276246745 0.41272978917359654
6.373926770047815 0.9319415994828824 2.7977376630291064 0.8737149105127585
8.18916568809963 1.0785922615207322 2.58817022798349 0.4872943865319019
8.18916568809963 1.0785922615207322 2.58817022798349 0.4872943865319019
7.2699966062040975 1.004670957592154 2.6133073421055997 0.825490926566139
5.043292820557671 0.9452885554462939 2.6902767259779985 0.6902415799536887
8.903343964533354 1.1071603224717288 2.740536930416959 0.37655404861185915
7.311322554046466 1.1156166752124803 2.755115022402512 0.1916831049008503
8.606761016964574 0.9934020328602806 2.740551063842676 0.9751454627323647
5.097791972074008 0.9476851465664118 2.7280046372419497 0.5799703919627995
6.3743684647626075 1.050163990360852 2.8521643814457818 0.30497875607161856
6.922877045747224 0.9670425070578546 2.707932275533813 0.8987382707228228
6.539707887842177 1.1387155251674614 2.5812993505007356 0.1651398043033618
3.6820109365003955 1.0356318662175306 2.748073003899763 0.33609979377025884
10.532318404388594 0.9950505838867713 2.886792932251618 0.9885001319815119
7.340177926376162 1.0163997828940634 2.6339730294073105 0.7814092532233127
5.2275093918039826 0.9784044946740857 2.784063161349085 0.6559495576100682
5.125011844592972 0.9538244037185948 2.6413189363333496 0.7077896022621066
7.668490104126441 1.0874914461667209 2.8590203177823623 0.28221485022771464
5.716626240828081 0.948961685652839 2.836791804525955 0.6534781366520996
6.68577551102196 0.9446689043395657 2.6115973478814833 0.9203377977613425
8.173253238949524 1.1060451585988453 2.8585604792565737 0.42024257111376256
5.417726431372156 1.1694363287929816 2.604269459093 0.07025414164586415
4.7373016481580414 1.0676207587201283 2.8590375488476107 0.4216253799143689
4.856668063746154 1.0269437161028392 2.6729036374655237 0.5436692476176636
6.18908360393705 0.9418131204220153 2.770528849501054 0.7753003723966728
8.589467141442132 1.0037495210497096 2.6902256147574093 0.9019135111294198
8.316429748104198 1.0503842057442982 2.8141738000208627 0.4512531709422834
9.220192978147665 1.04801066914302 2.772791787577432 0.6545105820712562
5.599460596500602 1.0578199830481074 2.7560949571681665 0.25609299232413163
10.003166106672763 0.9870761148489402 2.7085788952417555 0.9567465089039
6.4975599349501 1.0168570300788953 2.5822840639695555 0.5490495736675282
7.272254710579425 0.9402724740755488 2.764196094475584 0.9504057781919877
4.705999096811205 0.9491378574628092 2.613814552862168 0.572430827604598
4.330356527578287 0.9753010505191227 2.621873731099189 0.5687064539095252
8.698697354203857 1.025855619071782 2.8070273749238943 0.7830340756502433
8.695809790386388 1.0648655452190579 2.710324648156452 0.5941810122528277
8.995276170452234 1.0649607840508242 2.8375539211153074 0.5350470459715463
4.4047753652972474 1.12947807549022 2.659693774514751 0.25818244804596
8.020255412736349 1.0153507293722597 2.696779012379872 0.5543123895949316
7.338907388249975 0.9327203094487462 2.6551527405229214 0.909095652786144
5.341342138453683 0.9848022926069049 2.665782437251872 0.44619329127727714
5.98919930881754 1.0130335771724375 2.5829853414436545 0.5501271586144477
8.62936477715893 0.9644888537205607 2.6803928421772536 0.8728750497008216
9.775951341141422 0.984081063711167 2.7879117739769703 0.964375002560555
7.289158083870841 0.9601618634669109 2.8987048527483017 0.8839450447239089
9.190171686161365 0.9975020410575184 2.77976347754835 0.807371979339021
9.193708294431596 1.0202686959248057 2.6352643763402632 0.8102495550280953
4.317636441464055 1.0630477285865658 2.663890893824642 0.4153905446610053
6.435507426040056 1.12426538907443 2.5795202288648893 0.2677201778810978
6.148735216109722 1.0040484959317237 2.5993390458390806 0.6824538179082518
5.305304057897931 1.0437749601087254 2.7822412181865346 0.2889196667803195
6.566824103985661 0.9650604039352114 2.860525452946497 0.6582079161806567
4.832135077704237 1.011752938774035 2.664566396399342 0.5600167700644755
4.538095904838462 1.0741294640085473 2.8664184152214434 0.38001621710044525
7.009122964287442 0.9462614949096987 2.671289500822118 0.8900634749526579
8.007819789822712 1.0542649348410496 2.682799997568286 0.4160153982302694
6.346962044715468 0.9625746652864307 2.6938170803173387 0.6299489653625698
8.836127562002316 0.9623563599479985 2.8937595119670663 0.9844336286482104
3.7558613771762346 1.150914914932798 2.7643609659551522 0.07557836567491123
6.083833955383376 1.1180326427680711 2.8667762778075407 0.34453213338958233
7.111887975629282 1.039518316866984 2.680533070828588 0.6501342338818064
