k theta
64.7899222124249 0.02304130879412016
26.545738711907383 0.061137427989303564
37.83063283988835 0.042717998085990826
60.53971416632268 0.025333699439309004
40.369248632043686 0.035095879997453096
25.626330775788663 0.06269817660211009
34.5249420655375 0.04098749987015346
20.621570599944647 0.07268829927698225
24.209931528072232 0.06556543165057281
59.21195888897565 0.02547686024575696
49.24293121124442 0.02933698203520428
31.392380215253397 0.05101725884592736
24.739749748386597 0.06405179473743948
57.23919741247271 0.026581928287033138
43.63206306821838 0.03289361249378493
34.25070191329225 0.0416304404860214
28.948661140788808 0.049382059073347494
32.55573372418567 0.049067032779883626
33.057424839958436 0.04831083990997947
25.682600574153724 0.061670703922228544
37.59802018463383 0.038004132567154694
21.913930983199023 0.06948969055361473
52.68755281846305 0.029287730368543194
23.99535062719771 0.06073199669791033
55.02313311595657 0.027759627471946678
37.767417667819345 0.03790471016675994
22.723309229406397 0.06512446238067789
47.66034168435324 0.03276956084348189
22.272081047545853 0.06715612871677772
25.47737718107375 0.06182618658780277
46.74506709660005 0.031004100440971155
22.444015092760104 0.06663991577443511
26.143121352585233 0.06031169749013212
25.10813909060996 0.05793795697104919
38.13583057973665 0.037622832216200365
33.694359606701425 0.047178987198123
38.50892096040697 0.0372957702995164
22.849771143071997 0.0656318281507006
47.915235787051856 0.030396283102819638
23.018396378260427 0.06485678458699723
43.96700758785134 0.03290175549922557
23.587415450506334 0.06275456363338476
40.451901720374494 0.038977587792400306
23.2928804585187 0.06589667517709225
53.991228035736086 0.02767932648298496
37.92784218667058 0.041665974563751415
42.63768367750119 0.03681152769663788
53.777164317476945 0.02777470490852295
53.87105679412681 0.0280362538834618
31.030263516358612 0.05101506486658418
23.375813846282902 0.06510564629395976
34.01098942617989 0.04655407552527971
35.406079311053716 0.040619679131505784
46.27883306313146 0.031461854048606804
29.917872513441285 0.04819801041295712
40.32594721648473 0.039023288902561716
44.806247346634734 0.03241202604938087
33.33675226537896 0.04746610493334449
53.46652652566411 0.028096811387047005
33.98076387711762 0.04234683977234694
24.615346566072937 0.05991296558763852
28.476012662068907 0.05082399458766517
40.9049212561763 0.03840988786156044
30.459289793837158 0.051870734629357124
23.873435791306772 0.06412107930545399
23.620064388370785 0.06387664744330099
32.90100314695799 0.04378559099228125
30.689472537046566 0.047019681612843686
30.214438492274446 0.04779142383459211
23.87947220413583 0.0638949005046619
33.31188586906477 0.047443830348225954
29.4291795751466 0.05356435843553661
51.73010205606274 0.02945545980395256
29.034713475363088 0.049865496032633995
37.48275935402808 0.042031296538089735
37.60225362116478 0.041876221114124576
52.41330572185292 0.028791755606970934
24.02496800519301 0.06308875208892581
37.386992180294186 0.04212127792493182
51.25742040328116 0.028955627585357573
28.36376138681837 0.051190946783828
24.403879305866045 0.06271285023031002
52.212803222577946 0.02886291872501095
31.96926830287694 0.04932612297535637
24.226968767536086 0.06204193945036381
27.38439511106523 0.05326018543432834
24.24279088046543 0.06231365886737179
31.877174745379993 0.04943850787004424
25.51133380291518 0.060651211100093964
42.62463764700119 0.03662015452158997
34.017979149712254 0.04630882711597873
24.575330273384136 0.06107193785292698
26.416118408476237 0.05558516071027386
39.826307412043455 0.03639692698319547
43.05841956321245 0.033818299094892396
49.984799157019275 0.030514446402404083
29.616772647205387 0.052971019151953944
30.599482981509514 0.05133854478261002
30.627331391913515 0.04735969302063445
26.167292927756137 0.056309944899035416
50.506372915401414 0.029503136340391582
30.338859791498667 0.05175040059047706
41.341963861118785 0.037775425349650484
29.687611658303304 0.05282951162229778
26.321425297748135 0.05597678944883882
24.90781471066348 0.06102712377590252
50.72652999385482 0.029484171695799637
48.995666137222415 0.03122939267611706
24.89543617301419 0.06039926172363632
30.599061860096384 0.051295449724588334
25.336391388529734 0.0587656367483865
47.58707107058997 0.03232018908455226
30.916749041221948 0.050784225762564514
42.25535250261447 0.03446679039469157
50.1764106276122 0.030260852644852294
25.026647035045873 0.06064691596167056
26.05134117209253 0.05922681149540044
25.104762931482743 0.06057785504813449
38.31380264971342 0.0408862132828699
40.076710524706556 0.03625931896609756
36.15024757220613 0.04341720099866635
41.27931550414422 0.03525620104212617
36.92030016550328 0.03926847706326366
28.741636278938813 0.05078663804897741
41.47177213672643 0.035114118623474425
25.13557996319621 0.060223654207852806
27.104951968740608 0.054233388487411965
45.24878701827851 0.034173268637506936
50.21710205479281 0.030104199566384375
30.823937548834262 0.04715309176553417
29.21111965767895 0.05351612152291178
30.869367857128516 0.04709186608437086
28.801209600072788 0.050709715913870995
38.92215312561674 0.04018316828398555
26.40006128325533 0.0559992613650257
29.002743176023337 0.053843123896183516
49.19382531582008 0.03023035062372558
25.647222421336444 0.05960781400747033
31.246945951229836 0.05015518695261681
25.42747477981198 0.05981896734798356
47.323738064061885 0.032432675069001465
25.849594668234886 0.05762728695198984
25.40992575816862 0.05952223412329385
41.64030524836087 0.03737661662278019
25.48149500440592 0.05898072716117306
25.528476153453656 0.05956781201641176
25.80347290987854 0.059270258340559885
36.56840624858975 0.042830284139864803
32.22858704560303 0.0486255742788053
32.90473793074784 0.04763875729301206
25.789004192228028 0.057980234082091076
30.58877647070237 0.05112825256283086
36.756783998291496 0.0425832902338115
44.60779648482216 0.0346380245001079
31.85837423770753 0.04565897034221991
40.41532414104879 0.038552355981866196
29.911379438512526 0.04879317681032397
25.86984602037112 0.057834666703616144
33.7299161691936 0.046448430605770696
48.60988656561749 0.031307706284401014
27.636837530270753 0.05607013891248369
25.699646190229718 0.058611862043054935
38.0983106166852 0.03817769641397069
28.662766001077422 0.05427978619801846
32.212130028635244 0.045160192191727115
30.042041869867 0.05196777042731101
45.83182840806026 0.032140394972350425
46.05938873899257 0.03337220666117412
42.310117075315894 0.036669277725955345
33.50294701584595 0.04340435854001117
32.42856410649595 0.0448856721524115
48.589015053955706 0.030712553218301117
30.061020702591325 0.04860866762841348
32.65832960403225 0.04456880615935575
28.02818757711643 0.05250520556153972
37.72340695279372 0.03858617364379231
46.43823043565551 0.03181981423411786
44.35298706635496 0.033128836025743284
45.444021872040935 0.03385362649647438
28.237668743314053 0.05490083743667132
27.050070848312462 0.05477602900173381
37.452925306324516 0.04169237275068663
38.60496864658656 0.04039743700934685
48.022062186695734 0.03168233426270129
44.6023220951714 0.03297362262302387
26.092530628852366 0.05767120067018336
33.88862385308527 0.042942633636218704
41.87221905223775 0.03494571625668617
47.31057260165681 0.03226496284954583
41.51046421888631 0.03738762424550586
28.836782517626794 0.05091552582447071
28.829102699698 0.05385598342686181
26.890547175952058 0.05707792686786319
26.165549402698723 0.057832181184893715
38.882093965049414 0.04007004861857717
31.320708160084006 0.049830885624899776
31.91328511548898 0.04893111189731788
28.759061191783633 0.05393835138745063
26.423567436341756 0.05765533236952684
48.102013494226185 0.03103561264350284
43.699528234807474 0.03362141224147862
35.83747831522693 0.04063333851328035
28.794768972565645 0.05386628694169017
47.95840131737755 0.03111303126607596
30.27024946652599 0.04834265661065701
40.03630208886493 0.03882999456978256
27.18902800761743 0.056470428562461046
27.473677141296196 0.056015704166846536
31.59359574707888 0.04622225437704523
28.745451059581384 0.05390124977406788
41.05560447479246 0.03564287156967185
26.686062373079068 0.05604102381435158
43.57719700521785 0.03540726530932931
46.044880800462344 0.03325407900312515
40.42188046688928 0.038414672667939784
45.101144452744165 0.034058895141106216
45.095040428626156 0.03273525938261452
44.02991563897291 0.0334341195792361
45.06855135827269 0.032752961413092904
31.921094382307622 0.04575179341903862
30.958496363473465 0.04724945659107611
44.138667913331986 0.034888728125880716
47.10555056583476 0.032324192813613685
27.58814777089304 0.05573886194958867
42.033103559748064 0.036810469282448924
26.728254198812284 0.056910187864510346
27.727804124258366 0.05344208654194381
36.81055317689393 0.04233880240537902
44.989988807388144 0.03412011582624463
34.26154159169943 0.0455352441866233
28.04081173701272 0.052756871639347995
27.19183726954336 0.054797312689565524
26.673651123722003 0.05679827158689434
26.675683225729312 0.05671369316290253
29.3748710755801 0.05005281962850069
42.95397458965703 0.034220674945660765
47.77685456725928 0.03159311696197911
34.97865240704447 0.04458010565801603
47.74024078822055 0.03158823483875239
32.044897017321745 0.048612590182086225
29.772082093644944 0.04934363183653859
47.69856708410363 0.03159470868126713
34.17503747397789 0.04270661369361063
26.955102690048616 0.055607191508782336
33.73175520226974 0.04328395382444032
39.10426813430362 0.039725791933198945
35.01169599401812 0.041685159571870176
37.042409334251715 0.0420321411371333
27.35928515378322 0.05591758007421174
32.39412979673692 0.048082747446334055
46.3197038252745 0.032086382864483586
32.7682124997164 0.04754523094663463
35.13306741742692 0.04154676177197105
44.1320451136118 0.033429098811630455
30.446283270990197 0.0481877560340974
29.26318860329075 0.0503310299670714
37.17060326200608 0.03929601654647637
27.72289441323407 0.05362188029761199
26.939124486153297 0.055936718702942666
45.13346716672055 0.03392924977028843
31.48806367928757 0.04651318306159728
41.848983191105155 0.036921531189240735
45.76768125035898 0.03336601360413889
34.25041672392829 0.04264704076289439
27.046011143636765 0.055607759160373194
27.714244514898397 0.0536925384379816
41.9000068405698 0.03686625010190638
35.18012150556874 0.0415181130684678
34.07963472479632 0.04287213592859896
27.058854062013665 0.05597320816311199
30.86482321324814 0.04752849522423531
34.78893115805596 0.0447662800179064
30.229741173050808 0.048609508147449396
27.3794370314549 0.055713435607968036
30.501305737654278 0.04814375309471476
27.894131400629067 0.054986566974925134
32.03139441153268 0.04570698183181359
27.635987688773106 0.05536099521729506
28.25948413215044 0.05440868834119318
43.46680518368416 0.03392970156331229
27.162534688248243 0.055708690255693125
31.793191019067095 0.0488883564318084
46.846501144842485 0.03231461300931586
31.483418273122187 0.04656589033923022
33.48751187424061 0.04647223466107779
43.69441545851531 0.03516297613475183
32.745243611498154 0.04469549671799178
34.83847490670293 0.04467261538604312
40.79122752981107 0.03791829722798137
30.903338910397622 0.04750905219316864
43.8970939646853 0.03365742755694206
46.9451610948962 0.032093202002510104
38.22666053832978 0.03829124619126971
36.0065656413343 0.04319651457750535
34.86659439801488 0.04193591024180768
34.936544816159774 0.04185175813058779
42.726950489476145 0.03603612502052447
28.169871070998788 0.052768095484989536
46.56648414657752 0.03212202890644995
36.40685859074629 0.04270213136157657
42.81981539803951 0.03442273906609753
44.243268827730056 0.03343902497975518
46.61369732325875 0.03246374069583258
36.12397568853819 0.04049059330555834
38.91650013693571 0.03765079880559965
46.760031862307336 0.032215773456520325
28.509804405753144 0.05388803447728455
27.454801623749052 0.05476345199558516
46.72456556657282 0.03217666113208709
38.63445787536635 0.03792200003229459
44.42356731062121 0.034459356455193116
45.998709346394826 0.03303059551282404
38.74998624882347 0.03781684242894096
35.0555997660696 0.044353091330440846
29.828839258807193 0.049436627053405714
38.34401557372155 0.040447165575908
31.12204089026652 0.04721269336696821
40.063190534372254 0.036641732109178905
27.69431610948196 0.05492547527673839
32.84462400843869 0.04729659488621931
28.56000138613584 0.053748813751290814
31.835045773870423 0.046099763845499526
27.70713101627919 0.05411785770934314
36.325248221083996 0.040296624194125816
31.831902751798843 0.04873952085814694
27.619545112924744 0.05444798156400339
44.55298267554827 0.034313161632797615
27.576124110384043 0.05479020862096508
28.634905090291515 0.05360981250824027
40.49189776678368 0.03628975559021907
46.41054747023334 0.03236652411403313
29.143761257824565 0.05282317758406858
29.532810295929135 0.052214420556665336
45.889384167836184 0.03306716482117185
27.62102359733721 0.05471915738374857
34.2055060842122 0.04542014402869551
31.781751677857457 0.046210571279256575
27.6703901210316 0.05460164604259261
28.309445819210435 0.052644724483313005
46.02412889642693 0.03289610119957034
37.77925882394854 0.03879629398302584
28.86740789722294 0.05141111854212761
37.657513319286224 0.04117747721811631
42.61461155268779 0.03606501638160009
46.20151907384197 0.03254557979114019
27.746376562475277 0.054419900386502476
28.0646032495767 0.0533084407441916
29.533276976249567 0.050090235938081804
44.61733103601474 0.03420948793122357
27.773145945881595 0.054285665663848334
27.828714580913875 0.05448464032769539
38.43654996962911 0.04029592578875213
33.99516528549834 0.043114014279544845
28.531275174190817 0.05365569154307102
29.29114715308039 0.052519182719123425
33.08532870811223 0.044339026068533016
36.58528126444689 0.04240422060855157
35.58797144395341 0.04117469331397553
29.751945333752722 0.05179847606281565
31.698268906468087 0.04637895289818308
36.29902614798126 0.0427429223368079
43.98980578140866 0.03370957876575224
28.647394475773563 0.053450626901545735
37.96337819736779 0.03864763298435948
38.54403286590123 0.040154838554408864
45.47610729428982 0.0328676169741906
29.739323142451806 0.04975878291576722
44.28805142802347 0.033541411501610566
28.39156224574114 0.05262175798197201
29.768628169769524 0.04970765013009772
42.42490996880221 0.03620320003387174
45.10044772808339 0.03307073630078923
28.37957182395435 0.05267398220059187
42.71495331613342 0.034616714922546185
33.98593276827412 0.04316729787125501
42.07836070902091 0.03652521452409639
33.48118992789878 0.04631632472189483
33.03877397555475 0.04692075400512876
28.188207335676907 0.05324393600473265
42.14009431100238 0.03646035500015577
45.448685243671285 0.03331988165830196
28.94365589469011 0.05140846367870653
39.50871797407298 0.03721581005602714
44.32679892639278 0.03354718581688526
28.482765896506624 0.05353435258232278
28.10389846655369 0.05378598741516288
45.537211946439925 0.03318047588646793
28.1251370549398 0.05364184474552929
41.56969437074092 0.03549855022389948
29.017838186284052 0.05128189899037939
28.1772943628717 0.053431949870841294
44.46766022406648 0.033479574048642685
44.17416120360049 0.034519301887200746
33.673421050568344 0.0436068326350045
45.235923937355864 0.03308184554398582
32.04712670719325 0.04828449296840888
45.22493939522814 0.03308801071482146
30.200599684949616 0.051005340023669195
41.3216976041616 0.03722901472038605
32.863143463781185 0.04472738609564315
34.71866117736483 0.04464445389849507
38.5315328122445 0.038144110625458354
36.614512587616446 0.04229730920652482
36.92272445315558 0.03976742824876416
30.85112540514611 0.050005658167391796
39.25491104760881 0.03747976714362254
43.00186187565703 0.03559278774261817
30.20059508943794 0.050962956012675385
30.35883481500168 0.05072286150874341
31.54747051339095 0.0467323802547869
44.52211199832449 0.03413476137704686
44.03399071204728 0.03379930622432995
28.48164181418046 0.05275736142407656
29.257011713465193 0.05232152149350095
42.614809173757294 0.035940949817759194
44.85061513635748 0.03378714864551554
38.76322158822995 0.03983816270305186
29.75205852644681 0.05159485205565446
32.56880985670591 0.04519434311061665
33.5842557615715 0.04377314102843423
34.014927588360436 0.0432044345718584
43.34954996375201 0.03523085085713245
28.640999724429133 0.05239165218267231
31.974735452082314 0.0483205658844156
32.8680958746417 0.044772827538949005
44.255987854099345 0.03435702385994877
35.87256854330404 0.04095279862718072
33.10671988181282 0.046731875459309645
28.805494226935437 0.05284720067326663
44.97794316955982 0.033367072725757875
38.7265342388314 0.03800209288704111
29.406095527067336 0.050639595767149416
43.71162137196293 0.034042056571951154
37.30543610384394 0.03940882189993794
43.75422852534852 0.034021125905682584
34.95954779437546 0.04204005347802883
38.022764306058576 0.04062674985297192
42.70294458648165 0.034729665902656616
41.60803281777213 0.035542887244935484
31.695898453561707 0.04869333227337063
43.47203171281259 0.03420904304467228
28.62349418796554 0.05278949280138677
41.79960057004651 0.035400536205803225
33.02946407294689 0.04681416575813344
29.71677112470787 0.0500414224481359
44.34047442891889 0.03422666943705978
39.905323745238036 0.036952173187561735
28.7186125605845 0.05277864304929296
29.19804569885175 0.05227521047131718
36.19225714348736 0.042736944246552284
36.88925633700385 0.041909443669388646
44.10437893585134 0.03383394529723853
38.54007531057451 0.04004140544600986
32.358234545425084 0.04773505211317224
35.77581888874703 0.043238643006928874
30.612610986404967 0.05024477397472785
43.83914382121987 0.034001997399115795
44.62928851673123 0.03359276648666172
31.536235932107623 0.046831601274585084
37.346512639296336 0.039392368130932755
35.970397658061906 0.040880157326975045
28.770374343990376 0.05248749241138557
35.71276391495605 0.04117810566436449
29.96959579738644 0.05115032765959024
32.33742268380301 0.047738243906874964
35.24989794885302 0.04173051199527605
43.93630763445559 0.03398267503115445
35.45841385025532 0.043602825941746894
37.48218351108237 0.04119441687534858
37.49074900339241 0.03926239424599119
29.645486689297236 0.05028186633336424
29.663548219844476 0.05154149337162412
33.90743357335343 0.04341934071224802
30.607574956110327 0.04844506292787524
29.94198968573351 0.05114901662496271
31.48830584164543 0.046950993848361336
41.844175338764884 0.03659707708734556
32.249035567273715 0.04576253927662565
30.39404203004635 0.05049089235474695
42.56793157188455 0.03588132479935522
31.359867200265835 0.04717419789532275
35.09971801507939 0.04403000987437594
42.94280632353225 0.03464247788743602
35.61355847304814 0.0413261599658193
44.33753094244179 0.03388721203279944
41.6430201605985 0.03677651984339239
40.439990532812985 0.03655432983419606
40.587606682620475 0.03643171705685162
35.7777367299158 0.041145135130296155
29.949095266864752 0.05107467587116648
35.41056569314224 0.04362784159514535
30.46796121979969 0.04875003172206616
29.480100663987866 0.05168799911641426
40.692499731863336 0.03634868520080056
31.807544088069903 0.04647877317609725
42.431025028318025 0.035989085770765525
29.076074507972727 0.0519566435687197
29.749375549750393 0.05132308278780292
35.09234154231809 0.0440182717734976
39.46315928952883 0.03898332946201962
44.22362662257971 0.03406721808157696
29.47362295342333 0.05078685934189949
44.096699761906066 0.03403479992529198
40.43931032120041 0.0379627359853263
32.45683848091697 0.04749609644054003
36.3199155049371 0.042505130324660856
43.618885854843356 0.03478880166487068
36.848797564488905 0.04187960542176059
43.31023296117317 0.035101347571368235
31.541976184493976 0.04693310668045674
42.80441963841785 0.03559708868218097
35.05466308509591 0.04404975078086607
43.882538486616056 0.03414717673287074
30.8947345532531 0.04803121355447339
42.30893263740058 0.03608036559658917
32.100466284348045 0.04606219226483945
34.974896472436434 0.04212862269737501
43.86367388453077 0.03418922471904163
34.475679078426694 0.04477392472527491
42.67931687197284 0.0357030150032024
39.619493286540944 0.0372960946604752
33.10864290335989 0.046576977976654756
39.052690952680756 0.039393598297021284
33.875393467448205 0.045550869458686354
37.17078587011151 0.04148413668385633
31.52678577911985 0.04698440031797754
40.48650298957594 0.03788523652791035
43.479269059721794 0.03487734425857528
41.796873455188184 0.03552526229081818
35.76068275110669 0.04315367725650506
30.401562474772746 0.05033966990122323
29.85090618039317 0.051075179096834566
39.924301623914275 0.038462865156889695
40.325801771786544 0.0380464478024667
32.08972514925798 0.04796211558727079
37.99205402294519 0.04054131266519399
33.2059532682942 0.04446031165420971
29.51376949291835 0.051422576387625415
29.769133348709566 0.05026588350063794
41.60645057638974 0.0367442598502709
37.66767510083695 0.03916037024225147
31.539896147092293 0.04698846495736969
41.77822054170291 0.03555593854680814
32.46449563358087 0.04742498858979799
37.29698628765578 0.03954539684027742
41.5724040056326 0.035716310739498304
35.17438745364156 0.04385742256197207
29.448236896703 0.05124277989142128
42.47347955612042 0.035865758877226206
32.190861721216976 0.047795297491300306
36.56213956230185 0.040331343430720916
36.89008191134771 0.039978899070506765
38.69005378627974 0.03817522662696163
42.83375817547559 0.03484122240464888
29.522283239572424 0.051050651940084506
31.217652953110463 0.04914152172660409
30.944192734121586 0.049521434043834404
29.836474485993442 0.050981836443361066
39.64104726912408 0.03872950992309231
29.542594375067868 0.050999599259487105
43.54779402822543 0.03469896611334011
41.78263403131644 0.036536217220770946
31.363022275567644 0.04892837896946638
39.304044692916015 0.03762015798144361
31.751312065706273 0.046685837748496675
31.42283636836449 0.04883865763810107
42.00153997164901 0.036309907256536
33.513549270404226 0.04407371252851909
42.29362736813022 0.03601506867041925
42.81428077965404 0.03548455124169813
43.56371859868224 0.03454816756796505
29.77993816645473 0.05039984122842399
42.61108987490626 0.03568463382254452
42.22417204421129 0.03527679567077367
40.067496508165476 0.03826716640759701
33.5422664282313 0.04592650146423287
43.49249098074271 0.03464853916749223
38.11071720636245 0.03875582091228268
40.68730979226915 0.03762273828209624
