mu sigma mlo
1.2881978355977655 0.3308453510428225 0.9417417554811375
1.1865124085518692 0.6191690878053187 1.157418245047829
1.5054080252032058 0.33461969192166596 1.1747095614223617
1.5114432628320675 0.3005402125646557 1.172860845297945
1.491364111242806 0.24223773448978467 1.1045351228085494
1.2858308858267182 0.54532169428148 1.0963690340773986
1.075307983641257 0.5984281058415271 1.04490819315546
1.4968291253346147 0.3372548971635982 1.162260938809308
1.2532704585078431 0.5247383731342454 1.2124341204423255
1.3548625177429168 0.2885765774318585 1.0013226111189901
1.4576450551144573 0.30018677691051643 1.2248202089339717
1.4720878620307751 0.3660202673480955 1.0658420453088255
1.4013257048160517 0.23328924532182502 1.1020518400408181
1.2941026747614222 0.3272828451341457 1.2667363910299372
1.232885052794944 0.5507471475923157 1.1876946918796736
1.238148843374829 0.34338981970596055 1.0301620003841054
1.437679211496497 0.35287341856529114 1.0141392769629451
1.4493245760876543 0.39664020266971695 1.1529255957186357
1.480987233512042 0.2785573500353773 1.1846251718314629
1.1132978582330273 0.5336413525637912 1.0366017064216915
1.3402375264975621 0.23560454108462014 1.213357136278184
1.4151730962718756 0.30485313338196307 1.2385956637995752
1.258865874165076 0.24927789057114202 1.214467548907138
1.3125548841912282 0.4439710030664002 1.0334864177769205
1.1714991452731216 0.33436639449801375 1.0796785542471048
1.218448750772538 0.38676914813463914 1.0242420665713254
1.4500426451839645 0.28406996807211493 1.0301190162830651
1.4102630293711735 0.3584342284967192 1.0252174570882737
1.2914310407635834 0.5020254792183105 1.0992120643821701
1.2862854541868112 0.43266166760794367 1.0287982623230962
1.2725933060511267 0.4549930041737597 1.232969999996844
1.2522223383790372 0.45414410708848907 1.238898150286274
1.1200057251538023 0.5500315974570482 1.061063299781851
1.416930054705718 0.2728347062653842 1.2294160741201159
1.3267788059975067 0.47688061944717364 1.1746387971220438
1.4746775000267158 0.2950477066242748 1.0893756827884833
1.090438866062233 0.37635924739954063 1.0783661076203788
1.3468576601130038 0.4479595792881493 1.0790375609654603
1.3418121464512236 0.2986582633309518 1.0389883134986944
1.3867057822065567 0.4026870635374873 1.205832674202499
1.3688586411027126 0.38805772187650706 1.0352299361709143
1.2202148575184115 0.5465751491873003 1.1575567666646582
1.2515753144273327 0.33449968466610086 1.050920460236996
1.2647508912481205 0.5182874472255219 1.1275016923052477
1.3992628155396698 0.36650391548462286 1.0405757648196008
1.3867080729815435 0.43145708175005293 1.1445350959249025
1.4364803608957448 0.36087856003289365 1.076747576862173
1.103046936479952 0.5501221601411591 1.0660687123314152
1.2758151324835896 0.4614059594870917 1.2232176260318346
1.1121144095401478 0.5226471694547602 1.0536513821715965
1.3246097707401872 0.43992390957705857 1.0630028040920452
1.1319185664636242 0.5182825761002339 1.0557943337458249
1.2855865591193352 0.4768429558313269 1.2037395691010913
1.3235253890904073 0.2476210850525129 1.187927405408783
1.0961122862828074 0.5497234146341188 1.0667500837496455
1.3478681628676017 0.2445537339586923 1.2005259342670467
1.3775474605969915 0.4318890925203157 1.1581684259081766
1.1134069847251156 0.49708938211120834 1.0479036317654706
1.2822996353106135 0.48436828483987254 1.0932060186057853
1.1541911634791728 0.34858875611974754 1.0883394740228325
1.2822658663206825 0.31408080415211487 1.0656229840614342
1.4268159495871227 0.3125494499164821 1.0499030032067742
1.2896964771884587 0.45223458839738323 1.0658469470148926
1.2888811602750812 0.48536574708968494 1.179478414935953
1.07248970858694 0.530882104381866 1.0610543324803579
1.2923722629847905 0.4408275312594263 1.0621770538361444
1.3904538448024581 0.28936817877654536 1.058472166423748
1.4195658720433946 0.25333300968703937 1.1571919678321028
1.4015494490718596 0.2663371672993156 1.2188629442042542
1.1874328707245176 0.5344262871889958 1.1072046132518665
1.2085993239608745 0.37088779062729965 1.0576649023941322
1.3804229156435501 0.3509243069942446 1.0480166898472651
1.2431216015942528 0.30954652053819853 1.099494194621597
1.2098668543835378 0.5222007901621446 1.1094244179960309
1.2380098632600218 0.4959424817934923 1.0946883019208271
1.3260105537078308 0.38649546039223015 1.0495152176890117
1.3922697274976774 0.3903927214123165 1.1848936442837463
1.2502259408425056 0.4902510758141541 1.0990764982223769
1.4528022197741897 0.2991119737683514 1.1430397601663107
1.4039834841354013 0.37507704459688274 1.186628188873733
1.3357442579541439 0.43820872321927906 1.103182481132517
1.3635787423784511 0.4073945655489543 1.1966916169215789
1.3232751053764522 0.44519000293812616 1.101257282511157
1.332144318811421 0.42654624963806237 1.0847387223411022
1.2916811512397604 0.4469661397941476 1.0804542827436503
1.1623184702337612 0.33012307225826387 1.1163304003647871
1.4328590150766058 0.34006800202085424 1.1066523242899178
1.425462506285662 0.35546407527653034 1.1666928617088552
1.3987250211193278 0.30854436562924176 1.2231547788555772
1.1074548144666807 0.4640674556194929 1.058717424995364
1.4149784686910847 0.27527980486102027 1.1015779574089157
1.3591984814528402 0.3755923239733322 1.221333633889774
1.2227301810616158 0.45458447729195606 1.0653472164939166
1.145638145985264 0.48863485832261 1.0673920551283063
1.4425580532371538 0.3118628659963529 1.1235262140216202
1.1641944091407093 0.49909034508269723 1.0768232744368669
1.1316973658579277 0.5543025397008894 1.1174531664953795
1.1910410210716436 0.29898479368389597 1.155340256560891
1.3546277194700913 0.427422133689871 1.1355438230274117
1.4436119753811734 0.3116696367397386 1.1398082281917357
1.2727746490565202 0.48039740949593246 1.1218305282847438
1.1633641968807173 0.5168483905468382 1.0922249014878371
1.3658341529524924 0.25648770300284995 1.169544767327018
1.1774510712886233 0.5264729145315904 1.112022179361419
1.1644622581651785 0.44423963797645466 1.0600892420877315
1.2951748408614299 0.2719424847117592 1.1539232903345877
1.1646951949733748 0.5131637964489271 1.0907159209467425
1.1429369644015763 0.519146932246302 1.088905716021979
1.1075574163333048 0.40186290388848955 1.0781622601875795
1.3716355919514513 0.37093383826749277 1.211832473411701
1.30767895638088 0.3174238393704483 1.0754493658984312
1.273736997314907 0.4654513720819377 1.1033650237173063
1.429821675853503 0.2927557364120379 1.1138598682207763
1.4214366746291716 0.3104511058968922 1.1959609356766614
1.4142449282464038 0.31766236331154196 1.2023779274798931
1.3763141126484482 0.3904641130266644 1.103040544394578
1.3153044954888915 0.28227767994480013 1.1194785581153324
1.3378769633834167 0.3310361431593301 1.0624678814707562
1.4042192165148752 0.2685382492410948 1.1935710714858592
1.391711591754384 0.26261720984327613 1.1508252359637268
1.2549168070197214 0.336258741757176 1.079363974632631
1.2550599209469895 0.35547585892559336 1.0672876419259736
1.2705894134257154 0.3966589199750452 1.2398281017651576
1.238212436242776 0.3935754745694448 1.06040812599921
1.1443521642278245 0.4908044560542078 1.0746216278582192
1.3610690225670403 0.349263719147897 1.0658713190485485
1.2783430024246007 0.4364117821572549 1.0802874388656651
1.3757352444324369 0.38710061475511004 1.1889836196534493
1.2825592009700202 0.41240599677917034 1.2300153464036427
1.1293444978339982 0.48888757720286424 1.0729192050313834
1.3903719629298816 0.26728511899649565 1.200878461056705
1.1199651867259195 0.4537329256232125 1.066164165973913
1.2605277424141428 0.47154761579094445 1.1944707488349524
1.343880275855065 0.31675254024269134 1.2371597075976017
1.0893771605853961 0.44392208736057576 1.069475209332314
1.4306503564766113 0.30167611847103 1.1261013843400138
1.3294310882649374 0.26485537012450616 1.1648326434239369
1.415286813215395 0.340223777136859 1.1099320637362882
1.334287540967673 0.361147870459025 1.2311692099274896
1.1559988094478073 0.35262731892305665 1.103481499713296
1.162568451211893 0.46323824227519195 1.0700897378277214
1.1972392417161966 0.4739477945586707 1.0813828681826059
1.380871331783312 0.26972634753952673 1.2074656636589418
1.1885531405243892 0.45076012714436237 1.069744619095964
1.3188758347685585 0.3999045339260794 1.0779244039133367
1.4220607998421366 0.3196050039437409 1.1153293491866465
1.1015662169557412 0.5324592091256835 1.0952787248715334
1.084796151174577 0.48287057506711833 1.072228916832103
1.165660024370724 0.4742265204714231 1.0772925822967858
1.2099545979336739 0.47046168343364264 1.0866715457089884
1.3098784898322686 0.2679157034837158 1.1750979157188164
1.3254806016380984 0.28611608438645 1.2342647997477554
1.4152219717902836 0.2889680116171323 1.1245893822380588
1.1254028009131682 0.3867886709879957 1.0895459961791818
1.39133289956695 0.28602091796258833 1.2098447699538863
1.0783038629692334 0.48943445700547644 1.0745962275717067
1.2708949378990413 0.3833055401230567 1.2406715253492842
1.1036750291731785 0.5160941691827484 1.088296525077102
1.3293201829065717 0.28707940205544835 1.1173745058489235
1.0993981969475808 0.3931495841724439 1.0928860703253913
1.2933225082904691 0.4324210071203971 1.206276788936107
1.3093466771459852 0.3046360819260627 1.100433648368568
1.292436554627703 0.3591101203449247 1.0699575443244622
1.24082427408755 0.3960747644768533 1.068725209339844
1.309256200426467 0.2677901564753825 1.1839557271891554
1.0925999815798975 0.5186759401828567 1.0881639643235157
1.3114299815265391 0.32804431963930725 1.2410340359304706
1.1737602305420092 0.5168206289312243 1.1198352885850886
1.2398230036599833 0.48884552295901146 1.1417316882922368
1.2236547819908077 0.2807136802564612 1.2026818613321992
1.247243634852024 0.4649055011537143 1.103278539045958
1.3270994640414007 0.2766253582116236 1.2264825615164168
1.364877770071376 0.30349089803874385 1.0923173059123574
1.0859457468940539 0.4725280166530569 1.0746339243129266
1.257105190313807 0.31073727429228754 1.1149891169126827
1.2594643317173042 0.4161279321324928 1.0753025449228026
1.4214453810404097 0.3187780777764768 1.1437846622676588
1.244338860942129 0.29752393312624137 1.14244318388044
