
0it [00:00, ?it/s]
1it [00:07,  7.79s/it, bound:0 nc:  2 ncall:4.0e+02 eff:0.2% logz=-949.02+/-0.18 dlogz:inf>0.1]
11it [00:07,  1.92it/s, bound:0 nc:  3 ncall:4.2e+02 eff:2.6% logz=-98.26+/-0.18 dlogz:170.680>0.1]
20it [00:08,  4.11it/s, bound:0 nc:  2 ncall:4.4e+02 eff:4.5% logz=-83.77+/-0.16 dlogz:138.911>0.1]
32it [00:08,  8.04it/s, bound:0 nc:  7 ncall:4.6e+02 eff:6.9% logz=-67.97+/-0.16 dlogz:122.576>0.1]
40it [00:08, 11.36it/s, bound:0 nc:  1 ncall:4.9e+02 eff:8.2% logz=-59.13+/-0.17 dlogz:114.664>0.1]
50it [00:08, 16.56it/s, bound:0 nc:  2 ncall:5.0e+02 eff:10.0% logz=-53.00+/-0.15 dlogz:107.440>0.1]
63it [00:08, 24.27it/s, bound:0 nc:  3 ncall:5.2e+02 eff:12.1% logz=-42.09+/-0.15 dlogz:96.438>0.1] 
72it [00:08, 30.62it/s, bound:0 nc:  3 ncall:5.4e+02 eff:13.3% logz=-38.72+/-0.14 dlogz:96.637>0.1]
82it [00:08, 36.43it/s, bound:0 nc:  6 ncall:5.6e+02 eff:14.5% logz=-33.14+/-0.15 dlogz:91.129>0.1]
90it [00:08, 40.63it/s, bound:0 nc:  6 ncall:5.9e+02 eff:15.3% logz=-30.40+/-0.15 dlogz:88.360>0.1]
98it [00:09, 46.47it/s, bound:0 nc:  7 ncall:6.1e+02 eff:16.1% logz=-26.54+/-0.15 dlogz:84.468>0.1]
106it [00:09, 44.91it/s, bound:0 nc:  1 ncall:6.3e+02 eff:16.7% logz=-23.55+/-0.15 dlogz:81.241>0.1]
113it [00:09, 37.98it/s, bound:0 nc:  2 ncall:6.6e+02 eff:17.1% logz=-22.04+/-0.14 dlogz:79.633>0.1]
119it [00:09, 33.89it/s, bound:0 nc:  2 ncall:6.7e+02 eff:17.7% logz=-20.87+/-0.14 dlogz:78.461>0.1]
124it [00:10, 28.17it/s, bound:0 nc:  4 ncall:6.8e+02 eff:18.2% logz=-19.73+/-0.14 dlogz:77.425>0.1]
139it [00:10, 36.33it/s, bound:0 nc:  4 ncall:7.2e+02 eff:19.2% logz=-16.77+/-0.13 dlogz:74.296>0.1]
