
1it [00:00, ?it/s]
1it [00:00, ?it/s, bound:0 nc:  8 ncall:4.1e+02 eff:0.2% logz=-167.67+/-0.13 dlogz:inf>0.1]
7it [00:00, 33.05it/s, bound:0 nc: 78 ncall:5.4e+02 eff:1.3% logz=-43.78+/-0.12 dlogz:79.182>0.1]
18it [00:00, 53.17it/s, bound:0 nc: 48 ncall:6.5e+02 eff:2.8% logz=-32.47+/-0.10 dlogz:67.068>0.1]
26it [00:00, 59.63it/s, bound:0 nc: 29 ncall:7.3e+02 eff:3.6% logz=-29.12+/-0.10 dlogz:63.839>0.1]
33it [00:11,  1.82it/s, bound:1 nc: 53 ncall:8.4e+02 eff:3.9% logz=-26.17+/-0.10 dlogz:60.790>0.1]
72it [00:11,  6.77it/s, bound:3 nc: 28 ncall:2.3e+03 eff:3.1% logz=-17.20+/-0.09 dlogz:51.493>0.1]
111it [00:11, 13.63it/s, bound:5 nc: 52 ncall:3.7e+03 eff:3.0% logz=-13.04+/-0.09 dlogz:47.216>0.1]
169it [00:11, 27.71it/s, bound:8 nc: 42 ncall:5.9e+03 eff:2.8% logz=-7.94+/-0.08 dlogz:41.926>0.1] 
247it [00:26,  8.82it/s, bound:12 nc: 28 ncall:8.9e+03 eff:2.8% logz=-4.82+/-0.07 dlogz:38.583>0.1]
345it [00:26, 16.61it/s, bound:17 nc: 36 ncall:1.3e+04 eff:2.7% logz=-2.55+/-0.07 dlogz:36.067>0.1]
445it [00:26, 27.71it/s, bound:22 nc: 63 ncall:1.7e+04 eff:2.6% logz=-0.79+/-0.07 dlogz:34.055>0.1]
503it [00:40, 27.71it/s, bound:25 nc: 47 ncall:2.0e+04 eff:2.5% logz=0.16+/-0.07 dlogz:32.955>0.1] 
504it [01:12,  4.44it/s, bound:25 nc: 75 ncall:2.0e+04 eff:2.5% logz=0.18+/-0.07 dlogz:32.936>0.1]
584it [01:12,  6.63it/s, bound:29 nc: 42 ncall:2.4e+04 eff:2.4% logz=1.31+/-0.07 dlogz:31.598>0.1]
678it [01:12, 10.27it/s, bound:34 nc:115 ncall:2.9e+04 eff:2.4% logz=2.56+/-0.07 dlogz:30.117>0.1]
790it [01:30, 10.27it/s, bound:40 nc: 78 ncall:3.5e+04 eff:2.3% logz=4.26+/-0.08 dlogz:28.135>0.1]
791it [01:37,  6.97it/s, bound:40 nc: 48 ncall:3.5e+04 eff:2.3% logz=4.28+/-0.08 dlogz:28.115>0.1]
949it [01:37, 12.23it/s, bound:48 nc:113 ncall:4.4e+04 eff:2.2% logz=6.89+/-0.09 dlogz:25.112>0.1]
1068it [01:50, 12.23it/s, bound:54 nc: 63 ncall:5.2e+04 eff:2.1% logz=8.57+/-0.09 dlogz:23.131>0.1]
1069it [01:54,  9.99it/s, bound:54 nc: 41 ncall:5.2e+04 eff:2.1% logz=8.58+/-0.09 dlogz:23.115>0.1]
