
0it [00:00, ?it/s]
1it [03:15, 195.51s/it, bound:0 nc:  7 ncall:4.1e+02 eff:0.2% logz=-465.27+/-0.18 dlogz:inf>0.1]
2it [03:15, 80.76s/it, bound:0 nc:  4 ncall:4.1e+02 eff:0.5% logz=-418.45+/-0.18 dlogz:532.676>0.1]
5it [03:16, 23.03s/it, bound:0 nc:  1 ncall:4.2e+02 eff:1.2% logz=-300.28+/-0.18 dlogz:384.599>0.1]
8it [03:16, 11.45s/it, bound:0 nc:  4 ncall:4.2e+02 eff:1.9% logz=-262.79+/-0.18 dlogz:333.395>0.1]
9it [03:17,  9.30s/it, bound:0 nc:  4 ncall:4.3e+02 eff:2.1% logz=-257.56+/-0.18 dlogz:330.180>0.1]
11it [03:17,  6.03s/it, bound:0 nc:  1 ncall:4.3e+02 eff:2.6% logz=-242.12+/-0.17 dlogz:311.292>0.1]
13it [03:17,  4.08s/it, bound:0 nc:  8 ncall:4.4e+02 eff:2.9% logz=-232.29+/-0.18 dlogz:305.085>0.1]
14it [03:18,  3.32s/it, bound:0 nc:  3 ncall:4.5e+02 eff:3.1% logz=-225.13+/-0.18 dlogz:299.664>0.1]
16it [03:18,  2.22s/it, bound:0 nc:  6 ncall:4.6e+02 eff:3.5% logz=-214.89+/-0.18 dlogz:290.462>0.1]
18it [03:18,  1.53s/it, bound:0 nc:  4 ncall:4.6e+02 eff:3.9% logz=-209.85+/-0.18 dlogz:280.013>0.1]
20it [03:19,  1.08s/it, bound:0 nc:  2 ncall:4.7e+02 eff:4.3% logz=-192.62+/-0.18 dlogz:268.572>0.1]
23it [03:19,  1.47it/s, bound:0 nc:  4 ncall:4.7e+02 eff:4.9% logz=-183.84+/-0.17 dlogz:253.161>0.1]
25it [03:19,  1.88it/s, bound:0 nc:  2 ncall:4.8e+02 eff:5.3% logz=-176.40+/-0.17 dlogz:245.391>0.1]
28it [03:20,  2.37it/s, bound:0 nc: 14 ncall:4.9e+02 eff:5.7% logz=-166.26+/-0.17 dlogz:234.903>0.1]
29it [03:21,  2.30it/s, bound:0 nc:  7 ncall:5.0e+02 eff:5.8% logz=-156.75+/-0.18 dlogz:233.598>0.1]
30it [03:21,  2.35it/s, bound:0 nc:  6 ncall:5.1e+02 eff:5.9% logz=-152.98+/-0.18 dlogz:224.086>0.1]
33it [03:21,  3.35it/s, bound:0 nc:  3 ncall:5.1e+02 eff:6.4% logz=-148.25+/-0.16 dlogz:216.703>0.1]
35it [03:22,  4.01it/s, bound:0 nc:  2 ncall:5.2e+02 eff:6.8% logz=-146.66+/-0.16 dlogz:214.644>0.1]
37it [03:22,  4.29it/s, bound:0 nc:  4 ncall:5.2e+02 eff:7.1% logz=-143.45+/-0.16 dlogz:211.877>0.1]
38it [03:22,  3.94it/s, bound:0 nc:  2 ncall:5.3e+02 eff:7.2% logz=-142.35+/-0.16 dlogz:210.767>0.1]
40it [03:23,  4.43it/s, bound:0 nc:  5 ncall:5.3e+02 eff:7.5% logz=-140.89+/-0.16 dlogz:208.786>0.1]
42it [03:23,  4.88it/s, bound:0 nc:  3 ncall:5.4e+02 eff:7.8% logz=-139.05+/-0.16 dlogz:207.522>0.1]
44it [03:23,  4.91it/s, bound:0 nc:  1 ncall:5.4e+02 eff:8.1% logz=-136.41+/-0.17 dlogz:205.350>0.1]
45it [03:24,  4.19it/s, bound:0 nc:  6 ncall:5.5e+02 eff:8.2% logz=-134.94+/-0.17 dlogz:203.709>0.1]
46it [03:25,  2.83it/s, bound:0 nc:  9 ncall:5.6e+02 eff:8.3% logz=-131.44+/-0.18 dlogz:202.239>0.1]
48it [03:25,  3.31it/s, bound:0 nc:  3 ncall:5.6e+02 eff:8.6% logz=-129.57+/-0.16 dlogz:197.605>0.1]
51it [03:26,  3.47it/s, bound:0 nc:  7 ncall:5.7e+02 eff:8.9% logz=-119.82+/-0.18 dlogz:191.711>0.1]
54it [03:26,  4.42it/s, bound:0 nc:  3 ncall:5.8e+02 eff:9.4% logz=-111.80+/-0.17 dlogz:180.312>0.1]
56it [03:27,  3.89it/s, bound:0 nc: 10 ncall:5.9e+02 eff:9.5% logz=-109.95+/-0.16 dlogz:178.227>0.1]
57it [03:27,  3.65it/s, bound:0 nc:  1 ncall:5.9e+02 eff:9.6% logz=-109.14+/-0.16 dlogz:177.217>0.1]
59it [03:28,  4.14it/s, bound:0 nc:  5 ncall:6.0e+02 eff:9.9% logz=-103.36+/-0.17 dlogz:172.465>0.1]
61it [03:28,  3.65it/s, bound:0 nc:  7 ncall:6.1e+02 eff:10.0% logz=-99.13+/-0.17 dlogz:167.491>0.1]
63it [03:29,  4.29it/s, bound:0 nc:  4 ncall:6.1e+02 eff:10.3% logz=-95.88+/-0.17 dlogz:164.570>0.1]
64it [03:29,  3.89it/s, bound:0 nc:  4 ncall:6.2e+02 eff:10.4% logz=-94.69+/-0.17 dlogz:163.129>0.1]
66it [03:29,  4.65it/s, bound:0 nc:  2 ncall:6.2e+02 eff:10.6% logz=-93.50+/-0.16 dlogz:161.199>0.1]
67it [03:30,  4.04it/s, bound:0 nc:  5 ncall:6.3e+02 eff:10.7% logz=-92.58+/-0.16 dlogz:160.738>0.1]
70it [03:30,  5.23it/s, bound:0 nc:  4 ncall:6.3e+02 eff:11.1% logz=-90.45+/-0.15 dlogz:158.267>0.1]
73it [03:31,  4.77it/s, bound:0 nc:  7 ncall:6.4e+02 eff:11.4% logz=-88.87+/-0.15 dlogz:156.518>0.1]
75it [03:31,  5.16it/s, bound:0 nc:  3 ncall:6.5e+02 eff:11.6% logz=-88.16+/-0.15 dlogz:155.760>0.1]
76it [03:31,  4.68it/s, bound:0 nc:  5 ncall:6.5e+02 eff:11.7% logz=-87.74+/-0.15 dlogz:155.376>0.1]
77it [03:32,  4.30it/s, bound:0 nc:  7 ncall:6.6e+02 eff:11.7% logz=-87.16+/-0.15 dlogz:154.957>0.1]
78it [03:32,  4.21it/s, bound:0 nc:  2 ncall:6.6e+02 eff:11.8% logz=-86.10+/-0.16 dlogz:154.378>0.1]
80it [03:32,  4.81it/s, bound:0 nc:  4 ncall:6.7e+02 eff:12.0% logz=-83.30+/-0.17 dlogz:151.674>0.1]
81it [03:33,  4.09it/s, bound:0 nc:  4 ncall:6.7e+02 eff:12.1% logz=-82.59+/-0.16 dlogz:150.510>0.1]
83it [03:33,  4.91it/s, bound:0 nc:  2 ncall:6.8e+02 eff:12.3% logz=-81.63+/-0.15 dlogz:149.257>0.1]
