mr,ms
1.43970571383921,1.38868492045078
1.43965507151379,1.3887488494595
1.43973888614434,1.38866236342191
1.43966164223781,1.38874913788969
1.43985689288709,1.38853511585725
1.43936209823946,1.38904206000373
1.43975721208529,1.3886339169982
1.44001077805721,1.38838116872505
1.43978506445757,1.38862838940293
1.43989210530709,1.38849925618591
1.43979166229412,1.38860790026239
1.4399833016617,1.38842012837769
1.43974758449998,1.38865120461343
1.44013128334637,1.38827728611087
1.43974398985899,1.38864369664943
1.4396361258732,1.38875873626746
1.4395514026859,1.38884614335242
1.43959698612381,1.38881751600276
1.43974526436027,1.38867463303343
1.43977737104244,1.38862072135934
1.43972812237643,1.38867776039068
1.43969062253021,1.38870584467536
1.43990899595157,1.38848162213313
1.43984597491856,1.38854789488606
1.44017438877598,1.38823562464838
1.43984480708056,1.38855509312665
1.43987911267431,1.3885253785983
1.43994941522291,1.3884519055225
1.43973857290054,1.388674181889
1.44014783892414,1.3882626948327
1.43954615322778,1.38885551049978
1.43938594086508,1.38900938100027
1.43947802778375,1.38891657747116
1.44005334651254,1.38834036947263
1.43975460914597,1.38865735629249
1.43983720792995,1.38855685202109
1.43994478939671,1.388449719972
1.43985696802333,1.38855179926188
1.43974859014571,1.38865970545349
1.43963568359429,1.38875953784855
1.4397982578471,1.38859135558964
1.43993178899644,1.3884672284161
1.43992460790283,1.38846646326745
1.44010316491848,1.38828860685781
1.43982075964893,1.38859126389803
1.43974140840068,1.38866020797138
1.43958225938047,1.38881462794756
1.43959146435138,1.38881774107131
1.43978721719833,1.3886213316114
1.43977596645109,1.38862267881791
1.43985707223339,1.38853774402354
1.43985690162549,1.38854136329537
1.43981292256686,1.38858495146452
1.43967605541595,1.3887228226255
1.43981894130529,1.38858879368736
1.4398973949711,1.38849669148828
1.43930439627726,1.38910247331443
1.43985433555672,1.38855045641082
1.43993264009759,1.3884660674421
1.43974744845672,1.38866020319328
1.43977570485851,1.38863303337508
1.43964597868848,1.38875724581626
1.43983561529831,1.38855308410056
1.43951258229001,1.38889113603841
1.43986315211202,1.38853653662846
1.44017009493355,1.3882441895263
1.44016216757764,1.3882404916063
1.43990340906592,1.38850418929161
1.43971790682394,1.3886891449098
1.43971860099213,1.38868405247302
1.43977364291056,1.38863286073461
1.43976842590564,1.38864509622073
1.43966697056944,1.38872794324714
1.44026584190278,1.38813263336355
1.43975662905446,1.38865502759473
1.43978957638548,1.38861231293922
1.44036910441786,1.38802731776771
1.43988613065409,1.388515393673
1.43978042469405,1.3886178444855
1.43988247758697,1.38852653206275
1.43955333731682,1.38884126997606
1.43991266434402,1.38848990801899
1.43971091947716,1.38868247778267
1.44050241932733,1.38789772980677
1.43990518565626,1.3884929031218
1.43976264582499,1.38863111227084
1.43954066428806,1.38886560062173
1.4395675678025,1.38881626549324
1.43984893154427,1.38855844205007
1.43978840093737,1.38861278546181
1.43978077398719,1.38861649761987
1.43969019849801,1.3887152753249
1.43995787720385,1.38845291073403
1.43972569428884,1.38868073923524
1.43958075757274,1.38881957389814
1.43967349360041,1.38872585541218
1.43984705434788,1.3885571500933
1.43937108198553,1.38902992733812
1.43972114414692,1.38867871510847
1.4399453327958,1.38844409872899
1.4395929593512,1.38880048538058
1.43984441290705,1.38856292328908
1.43968521738672,1.38871014628867
1.4398789796091,1.38852917899896
1.43976717361134,1.3886455556589
1.4394940394684,1.3888954622991
1.43981240061575,1.38857865770763
1.43974524729993,1.38865986047773
1.4398397291315,1.38855660859211
1.43996277896185,1.38843665017693
1.43976776353424,1.38863437210055
1.43972573083465,1.38867384568375
1.43930844821586,1.38909653400782
1.43969369873877,1.38871684866107
1.44010284093417,1.38830534672055
1.43992885240084,1.38846468758313
1.43984080395271,1.38856074401792
1.43967245866316,1.38873013439338
1.43967124261762,1.38871993384443
1.43981142775732,1.38858269204333
1.44015381855161,1.38824585843876
1.440065517691,1.38832962261838
1.4396841683167,1.38871513715375
1.44000832827829,1.38838179725826
1.43973616997973,1.38866243049381
1.43968318554971,1.38870420533681
1.44002257104936,1.38837772945552
1.43972381403966,1.38868159444326
1.43987896740484,1.38852756035923
1.43967968527128,1.38871342834879
1.43956209817232,1.38885117343465
1.44001669282375,1.38838000343231
1.43957505819449,1.38882426513863
1.43994619338978,1.38845888547738
1.43983277302545,1.38856638681659
1.43983760025836,1.38856764043414
1.44000947738284,1.38839156015542
1.43982692833977,1.3885691198572
1.4396447664448,1.38876441081634
1.43944430897661,1.38895479287077
1.43964476812226,1.38877233258454
1.44000605940188,1.38838879419641
1.43982818509568,1.38857035049997
1.44006197209379,1.38833806121347
1.43961479777357,1.3887831645169
1.43980279812672,1.38859214397787
1.43988399604745,1.38851532872011
1.43967425491523,1.38872914701876
1.43964991935502,1.38875294465028
1.43956020169052,1.38884685982267
1.43983558900427,1.38856301870979
1.43980113560806,1.38859876560271
1.43961494849849,1.38878704181805
1.43994096955477,1.3884774259437
1.43977009321445,1.3886233271128
1.43990434032916,1.38850568291554
1.4395736195246,1.38882700555844
1.44011076640064,1.38828334991272
1.43961360838382,1.38880218529605
1.43960794098648,1.38880170465934
1.43961436909176,1.3887802654097
1.44013633682934,1.38826652851747
1.43974813553892,1.38865240379216
1.43979950826305,1.38859605248289
1.44020123184982,1.38819936827985
1.4400005383505,1.38840992974276
1.43954451725822,1.38885831120331
1.43973578849507,1.38866782419808
1.43929797245028,1.38911098935819
1.43983099324876,1.3885631117511
1.43960905760546,1.38879248924945
1.43986178442654,1.38853427834293
1.43977674823102,1.3886212158958
1.4400146239575,1.38838061453919
1.43987297773555,1.38854178787878
1.43986461208884,1.38854338063024
1.439788856305,1.38862118860704
1.43970475040686,1.38869121855336
1.43973855540377,1.38865849714014
1.4399883826864,1.38842021118395
1.43978965397059,1.38860972159209
1.4397422727547,1.38866035860968
1.44009290769816,1.38830996430167
1.4396762361281,1.38873208006702
1.43996482144556,1.38842814460618
1.43985940892613,1.38854603462092
1.439972991354,1.38841947274969
1.43974881423926,1.38864726682441
