mr,ms
1.35928737955363,1.35290872593256
1.35570992653482,1.35609249178654
1.35970749446713,1.35230770858854
1.37170009500096,1.34029001125998
1.35595591508444,1.35605758960013
1.35649999806731,1.3556288068081
1.35499264151807,1.35702219862745
1.36082205644411,1.35126024037928
1.33288929353962,1.3790388627144
1.35971523797856,1.35246465604598
1.35128505276425,1.36066632280848
1.36469487111787,1.34733639435139
1.35672122497956,1.3554852022025
1.3586395626346,1.35318183663305
1.3478456944556,1.36418718034863
1.35052821618002,1.36134775494113
1.36314359010618,1.34885741525881
1.34946168711668,1.36237215045785
1.36388244905893,1.34811909277605
1.36203143190017,1.35016481945946
1.36048137791522,1.35146897468307
1.3456347062777,1.36639213534572
1.34435372580048,1.36767694821576
1.36564373094962,1.34629525221123
1.35966078332239,1.35248952190335
1.35574552872713,1.35623743834772
1.36477589818909,1.3472455402415
1.35302593658736,1.35901545550843
1.36922414846383,1.34270502088475
1.36517237821275,1.34680363160679
1.36451697449564,1.34742303286764
1.35658251969304,1.35546363671961
1.36573855947698,1.34625332683088
1.37389755347107,1.33811329039372
1.37046724100175,1.34163095637998
1.36272352324089,1.34920630069734
1.34292122840374,1.3689042490895
1.35757803810841,1.35436143299048
1.36041243955358,1.35133461602365
1.35363822049,1.3582514458311
1.33749027724092,1.37456812162036
1.36683519671385,1.34512552059327
1.36120715692476,1.35056696184365
1.36061696989707,1.35127209729627
1.35230235913522,1.3596301284485
1.33657072736538,1.37552757878556
1.36422410783968,1.347705861287
1.3474830458611,1.36460814527866
1.36390337326028,1.34789523713454
1.34576781357216,1.36632611479904
1.35964442007848,1.35213450581027
1.35795948147356,1.3541051974395
1.33526811550008,1.37639971747433
1.35454103403767,1.35749870064573
1.35427891775621,1.35761028687831
1.36122649678698,1.35049599956451
1.35332931162353,1.35868345964476
1.35222365208316,1.35961645915461
1.3511982657013,1.36088500219812
1.35957131811001,1.35252264462312
1.37869784314429,1.33344578896455
1.35874593353637,1.35320501126181
1.36525823014687,1.34673198839132
1.36687352178233,1.34501370743826
1.3573366088094,1.35469769433699
1.359484488704,1.3524484937083
1.35327107035463,1.35852103184112
1.37701570830721,1.33513810560018
1.34903654436397,1.36306738068888
1.35891264195137,1.35296137652393
1.35995415036955,1.35199953706045
1.35582262265002,1.35603004404017
1.36017356765844,1.35184822220348
1.36581208745262,1.34634411848342
1.35262332586102,1.3596437578874
1.36667355198233,1.34532069914021
1.35088089839133,1.36131962968172
1.37409759646966,1.33785175017113
1.36063413025472,1.3514735095882
1.36674255928955,1.34547963742036
1.36122722932947,1.35051782711178
1.34870661444244,1.36333101683072
1.3438278648304,1.36810913723015
1.35813973086322,1.3539198496533
1.3563004944344,1.35586970604529
1.36180555006506,1.35023283699142
1.35675582429989,1.35520662976161
1.36751535918359,1.34436801738071
1.37736101858447,1.3347657772747
1.36801307698051,1.34414963645718
1.34754435366099,1.36453855234003
1.35391903375746,1.35810168028139
1.36196858104048,1.3502846544524
1.36812619371482,1.34380886036793
1.36387394456656,1.34827266946698
1.3313889978302,1.38078930202215
1.35838933979512,1.35348057950058
1.34861054721429,1.36323184779401
1.35544115427127,1.35650355515237
1.35387978082287,1.35808481960832
1.36860279223866,1.34358119224902
1.34604437218783,1.36593722605082
