mr,ms
1.57500581078336,1.31628129367464
1.65459252530089,1.23479106289971
1.63764624188763,1.25250296762878
1.60117776620786,1.2890029920774
1.60123592254711,1.28967416513917
1.61161257031843,1.27772430007799
1.62581534690319,1.26455736476487
1.665602634467,1.22471040228776
1.60411482671429,1.28521779840353
1.58193090181583,1.30806539364681
1.67240850313327,1.21737956675746
1.61817333346613,1.27160795359897
1.63572352714158,1.2547915923682
1.63608402636371,1.25295404971642
1.5840270772442,1.30496374518351
1.62570942472763,1.26423225693905
1.63397680757239,1.25486841893741
1.63403686096439,1.25569432435686
1.61809163757375,1.27274663744881
1.65331711011423,1.23635475560431
1.60872120690397,1.28176912036125
1.56257431292426,1.32720333084783
1.5855846654498,1.304479675114
1.57663814118503,1.31333874876226
1.62605046716611,1.26486514809683
1.61066480664467,1.27969307627567
1.59084611393992,1.29905410538834
1.60806113034742,1.28195641548905
1.65225354319746,1.23779840971748
1.61755832814057,1.27290936201699
1.57030512460378,1.32004829139943
1.63601406574518,1.25402080439788
1.67172567983147,1.21923842586435
1.57089036809279,1.31889619278048
1.62791643208128,1.26461490001247
1.59730275276053,1.29353438080188
1.64707979802814,1.24289233117861
1.6107291149462,1.2795046438848
1.6270477218528,1.26303645056634
1.61839998046615,1.27247342085553
1.56212552287481,1.32740394057599
1.6191803055061,1.27058364474855
1.60085416061993,1.28934145827937
1.59098389485647,1.29939614177382
1.606307285551,1.28403914766861
1.60620250983739,1.28325139511687
1.64270948453828,1.24704082265735
1.63829534354767,1.25161538513901
1.64124660249514,1.24947576286125
1.61853562334662,1.27197665535868
1.65161225869364,1.2381865970626
1.6570284062603,1.23233950574069
1.67272747595659,1.21737998076763
1.63308865155382,1.2568274410454
1.66035954453431,1.22884891441215
1.58621124762909,1.30299778592772
1.6352147494052,1.2537738648519
1.61144719518405,1.27935640451796
1.59004209593308,1.29873215307347
1.63116447610401,1.25837608123838
1.64571909064824,1.24477818289614
1.69357935094067,1.1958132698746
1.6225592804886,1.2670294946394
1.64610898854216,1.24460943614015
1.57134263161187,1.3190762942878
1.58297785313247,1.30760780947214
1.61299187034596,1.27745668865367
1.59683279641139,1.29265239708279
1.602968335331,1.28631887303934
1.65342058573641,1.23685065897026
1.58123508882232,1.31059362190656
1.59979337315947,1.29105685394023
1.62494402122671,1.26501042079418
1.58795457667482,1.3015895794232
1.63596917422394,1.25362024510557
1.63263154330537,1.25765615551886
1.61654031385868,1.27284174845846
1.63142428480344,1.25903686336785
1.62711935085941,1.26308262126178
1.62327966763374,1.26546383540951
1.60848190573574,1.28206254530743
1.59336579974832,1.29680222742798
1.57317544129185,1.31700201528729
1.59184979927045,1.29842968370547
1.65052321193722,1.23912591831117
1.54628546146849,1.34356862905141
1.63326835437195,1.25600519449989
1.6058441310255,1.2845110113779
1.67880584927236,1.21119748856072
1.62166336361428,1.26711946844149
1.60255476568577,1.28832800433526
1.64653098005145,1.24375435914041
1.62264628347153,1.26782112313644
1.60677250286285,1.28233551384515
1.62060703106625,1.26939423879878
1.58358642600374,1.30596713230109
1.6139398564307,1.27686064819943
1.64105502303804,1.24817807926934
1.62640288805391,1.26338053350928
1.59902976750684,1.29099188432981
1.56498663065042,1.32490284883203
1.65642551916765,1.23319525705413
1.6391641887074,1.24963917426404
1.63675597890433,1.25261120842479
1.67759929095695,1.21235747421688
1.66942095792104,1.22037614170148
1.67498059974278,1.2166392223733
1.60806207655962,1.28187828012031
1.60015033400399,1.28838940548399
1.64140055413272,1.24869640264958
1.64367332619742,1.24624374828263
1.63507503142409,1.25568252873738
1.62214503381757,1.26802841923939
1.64815627364391,1.24180877939934
1.62822596883038,1.26126703076927
1.6132877775894,1.27539630897421
1.65900578820667,1.23136480899782
1.59071394813509,1.29988239814385
1.65444708262391,1.23587315075641
1.61034709869081,1.27921284516924
1.6313214113159,1.25770476411175
1.65578082172703,1.23397883624094
1.63247320051134,1.25794275066602
1.58548320259448,1.30378018115028
1.61890545066142,1.27087767066123
1.62195921988182,1.26852828325268
1.67245390584211,1.21762385744081
1.58347183908206,1.30658073177901
1.63571854808049,1.25494524595581
1.64566548143288,1.24411803952423
1.62230803272765,1.26741729137291
1.61222205568197,1.2782457394882
1.60734214756641,1.28237842994176
1.61489014750391,1.27584461748982
1.60595382950708,1.28416963131209
1.62295049683243,1.26669998078628
1.62018919501135,1.27037323607415
1.62208440566212,1.26843627627471
1.64863629692469,1.24051882585233
1.64245715064982,1.24701464336637
1.59196282733663,1.29836971760826
1.63057310450886,1.25964144793491
1.60214161605943,1.28835883344976
1.6032331847027,1.28771263451039
1.59566361077694,1.29430101788919
1.65276661787047,1.23671290445104
1.54260987260212,1.34670820027448
1.63656987116827,1.25365681756509
1.62593400224382,1.26481766896148
1.59884047880268,1.29046456037221
1.59330533994083,1.29649212762227
1.59988363669777,1.29018020281078
1.59899859037254,1.29112200178785
1.63284663531261,1.25760596680236
1.58882046699846,1.30129086931519
1.6528664191474,1.2375443979967
1.65333503984364,1.23657458901872
1.61967014016598,1.27060021940318
1.63850485864997,1.25079001003839
1.61672403825915,1.27379748310497
1.63648938200044,1.25262933008574
1.60758587215276,1.28188037372909
1.66320211884802,1.22623782986501
1.55754571219435,1.33331871398343
1.62198645889109,1.26822559200504
1.60375640649248,1.28710679524951
1.65122518359612,1.23865465854143
1.64750921024134,1.24253050960103
1.65002275350123,1.23982967151002
1.62723105141225,1.26241880316448
1.64033239525419,1.24890170045663
1.60083360944079,1.2904514678925
1.62135109729157,1.26879890032313
1.62062766599857,1.26857886916484
1.57861045479556,1.31069133139307
1.60827600042007,1.28185831831109
