mu sigma mlo mup
1.485854498980678 0.30206526554047536 1.0404688688234607 2.3462090314600994
1.3797824360051778 0.36441879889976353 1.1667580472285253 2.0565821835548337
1.3613105090737383 0.66813481009103 1.1758686211250695 2.270838520664148
1.2098982926402868 0.35567944941752755 1.1110432203395766 2.3829259085832537
1.263083303403038 0.3579778497037838 1.1093527605553182 2.219729374282963
1.1441393431531466 0.54339534741193 1.0952440156779804 2.3806622986229797
1.515818776218374 0.30735694189065826 1.1519785630114232 2.833644177788977
1.407324104009482 0.2544102522289338 1.1751215137897408 2.881220303157646
1.5032863261200204 0.33876333899706257 1.1540365359886116 2.7708421433853423
1.2711279353954508 0.6372297731267259 1.1537883396610495 2.3380823850666763
1.481762856016994 0.31461284705362613 1.1251578093057697 2.2314498365882733
1.4337987566973363 0.28795021480696953 1.1244470803412696 2.2141291547477313
1.464942638893843 0.33498001600759314 1.1137471614329557 2.8472583653894894
1.437536009080394 0.3895108264849115 1.1259388534004762 2.752401943834337
1.3638400553840975 0.5123721327362111 1.124159640106908 2.2000662048623867
1.4718380563203273 0.4558202363878199 1.1685125855748644 2.1789325899557177
1.4193959754529517 0.49851455712980247 1.1713507937371925 2.3157270748873824
1.4313027243450498 0.4143801277940531 1.1447079471018708 2.715179235090712
1.1306325135530544 0.6140039619257214 1.1149924385444607 2.311019395992463
1.4208049257205828 0.35125488653583714 1.1042086531182744 2.3318639440800286
1.2474228067078017 0.5631156417041002 1.16716343172469 2.6680624540333926
1.2431415510246173 0.5189193031325527 1.178945505144278 2.0971983017446405
1.2900764312954398 0.6418002316745238 1.1663617459605942 2.2831563004889928
1.2578321794009513 0.6691228620845215 1.1599351154020128 2.122179577355539
1.2976318626426453 0.5132248353101424 1.1812970430521044 2.368204976440861
1.424333090190376 0.430489306799772 1.1444642007505248 2.441192751963587
1.2088583508709825 0.4818124511264238 1.116425928822652 2.1610048322138433
1.338736910495857 0.48273819468194384 1.1250473585402136 2.3323109680818943
1.4643472369157808 0.3859964140477706 1.1461152644577393 2.2519575659269706
1.2547551325188782 0.5358448697577997 1.1273304394323784 2.1585467070214586
1.2583619912809558 0.6403577577658252 1.1771392182374714 2.2187950086373265
1.3882291345259394 0.36368568922368655 1.1105677901213211 2.4785417775059635
1.1691051309614424 0.5239313602939046 1.1263961335290897 2.772301162455027
1.2841114404063587 0.41253404065011584 1.110357360371357 2.723953605155983
1.3023137803651905 0.48883814889281246 1.1343500266910416 2.508353112102598
1.3868518186722614 0.3927976157963841 1.1194584494669237 2.5053210650076965
1.1762415838452305 0.5834008555072148 1.1645896283194668 2.6918762429688092
1.4174391387462737 0.352282793909474 1.1807987298861682 2.5525314741125715
1.213733568818748 0.6528637728937176 1.174769757148857 2.125120517312133
1.2625013478581346 0.3687123837136966 1.1200577348605705 2.699446016613465
1.2664298210031084 0.4772682880182113 1.1158517802268 2.3379893107140965
1.2830374502385538 0.31367883018333326 1.1497206626772603 2.5991916035348828
1.2282072322084518 0.5336613907391947 1.1488188620082518 2.687794942670352
1.2410697187107524 0.5400079665236605 1.1672621231234201 2.8621854964625664
1.1755606558905256 0.37813976194875665 1.1338562958819536 2.875590050588038
1.3333424494411934 0.41673352024291394 1.1182806921328095 2.5240922678492987
1.2665816428103547 0.5435241897215679 1.1371198993076752 2.3361936147955413
1.172517927805637 0.4925638228192399 1.1143855721457898 2.4059382789295154
1.150723329322524 0.5815655027664933 1.1466724092319163 2.555637636953542
1.3608917274996697 0.4467520752724417 1.1292340827793024 2.234950816708292
1.2337448947488874 0.5382846609327278 1.1642181225296349 2.8212994790322847
1.3909464202689577 0.2757265917072528 1.1636718817466467 2.7923228991984144
1.2433557550401888 0.519275602109586 1.1243204176542307 2.2841382785031765
1.3088665228719552 0.3062775842505481 1.1514911480406953 2.5715335719219965
1.3339231026292264 0.5326180764179318 1.148781050774719 2.2174323804743694
1.2639535374994306 0.4505434620501747 1.1186949092531666 2.4566755097686324
1.226677084588834 0.6524360902344625 1.1756552272158538 2.182856275045501
1.4075211330035569 0.28304317287161057 1.1694991856001054 2.205279351175549
1.3807506639863865 0.36273437773511386 1.1818826804561329 2.4110487757561723
1.141109039269966 0.5206449814743831 1.130863187611177 2.7524193689004717
1.4167772709562696 0.4159891932755038 1.1667209372627276 2.1511594771297724
1.4017254737775937 0.30862751907603403 1.1407271878749403 2.2668088367758323
1.2265723533519584 0.6627816643976973 1.1640042230861378 2.1685770316912576
1.208520969485463 0.5430010051876647 1.1703383852368858 2.0986322946824396
1.3705991246466458 0.384137512216817 1.124787937539229 2.426692517124006
1.2430933159731339 0.5077131572152078 1.1411364313629249 2.5276910750174273
1.45417742962375 0.32363594075821833 1.1541469619625766 2.645728084801471
1.3591496308114865 0.5082574790562153 1.1589601277483768 2.2240597836830793
1.4123603951280064 0.32602209323344383 1.1745509020074647 2.16339458961128
1.2621127101843967 0.6305924586121473 1.167696686057681 2.1922330640328984
1.1840734009188107 0.34659021593697525 1.1590825812971617 2.7264160095392493
1.4055120547917461 0.37572547835910763 1.1350697665790521 2.371194399329379
1.2692205199091116 0.34352820437998116 1.182538352174567 2.7673401099643478
