alpha mmin mmax delta_m
9.796071952339076 1.1219381409715035 2.4240885561259864 0.32654540231451146
3.831449480773628 1.051141214837868 2.0849409406507986 0.4279971588607868
4.065758352575564 1.1188865779207005 2.301469317223746 0.3248636215936934
7.345209568123085 1.057108799359005 2.8255960737519277 0.6412909925911381
2.7228634585344027 1.1146036575595057 2.304707750852702 0.05558123229413737
8.154140341570598 1.0123349095206555 2.4977044193376052 0.9039118769977549
10.58781966036873 1.0585209432796534 2.355014397223163 0.7306665350168928
11.198380145264998 1.042408617169692 2.3956564704153127 0.8744340380323726
2.1809109690354775 1.0165097900782025 2.2513069460116464 0.33585304359494433
9.70271916401213 1.0445308846560266 2.308772114209136 0.5665028715916649
7.246442368631648 1.0682105557953816 2.79951425627221 0.5834710718327089
7.7268316506648524 0.9780400801801383 2.6252979370055507 0.9769739406834225
8.802597339053023 0.9538967621928991 2.7530908328344204 0.8525796855505097
3.8295771772133698 0.9448016474112515 2.4339740399169263 0.5554753658580603
4.867567255103202 0.9512613145436767 2.6124009139502675 0.551464696921507
10.839845216348921 1.015170411300948 2.7880414904197117 0.8095345026866964
6.494106724535792 1.0717165606856165 2.681511515910322 0.5322611382208102
7.2595577332759404 0.9438604704378089 2.1850346270001264 0.8346031801400543
10.702807265222718 1.0253329806279678 2.30260211127443 0.9429429983789102
6.650837561685874 0.9981387239823152 2.188383588583135 0.7881555166812666
6.682226085481329 0.9544194660175654 2.8303019771589417 0.675671383963886
2.4920804481979175 1.0746941902978142 2.343031505929538 0.254928975323198
7.102375745259893 1.1418813298603163 2.157906072161321 0.1817605620038221
9.981335679486584 0.9865400231141539 2.2514327935805802 0.8778609434893856
3.1100461533291774 0.989633756118117 2.287239381131303 0.3554394218191972
3.996888438099557 0.9279756700466056 2.329724509037367 0.5760198877562431
7.305383371772779 1.0955821526721108 2.403067761960178 0.4859362335903049
5.3232995399417185 0.9232373615192484 2.2083952758396794 0.8020524933890822
9.52585544222733 0.9774766551168484 2.5203537769338626 0.8313163155447447
5.369759460994354 1.077807748398777 2.890308466703382 0.42874806807074156
8.64187764079258 1.0501664338878178 2.1729720087329825 0.5681713326395846
5.354281791859432 0.9285340903356706 2.2656085502609313 0.6521579235573346
9.670681699071269 0.9971424387068107 2.8121052990314226 0.77381150484134
6.171716273151588 1.0877019746217362 2.8397724102747697 0.2073776303862854
5.2197341730669375 0.9691920719575 2.156176691330709 0.531761675956276
5.353035456412677 0.9568626332737457 2.669586661373284 0.6356468861269409
3.874151572247694 0.9972562510671534 2.552468081757123 0.446712095240405
6.985057227008189 0.9296588173333707 2.6282760921287727 0.9063179993314489
4.815092521284258 1.0469938898103297 2.769647835113895 0.45914339727352543
6.58208327689599 1.0342654592734923 2.542392963441631 0.6562346419103997
8.166515385962096 1.0358131638226276 2.406160036611612 0.7591218478369819
6.1837842134971375 1.0005947480706807 2.677641487757905 0.44434755895109074
6.656731361063983 0.9303799962167647 2.22640749228385 0.9403311761259695
4.0939469503312385 0.9307802730674958 2.2809214154135304 0.627452663268135
8.16756286373725 1.1088813359024607 2.5554599398651865 0.42103482651870777
7.4862350807648586 1.0731130455673763 2.229836055044111 0.3195544212778218
6.649041788576559 1.1130730766187584 2.574262820078464 0.16667060446740195
6.835229592591068 0.9571633590070698 2.2962958603448165 0.6745676160418198
5.923810243102125 1.119586930807108 2.830643955921162 0.13284658320766898
7.186524651089433 1.0905386097419374 2.887430694838886 0.24999572795141237
5.131869731863349 0.979882166894472 2.626919561802475 0.4780627496091053
4.133209974960275 1.0012645104300408 2.2831041796373195 0.3436964014416245
9.483022012506265 1.0141580013937996 2.409847256121209 0.9279727622170453
6.456530729964356 0.9352780258126202 2.3579308090636184 0.9158886005226315
7.334379696431297 0.9591163517617256 2.8575409758516406 0.7757830440101168
8.47201385599503 0.9379125407721629 2.4899756213642927 0.9578280556351285
6.021009184467687 0.9374955456623413 2.383461660681954 0.8353675459710687
5.386758665267243 1.080749562443648 2.365948768435854 0.18824302843387816
4.639928008433008 1.1307183063056596 2.8896173311513014 0.10077309468106044
7.1254918376324685 0.9626942245496696 2.8862189387006767 0.7626600775482588
4.765659164067985 1.1052793297602486 2.4592621281990565 0.12050751596398944
9.918007261701177 0.9774542055054288 2.7900274484697043 0.93509279237754
7.370120830928457 1.0763391682528685 2.823459381883297 0.5222258228826657
7.930680754171391 1.0637144744317326 2.4110719735848094 0.6064232831886243
2.2263765910745494 1.1238212869216835 2.146131361166443 0.09675274627631239
