
0it [00:00, ?it/s]
1it [01:54, 114.08s/it, bound:0 nc:  3 ncall:4.0e+02 eff:0.2% logz=-437.04+/-0.18 dlogz:inf>0.1]
2it [01:54, 47.06s/it, bound:0 nc: 17 ncall:4.2e+02 eff:0.5% logz=-343.89+/-0.18 dlogz:505.614>0.1]
5it [01:54, 13.40s/it, bound:0 nc:  2 ncall:4.3e+02 eff:1.2% logz=-207.51+/-0.18 dlogz:286.472>0.1]
7it [01:54,  8.02s/it, bound:0 nc: 11 ncall:4.5e+02 eff:1.5% logz=-139.98+/-0.18 dlogz:218.031>0.1]
9it [01:54,  5.11s/it, bound:0 nc:  6 ncall:4.7e+02 eff:1.9% logz=-133.70+/-0.17 dlogz:203.901>0.1]
11it [01:54,  3.39s/it, bound:0 nc:  9 ncall:4.9e+02 eff:2.3% logz=-122.40+/-0.18 dlogz:196.839>0.1]
14it [01:55,  2.00s/it, bound:0 nc: 23 ncall:5.2e+02 eff:2.7% logz=-108.48+/-0.18 dlogz:184.349>0.1]
18it [01:55,  1.12s/it, bound:0 nc:  3 ncall:5.3e+02 eff:3.4% logz=-84.49+/-0.18 dlogz:156.785>0.1] 
20it [01:55,  1.16it/s, bound:0 nc:  6 ncall:5.5e+02 eff:3.7% logz=-81.57+/-0.17 dlogz:151.395>0.1]
22it [01:55,  1.51it/s, bound:0 nc: 11 ncall:5.7e+02 eff:3.9% logz=-79.73+/-0.16 dlogz:149.165>0.1]
25it [01:55,  2.25it/s, bound:0 nc: 13 ncall:5.9e+02 eff:4.2% logz=-77.40+/-0.16 dlogz:147.046>0.1]
28it [01:56,  3.21it/s, bound:0 nc:  9 ncall:6.1e+02 eff:4.6% logz=-58.17+/-0.17 dlogz:128.153>0.1]
30it [01:56,  3.81it/s, bound:0 nc: 16 ncall:6.4e+02 eff:4.7% logz=-55.29+/-0.17 dlogz:125.648>0.1]
32it [01:56,  4.44it/s, bound:0 nc: 24 ncall:6.7e+02 eff:4.8% logz=-50.60+/-0.18 dlogz:122.690>0.1]
35it [01:56,  6.13it/s, bound:0 nc: 13 ncall:6.9e+02 eff:5.1% logz=-47.72+/-0.16 dlogz:116.892>0.1]
37it [01:56,  6.69it/s, bound:0 nc:  5 ncall:7.2e+02 eff:5.2% logz=-45.71+/-0.16 dlogz:115.293>0.1]
39it [01:56,  8.07it/s, bound:0 nc:  3 ncall:7.2e+02 eff:5.4% logz=-38.11+/-0.18 dlogz:111.332>0.1]
41it [01:57,  9.01it/s, bound:0 nc:  2 ncall:7.4e+02 eff:5.6% logz=-34.88+/-0.16 dlogz:104.344>0.1]
43it [01:57,  6.48it/s, bound:0 nc: 29 ncall:7.9e+02 eff:5.5% logz=-31.90+/-0.16 dlogz:101.418>0.1]
45it [01:57,  7.62it/s, bound:0 nc:  6 ncall:8.0e+02 eff:5.6% logz=-30.83+/-0.15 dlogz:99.756>0.1] 
48it [02:05,  1.03s/it, bound:1 nc:102 ncall:9.1e+02 eff:5.3% logz=-28.90+/-0.16 dlogz:98.121>0.1]
52it [02:05,  1.65it/s, bound:2 nc:  1 ncall:1.4e+03 eff:31.2% logz=52.88+/-0.49 dlogz:11.189>0.1]
54it [02:10,  1.02s/it, bound:3 nc:101 ncall:1.6e+03 eff:3.3% logz=-20.31+/-0.17 dlogz:90.077>0.1]
58it [02:16,  1.24s/it, bound:4 nc:139 ncall:2.1e+03 eff:2.8% logz=-15.71+/-0.17 dlogz:85.620>0.1]
62it [02:16,  1.24it/s, bound:6 nc:101 ncall:2.5e+03 eff:2.5% logz=-12.41+/-0.16 dlogz:81.454>0.1]
64it [02:22,  1.25s/it, bound:6 nc:122 ncall:2.7e+03 eff:2.3% logz=-11.04+/-0.15 dlogz:79.994>0.1]
68it [02:28,  1.33s/it, bound:8 nc:124 ncall:3.2e+03 eff:2.1% logz=-9.63+/-0.15 dlogz:78.294>0.1] 
73it [02:33,  1.22s/it, bound:9 nc:118 ncall:3.7e+03 eff:2.0% logz=-8.04+/-0.14 dlogz:76.805>0.1]
74it [02:33,  1.11s/it, bound:10 nc:101 ncall:3.8e+03 eff:1.9% logz=-7.65+/-0.14 dlogz:76.433>0.1]
78it [02:38,  1.14s/it, bound:11 nc:101 ncall:4.2e+03 eff:1.8% logz=-6.47+/-0.14 dlogz:75.111>0.1]
81it [02:38,  1.21it/s, bound:12 nc:  1 ncall:4.5e+03 eff:10.0% logz=43.26+/-0.18 dlogz:22.379>0.1]
83it [02:43,  1.20s/it, bound:13 nc:101 ncall:4.7e+03 eff:1.7% logz=-5.33+/-0.14 dlogz:73.915>0.1] 
86it [02:43,  1.19it/s, bound:14 nc:101 ncall:5.0e+03 eff:1.7% logz=-4.80+/-0.14 dlogz:73.344>0.1]
88it [02:50,  1.35s/it, bound:14 nc:111 ncall:5.3e+03 eff:1.7% logz=-4.42+/-0.13 dlogz:72.963>0.1]
92it [02:50,  1.21it/s, bound:16 nc:141 ncall:5.7e+03 eff:1.6% logz=-3.91+/-0.13 dlogz:72.367>0.1]
