
0it [00:00, ?it/s]
792it [00:08, 37.70it/s, bound:0 nc:  8 ncall:3.0e+03 eff:26.3% logz=24.49+/-0.14 dlogz:30.680>0.1]
796it [00:09, 32.90it/s, bound:0 nc:  7 ncall:3.0e+03 eff:26.1% logz=24.68+/-0.14 dlogz:30.473>0.1]
802it [00:09, 37.02it/s, bound:0 nc:  3 ncall:3.1e+03 eff:26.2% logz=24.97+/-0.14 dlogz:30.169>0.1]
808it [00:09, 42.06it/s, bound:0 nc: 10 ncall:3.1e+03 eff:26.1% logz=25.24+/-0.14 dlogz:29.884>0.1]
813it [00:09, 36.51it/s, bound:0 nc:  1 ncall:3.1e+03 eff:26.0% logz=25.49+/-0.14 dlogz:29.625>0.1]
818it [00:09, 31.50it/s, bound:0 nc: 24 ncall:3.2e+03 eff:25.7% logz=25.74+/-0.14 dlogz:29.361>0.1]
822it [00:10, 19.36it/s, bound:0 nc:  1 ncall:3.2e+03 eff:25.5% logz=25.92+/-0.14 dlogz:29.161>0.1]
825it [00:10, 18.60it/s, bound:0 nc:  5 ncall:3.3e+03 eff:25.3% logz=26.06+/-0.14 dlogz:29.018>0.1]
828it [00:10, 18.58it/s, bound:0 nc:  6 ncall:3.3e+03 eff:25.3% logz=26.19+/-0.14 dlogz:28.880>0.1]
832it [00:10, 16.77it/s, bound:0 nc:  1 ncall:3.3e+03 eff:25.4% logz=26.35+/-0.14 dlogz:28.704>0.1]
836it [00:10, 17.35it/s, bound:0 nc:  8 ncall:3.3e+03 eff:25.3% logz=26.52+/-0.14 dlogz:28.526>0.1]
839it [00:11, 17.24it/s, bound:0 nc:  9 ncall:3.3e+03 eff:25.2% logz=26.65+/-0.14 dlogz:28.395>0.1]
843it [00:11, 20.67it/s, bound:0 nc:  7 ncall:3.3e+03 eff:25.2% logz=26.81+/-0.14 dlogz:28.219>0.1]
848it [00:11, 23.04it/s, bound:0 nc: 14 ncall:3.4e+03 eff:25.1% logz=27.00+/-0.14 dlogz:28.017>0.1]
852it [00:11, 19.93it/s, bound:0 nc: 20 ncall:3.4e+03 eff:24.9% logz=27.14+/-0.14 dlogz:27.865>0.1]
855it [00:11, 21.02it/s, bound:0 nc:  7 ncall:3.5e+03 eff:24.8% logz=27.24+/-0.14 dlogz:27.754>0.1]
860it [00:12, 22.04it/s, bound:0 nc: 15 ncall:3.5e+03 eff:24.7% logz=27.41+/-0.14 dlogz:27.571>0.1]
865it [00:12, 25.50it/s, bound:0 nc:  8 ncall:3.5e+03 eff:24.7% logz=27.58+/-0.14 dlogz:27.387>0.1]
871it [00:12, 26.20it/s, bound:0 nc:  5 ncall:3.5e+03 eff:24.6% logz=27.80+/-0.14 dlogz:27.154>0.1]
876it [00:12, 25.06it/s, bound:0 nc: 16 ncall:3.6e+03 eff:24.4% logz=27.96+/-0.14 dlogz:26.975>0.1]
879it [00:12, 25.10it/s, bound:0 nc:  6 ncall:3.6e+03 eff:24.3% logz=28.05+/-0.14 dlogz:26.876>0.1]
882it [00:12, 24.81it/s, bound:0 nc: 15 ncall:3.6e+03 eff:24.3% logz=28.14+/-0.14 dlogz:26.780>0.1]
885it [00:12, 24.06it/s, bound:0 nc: 14 ncall:3.6e+03 eff:24.3% logz=28.23+/-0.14 dlogz:26.682>0.1]
890it [00:13, 23.74it/s, bound:0 nc: 15 ncall:3.7e+03 eff:24.1% logz=28.39+/-0.14 dlogz:26.518>0.1]
894it [00:13, 18.87it/s, bound:0 nc: 45 ncall:3.7e+03 eff:23.8% logz=28.52+/-0.14 dlogz:26.378>0.1]
897it [00:13, 18.41it/s, bound:0 nc:  1 ncall:3.8e+03 eff:23.8% logz=28.61+/-0.14 dlogz:26.275>0.1]
899it [00:13, 17.50it/s, bound:0 nc:  6 ncall:3.8e+03 eff:23.7% logz=28.67+/-0.14 dlogz:26.210>0.1]
902it [00:14, 17.34it/s, bound:0 nc:  9 ncall:3.8e+03 eff:23.7% logz=28.76+/-0.14 dlogz:26.114>0.1]
904it [00:14, 17.04it/s, bound:0 nc: 22 ncall:3.8e+03 eff:23.6% logz=28.81+/-0.14 dlogz:26.051>0.1]
907it [00:14, 18.45it/s, bound:0 nc:  9 ncall:3.8e+03 eff:23.6% logz=28.90+/-0.14 dlogz:25.959>0.1]
911it [00:14, 20.94it/s, bound:0 nc: 16 ncall:3.9e+03 eff:23.5% logz=29.02+/-0.14 dlogz:25.831>0.1]
914it [00:14, 15.69it/s, bound:0 nc: 13 ncall:3.9e+03 eff:23.4% logz=29.11+/-0.14 dlogz:25.734>0.1]
916it [00:14, 14.66it/s, bound:0 nc:  9 ncall:3.9e+03 eff:23.3% logz=29.16+/-0.14 dlogz:25.672>0.1]
919it [00:15, 16.41it/s, bound:0 nc: 16 ncall:4.0e+03 eff:23.2% logz=29.25+/-0.14 dlogz:25.579>0.1]
923it [00:15, 15.69it/s, bound:0 nc: 26 ncall:4.0e+03 eff:23.0% logz=29.36+/-0.14 dlogz:25.457>0.1]
925it [00:15, 14.41it/s, bound:0 nc: 38 ncall:4.0e+03 eff:22.9% logz=29.42+/-0.14 dlogz:25.395>0.1]
932it [00:15, 20.16it/s, bound:0 nc: 26 ncall:4.1e+03 eff:22.7% logz=29.61+/-0.14 dlogz:25.181>0.1]
935it [00:15, 21.36it/s, bound:0 nc:  4 ncall:4.1e+03 eff:22.7% logz=29.70+/-0.14 dlogz:25.087>0.1]
938it [00:15, 21.52it/s, bound:0 nc:  4 ncall:4.1e+03 eff:22.7% logz=29.80+/-0.14 dlogz:24.981>0.1]
941it [00:16, 20.03it/s, bound:0 nc: 13 ncall:4.2e+03 eff:22.6% logz=29.90+/-0.14 dlogz:24.874>0.1]
944it [00:16, 19.64it/s, bound:0 nc:  3 ncall:4.2e+03 eff:22.5% logz=30.00+/-0.14 dlogz:24.767>0.1]
947it [00:16, 16.59it/s, bound:0 nc:  4 ncall:4.2e+03 eff:22.4% logz=30.11+/-0.14 dlogz:24.654>0.1]
949it [00:16, 13.96it/s, bound:0 nc: 10 ncall:4.3e+03 eff:22.3% logz=30.18+/-0.14 dlogz:24.581>0.1]
951it [00:17, 11.11it/s, bound:0 nc: 23 ncall:4.3e+03 eff:22.1% logz=30.24+/-0.14 dlogz:24.510>0.1]
953it [00:17, 11.84it/s, bound:0 nc: 10 ncall:4.3e+03 eff:22.1% logz=30.31+/-0.14 dlogz:24.440>0.1]
956it [00:17, 14.16it/s, bound:0 nc:  8 ncall:4.3e+03 eff:22.1% logz=30.40+/-0.14 dlogz:24.339>0.1]
958it [00:17, 14.97it/s, bound:0 nc:  6 ncall:4.4e+03 eff:22.0% logz=30.46+/-0.14 dlogz:24.271>0.1]
960it [00:17, 10.22it/s, bound:0 nc: 14 ncall:4.4e+03 eff:21.8% logz=30.53+/-0.14 dlogz:24.202>0.1]
963it [00:17, 13.21it/s, bound:0 nc: 19 ncall:4.4e+03 eff:21.7% logz=30.63+/-0.14 dlogz:24.093>0.1]
965it [00:18, 10.50it/s, bound:0 nc:  9 ncall:4.5e+03 eff:21.6% logz=30.70+/-0.14 dlogz:24.021>0.1]
968it [00:18, 13.16it/s, bound:0 nc:  3 ncall:4.5e+03 eff:21.6% logz=30.79+/-0.14 dlogz:23.917>0.1]
972it [00:18, 16.63it/s, bound:0 nc:  4 ncall:4.5e+03 eff:21.6% logz=30.92+/-0.14 dlogz:23.776>0.1]
975it [00:18, 14.73it/s, bound:0 nc: 16 ncall:4.6e+03 eff:21.4% logz=31.02+/-0.14 dlogz:23.674>0.1]
978it [00:18, 15.26it/s, bound:0 nc:  6 ncall:4.6e+03 eff:21.4% logz=31.11+/-0.14 dlogz:23.571>0.1]
980it [00:19, 14.84it/s, bound:0 nc: 23 ncall:4.6e+03 eff:21.3% logz=31.17+/-0.14 dlogz:23.504>0.1]
982it [00:19, 12.09it/s, bound:0 nc: 10 ncall:4.6e+03 eff:21.2% logz=31.24+/-0.14 dlogz:23.436>0.1]
984it [00:19,  9.91it/s, bound:0 nc: 10 ncall:4.7e+03 eff:21.1% logz=31.30+/-0.14 dlogz:23.370>0.1]
986it [00:19,  9.36it/s, bound:0 nc:  1 ncall:4.7e+03 eff:21.1% logz=31.35+/-0.14 dlogz:23.306>0.1]
989it [00:20, 10.12it/s, bound:0 nc: 17 ncall:4.7e+03 eff:21.1% logz=31.44+/-0.14 dlogz:23.215>0.1]
991it [00:20,  9.05it/s, bound:0 nc: 19 ncall:4.7e+03 eff:21.0% logz=31.50+/-0.14 dlogz:23.151>0.1]
994it [00:20, 11.72it/s, bound:0 nc:  6 ncall:4.7e+03 eff:21.0% logz=31.59+/-0.14 dlogz:23.055>0.1]
997it [00:20, 12.34it/s, bound:0 nc: 25 ncall:4.8e+03 eff:20.8% logz=31.69+/-0.14 dlogz:22.947>0.1]
999it [00:20, 13.54it/s, bound:0 nc: 20 ncall:4.8e+03 eff:20.7% logz=31.76+/-0.14 dlogz:22.872>0.1]
1001it [00:21, 14.20it/s, bound:0 nc:  3 ncall:4.8e+03 eff:20.8% logz=31.83+/-0.14 dlogz:22.799>0.1]
1005it [00:21, 19.31it/s, bound:0 nc: 25 ncall:4.9e+03 eff:20.7% logz=31.96+/-0.14 dlogz:22.655>0.1]
1008it [00:21, 21.27it/s, bound:0 nc:  9 ncall:4.9e+03 eff:20.7% logz=32.06+/-0.14 dlogz:22.547>0.1]
1011it [00:21, 13.69it/s, bound:0 nc: 35 ncall:4.9e+03 eff:20.5% logz=32.16+/-0.14 dlogz:22.439>0.1]
1013it [00:21, 14.59it/s, bound:0 nc: 14 ncall:5.0e+03 eff:20.4% logz=32.23+/-0.14 dlogz:22.367>0.1]
1015it [00:21, 12.81it/s, bound:0 nc:  7 ncall:5.0e+03 eff:20.3% logz=32.30+/-0.14 dlogz:22.291>0.1]
1017it [00:22, 12.67it/s, bound:0 nc:  5 ncall:5.0e+03 eff:20.3% logz=32.37+/-0.14 dlogz:22.217>0.1]
1019it [00:22, 11.51it/s, bound:0 nc: 12 ncall:5.1e+03 eff:20.1% logz=32.44+/-0.14 dlogz:22.145>0.1]
1021it [00:22, 12.16it/s, bound:0 nc: 11 ncall:5.1e+03 eff:20.1% logz=32.51+/-0.14 dlogz:22.072>0.1]
1024it [00:22, 13.97it/s, bound:0 nc: 11 ncall:5.1e+03 eff:20.1% logz=32.62+/-0.14 dlogz:21.954>0.1]
1026it [00:22, 14.88it/s, bound:0 nc:  4 ncall:5.1e+03 eff:20.1% logz=32.69+/-0.14 dlogz:21.876>0.1]
1029it [00:22, 14.48it/s, bound:0 nc:  6 ncall:5.1e+03 eff:20.1% logz=32.80+/-0.14 dlogz:21.762>0.1]
1032it [00:23, 16.81it/s, bound:0 nc: 20 ncall:5.2e+03 eff:20.0% logz=32.91+/-0.14 dlogz:21.644>0.1]
1034it [00:23, 17.08it/s, bound:0 nc:  5 ncall:5.2e+03 eff:20.0% logz=32.99+/-0.14 dlogz:21.561>0.1]
1041it [00:23, 21.07it/s, bound:0 nc:  5 ncall:5.2e+03 eff:20.0% logz=33.25+/-0.14 dlogz:21.280>0.1]
1044it [00:23, 17.05it/s, bound:0 nc:  4 ncall:5.3e+03 eff:19.9% logz=33.35+/-0.14 dlogz:21.168>0.1]
1046it [00:24, 10.11it/s, bound:0 nc: 27 ncall:5.3e+03 eff:19.7% logz=33.42+/-0.14 dlogz:21.096>0.1]
1048it [00:24,  7.64it/s, bound:0 nc: 16 ncall:5.4e+03 eff:19.5% logz=33.48+/-0.14 dlogz:21.027>0.1]
1050it [00:24,  8.65it/s, bound:0 nc: 17 ncall:5.4e+03 eff:19.5% logz=33.56+/-0.14 dlogz:20.948>0.1]
1054it [00:25, 11.92it/s, bound:0 nc: 12 ncall:5.4e+03 eff:19.5% logz=33.71+/-0.14 dlogz:20.789>0.1]
1056it [00:25,  9.12it/s, bound:0 nc: 47 ncall:5.5e+03 eff:19.3% logz=33.78+/-0.15 dlogz:20.710>0.1]
1058it [00:25,  9.00it/s, bound:0 nc:  5 ncall:5.5e+03 eff:19.2% logz=33.86+/-0.15 dlogz:20.631>0.1]
1060it [00:25,  8.12it/s, bound:0 nc: 23 ncall:5.6e+03 eff:19.1% logz=33.93+/-0.15 dlogz:20.553>0.1]
1062it [00:26,  9.34it/s, bound:0 nc:  1 ncall:5.6e+03 eff:19.0% logz=34.01+/-0.15 dlogz:20.474>0.1]
1064it [00:26, 10.66it/s, bound:0 nc: 21 ncall:5.6e+03 eff:18.9% logz=34.08+/-0.15 dlogz:20.394>0.1]
1066it [00:26,  8.53it/s, bound:0 nc:  1 ncall:5.7e+03 eff:18.8% logz=34.16+/-0.15 dlogz:20.313>0.1]
1068it [00:26,  8.46it/s, bound:0 nc: 34 ncall:5.7e+03 eff:18.7% logz=34.24+/-0.15 dlogz:20.230>0.1]
1070it [00:27,  8.62it/s, bound:0 nc: 34 ncall:5.7e+03 eff:18.6% logz=34.31+/-0.15 dlogz:20.150>0.1]
1071it [00:27,  8.60it/s, bound:0 nc: 13 ncall:5.8e+03 eff:18.6% logz=34.34+/-0.15 dlogz:20.112>0.1]
1075it [00:27,  7.43it/s, bound:0 nc: 59 ncall:5.8e+03 eff:18.4% logz=34.48+/-0.15 dlogz:19.966>0.1]
1076it [00:27,  7.06it/s, bound:0 nc: 21 ncall:5.9e+03 eff:18.3% logz=34.51+/-0.15 dlogz:19.930>0.1]
1078it [00:28,  6.89it/s, bound:0 nc: 34 ncall:5.9e+03 eff:18.2% logz=34.58+/-0.15 dlogz:19.856>0.1]
1081it [00:28,  8.75it/s, bound:0 nc: 16 ncall:5.9e+03 eff:18.2% logz=34.68+/-0.15 dlogz:19.748>0.1]
1082it [00:28,  7.96it/s, bound:0 nc: 18 ncall:6.0e+03 eff:18.2% logz=34.71+/-0.15 dlogz:19.714>0.1]
1083it [00:28,  7.49it/s, bound:0 nc: 10 ncall:6.0e+03 eff:18.2% logz=34.74+/-0.15 dlogz:19.681>0.1]
1086it [00:28, 10.80it/s, bound:0 nc: 13 ncall:6.0e+03 eff:18.1% logz=34.83+/-0.15 dlogz:19.582>0.1]
1088it [00:29, 10.62it/s, bound:0 nc: 24 ncall:6.0e+03 eff:18.1% logz=34.89+/-0.15 dlogz:19.517>0.1]
1090it [00:29,  8.47it/s, bound:0 nc: 29 ncall:6.1e+03 eff:17.9% logz=34.95+/-0.15 dlogz:19.450>0.1]
1092it [00:29,  8.85it/s, bound:0 nc: 37 ncall:6.1e+03 eff:17.8% logz=35.01+/-0.15 dlogz:19.384>0.1]
1095it [00:29,  9.15it/s, bound:0 nc: 29 ncall:6.2e+03 eff:17.8% logz=35.10+/-0.15 dlogz:19.289>0.1]
1096it [00:30,  8.13it/s, bound:0 nc: 13 ncall:6.2e+03 eff:17.7% logz=35.13+/-0.15 dlogz:19.259>0.1]
1098it [00:30,  9.38it/s, bound:0 nc: 32 ncall:6.2e+03 eff:17.7% logz=35.19+/-0.15 dlogz:19.196>0.1]
1100it [00:30,  7.93it/s, bound:0 nc:  6 ncall:6.3e+03 eff:17.6% logz=35.25+/-0.15 dlogz:19.128>0.1]
1102it [00:30,  7.36it/s, bound:0 nc: 21 ncall:6.3e+03 eff:17.5% logz=35.32+/-0.15 dlogz:19.057>0.1]
1104it [00:31,  8.33it/s, bound:0 nc: 37 ncall:6.3e+03 eff:17.4% logz=35.38+/-0.15 dlogz:18.986>0.1]
1105it [00:31,  7.93it/s, bound:0 nc: 22 ncall:6.4e+03 eff:17.4% logz=35.42+/-0.15 dlogz:18.952>0.1]
1108it [00:31,  9.07it/s, bound:0 nc: 29 ncall:6.4e+03 eff:17.3% logz=35.51+/-0.15 dlogz:18.846>0.1]
1109it [00:31,  8.90it/s, bound:0 nc: 13 ncall:6.4e+03 eff:17.3% logz=35.55+/-0.15 dlogz:18.810>0.1]
1110it [00:31,  8.74it/s, bound:0 nc: 31 ncall:6.5e+03 eff:17.2% logz=35.58+/-0.15 dlogz:18.774>0.1]
1111it [00:31,  8.62it/s, bound:0 nc: 12 ncall:6.5e+03 eff:17.2% logz=35.61+/-0.15 dlogz:18.837>0.1]
1114it [00:32, 12.15it/s, bound:0 nc: 26 ncall:6.5e+03 eff:17.2% logz=35.71+/-0.15 dlogz:18.735>0.1]
1116it [00:32, 13.55it/s, bound:0 nc:  6 ncall:6.5e+03 eff:17.1% logz=35.77+/-0.15 dlogz:18.667>0.1]
1118it [00:32,  9.73it/s, bound:0 nc: 29 ncall:6.5e+03 eff:17.1% logz=35.83+/-0.15 dlogz:18.598>0.1]
1120it [00:33,  4.25it/s, bound:0 nc: 82 ncall:6.7e+03 eff:16.7% logz=35.89+/-0.15 dlogz:18.532>0.1]
1123it [00:33,  6.30it/s, bound:0 nc:  6 ncall:6.7e+03 eff:16.7% logz=35.98+/-0.15 dlogz:18.438>0.1]
1126it [00:34,  5.60it/s, bound:0 nc: 76 ncall:6.8e+03 eff:16.6% logz=36.06+/-0.15 dlogz:18.344>0.1]
1128it [00:34,  6.45it/s, bound:0 nc:  6 ncall:6.8e+03 eff:16.5% logz=36.12+/-0.15 dlogz:18.282>0.1]
1130it [00:34,  6.14it/s, bound:0 nc: 20 ncall:6.9e+03 eff:16.4% logz=36.18+/-0.15 dlogz:18.222>0.1]
1131it [00:35,  6.31it/s, bound:0 nc: 21 ncall:6.9e+03 eff:16.4% logz=36.20+/-0.15 dlogz:18.192>0.1]
1132it [00:35,  6.41it/s, bound:0 nc: 28 ncall:6.9e+03 eff:16.3% logz=36.23+/-0.15 dlogz:18.163>0.1]
1133it [00:35,  6.77it/s, bound:0 nc: 12 ncall:7.0e+03 eff:16.3% logz=36.25+/-0.15 dlogz:18.134>0.1]
1134it [00:35,  5.48it/s, bound:0 nc: 30 ncall:7.0e+03 eff:16.2% logz=36.28+/-0.15 dlogz:18.106>0.1]
1137it [00:35,  6.58it/s, bound:0 nc: 30 ncall:7.0e+03 eff:16.2% logz=36.36+/-0.15 dlogz:18.023>0.1]
1139it [00:36,  6.32it/s, bound:0 nc: 37 ncall:7.1e+03 eff:16.1% logz=36.41+/-0.15 dlogz:17.966>0.1]
1140it [00:36,  4.51it/s, bound:0 nc: 32 ncall:7.1e+03 eff:16.0% logz=36.43+/-0.15 dlogz:17.938>0.1]
1141it [00:37,  4.08it/s, bound:0 nc: 52 ncall:7.2e+03 eff:15.9% logz=36.46+/-0.15 dlogz:17.910>0.1]
1142it [00:37,  4.02it/s, bound:0 nc: 15 ncall:7.2e+03 eff:15.9% logz=36.48+/-0.15 dlogz:17.883>0.1]
1144it [00:37,  5.09it/s, bound:0 nc: 16 ncall:7.2e+03 eff:15.9% logz=36.53+/-0.15 dlogz:17.829>0.1]
1146it [00:37,  5.41it/s, bound:0 nc: 19 ncall:7.2e+03 eff:15.9% logz=36.58+/-0.15 dlogz:17.777>0.1]
1147it [00:38,  4.86it/s, bound:0 nc:  8 ncall:7.2e+03 eff:15.9% logz=36.60+/-0.15 dlogz:17.750>0.1]
1149it [00:38,  5.87it/s, bound:0 nc: 14 ncall:7.2e+03 eff:15.8% logz=36.65+/-0.15 dlogz:17.694>0.1]
1152it [00:38,  7.54it/s, bound:0 nc: 13 ncall:7.3e+03 eff:15.8% logz=36.73+/-0.15 dlogz:17.612>0.1]
1153it [00:39,  6.24it/s, bound:0 nc: 15 ncall:7.3e+03 eff:15.8% logz=36.75+/-0.15 dlogz:17.585>0.1]
1154it [00:39,  5.85it/s, bound:0 nc: 33 ncall:7.3e+03 eff:15.8% logz=36.78+/-0.15 dlogz:17.556>0.1]
1155it [00:39,  4.31it/s, bound:0 nc: 35 ncall:7.4e+03 eff:15.7% logz=36.80+/-0.15 dlogz:17.528>0.1]
1156it [00:39,  4.12it/s, bound:0 nc:  9 ncall:7.4e+03 eff:15.7% logz=36.83+/-0.15 dlogz:17.500>0.1]
1158it [00:40,  4.82it/s, bound:0 nc: 17 ncall:7.4e+03 eff:15.7% logz=36.88+/-0.15 dlogz:17.445>0.1]
1159it [00:40,  4.25it/s, bound:0 nc: 23 ncall:7.4e+03 eff:15.6% logz=36.90+/-0.15 dlogz:17.417>0.1]
1160it [00:41,  3.50it/s, bound:0 nc: 26 ncall:7.4e+03 eff:15.6% logz=36.93+/-0.15 dlogz:17.390>0.1]
1162it [00:41,  4.03it/s, bound:0 nc: 35 ncall:7.5e+03 eff:15.5% logz=36.98+/-0.15 dlogz:17.335>0.1]
1163it [00:41,  4.19it/s, bound:0 nc: 16 ncall:7.5e+03 eff:15.5% logz=37.01+/-0.15 dlogz:17.307>0.1]
1165it [00:41,  5.32it/s, bound:0 nc: 19 ncall:7.5e+03 eff:15.5% logz=37.05+/-0.15 dlogz:17.253>0.1]
1166it [00:42,  5.08it/s, bound:0 nc:  7 ncall:7.5e+03 eff:15.5% logz=37.08+/-0.15 dlogz:17.226>0.1]
1167it [00:42,  5.10it/s, bound:0 nc: 22 ncall:7.6e+03 eff:15.4% logz=37.10+/-0.15 dlogz:17.201>0.1]
1168it [00:42,  5.05it/s, bound:0 nc: 26 ncall:7.6e+03 eff:15.4% logz=37.13+/-0.15 dlogz:17.174>0.1]
