mlo mup beta
1.1792469453213883 2.3315111502317607 4.296577453974507
1.1275971019131281 2.1921503155763467 4.571876040912034
1.1878593275013851 2.2242094379779074 11.257628088754394
1.162243688659309 2.208986056689827 11.449712723776582
1.16653895898558 2.567330504052012 11.893846536783485
1.1664838520421605 2.8549171149301946 11.476865476063303
1.1479311688768283 2.3090062503890483 5.231975108526493
1.1431307652701892 2.7731783140255297 6.665175266598517
1.1837324230986146 2.2985159792432257 6.054196526313229
1.1832386158066965 2.5918682322297912 6.266127469103029
1.1460447863324155 2.0291730357377995 4.220948411083006
1.1732258994833489 2.62835507042959 11.967775036313078
1.157276913501772 2.4913536054700693 5.347787070106037
1.1551111174279376 1.9354338517663234 8.514370077065497
1.1465983063549063 2.5549464069110326 7.8399196960630455
1.1669597412473807 2.523969575909832 11.148998778615365
1.1667915468487349 2.3941912270346863 4.983944474337939
1.1693696408384149 1.9096401814724577 9.689591333340221
1.1562190221672923 2.7766691585744736 9.383491465941924
1.1789384424746745 2.819281923732217 11.658968196395165
1.15149261346414 2.8595919458076864 8.42916729018213
1.186605653929029 2.578413290676827 8.364278850923228
1.1701563487340823 2.2271733559236697 4.7581513526471895
1.1788507204644252 1.8965481694999422 5.854263797729143
1.1529007495454744 2.22893028694089 5.390989912478963
1.1837319064484788 2.704260375980918 10.138791882494916
1.1679738392183872 2.6369939031788867 10.917415189373841
1.1572338837591944 2.56309134061264 9.286370542596904
1.1564356107597127 2.0049600577642686 9.213309524321962
1.1842662159422315 2.4308800971485183 7.123486590949714
1.1852256752096832 2.406618625326135 7.872160765381805
1.1835454523258009 2.833519597119791 7.231226104711363
1.1550184168444964 2.474136921693652 8.811315162141698
1.154102325994194 2.605996863762651 8.576481765912147
1.1475074511658194 2.007902846002488 7.724972341755636
1.1845179902245966 2.536497485172954 9.686128723613443
1.1562932446438445 2.147420902583226 4.986131367579068
1.183715371198083 2.592035111920471 9.98120669256426
1.1655915849943574 1.9049351672888448 5.0197665608785105
1.1546941455603565 2.7751702423479134 8.55137642787214
1.1611325486683195 2.1230309297426886 4.69827942988384
1.1644863308943392 2.4621649203013174 10.238273531786229
1.1715738607282657 2.818416648088462 5.724089162588683
1.1435843010419369 2.0451786644826013 5.97416297879467
1.1822683813830572 2.503805781972933 10.543793470011533
1.1518117918798423 2.523611198106034 7.057123462078948
1.144253042425994 2.059122134380243 6.034132038794143
1.1541957614399494 2.3314398712199647 8.38357955819504
1.1464670734109426 2.0643355833484263 7.135369718893699
1.170826549701822 2.637015368305327 10.871268948741198
1.175003800381138 2.3069442162738927 11.173339166579577
1.183440765477663 2.3650127550136926 7.238009455544521
1.1819719467551266 2.206356697082355 10.471980825443538
1.1804781897020644 2.695394111292099 10.773217751262017
1.1647621844273528 2.1758443387943633 10.115073588550038
1.1530214237291285 2.2696009417039775 7.896491844822284
1.184774923802475 2.2707443109197456 8.19150572753036
1.1720898189314257 2.6659852429732793 10.918537262682202
1.153092105881803 2.393744124483289 6.927276862260051
1.152778778737785 1.9752462916280022 5.083604964257832
1.1560295307815684 2.793241744448256 8.144210972819542
1.1563292967437369 2.677932848793601 8.2847586989749
1.1647263333871876 2.0317764786655395 4.3767408235939165
1.156019593434396 2.8620090802777374 6.99703239291825
1.1638042784742044 2.884749612062265 6.1431100268444965
1.1566149105763532 2.337643935571359 6.079042760074087
1.1547337905229966 1.9829161676520863 4.876974352090455
1.1614783385965999 2.8169816164469594 9.36811901681939
1.1748350440916249 2.0198309694374204 4.402020035097612
1.1840208318787961 2.2644812375039884 8.877416810366922
1.1627609442504414 2.676292734475931 9.598806880034338
1.1718170470444014 1.9396071714727912 9.86443846943303
1.1663467121330153 2.554405831059544 10.159316252818053
1.15541213903417 1.9928941294475755 8.308330039331357
1.1558157120278418 2.61282714350434 6.912598595102001
1.1754284928063194 2.598547227063559 5.88953300563189
1.1549762215722081 2.0901963705759634 8.46183171878064
1.1576853856210745 2.2438217286990896 8.766014227301875
1.1532225940637604 2.2353445620333674 7.7674363163664975
1.1518570965825918 2.04264736177124 7.920936739950452
1.1583717484347147 2.703012962249135 8.61982311635891
1.159461105667218 2.789843799287584 8.80656360202655
1.1753934856064017 2.335175575583604 10.965042220085762
1.1714671764906126 1.8987160390362416 7.5971356295414
1.1579760215431012 2.8563619850414943 8.383445646720768
1.1509257216608297 1.9765151478700451 5.877438520075458
1.1577662526603907 2.7653563169821282 8.259426790131483
1.1657203770080626 2.6517394670175927 9.920571684295401
1.1681740597222916 2.886448383155513 10.249466593515443
1.1683740371909024 2.7107576264998485 10.28451632849189
1.156409061870621 2.524948998332781 6.978167246255145
1.1656095613227682 2.8779867914105495 6.208608234258996
1.1679119239260911 2.0940482724463854 10.335214141104855
1.1604185291588918 1.9255705352862518 5.8972914003362735
1.1839819919495351 2.151317152340167 7.958393001790649
1.1580926217236376 2.4842490130293586 8.392708832785992
1.1779231116106543 2.833388610924885 10.757984930040276
1.1729693603634397 1.945518969379345 4.665083691229347
1.172724544963457 2.6590081306016202 10.684916819151178
1.182024531780025 2.7688912577935296 9.761367897649935
1.1610556602265638 2.57798029995765 8.969929549740954
1.1624094514110834 1.9452442096062614 8.367868449846089
1.1594179373328761 2.408248995218603 8.686169318076683
1.1555218164058156 2.0049669674349997 5.06033808044827
1.1542597671155166 1.9661693872987311 7.065808674027506
1.1647056423243995 1.9185826496060472 7.62087929968407
1.160668220495952 1.9537504408669202 8.225715218531445
1.1785169795606136 2.365362460046783 10.675805460303566
1.178372768789627 2.1253201712801344 10.754278583994314
1.1519591784273415 1.9785748318539529 6.310614855381768
1.1762087885171777 2.0700218313265886 4.922274701996427
1.1741304806914197 2.72611791011642 10.692118480539117
1.182679659753726 2.717314250240782 8.146360211680301
1.1734715805049243 1.9301332627862537 5.0455823602023315
1.1600526577251566 2.8303979051622767 8.479112222833644
1.155971801225101 2.178603571588679 6.108199611492193
1.1717405653712714 2.409138614229686 5.759065518978325
1.155459355678076 2.000954694508506 7.91109655676922
1.1636531546381004 2.1064645615522473 5.079380373856463
1.1641017124367705 2.3111125772867664 5.818975535931093
1.1831892692070078 2.224071150077194 7.879658273615748
1.1718439132458387 2.6184428240946533 6.040340331399449
1.1759497624343072 2.845653608696468 6.342152454010954
1.1609605055474086 2.7577804782906905 6.804499433589269
1.1711390173732412 2.8136358554861065 10.358557289262212
1.178139950453067 2.5035057341967515 10.529422421066863
1.1724966843137974 2.445222119158629 5.868044474347977
1.1559832089211004 2.0888124155564447 8.04576420737454
1.1612630279521379 2.60825998656383 8.687143833175405
1.179816186117219 2.0595959614709503 10.404741626104277
1.1706768090249184 2.016603339831657 4.570251482263746
1.1607789382092377 2.738253593254252 8.465473827744683
1.1815453695906903 2.0135359412173575 9.751970613523842
1.1824464336727865 2.8949027043329076 8.273490290837183
1.1764100118021532 2.02337759675048 10.60722143218191
1.182717784583184 2.1342220358968396 9.296519047402024
1.164246279478555 2.842057486482617 9.265581054320576
1.173972168693199 2.736673062248883 10.536295451869844
1.1803911971988228 1.947749741942208 8.868460250050923
1.1787315099206381 1.9609129354687902 5.375439439441486
1.1629429010986128 2.605450733123507 9.019363843487454
1.1611349141656242 2.3369610253753788 8.736236803441495
1.173302790777374 2.185355381088428 10.558070486731241
1.160090394593226 2.0445438150004227 5.068275237689704
1.1586324781312562 2.098446511893635 5.500929726502553
1.1727581209705882 2.6388969169731133 6.141302446862943
1.1730214539480182 2.341286249789522 5.764462974502363
1.1736080988184923 2.765540385112729 6.245567825552644
1.1661785640348745 2.644517304017194 9.579951631315089
1.1820737984553527 2.511667051684832 7.732237833615388
1.1745057337477032 2.291983827738008 5.723731528424006
1.1734849627397457 2.2539074855300507 5.588289127030322
1.1688881814730394 2.623734217484588 9.984358038800416
1.1831301461907513 2.1539744255687046 7.941210762194631
1.1605975922146334 2.598681116032437 8.293390300837446
1.169668445664247 2.317545333257063 10.10413936279479
1.1666490896995134 2.6293682644975913 9.606749202087563
1.1803428180618776 2.4717463669973094 9.951204290478406
1.1622545118967587 2.466621733262105 6.51092034950033
1.166095902264081 1.9323672947008188 5.458517230087434
1.1553957481642514 2.1557468857798416 7.109732951545672
1.1592035503919587 2.4753661527046003 7.365842599370323
1.1600879160669142 2.144837215167085 8.59440257399611
1.1739987546062234 2.6949349590911655 10.415092205205807
1.1645468099857823 2.6493331648061123 9.168223638177588
1.179679405371068 2.063386894939418 5.590094927715343
1.1618755001224337 2.456798255744462 6.594016520682116
1.1809688414331871 2.293293773844116 6.849872791272201
1.1533131821323699 2.0426866922586164 7.030011464308613
1.1598926784931496 2.24353633643726 8.343388567619188
1.1650647877833327 2.775979343709822 6.606963056065478
1.1739309451737072 2.1877101244416566 5.463195703912634
1.160584513261925 2.1787909441706828 8.602010859026416
1.1710400967797088 2.565278650073663 6.159869743463254
1.1629844328416454 1.9307390601195629 6.692546495070918
1.1796072424828081 2.406599604850949 6.672454336968164
1.1684781185265165 2.1763555633261107 9.933075341136508
1.1666136968916678 2.2321628141753123 9.633830606386677
1.162599462605344 2.589277445070577 6.741692623752876
1.1608973657625086 2.502889810527509 8.216150656279504
1.1689382462737439 2.8311566786846885 6.413989402243313
1.163838948326116 1.9500629608698765 8.162053822582424
1.16879291045856 2.8733599017107734 9.817917620604081
1.183007108994287 2.121955231142665 8.32622533875868
1.171145725450763 2.4894036848161285 6.100158389631574
1.1817290509158154 2.7583981383360765 8.781700367235906
1.1603983573434806 2.526349683359398 7.86829138383383
1.1755101151234648 2.7452866490483747 10.354841501734322
1.1751617355911568 2.156938257783515 10.454872032592503
1.1760825724196404 2.5326401748249605 10.316188573713497
1.180154363510867 2.2695422588229404 6.645957795084792
1.1817908239574915 2.5195390067837393 8.148237752080133
1.1738614846299917 2.5032828914964336 6.189733731083303
1.154044481648382 2.0419820822769683 6.837024173959472
1.160343744393708 2.1952623211540647 6.16519802824849
1.1600320620110534 2.4035755486157693 7.30862110293428
1.1790736470572698 2.258286150176616 6.345654380972199
1.1776865869005904 2.1822368984192555 5.87793702950632
1.1712755611890513 1.9173203439981832 6.120893786332806
1.1686617970208362 2.1300002152737325 9.874327844479492
1.170155774622332 2.092415564098208 5.098763429703991
1.1542129965723915 2.029699504280558 6.454571596914285
1.1672926727772073 2.4089315996837986 9.514086358929832
1.1665579062829483 2.62561670022633 9.341972331271087
1.1826232034858273 2.166406878614358 8.059675802462955
1.1816818758873981 2.2136138361901403 7.237958111111929
1.1737547964920436 2.8240758238630503 6.471607676866947
1.1805743194815506 2.0524253988293637 5.9358598574394925
1.1732570412118322 1.9135883379005167 6.651446779683578
1.1773341587600887 2.345910210463847 10.225428609494182
1.164128321349331 2.188761883200031 5.801148379217263
1.1745512195314758 1.9898673585494748 10.08259862802673
1.171052540371007 2.586425199511244 6.304155312866918
1.173425642082734 2.770302154594064 6.453093047982394
1.1663513735884012 2.7146812272999536 6.638373840881393
1.1819190391369991 2.273682255069249 8.865809922244377
1.1803769430824431 2.8557634444171995 7.548779613021402
1.181281165473901 2.3378900105257907 9.213140240591823
1.1805403248513813 2.4315711645672438 9.543429034539399
1.1629003605544166 2.26111983117659 6.210848500133137
1.1603907314212591 2.244842031080709 8.109397231930652
1.1613506854894624 2.3138678570926015 6.637119838846889
1.1712968573007376 2.5720814246557255 9.976262760202173
1.180373932748663 2.7345116167519476 9.465251849810432
1.1586711255028619 2.2199305004669214 7.420917995566626
1.155639743563972 2.009566007909943 6.037717721746008
1.1652827262716579 2.690873873094107 6.748047497545928
1.172384239326652 2.7839386844871603 6.469668973753363
1.1630882362111148 2.4269105662255 8.582338080064527
1.1798909726310292 2.8054818889644286 7.3759204964974625
1.1698856037369547 2.2873619421818843 5.877320303054669
1.1699048896068098 2.3383674749326038 9.85090663977282
1.181902076325018 2.2973228059304303 8.594832187488894
1.1714501018039711 2.8007425676550324 6.49472318243731
1.1799963439722685 2.2580823853897236 9.746189072525267
1.1603812068802366 2.1320614504958577 5.950624401732442
1.17234641207724 2.359293167494223 6.034630698813823
1.1623591505711308 2.107484790131729 5.602108398513373
1.1824710406044463 2.162985794552039 7.833343744795174
1.1786368262867437 2.053245416820655 5.559271713789668
1.164615620434081 2.4450463184238935 8.850441975776844
1.1807921841875473 2.765534015958806 7.8735283008254004
1.1642286037092517 2.2014913839125705 8.969261366353843
1.1625262294074896 2.717708406996347 7.917510068792833
1.1625150406092488 2.72183442695347 7.842668827518365
1.1625150406092488 2.72183442695347 7.842668827518365
