alpha mmin mmax lam mu_g sigma_g delta_m
12.780607276284723 1.0099247928399375 2.3186696439906016 0.6290694495319759 2.4653996506499722 0.04943441621202475 0.7028871041717157
11.04025607255797 1.0489648101228322 2.7382798823082966 0.10994272937790169 1.6251395646187339 1.795995521104671 0.9637418207539361
7.108001765680418 1.0200042452742502 2.079628105515845 0.9218574377992999 2.749059312672803 0.12931109572715782 0.5834676035131752
4.588004925035152 0.9553844088574831 2.2098834141329506 0.29282400171837397 1.591867855759898 1.2062512194070092 0.8232688000635016
11.15850048959507 1.063388983322946 2.4056733834715867 0.8879594440072309 1.79594576457938 0.7091294997007728 0.7645024104702284
3.536764610283184 0.9272552619829735 2.1999986436498515 0.9727232513287066 1.7547274486260116 0.06779019807286801 0.6747883994523247
7.592728640891327 1.0304953911211305 2.615846797449524 0.5830061349148907 1.665078962201941 1.941825779036576 0.7830397284132056
7.420404409798833 1.123402971271394 2.375607549988732 0.06127089194641777 2.7644360064251856 0.09733291882264238 0.39100939422783204
11.149948828976754 1.0432548043468746 2.2908948921068486 0.37838672530167633 1.6851181022914405 0.2802030659159993 0.7948495815695734
3.2171194801679395 1.0935125116400695 2.2133590820085334 0.9415903576516652 1.598007586471141 0.3483512459428976 0.32120638247838473
2.6078107966440287 1.0881344315898813 2.1126314769372696 0.8858336355635968 1.7123758987753646 1.9193423549274844 0.18938218242257812
6.171777556307795 0.9477675381792392 2.137884396494547 0.5376258988329815 1.6191028332041932 0.3927493332768044 0.7633719806484405
8.749138076487277 1.089353173186355 2.7017041878106647 0.038054933372685756 1.5240515257793368 0.5317618631108625 0.5449010409976576
10.394785734804124 1.0292837814350215 2.610501308992755 0.20986050611478085 1.6312569378393078 0.8905313212984072 0.9563124248332419
7.64863971744002 0.9558878211156553 2.1159872820307895 0.9886713837668989 1.8804943757107424 0.5205899529942573 0.7213298085552141
10.491320857828939 0.974030828328993 2.318077283431028 0.7666735443109359 1.625057043528736 0.5180530126637078 0.9426689211040739
11.327192132629548 1.0207513346022878 2.6440143392201714 0.04191440679018826 1.785222708386075 0.23726709726589879 0.8503439541409613
6.384800516395293 0.9353964997398257 2.5646578776240156 0.4302137559668369 1.5600773988330192 1.131100730718459 0.6988485360485206
9.071429497503887 1.0417184870672886 2.465162554433989 0.7704919022343932 1.8230946900309857 1.3615137603434067 0.7998704682191426
10.843684544254295 1.0398655711670068 2.7400311270948965 0.6747450245469775 1.7509167294015546 0.3594774395797857 0.7694642163323032
6.371871000779617 0.9527200952686002 2.2152504732394345 0.01043778834881351 1.6328873476673165 1.358388649324318 0.9197596861800525
9.055640264291261 1.0548919412227669 2.5368770523775934 0.832027671958627 1.5359730360305295 1.2833575282786593 0.7176016657538832
8.374700145692348 0.9324099076293552 2.6934930747166703 0.6504471169734113 1.867023055168767 1.3940790553592768 0.9423194873593453
9.265971693480859 0.9832872148212223 2.1066121429044657 0.6179108963510982 2.8858044882825835 0.312493421827296 0.8477677144104477
11.493363748415351 1.0019623931814416 2.6983437231234717 0.5751504832798426 1.7253318231875086 1.3717989220650368 0.9677961164794997
