
0it [00:00, ?it/s]
1it [01:14, 74.03s/it, bound:0 nc: 10 ncall:4.1e+02 eff:0.2% logz=-686.14+/-0.18 dlogz:inf>0.1]
4it [01:14, 14.08s/it, bound:0 nc: 34 ncall:4.6e+02 eff:0.9% logz=-212.78+/-0.18 dlogz:315.878>0.1]
6it [01:14,  7.98s/it, bound:0 nc: 10 ncall:4.8e+02 eff:1.3% logz=-208.09+/-0.17 dlogz:274.159>0.1]
9it [01:14,  4.14s/it, bound:0 nc:  9 ncall:4.9e+02 eff:1.8% logz=-180.73+/-0.17 dlogz:247.055>0.1]
11it [01:14,  2.89s/it, bound:0 nc: 12 ncall:5.3e+02 eff:2.1% logz=-155.38+/-0.18 dlogz:229.920>0.1]
13it [01:15,  2.02s/it, bound:0 nc: 16 ncall:5.5e+02 eff:2.4% logz=-138.42+/-0.17 dlogz:204.613>0.1]
15it [01:15,  1.43s/it, bound:0 nc: 23 ncall:5.7e+02 eff:2.6% logz=-131.27+/-0.18 dlogz:202.114>0.1]
17it [01:15,  1.03s/it, bound:0 nc:  4 ncall:6.0e+02 eff:2.9% logz=-119.22+/-0.18 dlogz:189.165>0.1]
20it [01:15,  1.53it/s, bound:0 nc: 19 ncall:6.2e+02 eff:3.2% logz=-113.71+/-0.17 dlogz:180.064>0.1]
22it [01:15,  2.00it/s, bound:0 nc: 22 ncall:6.5e+02 eff:3.4% logz=-104.62+/-0.18 dlogz:177.758>0.1]
25it [01:16,  3.03it/s, bound:0 nc:  3 ncall:6.6e+02 eff:3.8% logz=-78.06+/-0.17 dlogz:144.367>0.1] 
27it [01:16,  3.72it/s, bound:0 nc:  2 ncall:6.8e+02 eff:4.0% logz=-73.65+/-0.17 dlogz:140.430>0.1]
30it [01:16,  5.36it/s, bound:0 nc:  8 ncall:6.9e+02 eff:4.3% logz=-68.20+/-0.17 dlogz:135.006>0.1]
32it [01:16,  5.99it/s, bound:0 nc:  9 ncall:7.2e+02 eff:4.5% logz=-64.68+/-0.17 dlogz:131.378>0.1]
35it [01:16,  7.15it/s, bound:0 nc: 21 ncall:7.4e+02 eff:4.7% logz=-53.91+/-0.16 dlogz:119.603>0.1]
37it [01:16,  7.93it/s, bound:0 nc: 14 ncall:7.7e+02 eff:4.8% logz=-52.71+/-0.16 dlogz:118.200>0.1]
39it [01:17,  8.65it/s, bound:0 nc:  2 ncall:7.8e+02 eff:5.0% logz=-50.14+/-0.16 dlogz:116.271>0.1]
42it [01:17, 11.22it/s, bound:0 nc:  3 ncall:8.0e+02 eff:5.2% logz=-47.44+/-0.16 dlogz:112.819>0.1]
44it [01:21,  1.74it/s, bound:1 nc:101 ncall:9.0e+02 eff:4.9% logz=-44.85+/-0.17 dlogz:111.124>0.1]
48it [01:25,  1.26it/s, bound:2 nc:176 ncall:1.4e+03 eff:3.4% logz=-40.75+/-0.15 dlogz:106.042>0.1]
52it [01:29,  1.13it/s, bound:4 nc:101 ncall:1.8e+03 eff:2.8% logz=-38.05+/-0.16 dlogz:103.490>0.1]
56it [01:33,  1.11it/s, bound:5 nc:101 ncall:2.3e+03 eff:2.4% logz=-35.30+/-0.16 dlogz:100.856>0.1]
60it [01:37,  1.11it/s, bound:6 nc:101 ncall:2.7e+03 eff:2.2% logz=-32.44+/-0.15 dlogz:97.743>0.1] 
64it [01:40,  1.13it/s, bound:8 nc:103 ncall:3.1e+03 eff:2.1% logz=-31.18+/-0.14 dlogz:96.240>0.1]
68it [01:44,  1.12it/s, bound:9 nc:101 ncall:3.5e+03 eff:1.9% logz=-29.08+/-0.15 dlogz:94.217>0.1]
71it [01:47,  1.05it/s, bound:10 nc:101 ncall:3.9e+03 eff:1.8% logz=-28.06+/-0.15 dlogz:93.196>0.1]
75it [01:51,  1.08it/s, bound:11 nc:101 ncall:4.3e+03 eff:1.7% logz=-25.36+/-0.15 dlogz:90.561>0.1]
79it [01:55,  1.05it/s, bound:13 nc:101 ncall:4.7e+03 eff:1.7% logz=-23.27+/-0.16 dlogz:88.861>0.1]
83it [01:58,  1.05it/s, bound:14 nc:101 ncall:5.1e+03 eff:1.6% logz=-20.87+/-0.15 dlogz:86.086>0.1]
87it [02:02,  1.11it/s, bound:15 nc:101 ncall:5.5e+03 eff:1.6% logz=-19.12+/-0.15 dlogz:84.300>0.1]
91it [02:05,  1.15it/s, bound:17 nc:101 ncall:6.0e+03 eff:1.5% logz=-16.73+/-0.15 dlogz:81.994>0.1]
95it [02:08,  1.12it/s, bound:18 nc:101 ncall:6.4e+03 eff:1.5% logz=-13.99+/-0.16 dlogz:79.482>0.1]
99it [02:12,  1.10it/s, bound:19 nc:101 ncall:6.8e+03 eff:1.5% logz=-11.70+/-0.15 dlogz:76.814>0.1]
100it [02:12,  1.21it/s, bound:20 nc:101 ncall:6.9e+03 eff:1.5% logz=-11.34+/-0.15 dlogz:76.424>0.1]
103it [02:17,  1.06s/it, bound:21 nc:101 ncall:7.2e+03 eff:1.4% logz=-10.51+/-0.14 dlogz:75.465>0.1]
106it [02:17,  1.32it/s, bound:22 nc:127 ncall:7.6e+03 eff:1.4% logz=-9.82+/-0.14 dlogz:74.808>0.1] 
108it [02:21,  1.01s/it, bound:22 nc:132 ncall:7.8e+03 eff:1.4% logz=-9.27+/-0.14 dlogz:74.215>0.1]
111it [02:26,  1.17s/it, bound:23 nc:101 ncall:8.1e+03 eff:1.4% logz=-8.70+/-0.14 dlogz:73.590>0.1]
115it [02:30,  1.13s/it, bound:25 nc:101 ncall:8.6e+03 eff:1.3% logz=-7.85+/-0.14 dlogz:72.726>0.1]
119it [02:33,  1.01s/it, bound:26 nc:101 ncall:9.0e+03 eff:1.3% logz=-6.96+/-0.14 dlogz:71.917>0.1]
123it [02:38,  1.07s/it, bound:27 nc:101 ncall:9.4e+03 eff:1.3% logz=-5.75+/-0.14 dlogz:70.739>0.1]
127it [02:42,  1.03s/it, bound:29 nc:205 ncall:9.9e+03 eff:1.3% logz=-4.74+/-0.14 dlogz:69.631>0.1]
130it [02:45,  1.06s/it, bound:30 nc:101 ncall:1.0e+04 eff:1.3% logz=-4.26+/-0.14 dlogz:69.044>0.1]
134it [02:48,  1.01it/s, bound:31 nc:101 ncall:1.1e+04 eff:1.3% logz=-3.85+/-0.13 dlogz:68.576>0.1]
138it [02:53,  1.04s/it, bound:33 nc:131 ncall:1.1e+04 eff:1.2% logz=-3.56+/-0.13 dlogz:68.255>0.1]
142it [02:57,  1.01s/it, bound:34 nc:108 ncall:1.2e+04 eff:1.2% logz=-3.34+/-0.13 dlogz:68.011>0.1]
146it [03:00,  1.07it/s, bound:35 nc:123 ncall:1.2e+04 eff:1.2% logz=-3.16+/-0.12 dlogz:67.813>0.1]
150it [03:03,  1.16it/s, bound:37 nc:101 ncall:1.2e+04 eff:1.2% logz=-3.01+/-0.12 dlogz:67.646>0.1]
154it [03:06,  1.15it/s, bound:38 nc:111 ncall:1.3e+04 eff:1.2% logz=-2.88+/-0.12 dlogz:67.502>0.1]
158it [03:09,  1.20it/s, bound:39 nc:101 ncall:1.3e+04 eff:1.2% logz=-2.76+/-0.12 dlogz:67.375>0.1]
161it [03:13,  1.10it/s, bound:41 nc:101 ncall:1.4e+04 eff:1.2% logz=-2.69+/-0.11 dlogz:67.288>0.1]
