turn_on_pow,58.61017694
turn_on_pow_fix,57.68169669
turn_on_pow_G,56.59336893
pow,56.1331042
2G,56.03257266
turn_on_pow_G_fixed_max,54.77620142
G,53.93175398
2G_fixed_max,53.93268545
sst,53.7272801
G_fixed_max,53.61168174
2G_fixed_min,52.60226345
2G_fixed_max_min,52.26229709
logu,50.99279714
3G_fixed_max_min,51.03680428
lognorm,47.29510942
gamma,45.92950093
U,45.44887718
