
0it [00:00, ?it/s]
1it [00:12, 12.27s/it, bound:0 nc:  2 ncall:4.0e+02 eff:0.2% logz=-419.95+/-0.18 dlogz:inf>0.1]
8it [00:12,  1.13s/it, bound:0 nc:  5 ncall:4.2e+02 eff:1.9% logz=-221.69+/-0.17 dlogz:274.943>0.1]
21it [00:12,  2.96it/s, bound:0 nc:  2 ncall:4.4e+02 eff:4.8% logz=-126.34+/-0.18 dlogz:181.282>0.1]
30it [00:12,  4.91it/s, bound:0 nc:  1 ncall:4.5e+02 eff:6.6% logz=-85.97+/-0.18 dlogz:141.294>0.1] 
39it [00:12,  7.48it/s, bound:0 nc:  1 ncall:4.8e+02 eff:8.2% logz=-69.83+/-0.16 dlogz:122.136>0.1]
47it [00:12, 10.05it/s, bound:0 nc:  9 ncall:5.0e+02 eff:9.4% logz=-56.61+/-0.16 dlogz:108.969>0.1]
55it [00:13, 13.70it/s, bound:0 nc:  4 ncall:5.2e+02 eff:10.6% logz=-51.91+/-0.15 dlogz:104.141>0.1]
62it [00:13, 17.27it/s, bound:0 nc:  2 ncall:5.4e+02 eff:11.5% logz=-48.33+/-0.15 dlogz:100.344>0.1]
70it [00:13, 22.45it/s, bound:0 nc:  2 ncall:5.5e+02 eff:12.7% logz=-44.53+/-0.15 dlogz:96.831>0.1] 
78it [00:13, 28.34it/s, bound:0 nc:  4 ncall:5.7e+02 eff:13.7% logz=-39.14+/-0.16 dlogz:91.329>0.1]
85it [00:13, 31.97it/s, bound:0 nc:  1 ncall:5.9e+02 eff:14.4% logz=-36.02+/-0.15 dlogz:88.122>0.1]
93it [00:13, 38.53it/s, bound:0 nc:  5 ncall:6.1e+02 eff:15.3% logz=-33.16+/-0.14 dlogz:84.989>0.1]
100it [00:13, 41.40it/s, bound:0 nc:  1 ncall:6.2e+02 eff:16.0% logz=-31.08+/-0.14 dlogz:82.813>0.1]
110it [00:13, 50.92it/s, bound:0 nc:  3 ncall:6.4e+02 eff:17.1% logz=-28.52+/-0.14 dlogz:80.310>0.1]
118it [00:14, 55.22it/s, bound:0 nc:  4 ncall:6.6e+02 eff:17.9% logz=-25.25+/-0.15 dlogz:77.040>0.1]
125it [00:14, 56.99it/s, bound:0 nc:  2 ncall:6.8e+02 eff:18.5% logz=-23.15+/-0.14 dlogz:74.829>0.1]
132it [00:14, 58.54it/s, bound:0 nc:  4 ncall:6.9e+02 eff:19.1% logz=-21.99+/-0.14 dlogz:73.553>0.1]
139it [00:14, 52.37it/s, bound:0 nc:  2 ncall:7.2e+02 eff:19.4% logz=-21.23+/-0.13 dlogz:72.751>0.1]
145it [00:14, 49.08it/s, bound:0 nc:  5 ncall:7.3e+02 eff:19.8% logz=-20.43+/-0.13 dlogz:71.958>0.1]
152it [00:14, 52.31it/s, bound:0 nc:  3 ncall:7.5e+02 eff:20.3% logz=-19.46+/-0.13 dlogz:70.970>0.1]
158it [00:14, 52.87it/s, bound:0 nc:  3 ncall:7.7e+02 eff:20.6% logz=-18.75+/-0.13 dlogz:70.233>0.1]
164it [00:14, 52.78it/s, bound:0 nc:  3 ncall:7.8e+02 eff:20.9% logz=-18.06+/-0.13 dlogz:70.148>0.1]
170it [00:15, 52.87it/s, bound:0 nc:  1 ncall:8.0e+02 eff:21.2% logz=-17.28+/-0.13 dlogz:69.370>0.1]
176it [00:15, 37.83it/s, bound:0 nc:  2 ncall:8.4e+02 eff:21.1% logz=-16.55+/-0.13 dlogz:68.591>0.1]
181it [00:15, 39.24it/s, bound:0 nc:  5 ncall:8.5e+02 eff:21.3% logz=-15.97+/-0.13 dlogz:68.012>0.1]
186it [00:15, 32.52it/s, bound:0 nc: 14 ncall:8.8e+02 eff:21.1% logz=-15.43+/-0.13 dlogz:67.439>0.1]
190it [00:15, 31.32it/s, bound:0 nc:  7 ncall:9.0e+02 eff:21.1% logz=-14.93+/-0.13 dlogz:66.969>0.1]
195it [00:15, 32.71it/s, bound:0 nc:  9 ncall:9.2e+02 eff:21.2% logz=-14.23+/-0.13 dlogz:66.269>0.1]
203it [00:16, 41.66it/s, bound:0 nc:  2 ncall:9.4e+02 eff:21.7% logz=-12.80+/-0.14 dlogz:64.794>0.1]
210it [00:16, 41.41it/s, bound:0 nc: 12 ncall:9.6e+02 eff:21.8% logz=-12.13+/-0.13 dlogz:64.074>0.1]
