
0it [00:00, ?it/s]
132it [05:21,  3.57it/s, bound:0 nc:  5 ncall:7.1e+02 eff:18.5% logz=-23.75+/-0.14 dlogz:77.092>0.1]
133it [05:21,  3.30it/s, bound:0 nc:  3 ncall:7.2e+02 eff:18.5% logz=-23.57+/-0.14 dlogz:76.902>0.1]
134it [05:22,  3.06it/s, bound:0 nc:  7 ncall:7.2e+02 eff:18.5% logz=-23.40+/-0.14 dlogz:76.717>0.1]
136it [05:22,  3.22it/s, bound:0 nc:  3 ncall:7.3e+02 eff:18.7% logz=-23.02+/-0.14 dlogz:76.362>0.1]
137it [05:23,  2.90it/s, bound:0 nc:  5 ncall:7.3e+02 eff:18.7% logz=-22.78+/-0.14 dlogz:76.163>0.1]
138it [05:23,  2.63it/s, bound:0 nc:  4 ncall:7.4e+02 eff:18.7% logz=-22.47+/-0.14 dlogz:75.911>0.1]
139it [05:24,  2.46it/s, bound:0 nc:  5 ncall:7.4e+02 eff:18.7% logz=-22.14+/-0.14 dlogz:75.603>0.1]
141it [05:24,  2.88it/s, bound:0 nc:  3 ncall:7.5e+02 eff:18.9% logz=-21.56+/-0.14 dlogz:74.963>0.1]
142it [05:25,  2.07it/s, bound:0 nc:  9 ncall:7.6e+02 eff:18.8% logz=-21.33+/-0.14 dlogz:74.689>0.1]
143it [05:26,  2.05it/s, bound:0 nc:  5 ncall:7.6e+02 eff:18.8% logz=-21.13+/-0.14 dlogz:74.457>0.1]
145it [05:26,  2.53it/s, bound:0 nc:  1 ncall:7.7e+02 eff:18.9% logz=-20.70+/-0.14 dlogz:74.052>0.1]
146it [05:27,  2.43it/s, bound:0 nc:  6 ncall:7.7e+02 eff:18.9% logz=-20.46+/-0.14 dlogz:73.815>0.1]
148it [05:27,  2.80it/s, bound:0 nc:  3 ncall:7.8e+02 eff:19.1% logz=-20.09+/-0.14 dlogz:73.376>0.1]
151it [05:28,  3.75it/s, bound:0 nc:  3 ncall:7.8e+02 eff:19.3% logz=-19.63+/-0.14 dlogz:72.886>0.1]
154it [05:28,  4.37it/s, bound:0 nc:  6 ncall:7.9e+02 eff:19.5% logz=-19.08+/-0.14 dlogz:72.347>0.1]
155it [05:29,  3.77it/s, bound:0 nc:  2 ncall:7.9e+02 eff:19.6% logz=-18.93+/-0.14 dlogz:72.175>0.1]
158it [05:29,  4.34it/s, bound:0 nc:  5 ncall:8.0e+02 eff:19.8% logz=-18.50+/-0.13 dlogz:71.741>0.1]
160it [05:30,  4.20it/s, bound:0 nc:  2 ncall:8.0e+02 eff:20.0% logz=-18.19+/-0.13 dlogz:71.416>0.1]
162it [05:30,  4.04it/s, bound:0 nc:  6 ncall:8.1e+02 eff:20.0% logz=-17.93+/-0.13 dlogz:71.136>0.1]
164it [05:31,  3.07it/s, bound:0 nc:  7 ncall:8.2e+02 eff:20.1% logz=-17.70+/-0.13 dlogz:70.881>0.1]
166it [05:32,  3.33it/s, bound:0 nc:  3 ncall:8.2e+02 eff:20.2% logz=-17.49+/-0.13 dlogz:70.654>0.1]
167it [05:32,  2.96it/s, bound:0 nc:  4 ncall:8.3e+02 eff:20.2% logz=-17.39+/-0.13 dlogz:70.550>0.1]
169it [05:33,  3.26it/s, bound:0 nc:  4 ncall:8.3e+02 eff:20.3% logz=-17.15+/-0.13 dlogz:70.345>0.1]
172it [05:33,  3.92it/s, bound:0 nc:  1 ncall:8.4e+02 eff:20.6% logz=-16.72+/-0.13 dlogz:69.910>0.1]
175it [05:34,  4.63it/s, bound:0 nc:  2 ncall:8.4e+02 eff:20.8% logz=-16.28+/-0.13 dlogz:69.476>0.1]
176it [05:34,  3.84it/s, bound:0 nc:  6 ncall:8.5e+02 eff:20.8% logz=-16.13+/-0.13 dlogz:69.318>0.1]
179it [05:35,  3.57it/s, bound:0 nc:  6 ncall:8.6e+02 eff:20.9% logz=-15.76+/-0.13 dlogz:68.920>0.1]
181it [05:36,  3.80it/s, bound:0 nc:  2 ncall:8.6e+02 eff:21.0% logz=-15.52+/-0.13 dlogz:68.664>0.1]
183it [05:36,  4.03it/s, bound:0 nc:  6 ncall:8.7e+02 eff:21.1% logz=-15.27+/-0.13 dlogz:68.422>0.1]
184it [05:36,  3.57it/s, bound:0 nc:  3 ncall:8.7e+02 eff:21.1% logz=-15.15+/-0.13 dlogz:68.293>0.1]
186it [05:37,  3.81it/s, bound:0 nc:  6 ncall:8.8e+02 eff:21.1% logz=-14.93+/-0.13 dlogz:68.059>0.1]
187it [05:37,  3.39it/s, bound:0 nc:  3 ncall:8.8e+02 eff:21.2% logz=-14.84+/-0.13 dlogz:67.948>0.1]
189it [05:38,  3.71it/s, bound:0 nc:  1 ncall:8.9e+02 eff:21.3% logz=-14.66+/-0.13 dlogz:67.752>0.1]
192it [05:38,  4.54it/s, bound:0 nc:  5 ncall:8.9e+02 eff:21.5% logz=-14.42+/-0.13 dlogz:67.494>0.1]
194it [05:39,  4.53it/s, bound:0 nc:  1 ncall:9.0e+02 eff:21.7% logz=-14.26+/-0.13 dlogz:67.336>0.1]
198it [05:39,  5.60it/s, bound:0 nc:  2 ncall:9.0e+02 eff:22.0% logz=-13.91+/-0.13 dlogz:66.982>0.1]
199it [05:40,  4.68it/s, bound:0 nc:  5 ncall:9.1e+02 eff:21.9% logz=-13.84+/-0.12 dlogz:66.898>0.1]
201it [05:40,  4.60it/s, bound:0 nc:  2 ncall:9.1e+02 eff:22.1% logz=-13.62+/-0.13 dlogz:66.717>0.1]
204it [05:40,  5.21it/s, bound:0 nc:  6 ncall:9.2e+02 eff:22.2% logz=-13.27+/-0.13 dlogz:66.361>0.1]
205it [05:41,  4.50it/s, bound:0 nc:  4 ncall:9.2e+02 eff:22.2% logz=-13.15+/-0.13 dlogz:66.242>0.1]
207it [05:41,  4.60it/s, bound:0 nc:  3 ncall:9.3e+02 eff:22.3% logz=-12.92+/-0.13 dlogz:65.997>0.1]
209it [05:42,  4.76it/s, bound:0 nc:  1 ncall:9.3e+02 eff:22.4% logz=-12.68+/-0.13 dlogz:65.766>0.1]
212it [05:42,  5.49it/s, bound:0 nc:  2 ncall:9.4e+02 eff:22.6% logz=-12.29+/-0.13 dlogz:65.366>0.1]
215it [05:43,  6.00it/s, bound:0 nc:  4 ncall:9.4e+02 eff:22.8% logz=-11.88+/-0.13 dlogz:64.960>0.1]
217it [05:43,  5.58it/s, bound:0 nc:  5 ncall:9.5e+02 eff:22.8% logz=-11.58+/-0.13 dlogz:64.674>0.1]
218it [05:43,  4.67it/s, bound:0 nc:  1 ncall:9.5e+02 eff:22.9% logz=-11.44+/-0.13 dlogz:64.521>0.1]
221it [05:44,  5.24it/s, bound:0 nc:  2 ncall:9.6e+02 eff:23.1% logz=-11.07+/-0.13 dlogz:64.116>0.1]
225it [05:44,  6.65it/s, bound:0 nc:  3 ncall:9.6e+02 eff:23.4% logz=-10.63+/-0.13 dlogz:63.650>0.1]
227it [05:45,  6.15it/s, bound:0 nc:  3 ncall:9.7e+02 eff:23.5% logz=-10.44+/-0.13 dlogz:63.445>0.1]
229it [05:45,  5.99it/s, bound:0 nc:  2 ncall:9.7e+02 eff:23.6% logz=-10.27+/-0.13 dlogz:63.262>0.1]
230it [05:46,  3.17it/s, bound:0 nc: 15 ncall:9.9e+02 eff:23.3% logz=-10.17+/-0.13 dlogz:63.176>0.1]
231it [05:46,  3.10it/s, bound:0 nc:  6 ncall:9.9e+02 eff:23.3% logz=-10.05+/-0.13 dlogz:63.072>0.1]
233it [05:47,  3.51it/s, bound:0 nc:  4 ncall:1.0e+03 eff:23.4% logz=-9.84+/-0.13 dlogz:62.845>0.1] 
234it [05:47,  3.30it/s, bound:0 nc:  8 ncall:1.0e+03 eff:23.3% logz=-9.75+/-0.13 dlogz:62.741>0.1]
235it [05:48,  2.40it/s, bound:0 nc:  7 ncall:1.0e+03 eff:23.2% logz=-9.66+/-0.13 dlogz:62.644>0.1]
236it [05:48,  2.45it/s, bound:0 nc:  6 ncall:1.0e+03 eff:23.2% logz=-9.57+/-0.13 dlogz:62.553>0.1]
237it [05:49,  2.51it/s, bound:0 nc:  4 ncall:1.0e+03 eff:23.2% logz=-9.48+/-0.13 dlogz:62.459>0.1]
238it [05:50,  2.02it/s, bound:0 nc: 10 ncall:1.0e+03 eff:23.1% logz=-9.39+/-0.13 dlogz:62.367>0.1]
240it [05:50,  2.23it/s, bound:0 nc:  9 ncall:1.0e+03 eff:23.0% logz=-9.20+/-0.13 dlogz:62.186>0.1]
242it [05:51,  2.35it/s, bound:0 nc:  9 ncall:1.1e+03 eff:23.0% logz=-9.00+/-0.13 dlogz:61.970>0.1]
244it [05:52,  2.85it/s, bound:0 nc:  2 ncall:1.1e+03 eff:23.1% logz=-8.82+/-0.13 dlogz:61.778>0.1]
246it [05:52,  2.79it/s, bound:0 nc:  8 ncall:1.1e+03 eff:23.1% logz=-8.67+/-0.13 dlogz:61.610>0.1]
247it [05:53,  2.71it/s, bound:0 nc:  5 ncall:1.1e+03 eff:23.0% logz=-8.59+/-0.13 dlogz:61.531>0.1]
249it [05:53,  3.14it/s, bound:0 nc:  3 ncall:1.1e+03 eff:23.1% logz=-8.45+/-0.13 dlogz:61.380>0.1]
252it [05:54,  4.16it/s, bound:0 nc:  3 ncall:1.1e+03 eff:23.3% logz=-8.25+/-0.13 dlogz:61.170>0.1]
253it [05:55,  2.19it/s, bound:0 nc: 20 ncall:1.1e+03 eff:23.0% logz=-8.18+/-0.12 dlogz:61.100>0.1]
254it [05:56,  2.20it/s, bound:0 nc:  6 ncall:1.1e+03 eff:22.9% logz=-8.11+/-0.12 dlogz:61.029>0.1]
257it [05:56,  2.58it/s, bound:0 nc:  6 ncall:1.1e+03 eff:23.0% logz=-7.92+/-0.12 dlogz:60.823>0.1]
258it [05:57,  2.52it/s, bound:0 nc:  9 ncall:1.1e+03 eff:22.9% logz=-7.86+/-0.12 dlogz:60.759>0.1]
259it [05:57,  2.43it/s, bound:0 nc:  5 ncall:1.1e+03 eff:22.9% logz=-7.81+/-0.12 dlogz:60.698>0.1]
260it [05:58,  2.34it/s, bound:0 nc:  3 ncall:1.1e+03 eff:22.9% logz=-7.75+/-0.12 dlogz:60.639>0.1]
261it [05:59,  1.82it/s, bound:0 nc:  8 ncall:1.1e+03 eff:22.9% logz=-7.70+/-0.12 dlogz:60.582>0.1]
265it [05:59,  3.34it/s, bound:0 nc:  2 ncall:1.1e+03 eff:23.1% logz=-7.50+/-0.12 dlogz:60.365>0.1]
266it [06:00,  3.14it/s, bound:0 nc:  5 ncall:1.2e+03 eff:23.1% logz=-7.45+/-0.12 dlogz:60.315>0.1]
268it [06:01,  2.79it/s, bound:0 nc: 12 ncall:1.2e+03 eff:23.0% logz=-7.36+/-0.12 dlogz:60.215>0.1]
270it [06:01,  2.61it/s, bound:0 nc:  9 ncall:1.2e+03 eff:23.0% logz=-7.27+/-0.12 dlogz:60.119>0.1]
271it [06:02,  2.11it/s, bound:0 nc:  8 ncall:1.2e+03 eff:22.9% logz=-7.22+/-0.12 dlogz:60.069>0.1]
273it [06:03,  2.58it/s, bound:0 nc:  4 ncall:1.2e+03 eff:23.0% logz=-7.11+/-0.12 dlogz:59.963>0.1]
275it [06:03,  3.03it/s, bound:0 nc:  2 ncall:1.2e+03 eff:23.1% logz=-7.01+/-0.12 dlogz:59.855>0.1]
277it [06:04,  3.39it/s, bound:0 nc:  3 ncall:1.2e+03 eff:23.2% logz=-6.89+/-0.12 dlogz:59.737>0.1]
280it [06:04,  4.41it/s, bound:0 nc:  1 ncall:1.2e+03 eff:23.3% logz=-6.70+/-0.12 dlogz:59.550>0.1]
283it [06:04,  4.96it/s, bound:0 nc:  3 ncall:1.2e+03 eff:23.4% logz=-6.47+/-0.12 dlogz:59.323>0.1]
284it [06:06,  2.69it/s, bound:0 nc: 15 ncall:1.2e+03 eff:23.2% logz=-6.40+/-0.12 dlogz:59.243>0.1]
286it [06:06,  2.96it/s, bound:0 nc:  3 ncall:1.2e+03 eff:23.3% logz=-6.26+/-0.12 dlogz:59.091>0.1]
287it [06:07,  2.76it/s, bound:0 nc:  3 ncall:1.2e+03 eff:23.3% logz=-6.19+/-0.12 dlogz:59.020>0.1]
288it [06:07,  2.62it/s, bound:0 nc:  6 ncall:1.2e+03 eff:23.3% logz=-6.13+/-0.12 dlogz:58.952>0.1]
290it [06:08,  3.08it/s, bound:0 nc:  3 ncall:1.2e+03 eff:23.4% logz=-6.01+/-0.12 dlogz:58.823>0.1]
292it [06:08,  3.38it/s, bound:0 nc:  3 ncall:1.2e+03 eff:23.4% logz=-5.88+/-0.12 dlogz:58.693>0.1]
294it [06:09,  3.59it/s, bound:0 nc:  2 ncall:1.3e+03 eff:23.5% logz=-5.74+/-0.12 dlogz:58.552>0.1]
296it [06:10,  2.93it/s, bound:0 nc: 12 ncall:1.3e+03 eff:23.4% logz=-5.59+/-0.12 dlogz:58.405>0.1]
297it [06:10,  2.76it/s, bound:0 nc:  4 ncall:1.3e+03 eff:23.4% logz=-5.52+/-0.12 dlogz:58.330>0.1]
298it [06:11,  2.64it/s, bound:0 nc:  3 ncall:1.3e+03 eff:23.4% logz=-5.44+/-0.12 dlogz:58.255>0.1]
300it [06:12,  1.99it/s, bound:0 nc: 16 ncall:1.3e+03 eff:23.3% logz=-5.30+/-0.12 dlogz:58.103>0.1]
301it [06:12,  2.02it/s, bound:0 nc:  4 ncall:1.3e+03 eff:23.3% logz=-5.24+/-0.12 dlogz:58.032>0.1]
304it [06:14,  1.81it/s, bound:0 nc: 19 ncall:1.3e+03 eff:23.1% logz=-5.02+/-0.12 dlogz:57.819>0.1]
305it [06:15,  1.85it/s, bound:0 nc:  3 ncall:1.3e+03 eff:23.2% logz=-4.94+/-0.12 dlogz:57.741>0.1]
306it [06:15,  1.92it/s, bound:0 nc:  5 ncall:1.3e+03 eff:23.1% logz=-4.87+/-0.12 dlogz:57.661>0.1]
309it [06:16,  2.87it/s, bound:0 nc:  5 ncall:1.3e+03 eff:23.2% logz=-4.64+/-0.12 dlogz:57.431>0.1]
310it [06:16,  2.70it/s, bound:0 nc:  1 ncall:1.3e+03 eff:23.3% logz=-4.56+/-0.12 dlogz:71.026>0.1]
312it [06:17,  3.14it/s, bound:0 nc:  2 ncall:1.3e+03 eff:23.3% logz=-4.40+/-0.12 dlogz:70.860>0.1]
314it [06:17,  3.52it/s, bound:0 nc:  4 ncall:1.3e+03 eff:23.4% logz=-4.25+/-0.13 dlogz:70.702>0.1]
315it [06:18,  3.07it/s, bound:0 nc:  5 ncall:1.3e+03 eff:23.4% logz=-4.17+/-0.13 dlogz:70.622>0.1]
317it [06:18,  3.47it/s, bound:0 nc:  2 ncall:1.4e+03 eff:23.5% logz=-4.01+/-0.13 dlogz:70.458>0.1]
318it [06:19,  2.37it/s, bound:0 nc: 12 ncall:1.4e+03 eff:23.3% logz=-3.93+/-0.13 dlogz:70.374>0.1]
319it [06:19,  2.33it/s, bound:0 nc:  3 ncall:1.4e+03 eff:23.4% logz=-3.85+/-0.13 dlogz:70.293>0.1]
320it [06:20,  2.31it/s, bound:0 nc:  7 ncall:1.4e+03 eff:23.3% logz=-3.78+/-0.13 dlogz:70.215>0.1]
321it [06:21,  1.81it/s, bound:0 nc:  8 ncall:1.4e+03 eff:23.2% logz=-3.70+/-0.13 dlogz:70.138>0.1]
322it [06:21,  1.90it/s, bound:0 nc:  7 ncall:1.4e+03 eff:23.2% logz=-3.62+/-0.13 dlogz:70.059>0.1]
323it [06:22,  1.57it/s, bound:0 nc: 10 ncall:1.4e+03 eff:23.1% logz=-3.55+/-0.13 dlogz:69.979>0.1]
324it [06:23,  1.70it/s, bound:0 nc:  5 ncall:1.4e+03 eff:23.1% logz=-3.48+/-0.13 dlogz:69.902>0.1]
327it [06:23,  2.75it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.3% logz=-3.26+/-0.13 dlogz:69.678>0.1]
328it [06:24,  2.65it/s, bound:0 nc:  9 ncall:1.4e+03 eff:23.2% logz=-3.20+/-0.13 dlogz:69.607>0.1]
329it [06:24,  2.03it/s, bound:0 nc:  6 ncall:1.4e+03 eff:23.2% logz=-3.13+/-0.13 dlogz:69.538>0.1]
331it [06:25,  2.55it/s, bound:0 nc:  6 ncall:1.4e+03 eff:23.2% logz=-3.01+/-0.13 dlogz:69.403>0.1]
333it [06:25,  2.99it/s, bound:0 nc:  1 ncall:1.4e+03 eff:23.3% logz=-2.89+/-0.13 dlogz:69.277>0.1]
335it [06:26,  2.62it/s, bound:0 nc:  8 ncall:1.4e+03 eff:23.2% logz=-2.76+/-0.12 dlogz:69.149>0.1]
338it [06:27,  3.42it/s, bound:0 nc:  3 ncall:1.4e+03 eff:23.3% logz=-2.59+/-0.12 dlogz:68.965>0.1]
340it [06:27,  3.63it/s, bound:0 nc:  3 ncall:1.5e+03 eff:23.4% logz=-2.48+/-0.12 dlogz:68.845>0.1]
343it [06:28,  4.24it/s, bound:0 nc:  5 ncall:1.5e+03 eff:23.5% logz=-2.32+/-0.12 dlogz:68.676>0.1]
344it [06:28,  3.71it/s, bound:0 nc:  1 ncall:1.5e+03 eff:23.5% logz=-2.27+/-0.12 dlogz:68.623>0.1]
347it [06:29,  3.44it/s, bound:0 nc: 10 ncall:1.5e+03 eff:23.5% logz=-2.12+/-0.12 dlogz:68.467>0.1]
348it [06:31,  2.11it/s, bound:0 nc: 13 ncall:1.5e+03 eff:23.4% logz=-2.07+/-0.12 dlogz:68.415>0.1]
349it [06:31,  2.10it/s, bound:0 nc:  7 ncall:1.5e+03 eff:23.4% logz=-2.02+/-0.12 dlogz:68.362>0.1]
350it [06:32,  2.10it/s, bound:0 nc:  3 ncall:1.5e+03 eff:23.4% logz=-1.97+/-0.12 dlogz:68.308>0.1]
351it [06:32,  2.15it/s, bound:0 nc:  5 ncall:1.5e+03 eff:23.4% logz=-1.92+/-0.12 dlogz:68.255>0.1]
352it [06:33,  2.14it/s, bound:0 nc:  6 ncall:1.5e+03 eff:23.3% logz=-1.87+/-0.12 dlogz:68.202>0.1]
353it [06:33,  2.14it/s, bound:0 nc:  5 ncall:1.5e+03 eff:23.3% logz=-1.81+/-0.12 dlogz:68.148>0.1]
355it [06:34,  1.72it/s, bound:0 nc: 13 ncall:1.5e+03 eff:23.2% logz=-1.71+/-0.12 dlogz:68.037>0.1]
357it [06:35,  2.19it/s, bound:0 nc:  4 ncall:1.5e+03 eff:23.3% logz=-1.62+/-0.12 dlogz:67.934>0.1]
358it [06:36,  1.79it/s, bound:0 nc:  8 ncall:1.5e+03 eff:23.2% logz=-1.57+/-0.12 dlogz:67.886>0.1]
359it [06:37,  1.53it/s, bound:0 nc: 10 ncall:1.6e+03 eff:23.1% logz=-1.53+/-0.12 dlogz:67.840>0.1]
362it [06:37,  2.46it/s, bound:0 nc:  2 ncall:1.6e+03 eff:23.2% logz=-1.40+/-0.12 dlogz:67.703>0.1]
363it [06:38,  1.97it/s, bound:0 nc: 13 ncall:1.6e+03 eff:23.1% logz=-1.36+/-0.12 dlogz:67.659>0.1]
364it [06:39,  2.02it/s, bound:0 nc:  1 ncall:1.6e+03 eff:23.2% logz=-1.32+/-0.12 dlogz:67.614>0.1]
365it [06:40,  1.67it/s, bound:0 nc: 11 ncall:1.6e+03 eff:23.1% logz=-1.28+/-0.12 dlogz:67.570>0.1]
366it [06:40,  1.74it/s, bound:0 nc:  5 ncall:1.6e+03 eff:23.1% logz=-1.23+/-0.12 dlogz:67.524>0.1]
367it [06:41,  1.78it/s, bound:0 nc:  8 ncall:1.6e+03 eff:23.0% logz=-1.19+/-0.12 dlogz:67.478>0.1]
368it [06:41,  1.82it/s, bound:0 nc:  4 ncall:1.6e+03 eff:23.0% logz=-1.14+/-0.12 dlogz:67.431>0.1]
