
0it [00:00, ?it/s]
1it [00:51, 51.73s/it, bound:0 nc:  3 ncall:4.0e+02 eff:0.2% logz=-584.09+/-0.18 dlogz:inf>0.1]
6it [00:51,  6.39s/it, bound:0 nc:  1 ncall:4.1e+02 eff:1.5% logz=-470.61+/-0.18 dlogz:545.676>0.1]
11it [00:52,  2.86s/it, bound:0 nc:  5 ncall:4.2e+02 eff:2.6% logz=-391.94+/-0.18 dlogz:465.333>0.1]
16it [00:52,  1.61s/it, bound:0 nc:  2 ncall:4.3e+02 eff:3.7% logz=-349.63+/-0.17 dlogz:415.106>0.1]
19it [00:52,  1.18s/it, bound:0 nc:  1 ncall:4.4e+02 eff:4.3% logz=-325.34+/-0.17 dlogz:389.755>0.1]
22it [00:52,  1.15it/s, bound:0 nc:  4 ncall:4.5e+02 eff:4.9% logz=-316.28+/-0.17 dlogz:381.848>0.1]
25it [00:52,  1.59it/s, bound:0 nc:  3 ncall:4.6e+02 eff:5.5% logz=-295.73+/-0.18 dlogz:368.318>0.1]
29it [00:52,  2.40it/s, bound:0 nc:  1 ncall:4.6e+02 eff:6.3% logz=-267.69+/-0.18 dlogz:333.945>0.1]
32it [00:53,  3.21it/s, bound:0 nc:  3 ncall:4.7e+02 eff:6.8% logz=-262.52+/-0.17 dlogz:326.897>0.1]
37it [00:53,  4.93it/s, bound:0 nc:  1 ncall:4.8e+02 eff:7.8% logz=-254.05+/-0.17 dlogz:318.323>0.1]
41it [00:53,  6.52it/s, bound:0 nc:  6 ncall:4.9e+02 eff:8.4% logz=-241.30+/-0.18 dlogz:309.453>0.1]
44it [00:53,  7.63it/s, bound:0 nc:  1 ncall:5.0e+02 eff:8.8% logz=-236.27+/-0.18 dlogz:301.738>0.1]
49it [00:53, 10.47it/s, bound:0 nc:  4 ncall:5.1e+02 eff:9.6% logz=-223.85+/-0.18 dlogz:293.108>0.1]
52it [00:53, 10.77it/s, bound:0 nc:  2 ncall:5.2e+02 eff:10.0% logz=-214.94+/-0.17 dlogz:279.522>0.1]
55it [00:54, 11.82it/s, bound:0 nc:  1 ncall:5.3e+02 eff:10.3% logz=-211.66+/-0.16 dlogz:275.726>0.1]
57it [00:54, 11.64it/s, bound:0 nc:  7 ncall:5.4e+02 eff:10.5% logz=-210.32+/-0.16 dlogz:273.990>0.1]
63it [00:54, 16.30it/s, bound:0 nc:  2 ncall:5.5e+02 eff:11.4% logz=-207.12+/-0.15 dlogz:270.878>0.1]
66it [00:54, 13.99it/s, bound:0 nc:  3 ncall:5.7e+02 eff:11.7% logz=-194.67+/-0.18 dlogz:260.843>0.1]
70it [00:55, 15.58it/s, bound:0 nc:  4 ncall:5.8e+02 eff:12.1% logz=-188.64+/-0.16 dlogz:252.634>0.1]
75it [00:55, 16.18it/s, bound:0 nc:  8 ncall:5.9e+02 eff:12.7% logz=-182.64+/-0.17 dlogz:247.259>0.1]
79it [00:55, 17.25it/s, bound:0 nc:  8 ncall:6.0e+02 eff:13.1% logz=-175.75+/-0.17 dlogz:239.894>0.1]
84it [00:55, 19.95it/s, bound:0 nc:  2 ncall:6.1e+02 eff:13.7% logz=-169.54+/-0.17 dlogz:233.633>0.1]
88it [00:55, 20.48it/s, bound:0 nc:  4 ncall:6.2e+02 eff:14.1% logz=-164.20+/-0.17 dlogz:229.125>0.1]
91it [00:56, 19.14it/s, bound:0 nc:  1 ncall:6.3e+02 eff:14.4% logz=-162.46+/-0.15 dlogz:225.828>0.1]
95it [00:56, 19.74it/s, bound:0 nc:  7 ncall:6.4e+02 eff:14.8% logz=-152.27+/-0.16 dlogz:216.132>0.1]
