
0it [00:00, ?it/s]
129it [03:55,  3.19it/s, bound:0 nc:  3 ncall:6.0e+02 eff:21.5% logz=-3.17+/-0.12 dlogz:68.365>0.1]
132it [03:56,  3.73it/s, bound:0 nc:  2 ncall:6.1e+02 eff:21.7% logz=-3.05+/-0.12 dlogz:68.231>0.1]
133it [03:57,  2.94it/s, bound:0 nc:  5 ncall:6.1e+02 eff:21.7% logz=-3.01+/-0.12 dlogz:68.190>0.1]
136it [03:57,  3.32it/s, bound:0 nc:  1 ncall:6.2e+02 eff:22.1% logz=-2.91+/-0.12 dlogz:68.076>0.1]
140it [03:58,  3.73it/s, bound:0 nc:  3 ncall:6.2e+02 eff:22.5% logz=-2.79+/-0.12 dlogz:67.940>0.1]
141it [03:59,  2.63it/s, bound:0 nc:  4 ncall:6.3e+02 eff:22.5% logz=-2.76+/-0.12 dlogz:67.908>0.1]
143it [04:00,  2.58it/s, bound:0 nc:  2 ncall:6.3e+02 eff:22.7% logz=-2.70+/-0.11 dlogz:67.848>0.1]
146it [04:01,  2.85it/s, bound:0 nc:  3 ncall:6.4e+02 eff:22.9% logz=-2.63+/-0.11 dlogz:67.763>0.1]
148it [04:02,  2.98it/s, bound:0 nc:  6 ncall:6.4e+02 eff:23.0% logz=-2.58+/-0.11 dlogz:67.710>0.1]
149it [04:02,  2.55it/s, bound:0 nc:  2 ncall:6.5e+02 eff:23.1% logz=-2.56+/-0.11 dlogz:67.684>0.1]
151it [04:03,  2.64it/s, bound:0 nc:  4 ncall:6.5e+02 eff:23.2% logz=-2.52+/-0.11 dlogz:67.635>0.1]
154it [04:04,  2.92it/s, bound:0 nc:  1 ncall:6.6e+02 eff:23.5% logz=-2.45+/-0.11 dlogz:67.565>0.1]
158it [04:05,  3.39it/s, bound:0 nc:  1 ncall:6.6e+02 eff:23.9% logz=-2.38+/-0.11 dlogz:67.477>0.1]
160it [04:06,  3.06it/s, bound:0 nc:  5 ncall:6.7e+02 eff:24.0% logz=-2.34+/-0.11 dlogz:67.436>0.1]
163it [04:07,  3.20it/s, bound:0 nc:  3 ncall:6.7e+02 eff:24.3% logz=-2.29+/-0.11 dlogz:67.377>0.1]
166it [04:08,  3.09it/s, bound:0 nc:  1 ncall:6.8e+02 eff:24.6% logz=-2.24+/-0.10 dlogz:67.320>0.1]
170it [04:09,  3.41it/s, bound:0 nc:  3 ncall:6.8e+02 eff:24.9% logz=-2.18+/-0.10 dlogz:67.249>0.1]
172it [04:09,  3.06it/s, bound:0 nc:  2 ncall:6.9e+02 eff:25.1% logz=-2.16+/-0.10 dlogz:67.215>0.1]
176it [04:10,  3.60it/s, bound:0 nc:  1 ncall:6.9e+02 eff:25.5% logz=-2.10+/-0.10 dlogz:67.150>0.1]
179it [04:11,  3.50it/s, bound:0 nc:  5 ncall:7.0e+02 eff:25.6% logz=-2.06+/-0.10 dlogz:67.103>0.1]
180it [04:12,  2.85it/s, bound:0 nc:  3 ncall:7.0e+02 eff:25.6% logz=-2.05+/-0.10 dlogz:67.088>0.1]
183it [04:13,  3.15it/s, bound:0 nc:  1 ncall:7.1e+02 eff:25.9% logz=-2.01+/-0.10 dlogz:67.044>0.1]
185it [04:14,  2.99it/s, bound:0 nc:  4 ncall:7.1e+02 eff:26.0% logz=-1.99+/-0.10 dlogz:67.015>0.1]
189it [04:14,  3.57it/s, bound:0 nc:  2 ncall:7.2e+02 eff:26.4% logz=-1.95+/-0.10 dlogz:66.959>0.1]
191it [04:15,  3.35it/s, bound:0 nc:  3 ncall:7.2e+02 eff:26.5% logz=-1.92+/-0.10 dlogz:66.933>0.1]
195it [04:16,  3.82it/s, bound:0 nc:  1 ncall:7.3e+02 eff:26.9% logz=-1.88+/-0.10 dlogz:66.881>0.1]
199it [04:16,  4.54it/s, bound:0 nc:  2 ncall:7.3e+02 eff:27.2% logz=-1.84+/-0.10 dlogz:66.831>0.1]
202it [04:18,  3.33it/s, bound:0 nc:  8 ncall:7.4e+02 eff:27.3% logz=-1.82+/-0.09 dlogz:66.795>0.1]
207it [04:19,  4.14it/s, bound:0 nc:  1 ncall:7.5e+02 eff:27.7% logz=-1.77+/-0.09 dlogz:66.737>0.1]
210it [04:20,  3.87it/s, bound:0 nc:  4 ncall:7.5e+02 eff:27.9% logz=-1.74+/-0.09 dlogz:66.703>0.1]
212it [04:21,  3.48it/s, bound:0 nc:  1 ncall:7.6e+02 eff:28.0% logz=-1.73+/-0.09 dlogz:66.681>0.1]
216it [04:21,  3.68it/s, bound:0 nc:  1 ncall:7.6e+02 eff:28.4% logz=-1.70+/-0.09 dlogz:66.639>0.1]
220it [04:22,  3.98it/s, bound:0 nc:  2 ncall:7.7e+02 eff:28.7% logz=-1.66+/-0.09 dlogz:66.597>0.1]
223it [04:23,  4.02it/s, bound:0 nc:  1 ncall:7.7e+02 eff:28.9% logz=-1.64+/-0.09 dlogz:66.567>0.1]
226it [04:24,  3.77it/s, bound:0 nc:  3 ncall:7.8e+02 eff:29.0% logz=-1.62+/-0.09 dlogz:66.537>0.1]
229it [04:25,  3.52it/s, bound:0 nc:  1 ncall:7.8e+02 eff:29.3% logz=-1.60+/-0.09 dlogz:66.508>0.1]
233it [04:26,  3.71it/s, bound:0 nc:  2 ncall:7.9e+02 eff:29.6% logz=-1.57+/-0.09 dlogz:66.471>0.1]
236it [04:27,  3.57it/s, bound:0 nc:  2 ncall:7.9e+02 eff:29.8% logz=-1.55+/-0.09 dlogz:66.443>0.1]
240it [04:29,  3.04it/s, bound:0 nc:  6 ncall:8.0e+02 eff:30.0% logz=-1.53+/-0.09 dlogz:66.407>0.1]
244it [04:29,  3.47it/s, bound:0 nc:  1 ncall:8.1e+02 eff:30.3% logz=-1.50+/-0.09 dlogz:66.372>0.1]
246it [04:30,  3.48it/s, bound:0 nc:  4 ncall:8.1e+02 eff:30.3% logz=-1.49+/-0.09 dlogz:66.355>0.1]
248it [04:31,  3.24it/s, bound:0 nc:  3 ncall:8.2e+02 eff:30.4% logz=-1.48+/-0.09 dlogz:66.338>0.1]
252it [04:31,  3.78it/s, bound:0 nc:  2 ncall:8.2e+02 eff:30.7% logz=-1.45+/-0.08 dlogz:66.305>0.1]
256it [04:32,  3.98it/s, bound:0 nc:  1 ncall:8.3e+02 eff:31.0% logz=-1.43+/-0.08 dlogz:66.272>0.1]
260it [04:33,  4.17it/s, bound:0 nc:  3 ncall:8.3e+02 eff:31.2% logz=-1.41+/-0.08 dlogz:66.240>0.1]
262it [04:34,  3.51it/s, bound:0 nc:  1 ncall:8.4e+02 eff:31.3% logz=-1.40+/-0.08 dlogz:66.225>0.1]
266it [04:35,  3.48it/s, bound:0 nc:  1 ncall:8.4e+02 eff:31.6% logz=-1.38+/-0.08 dlogz:66.194>0.1]
269it [04:36,  3.53it/s, bound:0 nc:  1 ncall:8.5e+02 eff:31.8% logz=-1.36+/-0.08 dlogz:66.171>0.1]
274it [04:37,  3.94it/s, bound:0 nc:  3 ncall:8.5e+02 eff:32.1% logz=-1.34+/-0.08 dlogz:66.134>0.1]
276it [04:38,  3.26it/s, bound:0 nc:  3 ncall:8.6e+02 eff:32.2% logz=-1.33+/-0.08 dlogz:66.119>0.1]
280it [04:39,  3.56it/s, bound:0 nc:  1 ncall:8.6e+02 eff:32.5% logz=-1.31+/-0.08 dlogz:66.091>0.1]
284it [04:40,  3.80it/s, bound:0 nc:  2 ncall:8.7e+02 eff:32.8% logz=-1.29+/-0.08 dlogz:66.062>0.1]
287it [04:42,  2.80it/s, bound:0 nc:  6 ncall:8.8e+02 eff:32.8% logz=-1.28+/-0.08 dlogz:66.042>0.1]
292it [04:43,  3.35it/s, bound:0 nc:  1 ncall:8.8e+02 eff:33.1% logz=-1.26+/-0.08 dlogz:66.007>0.1]
296it [04:44,  3.44it/s, bound:0 nc:  1 ncall:8.9e+02 eff:33.4% logz=-1.24+/-0.08 dlogz:65.981>0.1]
299it [04:45,  3.42it/s, bound:0 nc:  2 ncall:8.9e+02 eff:33.5% logz=-1.23+/-0.08 dlogz:65.961>0.1]
302it [04:46,  3.48it/s, bound:0 nc:  3 ncall:9.0e+02 eff:33.7% logz=-1.22+/-0.08 dlogz:65.941>0.1]
304it [04:47,  3.14it/s, bound:0 nc:  1 ncall:9.0e+02 eff:33.7% logz=-1.21+/-0.08 dlogz:65.928>0.1]
308it [04:48,  3.52it/s, bound:0 nc:  2 ncall:9.1e+02 eff:34.0% logz=-1.19+/-0.08 dlogz:65.903>0.1]
311it [04:49,  3.40it/s, bound:0 nc:  4 ncall:9.1e+02 eff:34.1% logz=-1.18+/-0.08 dlogz:65.884>0.1]
315it [04:49,  3.85it/s, bound:0 nc:  1 ncall:9.2e+02 eff:34.4% logz=-1.17+/-0.08 dlogz:65.859>0.1]
318it [04:50,  3.52it/s, bound:0 nc:  2 ncall:9.2e+02 eff:34.5% logz=-1.16+/-0.08 dlogz:65.840>0.1]
321it [04:51,  3.30it/s, bound:0 nc:  4 ncall:9.3e+02 eff:34.6% logz=-1.15+/-0.08 dlogz:65.822>0.1]
322it [04:53,  2.23it/s, bound:0 nc:  8 ncall:9.4e+02 eff:34.4% logz=-1.14+/-0.08 dlogz:65.816>0.1]
324it [04:54,  2.12it/s, bound:0 nc:  2 ncall:9.4e+02 eff:34.4% logz=-1.14+/-0.07 dlogz:65.804>0.1]
329it [04:55,  2.96it/s, bound:0 nc:  1 ncall:9.5e+02 eff:34.8% logz=-1.12+/-0.07 dlogz:65.775>0.1]
333it [04:56,  3.10it/s, bound:0 nc:  2 ncall:9.5e+02 eff:35.0% logz=-1.10+/-0.07 dlogz:65.751>0.1]
336it [04:57,  3.12it/s, bound:0 nc:  3 ncall:9.6e+02 eff:35.1% logz=-1.10+/-0.07 dlogz:65.734>0.1]
338it [04:58,  2.94it/s, bound:0 nc:  3 ncall:9.6e+02 eff:35.1% logz=-1.09+/-0.07 dlogz:65.722>0.1]
339it [04:59,  2.43it/s, bound:0 nc:  3 ncall:9.7e+02 eff:35.1% logz=-1.09+/-0.07 dlogz:65.717>0.1]
343it [05:00,  3.06it/s, bound:0 nc:  1 ncall:9.7e+02 eff:35.3% logz=-1.07+/-0.07 dlogz:65.694>0.1]
348it [05:01,  3.92it/s, bound:0 nc:  2 ncall:9.8e+02 eff:35.6% logz=-1.06+/-0.07 dlogz:65.666>0.1]
352it [05:01,  4.11it/s, bound:0 nc:  3 ncall:9.8e+02 eff:35.8% logz=-1.05+/-0.07 dlogz:65.644>0.1]
354it [05:02,  3.53it/s, bound:0 nc:  2 ncall:9.9e+02 eff:35.9% logz=-1.04+/-0.07 dlogz:65.633>0.1]
357it [05:03,  3.27it/s, bound:0 nc:  2 ncall:9.9e+02 eff:36.0% logz=-1.03+/-0.07 dlogz:65.617>0.1]
360it [05:04,  3.32it/s, bound:0 nc:  2 ncall:1.0e+03 eff:36.1% logz=-1.02+/-0.07 dlogz:65.601>0.1]
362it [05:05,  2.95it/s, bound:0 nc:  3 ncall:1.0e+03 eff:36.1% logz=-1.02+/-0.07 dlogz:65.591>0.1]
365it [05:06,  2.99it/s, bound:0 nc:  2 ncall:1.0e+03 eff:36.2% logz=-1.01+/-0.07 dlogz:65.575>0.1]
367it [05:07,  2.84it/s, bound:0 nc:  3 ncall:1.0e+03 eff:36.3% logz=-1.00+/-0.07 dlogz:65.564>0.1]
371it [05:08,  3.25it/s, bound:0 nc:  1 ncall:1.0e+03 eff:36.5% logz=-0.99+/-0.07 dlogz:65.543>0.1]
376it [05:09,  3.84it/s, bound:0 nc:  1 ncall:1.0e+03 eff:36.8% logz=-0.98+/-0.07 dlogz:65.518>0.1]
380it [05:10,  4.03it/s, bound:0 nc:  1 ncall:1.0e+03 eff:37.0% logz=-0.97+/-0.07 dlogz:65.497>0.1]
382it [05:11,  3.31it/s, bound:0 nc:  1 ncall:1.0e+03 eff:37.1% logz=-0.96+/-0.07 dlogz:65.487>0.1]
386it [05:12,  3.42it/s, bound:0 nc:  2 ncall:1.0e+03 eff:37.2% logz=-0.95+/-0.07 dlogz:65.467>0.1]
388it [05:13,  3.15it/s, bound:0 nc:  3 ncall:1.0e+03 eff:37.3% logz=-0.95+/-0.07 dlogz:65.457>0.1]
392it [05:14,  3.52it/s, bound:0 nc:  1 ncall:1.0e+03 eff:37.5% logz=-0.94+/-0.07 dlogz:65.438>0.1]
395it [05:15,  3.50it/s, bound:0 nc:  4 ncall:1.1e+03 eff:37.5% logz=-0.93+/-0.07 dlogz:65.423>0.1]
397it [05:16,  2.92it/s, bound:0 nc:  1 ncall:1.1e+03 eff:37.6% logz=-0.93+/-0.07 dlogz:65.413>0.1]
400it [05:17,  2.95it/s, bound:0 nc:  2 ncall:1.1e+03 eff:37.7% logz=-0.92+/-0.07 dlogz:65.399>0.1]
402it [05:18,  2.73it/s, bound:0 nc:  2 ncall:1.1e+03 eff:37.7% logz=-0.92+/-0.07 dlogz:65.389>0.1]
404it [05:19,  2.50it/s, bound:0 nc:  4 ncall:1.1e+03 eff:37.7% logz=-0.91+/-0.07 dlogz:65.379>0.1]
406it [05:20,  2.45it/s, bound:0 nc:  2 ncall:1.1e+03 eff:37.7% logz=-0.91+/-0.07 dlogz:65.370>0.1]
409it [05:21,  2.60it/s, bound:0 nc:  3 ncall:1.1e+03 eff:37.8% logz=-0.90+/-0.07 dlogz:65.356>0.1]
412it [05:21,  2.88it/s, bound:0 nc:  2 ncall:1.1e+03 eff:37.9% logz=-0.89+/-0.07 dlogz:65.342>0.1]
417it [05:22,  3.52it/s, bound:0 nc:  1 ncall:1.1e+03 eff:38.2% logz=-0.88+/-0.07 dlogz:65.318>0.1]
421it [05:23,  3.61it/s, bound:0 nc:  2 ncall:1.1e+03 eff:38.4% logz=-0.87+/-0.07 dlogz:65.300>0.1]
423it [05:24,  3.11it/s, bound:0 nc:  1 ncall:1.1e+03 eff:38.4% logz=-0.87+/-0.07 dlogz:65.291>0.1]
426it [05:26,  3.05it/s, bound:0 nc:  2 ncall:1.1e+03 eff:38.5% logz=-0.86+/-0.07 dlogz:65.277>0.1]
430it [05:26,  3.49it/s, bound:0 nc:  1 ncall:1.1e+03 eff:38.7% logz=-0.86+/-0.06 dlogz:65.259>0.1]
433it [05:28,  2.86it/s, bound:0 nc:  6 ncall:1.1e+03 eff:38.6% logz=-0.85+/-0.06 dlogz:65.245>0.1]
435it [05:29,  2.50it/s, bound:0 nc:  2 ncall:1.1e+03 eff:38.6% logz=-0.85+/-0.06 dlogz:65.236>0.1]
439it [05:30,  3.18it/s, bound:0 nc:  4 ncall:1.1e+03 eff:38.7% logz=-0.84+/-0.06 dlogz:65.219>0.1]
440it [05:31,  2.40it/s, bound:0 nc:  2 ncall:1.1e+03 eff:38.7% logz=-0.84+/-0.06 dlogz:65.214>0.1]
441it [05:32,  1.95it/s, bound:0 nc:  5 ncall:1.1e+03 eff:38.7% logz=-0.83+/-0.06 dlogz:65.210>0.1]
442it [05:33,  1.56it/s, bound:0 nc:  5 ncall:1.1e+03 eff:38.6% logz=-0.83+/-0.06 dlogz:65.205>0.1]
444it [05:34,  1.73it/s, bound:0 nc:  1 ncall:1.2e+03 eff:38.6% logz=-0.83+/-0.06 dlogz:65.196>0.1]
447it [05:35,  2.01it/s, bound:0 nc:  1 ncall:1.2e+03 eff:38.7% logz=-0.82+/-0.06 dlogz:65.183>0.1]
451it [05:36,  2.73it/s, bound:0 nc:  1 ncall:1.2e+03 eff:38.8% logz=-0.82+/-0.06 dlogz:65.166>0.1]
455it [05:37,  3.14it/s, bound:0 nc:  4 ncall:1.2e+03 eff:39.0% logz=-0.81+/-0.06 dlogz:65.149>0.1]
457it [05:38,  2.75it/s, bound:0 nc:  4 ncall:1.2e+03 eff:38.9% logz=-0.80+/-0.06 dlogz:65.140>0.1]
459it [05:39,  2.55it/s, bound:0 nc:  1 ncall:1.2e+03 eff:39.0% logz=-0.80+/-0.06 dlogz:65.131>0.1]
463it [05:40,  2.88it/s, bound:0 nc:  1 ncall:1.2e+03 eff:39.2% logz=-0.79+/-0.06 dlogz:65.114>0.1]
466it [05:41,  2.89it/s, bound:0 nc:  5 ncall:1.2e+03 eff:39.2% logz=-0.79+/-0.06 dlogz:65.102>0.1]
468it [05:42,  2.56it/s, bound:0 nc:  1 ncall:1.2e+03 eff:39.3% logz=-0.79+/-0.06 dlogz:65.093>0.1]
472it [05:44,  2.71it/s, bound:0 nc:  1 ncall:1.2e+03 eff:39.5% logz=-0.78+/-0.06 dlogz:65.077>0.1]
475it [05:45,  2.69it/s, bound:0 nc:  2 ncall:1.2e+03 eff:39.5% logz=-0.77+/-0.06 dlogz:65.064>0.1]
478it [05:46,  2.83it/s, bound:0 nc:  1 ncall:1.2e+03 eff:39.6% logz=-0.77+/-0.06 dlogz:65.052>0.1]
483it [05:47,  3.35it/s, bound:0 nc:  1 ncall:1.2e+03 eff:39.9% logz=-0.76+/-0.06 dlogz:65.031>0.1]
487it [05:48,  3.18it/s, bound:0 nc:  2 ncall:1.2e+03 eff:40.0% logz=-0.75+/-0.06 dlogz:65.015>0.1]
490it [05:49,  3.08it/s, bound:0 nc:  1 ncall:1.2e+03 eff:40.1% logz=-0.75+/-0.06 dlogz:65.002>0.1]
492it [05:51,  2.66it/s, bound:0 nc:  4 ncall:1.2e+03 eff:40.1% logz=-0.75+/-0.06 dlogz:64.994>0.1]
495it [05:52,  2.50it/s, bound:0 nc:  2 ncall:1.2e+03 eff:40.2% logz=-0.74+/-0.06 dlogz:64.982>0.1]
499it [05:53,  2.75it/s, bound:0 nc:  2 ncall:1.2e+03 eff:40.3% logz=-0.74+/-0.06 dlogz:64.966>0.1]
500it [05:54,  2.25it/s, bound:0 nc:  4 ncall:1.2e+03 eff:40.3% logz=-0.73+/-0.06 dlogz:64.962>0.1]
503it [05:55,  2.32it/s, bound:0 nc:  1 ncall:1.2e+03 eff:40.4% logz=-0.73+/-0.06 dlogz:64.950>0.1]
506it [05:57,  2.38it/s, bound:0 nc:  2 ncall:1.3e+03 eff:40.4% logz=-0.73+/-0.06 dlogz:64.938>0.1]
510it [05:57,  2.97it/s, bound:0 nc:  3 ncall:1.3e+03 eff:40.5% logz=-0.72+/-0.06 dlogz:64.923>0.1]
512it [05:58,  2.65it/s, bound:0 nc:  5 ncall:1.3e+03 eff:40.5% logz=-0.72+/-0.06 dlogz:64.915>0.1]
513it [05:59,  2.25it/s, bound:0 nc:  1 ncall:1.3e+03 eff:40.5% logz=-0.72+/-0.06 dlogz:64.911>0.1]
517it [06:00,  2.69it/s, bound:0 nc:  1 ncall:1.3e+03 eff:40.7% logz=-0.71+/-0.06 dlogz:64.895>0.1]
522it [06:01,  3.42it/s, bound:0 nc:  2 ncall:1.3e+03 eff:40.9% logz=-0.70+/-0.06 dlogz:64.876>0.1]
524it [06:03,  2.76it/s, bound:0 nc:  2 ncall:1.3e+03 eff:40.9% logz=-0.70+/-0.06 dlogz:64.868>0.1]
527it [06:04,  2.78it/s, bound:0 nc:  1 ncall:1.3e+03 eff:41.0% logz=-0.70+/-0.06 dlogz:64.856>0.1]
532it [06:05,  3.19it/s, bound:0 nc:  1 ncall:1.3e+03 eff:41.2% logz=-0.69+/-0.06 dlogz:64.837>0.1]
536it [06:06,  3.43it/s, bound:0 nc:  5 ncall:1.3e+03 eff:41.2% logz=-0.68+/-0.06 dlogz:64.822>0.1]
537it [06:07,  2.75it/s, bound:0 nc:  1 ncall:1.3e+03 eff:41.3% logz=-0.68+/-0.06 dlogz:64.818>0.1]
540it [06:08,  2.78it/s, bound:0 nc:  2 ncall:1.3e+03 eff:41.3% logz=-0.68+/-0.06 dlogz:64.807>0.1]
544it [06:09,  2.98it/s, bound:0 nc:  2 ncall:1.3e+03 eff:41.5% logz=-0.67+/-0.06 dlogz:64.792>0.1]
547it [06:10,  2.97it/s, bound:0 nc:  2 ncall:1.3e+03 eff:41.5% logz=-0.67+/-0.06 dlogz:64.780>0.1]
549it [06:11,  2.75it/s, bound:0 nc:  3 ncall:1.3e+03 eff:41.6% logz=-0.67+/-0.06 dlogz:64.773>0.1]
551it [06:12,  2.53it/s, bound:0 nc:  5 ncall:1.3e+03 eff:41.5% logz=-0.67+/-0.06 dlogz:64.766>0.1]
554it [06:13,  2.66it/s, bound:0 nc:  2 ncall:1.3e+03 eff:41.6% logz=-0.66+/-0.06 dlogz:64.754>0.1]
556it [06:14,  2.45it/s, bound:0 nc:  5 ncall:1.3e+03 eff:41.5% logz=-0.66+/-0.06 dlogz:64.747>0.1]
557it [06:15,  2.01it/s, bound:0 nc:  4 ncall:1.3e+03 eff:41.5% logz=-0.66+/-0.06 dlogz:64.743>0.1]
558it [06:16,  1.72it/s, bound:0 nc:  3 ncall:1.3e+03 eff:41.5% logz=-0.66+/-0.06 dlogz:64.740>0.1]
561it [06:17,  1.89it/s, bound:0 nc:  1 ncall:1.4e+03 eff:41.5% logz=-0.65+/-0.06 dlogz:64.728>0.1]
566it [06:19,  2.64it/s, bound:0 nc:  2 ncall:1.4e+03 eff:41.7% logz=-0.65+/-0.06 dlogz:64.710>0.1]
569it [06:20,  2.61it/s, bound:0 nc:  2 ncall:1.4e+03 eff:41.8% logz=-0.64+/-0.06 dlogz:64.699>0.1]
574it [06:21,  3.34it/s, bound:0 nc:  3 ncall:1.4e+03 eff:42.0% logz=-0.64+/-0.06 dlogz:64.681>0.1]
576it [06:22,  2.87it/s, bound:0 nc:  2 ncall:1.4e+03 eff:42.0% logz=-0.64+/-0.06 dlogz:64.674>0.1]
580it [06:23,  2.95it/s, bound:0 nc:  3 ncall:1.4e+03 eff:42.1% logz=-0.63+/-0.06 dlogz:64.659>0.1]
583it [06:24,  2.88it/s, bound:0 nc:  1 ncall:1.4e+03 eff:42.2% logz=-0.63+/-0.06 dlogz:64.648>0.1]
586it [06:25,  2.78it/s, bound:0 nc:  1 ncall:1.4e+03 eff:42.3% logz=-0.63+/-0.06 dlogz:64.638>0.1]
589it [06:27,  2.68it/s, bound:0 nc:  2 ncall:1.4e+03 eff:42.3% logz=-0.62+/-0.06 dlogz:64.627>0.1]
