alpha mmin lam mu_g sigma_g delta_m
16.614114445904274 1.0466263897284005 0.6427383818774389 1.7041095758187828 1.8360603542297533 0.9415809601455258
8.005797646633527 0.9605494923164599 0.934683590127559 1.6208492932217282 1.4650497784335879 0.9942413132751088
14.815966684841364 1.0616162297171945 0.6711137409157519 1.744326991459623 0.4114850929744538 0.8102919535175703
14.12686992452386 0.9640481119622101 0.1528524414486181 1.8848996744414075 0.3674038528138149 0.9910093274031738
11.198858940580514 1.077008454707242 0.5309715454104512 1.5240863808088405 0.01582049594036775 0.6506083536069571
15.26542115776563 1.0525351139651349 0.05606111079613339 1.7034038337481732 1.609316613831252 0.7869906686617822
4.908752328279096 1.035861526210544 0.9839065091934902 2.0641427611484526 0.7991762586661194 0.29559733088446777
15.21418586431426 1.0443047028081058 0.07067628949470528 1.5289259810317395 1.1424873919591576 0.7900862347612858
15.271611942338112 1.0403805817122962 0.9802397052168409 1.7112459965245228 1.9289875776038607 0.8107081825221678
4.324471648931379 1.0545050424945577 0.9924737967447861 2.573525404336263 1.9873593712942708 0.2812965825166353
6.382818008430274 1.1126703428275098 0.787184506626039 1.7547889263795686 0.024886186511763133 0.20606122550174943
15.266502957020723 1.0321184744908831 0.7754780972270884 1.6115917271527762 0.8740963011361105 0.8661577163218034
12.999273024130702 0.9822963624784009 0.6931223116451491 1.5594360264735505 0.11560898637961495 0.8303047144955268
12.964280232394461 1.0505544521242396 0.902950201713126 1.7401546787238658 1.9923315672456068 0.8144514391313057
6.894429726253266 0.9146039547999466 0.05587973375249871 1.6831614582648946 0.4179020352355714 0.9143183232197682
15.467409812220613 1.0185625280163437 0.6229961642949998 1.9653742953761189 1.4014607684703337 0.9708203436812266
8.846600831090079 0.9900026346280507 0.11222797258118375 1.8753711027240116 1.2857654919474741 0.9069643690080716
5.830623654189759 0.9213197664377564 0.9098018118123974 1.5775755923964325 0.25518781837726695 0.7267545065115593
13.029377608906458 0.9688207737484162 0.553170363059586 1.6811531124419057 1.8720620177417453 0.922039820245329
7.290679068395976 0.9474000291978698 0.7684146215020066 1.5146479273779483 1.558832718821876 0.8799950435248264
10.532539148055745 1.0901037304712533 0.2106498748896798 1.514055441603215 0.7482459261482909 0.5163287063121798
12.867366486057339 1.056047417365734 0.5937013897229544 1.522908349009547 0.513578133620257 0.5645581888651614
8.87444514037867 1.0223764268981401 0.913323215633298 1.828515132087937 0.025224616041127766 0.4993790401200478
14.796079229534811 1.0298684245634087 0.5800897607072436 1.8198525339658913 0.41494795093912445 0.9119396438379375
11.5665449023133 1.1005153841151547 0.8732381350308865 1.5172055662990842 1.8496083454088248 0.44984275152215586
6.128332615480488 0.9097159378359605 0.40009721818384836 1.508291424322656 1.2308990613193762 0.7465059072105628
6.068229552716833 1.0279935547289434 0.4764424416870535 1.5085531874044344 0.8704468074442697 0.5344194908982306
8.333690230190724 0.9094144764435589 0.23622018837469627 1.6291674884540175 1.1360881562985925 0.7851959079626131
9.890385092755805 1.0123660140866229 0.5023121465109619 1.718209428558254 0.8906129258747749 0.8751736025049318
12.246100625818045 0.9995048611584886 0.7122099555045391 1.6264625843390847 0.08102356210024837 0.7208177456191412
11.97855803706538 1.0318162032796827 0.6788780823963325 1.6438294059197736 0.1277189281647859 0.8911259041283964
11.5559137595132 1.0148144097670555 0.707533138474599 1.9867865804213702 1.1947656115078356 0.983956071906034
8.081724633710664 0.9034707731376636 0.49244342570402744 1.5532003921537887 1.4368572609765193 0.7996903663925949
7.627384684320713 0.9522171903291838 0.6998824366998356 1.5830833408078249 0.25115080695962577 0.8923618074122044
10.458948811294812 1.0073240466356042 0.9792867413927001 1.5206413661216371 1.4118803718749227 0.9431785738023293
13.803876718190761 1.030757466684751 0.38772975021586475 1.5587173695216934 1.403412611973762 0.9556608772404054
10.83700942978057 1.0655874350294092 0.5118399974912412 1.656680738854604 0.7216295733167096 0.6357764030840904
7.408031045997776 0.9639761934449802 0.4411996086710115 1.5351146389215056 1.3226592058322562 0.8242222487781894
12.745414456809414 0.980776167416798 0.3378363094779427 1.6163686851069585 0.8991566815740898 0.8611566479182231
12.22583626505262 1.026709800613113 0.6026627246204077 1.957225416899316 1.2969091580556296 0.9310926342388928
