
0it [00:00, ?it/s]
1it [01:10, 70.36s/it, bound:0 nc:  5 ncall:4.0e+02 eff:0.2% logz=-627.07+/-0.18 dlogz:inf>0.1]
10it [01:10,  5.10s/it, bound:0 nc: 22 ncall:4.9e+02 eff:2.0% logz=-309.88+/-0.18 dlogz:381.993>0.1]
16it [01:10,  2.73s/it, bound:0 nc:  5 ncall:5.6e+02 eff:2.8% logz=-258.18+/-0.17 dlogz:320.292>0.1]
28it [01:11,  1.18s/it, bound:0 nc: 16 ncall:6.5e+02 eff:4.3% logz=-189.84+/-0.18 dlogz:253.129>0.1]
35it [01:11,  1.24it/s, bound:0 nc: 12 ncall:7.3e+02 eff:4.8% logz=-170.78+/-0.17 dlogz:233.415>0.1]
47it [01:11,  2.19it/s, bound:0 nc: 12 ncall:8.1e+02 eff:5.8% logz=-149.48+/-0.16 dlogz:211.268>0.1]
54it [01:26,  1.10it/s, bound:1 nc:118 ncall:9.8e+02 eff:5.5% logz=-142.76+/-0.15 dlogz:204.051>0.1]
112it [01:26,  4.58it/s, bound:22 nc:101 ncall:7.6e+03 eff:1.5% logz=-77.79+/-0.16 dlogz:139.233>0.1]
122it [01:40,  4.58it/s, bound:25 nc:202 ncall:9.1e+03 eff:1.3% logz=-72.62+/-0.15 dlogz:133.649>0.1]
123it [01:40,  2.53it/s, bound:26 nc:116 ncall:9.2e+03 eff:1.3% logz=-72.17+/-0.15 dlogz:133.186>0.1]
175it [01:40,  5.43it/s, bound:45 nc:106 ncall:1.5e+04 eff:1.2% logz=-52.18+/-0.16 dlogz:113.133>0.1]
208it [01:55,  3.62it/s, bound:57 nc:110 ncall:1.9e+04 eff:1.1% logz=-40.48+/-0.14 dlogz:101.044>0.1]
267it [01:55,  6.60it/s, bound:78 nc:  1 ncall:2.6e+04 eff:2.0% logz=35.09+/-0.13 dlogz:24.107>0.1]  
268it [02:10,  6.60it/s, bound:78 nc:107 ncall:2.6e+04 eff:1.0% logz=-16.79+/-0.15 dlogz:77.353>0.1]
269it [02:12,  3.10it/s, bound:78 nc:110 ncall:2.6e+04 eff:1.0% logz=-16.40+/-0.15 dlogz:76.992>0.1]
331it [02:12,  6.03it/s, bound:101 nc:  1 ncall:3.3e+04 eff:1.0% logz=-3.75+/-0.14 dlogz:63.797>0.1]
345it [02:30,  6.03it/s, bound:106 nc:251 ncall:3.5e+04 eff:1.0% logz=-1.23+/-0.14 dlogz:61.456>0.1]
346it [02:31,  3.03it/s, bound:107 nc:133 ncall:3.5e+04 eff:1.0% logz=-0.99+/-0.15 dlogz:61.245>0.1]
386it [02:31,  4.68it/s, bound:128 nc:122 ncall:4.1e+04 eff:0.9% logz=5.70+/-0.15 dlogz:54.390>0.1] 
413it [02:50,  4.68it/s, bound:142 nc:389 ncall:4.5e+04 eff:0.9% logz=9.98+/-0.14 dlogz:49.989>0.1]
414it [02:51,  2.92it/s, bound:142 nc:135 ncall:4.5e+04 eff:0.9% logz=10.11+/-0.14 dlogz:49.859>0.1]
457it [02:51,  4.58it/s, bound:165 nc:118 ncall:5.1e+04 eff:0.9% logz=16.16+/-0.14 dlogz:43.687>0.1]
488it [03:10,  4.58it/s, bound:180 nc:117 ncall:5.6e+04 eff:0.9% logz=20.41+/-0.14 dlogz:39.338>0.1]
489it [03:13,  2.88it/s, bound:180 nc:128 ncall:5.6e+04 eff:0.9% logz=20.50+/-0.14 dlogz:39.240>0.1]
536it [03:13,  4.56it/s, bound:204 nc:174 ncall:6.3e+04 eff:0.8% logz=24.86+/-0.14 dlogz:34.773>0.1]
562it [03:30,  4.56it/s, bound:217 nc:340 ncall:6.8e+04 eff:0.8% logz=27.19+/-0.14 dlogz:32.356>0.1]
563it [03:38,  2.59it/s, bound:218 nc:182 ncall:6.8e+04 eff:0.8% logz=27.27+/-0.14 dlogz:32.276>0.1]
602it [03:38,  3.83it/s, bound:237 nc:  1 ncall:7.5e+04 eff:1.2% logz=49.60+/-0.13 dlogz:8.254>0.1] 
634it [03:50,  3.83it/s, bound:257 nc:  1 ncall:8.1e+04 eff:1.3% logz=55.05+/-0.58 dlogz:0.160>0.1]
635it [04:02,  2.57it/s, bound:257 nc:172 ncall:8.2e+04 eff:0.8% logz=32.54+/-0.14 dlogz:26.826>0.1]
676it [04:02,  3.85it/s, bound:278 nc:  1 ncall:8.9e+04 eff:0.8% logz=39.46+/-0.14 dlogz:19.515>0.1]
708it [04:20,  3.85it/s, bound:295 nc:170 ncall:9.5e+04 eff:0.7% logz=36.95+/-0.14 dlogz:22.209>0.1]
709it [04:30,  2.37it/s, bound:296 nc:181 ncall:9.5e+04 eff:0.7% logz=37.00+/-0.14 dlogz:22.153>0.1]
746it [04:30,  3.41it/s, bound:315 nc:  1 ncall:1.0e+05 eff:0.8% logz=42.61+/-0.14 dlogz:16.154>0.1]
783it [04:50,  3.41it/s, bound:335 nc:183 ncall:1.1e+05 eff:0.7% logz=40.46+/-0.14 dlogz:18.513>0.1]
784it [04:58,  2.31it/s, bound:335 nc:198 ncall:1.1e+05 eff:0.7% logz=40.51+/-0.14 dlogz:18.461>0.1]
821it [04:58,  3.29it/s, bound:354 nc:  1 ncall:1.2e+05 eff:0.9% logz=48.41+/-0.13 dlogz:9.672>0.1] 
855it [05:10,  3.29it/s, bound:373 nc:  1 ncall:1.3e+05 eff:1.0% logz=54.79+/-0.56 dlogz:0.121>0.1]
856it [05:26,  2.26it/s, bound:374 nc:210 ncall:1.3e+05 eff:0.7% logz=42.96+/-0.14 dlogz:15.817>0.1]
892it [05:26,  3.21it/s, bound:393 nc:  1 ncall:1.3e+05 eff:0.9% logz=50.20+/-0.13 dlogz:7.505>0.1] 
928it [05:40,  3.21it/s, bound:412 nc:197 ncall:1.4e+05 eff:0.7% logz=45.00+/-0.13 dlogz:13.587>0.1]
929it [05:54,  2.21it/s, bound:413 nc:191 ncall:1.4e+05 eff:0.7% logz=45.02+/-0.13 dlogz:13.560>0.1]
962it [05:55,  3.06it/s, bound:430 nc:  1 ncall:1.5e+05 eff:0.9% logz=54.04+/-0.18 dlogz:2.337>0.1] 
1001it [05:55,  4.49it/s, bound:451 nc:180 ncall:1.6e+05 eff:0.6% logz=46.67+/-0.13 dlogz:12.528>0.1]
1002it [06:10,  4.49it/s, bound:451 nc:371 ncall:1.6e+05 eff:0.6% logz=46.69+/-0.13 dlogz:12.505>0.1]
1003it [06:25,  1.76it/s, bound:452 nc:407 ncall:1.6e+05 eff:0.6% logz=46.71+/-0.13 dlogz:12.482>0.1]
1035it [06:25,  2.67it/s, bound:469 nc:212 ncall:1.6e+05 eff:0.6% logz=47.36+/-0.13 dlogz:11.748>0.1]
1071it [06:25,  4.13it/s, bound:488 nc:202 ncall:1.7e+05 eff:0.6% logz=48.03+/-0.13 dlogz:10.991>0.1]
1078it [06:40,  4.13it/s, bound:492 nc:213 ncall:1.7e+05 eff:0.6% logz=48.13+/-0.13 dlogz:10.864>0.1]
1079it [06:57,  1.64it/s, bound:492 nc:219 ncall:1.7e+05 eff:0.6% logz=48.15+/-0.13 dlogz:10.846>0.1]
1111it [06:57,  2.58it/s, bound:510 nc:446 ncall:1.8e+05 eff:0.6% logz=48.57+/-0.13 dlogz:10.347>0.1]
1148it [06:57,  4.12it/s, bound:530 nc:  1 ncall:1.9e+05 eff:0.7% logz=50.29+/-0.13 dlogz:8.203>0.1] 
1155it [07:10,  4.12it/s, bound:534 nc:227 ncall:1.9e+05 eff:0.6% logz=49.06+/-0.13 dlogz:9.737>0.1]
1156it [07:26,  1.68it/s, bound:535 nc:244 ncall:1.9e+05 eff:0.6% logz=49.07+/-0.13 dlogz:9.724>0.1]
1189it [07:26,  2.70it/s, bound:552 nc:206 ncall:2.0e+05 eff:0.6% logz=49.41+/-0.13 dlogz:9.303>0.1]
1225it [07:26,  4.28it/s, bound:571 nc:  1 ncall:2.1e+05 eff:0.7% logz=51.94+/-0.13 dlogz:6.005>0.1]
1230it [07:40,  4.28it/s, bound:573 nc:236 ncall:2.1e+05 eff:0.6% logz=49.84+/-0.13 dlogz:8.772>0.1]
1231it [07:57,  1.59it/s, bound:574 nc:257 ncall:2.1e+05 eff:0.6% logz=49.85+/-0.13 dlogz:8.759>0.1]
1263it [07:57,  2.56it/s, bound:593 nc:  1 ncall:2.2e+05 eff:0.7% logz=52.13+/-0.13 dlogz:5.733>0.1]
1297it [07:57,  4.04it/s, bound:612 nc:248 ncall:2.3e+05 eff:0.6% logz=50.50+/-0.13 dlogz:7.949>0.1]
1305it [08:10,  4.04it/s, bound:617 nc:258 ncall:2.3e+05 eff:0.6% logz=50.58+/-0.13 dlogz:7.852>0.1]
1306it [08:28,  1.55it/s, bound:618 nc:231 ncall:2.3e+05 eff:0.6% logz=50.59+/-0.13 dlogz:7.840>0.1]
1339it [08:29,  2.53it/s, bound:639 nc:221 ncall:2.4e+05 eff:0.6% logz=50.89+/-0.13 dlogz:7.459>0.1]
1373it [08:29,  3.96it/s, bound:661 nc:509 ncall:2.4e+05 eff:0.6% logz=51.16+/-0.13 dlogz:7.100>0.1]
1380it [08:40,  3.96it/s, bound:665 nc:  1 ncall:2.5e+05 eff:0.7% logz=55.33+/-0.46 dlogz:0.044>0.1]
1381it [08:59,  1.57it/s, bound:666 nc:203 ncall:2.5e+05 eff:0.6% logz=51.22+/-0.13 dlogz:7.018>0.1]
1414it [08:59,  2.58it/s, bound:687 nc:247 ncall:2.5e+05 eff:0.6% logz=51.47+/-0.13 dlogz:6.692>0.1]
1448it [08:59,  4.04it/s, bound:711 nc:241 ncall:2.6e+05 eff:0.6% logz=51.70+/-0.13 dlogz:6.375>0.1]
1455it [09:10,  4.04it/s, bound:716 nc:232 ncall:2.7e+05 eff:0.5% logz=51.74+/-0.13 dlogz:6.314>0.1]
1456it [09:34,  1.42it/s, bound:716 nc:249 ncall:2.7e+05 eff:0.5% logz=51.75+/-0.13 dlogz:6.305>0.1]
1477it [09:34,  2.00it/s, bound:738 nc:531 ncall:2.7e+05 eff:0.5% logz=51.88+/-0.13 dlogz:6.124>0.1]
1506it [09:34,  3.13it/s, bound:768 nc:236 ncall:2.8e+05 eff:0.5% logz=52.04+/-0.13 dlogz:6.240>0.1]
1525it [09:50,  3.13it/s, bound:788 nc:520 ncall:2.9e+05 eff:0.5% logz=52.15+/-0.13 dlogz:6.090>0.1]
1526it [10:10,  1.42it/s, bound:791 nc:809 ncall:2.9e+05 eff:0.5% logz=52.15+/-0.13 dlogz:6.082>0.1]
1550it [10:10,  2.06it/s, bound:815 nc:  1 ncall:2.9e+05 eff:0.6% logz=53.13+/-0.13 dlogz:4.560>0.1]
1577it [10:10,  3.08it/s, bound:845 nc:279 ncall:3.0e+05 eff:0.5% logz=52.42+/-0.13 dlogz:5.683>0.1]
1599it [10:30,  3.08it/s, bound:870 nc:286 ncall:3.1e+05 eff:0.5% logz=52.54+/-0.13 dlogz:5.517>0.1]
1600it [10:51,  1.34it/s, bound:871 nc:295 ncall:3.1e+05 eff:0.5% logz=52.54+/-0.13 dlogz:5.509>0.1]
1622it [10:51,  1.87it/s, bound:893 nc:288 ncall:3.2e+05 eff:0.5% logz=52.64+/-0.13 dlogz:5.350>0.1]
1649it [10:51,  2.78it/s, bound:921 nc:348 ncall:3.2e+05 eff:0.5% logz=52.76+/-0.13 dlogz:5.164>0.1]
1675it [10:52,  4.03it/s, bound:949 nc:307 ncall:3.3e+05 eff:0.5% logz=52.87+/-0.13 dlogz:4.992>0.1]
1676it [11:10,  4.03it/s, bound:950 nc:330 ncall:3.3e+05 eff:0.5% logz=52.88+/-0.13 dlogz:4.985>0.1]
1677it [11:34,  1.05it/s, bound:951 nc:368 ncall:3.3e+05 eff:0.5% logz=52.88+/-0.13 dlogz:4.979>0.1]
1679it [11:38,  1.01it/s, bound:953 nc:354 ncall:3.3e+05 eff:0.5% logz=52.89+/-0.13 dlogz:4.965>0.1]
1703it [11:38,  1.79it/s, bound:977 nc:  1 ncall:3.4e+05 eff:0.5% logz=53.33+/-0.13 dlogz:4.210>0.1]
1725it [11:38,  2.80it/s, bound:1000 nc:331 ncall:3.5e+05 eff:0.5% logz=53.07+/-0.13 dlogz:4.676>0.1]
1746it [11:38,  4.17it/s, bound:1025 nc:  1 ncall:3.6e+05 eff:0.5% logz=53.95+/-0.14 dlogz:3.040>0.1]
1750it [11:50,  4.17it/s, bound:1029 nc:  1 ncall:3.6e+05 eff:0.6% logz=55.48+/-0.34 dlogz:0.022>0.1]
1751it [12:24,  1.15s/it, bound:1031 nc:685 ncall:3.6e+05 eff:0.5% logz=53.16+/-0.13 dlogz:4.521>0.1]
1770it [12:24,  1.35it/s, bound:1050 nc:  1 ncall:3.7e+05 eff:0.5% logz=53.90+/-0.14 dlogz:3.148>0.1]
1791it [12:24,  2.10it/s, bound:1071 nc:  1 ncall:3.7e+05 eff:0.6% logz=54.60+/-0.15 dlogz:1.746>0.1]
1812it [12:24,  3.15it/s, bound:1093 nc:365 ncall:3.8e+05 eff:0.5% logz=53.35+/-0.13 dlogz:4.176>0.1]
1828it [12:40,  3.15it/s, bound:1110 nc:  1 ncall:3.9e+05 eff:0.6% logz=55.47+/-0.32 dlogz:0.018>0.1]
1829it [13:08,  1.06it/s, bound:1111 nc:351 ncall:3.9e+05 eff:0.5% logz=53.41+/-0.13 dlogz:4.082>0.1]
1849it [13:08,  1.55it/s, bound:1131 nc:  1 ncall:3.9e+05 eff:0.5% logz=54.24+/-0.14 dlogz:2.510>0.1]
1870it [13:08,  2.30it/s, bound:1152 nc:  1 ncall:4.0e+05 eff:0.5% logz=54.61+/-0.15 dlogz:1.723>0.1]
1891it [13:08,  3.34it/s, bound:1174 nc:  1 ncall:4.1e+05 eff:0.5% logz=54.92+/-0.16 dlogz:1.048>0.1]
1905it [13:20,  3.34it/s, bound:1190 nc:343 ncall:4.2e+05 eff:0.5% logz=53.63+/-0.14 dlogz:3.678>0.1]
1906it [13:52,  1.06it/s, bound:1191 nc:377 ncall:4.2e+05 eff:0.5% logz=53.63+/-0.14 dlogz:3.673>0.1]
1925it [13:52,  1.52it/s, bound:1211 nc:  1 ncall:4.2e+05 eff:0.5% logz=54.50+/-0.14 dlogz:1.946>0.1]
1946it [13:52,  2.25it/s, bound:1232 nc:  1 ncall:4.3e+05 eff:0.5% logz=55.05+/-0.16 dlogz:0.754>0.1]
1967it [13:52,  3.28it/s, bound:1255 nc:349 ncall:4.4e+05 eff:0.4% logz=53.79+/-0.14 dlogz:3.370>0.1]
1979it [14:10,  3.28it/s, bound:1269 nc:354 ncall:4.4e+05 eff:0.4% logz=53.82+/-0.14 dlogz:3.312>0.1]
1980it [14:37,  1.02it/s, bound:1271 nc:730 ncall:4.5e+05 eff:0.4% logz=53.82+/-0.14 dlogz:3.307>0.1]
1998it [14:37,  1.45it/s, bound:1289 nc:  1 ncall:4.5e+05 eff:0.5% logz=54.68+/-0.15 dlogz:1.590>0.1]
2019it [14:37,  2.18it/s, bound:1310 nc:  1 ncall:4.6e+05 eff:0.5% logz=55.31+/-0.18 dlogz:0.247>0.1]
2042it [14:37,  3.30it/s, bound:1333 nc:397 ncall:4.7e+05 eff:0.4% logz=53.98+/-0.14 dlogz:3.013>0.1]
2055it [14:50,  3.30it/s, bound:1350 nc:380 ncall:4.8e+05 eff:0.4% logz=54.01+/-0.14 dlogz:2.953>0.1]
2056it [15:21,  1.04it/s, bound:1351 nc:381 ncall:4.8e+05 eff:0.4% logz=54.01+/-0.14 dlogz:2.948>0.1]
2075it [15:21,  1.50it/s, bound:1371 nc:  1 ncall:4.8e+05 eff:0.4% logz=54.27+/-0.14 dlogz:2.433>0.1]
2096it [15:22,  2.22it/s, bound:1392 nc:  1 ncall:4.9e+05 eff:0.5% logz=54.64+/-0.14 dlogz:1.661>0.1]
2117it [15:22,  3.25it/s, bound:1413 nc:  1 ncall:5.0e+05 eff:0.5% logz=55.08+/-0.15 dlogz:0.722>0.1]
2133it [15:40,  3.25it/s, bound:1430 nc:407 ncall:5.1e+05 eff:0.4% logz=54.19+/-0.14 dlogz:2.602>0.1]
2134it [16:09,  1.03it/s, bound:1431 nc:408 ncall:5.1e+05 eff:0.4% logz=54.19+/-0.14 dlogz:2.598>0.1]
2152it [16:09,  1.44it/s, bound:1449 nc:  1 ncall:5.1e+05 eff:0.5% logz=55.25+/-0.16 dlogz:0.364>0.1]
2173it [16:09,  2.13it/s, bound:1473 nc:796 ncall:5.2e+05 eff:0.4% logz=54.27+/-0.14 dlogz:2.432>0.1]
2194it [16:09,  3.11it/s, bound:1496 nc:433 ncall:5.3e+05 eff:0.4% logz=54.31+/-0.14 dlogz:2.346>0.1]
2206it [16:20,  3.11it/s, bound:1510 nc:  1 ncall:5.4e+05 eff:0.5% logz=55.45+/-0.25 dlogz:0.007>0.1]
2207it [16:56,  1.04s/it, bound:1511 nc:414 ncall:5.4e+05 eff:0.4% logz=54.34+/-0.14 dlogz:2.293>0.1]
2226it [16:56,  1.40it/s, bound:1531 nc:  1 ncall:5.5e+05 eff:0.4% logz=54.84+/-0.14 dlogz:1.224>0.1]
2246it [16:56,  2.06it/s, bound:1555 nc:409 ncall:5.6e+05 eff:0.4% logz=54.42+/-0.14 dlogz:2.139>0.1]
2266it [16:56,  2.99it/s, bound:1579 nc:802 ncall:5.7e+05 eff:0.4% logz=54.45+/-0.14 dlogz:2.063>0.1]
2276it [17:10,  2.99it/s, bound:1590 nc:  1 ncall:5.7e+05 eff:0.5% logz=55.45+/-0.24 dlogz:0.006>0.1]
2277it [17:40,  1.06s/it, bound:1591 nc:387 ncall:5.7e+05 eff:0.4% logz=54.47+/-0.14 dlogz:2.022>0.1]
2296it [17:40,  1.40it/s, bound:1612 nc:  1 ncall:5.8e+05 eff:0.4% logz=54.92+/-0.15 dlogz:1.065>0.1]
2316it [17:40,  2.09it/s, bound:1633 nc:  1 ncall:5.9e+05 eff:0.4% logz=55.04+/-0.15 dlogz:0.808>0.1]
2336it [17:40,  3.05it/s, bound:1655 nc:392 ncall:6.0e+05 eff:0.4% logz=54.57+/-0.14 dlogz:1.810>0.1]
2350it [18:00,  3.05it/s, bound:1670 nc:410 ncall:6.0e+05 eff:0.4% logz=54.60+/-0.14 dlogz:1.762>0.1]
2351it [18:29,  1.08s/it, bound:1671 nc:413 ncall:6.0e+05 eff:0.4% logz=54.60+/-0.14 dlogz:1.759>0.1]
2370it [18:29,  1.35it/s, bound:1690 nc:  1 ncall:6.1e+05 eff:0.4% logz=55.38+/-0.17 dlogz:0.117>0.1]
2390it [18:30,  1.99it/s, bound:1713 nc:427 ncall:6.2e+05 eff:0.4% logz=54.66+/-0.14 dlogz:1.630>0.1]
2411it [18:30,  2.93it/s, bound:1735 nc:  1 ncall:6.3e+05 eff:0.4% logz=54.75+/-0.14 dlogz:1.428>0.1]
